%310
@RELATION PLARIEL00046
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-MEDIA NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
26,?,?,?,?,?,?,?,?,0.19,?
27,?,?,?,?,?,?,?,?,?,?
28,813.38,47324.06,2704.07,47553.14,2886.17,3458490.20,670.20,66.38,?,0.20
29,815.93,47328.40,2673.73,47565.10,2878.58,1355930.20,280.20,25.76,0.20,0.20
30,815.59,46917.19,2682.83,47113.08,2876.68,773290.19,170.19,14.25,0.20,0.19
31,817.14,46840.15,2642.41,47011.43,2880.57,4830680.19,700.19,86.98,0.19,0.19
32,818.68,46945.58,2651.70,47121.08,2883.81,2719120.18,480.18,48.14,0.19,0.18
33,?,?,?,?,?,?,?,?,0.18,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,2642.00,46735.25,2856.17,6632820.18,870.18,119.44,?,0.18
36,816.68,46674.78,2621.95,46862.43,2843.49,1578810.18,300.18,28.24,0.18,0.18
37,813.75,46149.14,2583.33,46341.54,2811.05,411330.18,140.18,7.43,0.18,0.18
38,811.13,46329.66,2569.88,46512.72,2815.91,929880.18,160.18,16.75,0.18,0.18
39,813.77,46741.54,2575.59,46931.40,2825.70,47420.18,50.18,0.85,0.18,0.18
40,?,?,?,?,?,?,?,?,0.18,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,2617.30,46988.04,2826.84,817660.18,180.18,14.01,?,0.18
43,817.32,46399.26,2620.19,46564.61,2821.25,25913630.16,1730.16,394.47,0.18,0.16
44,817.35,46406.74,2595.28,46569.81,2825.02,10125350.14,1130.14,147.27,0.16,0.14
45,818.81,46211.54,2556.98,46360.51,2825.15,5012010.12,770.12,64.78,0.14,0.12
46,826.73,46370.13,2566.54,46523.63,2838.22,2508930.14,590.14,34.14,0.12,0.14
47,?,?,?,?,?,?,?,?,0.14,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,2593.85,46665.39,2848.48,461750.15,130.15,6.61,?,0.15
50,832.30,46490.89,2591.45,46652.19,2843.90,1356000.14,290.14,19.17,0.15,0.14
51,830.62,46051.76,2578.63,46198.42,2831.71,2560470.14,310.14,36.14,0.14,0.14
52,823.32,45879.90,2578.03,46050.52,2801.83,363030.14,120.14,5.03,0.14,0.14
53,826.66,45948.12,2604.97,46124.82,2817.57,14356530.12,1280.12,177.77,0.14,0.12
54,?,?,?,?,?,?,?,?,0.12,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,2625.95,46487.05,2840.57,2362940.12,360.12,29.36,?,0.12
57,828.81,45868.35,2621.52,46065.85,2831.16,1724520.13,300.13,20.70,0.12,0.13
58,836.69,46241.92,2638.60,46459.99,2855.69,6148790.12,450.12,74.15,0.13,0.12
59,844.08,46280.36,2641.23,46510.83,2865.27,3542270.13,330.13,42.41,0.12,0.13
60,842.02,46341.14,2657.32,46622.90,2859.05,8297940.15,740.15,113.69,0.13,0.15
61,?,?,?,?,?,?,?,?,0.15,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,2647.93,46454.13,2860.68,8714070.16,1230.16,135.81,?,0.16
64,845.88,46676.09,2665.87,47001.38,2868.06,5467450.17,530.17,89.23,0.16,0.17
65,849.88,46762.65,2658.78,47090.49,2872.90,3073550.17,300.17,49.79,0.17,0.17
66,855.99,46745.26,2661.06,47060.66,2873.49,2711150.16,280.16,43.52,0.17,0.16
67,861.67,47074.39,2653.14,47436.21,2906.74,8781340.16,710.16,135.02,0.16,0.16
68,?,?,?,?,?,?,?,?,0.16,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,2643.18,47269.75,2914.24,1320030.15,310.15,19.81,?,0.15
71,866.79,47010.40,2716.00,47340.43,2911.38,1205750.15,250.15,17.05,0.15,0.15
72,872.90,46888.37,2729.57,47235.72,2901.67,524700.15,170.15,7.45,0.15,0.15
73,871.52,47223.68,2715.79,47606.16,2912.13,1087870.14,230.14,15.50,0.15,0.14
74,873.21,47125.93,2759.52,47522.10,2909.77,903420.13,200.13,12.61,0.14,0.13
75,?,?,?,?,?,?,?,?,0.13,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,2727.89,47094.18,2900.59,1590760.14,310.14,22.29,?,0.14
78,864.73,46029.35,2690.24,46473.62,2868.24,970730.15,170.15,13.59,0.14,0.15
79,862.97,46068.24,2690.29,46511.62,2874.75,988050.15,120.15,13.87,0.15,0.15
80,850.86,45580.47,2658.58,46017.88,2833.61,717630.13,220.13,9.62,0.15,0.13
81,845.32,45066.18,2579.62,45473.08,2800.67,1328090.14,130.14,17.89,0.13,0.14
82,?,?,?,?,?,?,?,?,0.14,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,2568.62,44946.32,2780.21,1025650.13,180.13,14.64,?,0.13
85,830.80,44724.88,2566.53,45119.16,2774.13,3262110.13,390.13,43.91,0.13,0.13
86,835.51,45247.90,2581.44,45644.09,2785.46,150390.13,70.13,1.97,0.13,0.13
87,839.42,45147.57,2642.66,45528.85,2797.31,287980.13,160.13,3.90,0.13,0.13
88,?,?,?,?,?,?,?,?,0.13,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,2638.99,45679.51,2814.33,607010.14,170.14,7.97,?,0.14
93,828.79,44604.61,2614.45,44940.36,2769.02,1087480.12,280.12,14.09,0.14,0.12
94,824.35,44623.89,2599.89,44980.62,2766.19,1674630.14,170.14,21.23,0.12,0.14
95,819.73,44597.66,2491.48,44960.02,2760.91,802090.13,140.13,10.43,0.14,0.13
96,?,?,?,?,?,?,?,?,0.13,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,2549.75,44963.96,2764.28,346660.13,120.13,4.51,?,0.13
99,815.74,44725.03,2593.51,45096.35,2767.26,1095840.13,150.13,13.31,0.13,0.13
100,820.16,45091.63,2591.74,45495.34,2780.21,1219480.14,180.14,15.75,0.13,0.14
101,824.04,45688.48,2643.04,46131.66,2794.43,11950970.15,1280.15,174.21,0.14,0.15
102,819.29,45525.92,2653.03,45960.10,2783.53,7381730.14,750.14,111.78,0.15,0.14
103,?,?,?,?,?,?,?,?,0.14,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,2627.86,45167.65,2754.91,470350.15,150.15,6.92,?,0.15
106,?,?,?,?,?,?,?,?,0.15,?
107,796.68,43916.24,2551.04,44404.81,2705.88,1768930.14,290.14,23.26,?,0.14
108,787.39,43364.70,2592.30,43850.06,2695.55,945170.14,250.14,12.58,0.14,0.14
109,783.37,43447.75,2558.31,43993.98,2685.57,488500.13,130.13,6.35,0.14,0.13
110,?,?,?,?,?,?,?,?,0.13,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,2502.77,43892.82,2660.28,370910.13,110.13,4.85,?,0.13
113,769.16,43159.57,2517.56,43707.88,2624.40,226360.13,90.13,2.94,0.13,0.13
114,769.82,43356.73,2527.25,43908.95,2636.70,955000.12,150.12,11.46,0.13,0.12
115,774.88,43482.18,2511.90,44027.03,2658.57,1653800.13,240.13,19.85,0.12,0.13
116,777.86,43665.21,2510.55,44226.06,2669.93,1699110.12,200.12,20.40,0.13,0.12
117,?,?,?,?,?,?,?,?,0.12,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,2521.79,44420.22,2685.14,463460.12,90.12,5.56,?,0.12
120,784.81,44162.18,2543.13,44653.34,2704.84,297060.13,160.13,3.65,0.12,0.13
121,?,?,?,?,?,?,?,?,0.13,?
122,787.45,43991.51,2514.92,44466.89,2695.22,6003340.13,620.13,80.86,?,0.13
123,?,?,?,?,?,?,?,?,0.13,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,2539.44,45060.80,2714.72,1391410.14,80.14,18.09,?,0.14
127,793.09,44742.22,2559.42,45244.29,2733.96,182530.14,100.14,2.56,0.14,0.14
128,798.10,45117.94,2580.91,45647.76,2752.14,2471400.14,190.14,32.13,0.14,0.14
129,800.71,44943.16,2616.95,45475.08,2760.20,159150.14,120.14,2.07,0.14,0.14
130,800.42,44895.35,2665.44,45408.06,2769.85,516100.14,220.14,6.71,0.14,0.14
131,?,?,?,?,?,?,?,?,0.14,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,2691.81,45746.01,2790.62,201880.13,90.13,2.62,?,0.13
134,804.49,45771.11,2747.23,46336.62,2822.41,2926630.13,420.13,35.47,0.13,0.13
135,802.28,46102.42,2811.51,46676.61,2848.38,3720720.14,560.14,47.78,0.13,0.14
136,806.45,45992.03,2769.11,46581.16,2871.70,1866310.14,340.14,24.83,0.14,0.14
137,810.69,46078.68,2843.46,46646.58,2885.19,1208210.13,230.13,15.91,0.14,0.13
138,?,?,?,?,?,?,?,?,0.13,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,2833.96,46615.31,2921.95,135100.13,50.13,1.76,?,0.13
141,819.76,45851.80,2766.56,46439.10,2893.12,209000.13,70.13,2.72,0.13,0.13
142,818.82,45933.66,2768.44,46529.96,2912.70,922270.14,210.14,12.00,0.13,0.14
143,814.69,45687.76,2716.44,46311.26,2894.53,1019930.14,200.14,13.26,0.14,0.14
144,820.11,46145.44,2766.31,46783.61,2929.62,320670.13,120.13,4.16,0.14,0.13
145,?,?,?,?,?,?,?,?,0.13,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,2877.90,47957.54,2976.83,250000.13,10.13,3.25,?,0.13
148,838.40,47579.87,2837.61,48258.02,2997.81,3664560.14,380.14,48.00,0.13,0.14
149,842.72,47476.64,2831.95,48138.07,3000.58,429520.14,90.14,5.70,0.14,0.14
150,?,?,?,?,?,?,?,?,0.14,?
151,841.72,47806.34,2842.44,48503.87,2994.25,879800.14,270.14,11.40,?,0.14
152,?,?,?,?,?,?,?,?,0.14,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,2851.48,47868.36,2970.24,462320.14,110.14,6.01,?,0.14
155,854.67,47620.68,2879.25,48323.88,2998.79,554860.14,200.14,7.22,0.14,0.14
156,859.35,47805.94,2930.23,48513.29,3026.87,123100.13,70.13,1.60,0.14,0.13
157,864.95,47573.66,2927.35,48259.19,3020.15,572540.13,200.13,7.36,0.13,0.13
158,866.67,48209.65,2972.76,48918.37,3044.38,178760.14,80.14,2.30,0.13,0.14
159,?,?,?,?,?,?,?,?,0.14,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,2961.52,49207.65,3065.91,642060.14,150.14,8.35,?,0.14
162,870.60,48324.52,3012.39,49050.96,3074.89,488070.14,170.14,6.34,0.14,0.14
163,878.91,48383.93,3044.90,49098.70,3098.83,1352270.13,310.13,17.67,0.14,0.13
164,877.48,48152.82,3007.22,48890.47,3089.32,7348560.14,790.14,102.88,0.13,0.14
165,880.65,48273.42,3038.69,49057.66,3092.65,4752890.14,460.14,64.11,0.14,0.14
166,?,?,?,?,?,?,?,?,0.14,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3096.81,48917.56,3100.24,3052570.14,350.14,40.07,?,0.14
169,886.71,48119.72,3174.21,48891.04,3120.39,1934570.13,190.13,25.51,0.14,0.13
170,885.25,47743.10,3163.21,48509.84,3122.21,154220.14,90.14,2.01,0.13,0.14
171,864.38,45870.00,3135.33,46587.68,3038.18,196120.13,140.13,2.57,0.14,0.13
172,855.18,44732.92,2970.69,45456.77,3001.68,1570180.13,250.13,19.97,0.13,0.13
173,?,?,?,?,?,?,?,?,0.13,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,2962.57,45531.46,2990.89,469570.13,150.13,6.11,?,0.13
176,863.23,44966.09,2951.60,45672.10,2999.31,1088570.13,260.13,14.15,0.13,0.13
177,858.05,44893.99,2891.59,45601.51,2972.55,852680.14,210.14,11.09,0.13,0.14
178,847.97,43667.37,2856.87,44326.49,2915.58,794320.14,180.14,10.33,0.14,0.14
179,848.08,44747.79,2875.12,45442.51,2948.80,757750.13,230.13,9.81,0.14,0.13
180,?,?,?,?,?,?,?,?,0.13,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,2975.68,45461.06,2963.91,2195510.13,270.13,26.57,?,0.13
183,853.37,45533.94,3034.96,46254.71,2981.48,3300.13,40.13,0.04,0.13,0.13
184,850.45,45184.98,3008.56,45899.36,2971.57,4773950.12,530.12,53.28,0.13,0.12
185,855.94,45613.75,3031.35,46344.42,2988.19,1111250.13,280.13,13.36,0.12,0.13
186,851.88,45110.89,3040.23,45805.34,2977.06,1383450.13,190.13,16.64,0.13,0.13
187,?,?,?,?,?,?,?,?,0.13,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,2963.72,45172.40,2948.16,212680.12,150.12,2.55,?,0.12
190,842.60,44342.23,2923.27,44969.23,2924.69,279770.12,110.12,3.28,0.12,0.12
191,844.03,45068.55,3088.12,45727.71,2962.09,4612270.11,300.11,50.28,0.12,0.11
192,845.84,45712.72,3133.70,46390.36,2992.86,766320.11,170.11,8.43,0.11,0.11
193,849.99,46150.78,3149.35,46839.89,3017.66,3176630.10,320.10,31.79,0.11,0.10
194,?,?,?,?,?,?,?,?,0.10,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3148.83,46922.43,3022.70,2161830.11,380.11,24.19,?,0.11
197,847.84,46155.10,3146.57,46860.35,3017.11,571440.11,160.11,5.81,0.11,0.11
198,845.85,46287.08,3212.07,47003.76,3021.27,118720.11,100.11,1.19,0.11,0.11
199,845.70,46221.23,3244.60,46919.83,3023.16,27560.10,40.10,0.28,0.11,0.10
200,848.06,46399.74,3235.66,47120.88,3019.85,1229280.12,210.12,13.53,0.10,0.12
201,?,?,?,?,?,?,?,?,0.12,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3205.19,47075.43,3021.70,537090.12,110.12,5.92,?,0.12
204,852.44,46714.43,3248.21,47454.90,3029.97,10530.12,80.12,0.12,0.12,0.12
205,858.02,46835.98,3268.30,47575.74,3050.63,1030.12,50.12,0.01,0.12,0.12
206,858.31,46713.02,3213.35,47446.69,3036.16,659830.12,130.12,7.89,0.12,0.12
207,858.83,46258.91,3139.34,46981.22,3015.00,12340.12,50.12,0.15,0.12,0.12
208,?,?,?,?,?,?,?,?,0.12,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3198.11,47214.30,3032.94,479220.11,120.11,5.28,?,0.11
211,870.15,46663.41,3193.87,47398.08,3038.42,71010.12,80.12,0.79,0.11,0.12
212,878.25,46925.65,3155.49,47676.43,3046.08,154010.11,120.11,1.63,0.12,0.11
213,881.30,47370.81,3181.95,48147.76,3060.17,777560.10,190.10,7.93,0.11,0.10
214,884.10,48325.33,3281.00,49133.14,3110.79,101020.11,30.11,1.11,0.10,0.11
215,?,?,?,?,?,?,?,?,0.11,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3273.93,49272.86,3127.41,182020.11,50.11,1.88,?,0.11
218,891.86,47942.81,3294.82,48742.34,3127.38,832540.11,190.11,8.33,0.11,0.11
219,898.91,48306.55,3296.25,49124.78,3168.23,10010.11,20.11,0.10,0.11,0.11
220,903.85,48862.88,3347.67,49700.18,3190.86,2689280.11,320.11,28.95,0.11,0.11
221,909.96,49125.36,3339.13,49994.77,3206.86,6956840.13,700.13,87.36,0.11,0.13
222,?,?,?,?,?,?,?,?,0.13,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3357.82,50476.37,3225.79,4443690.13,310.13,57.87,?,0.13
225,922.16,49747.66,3371.42,50646.05,3233.22,235600.13,90.13,2.89,0.13,0.13
226,928.58,50223.95,3408.63,51152.95,3271.49,2643820.12,240.12,31.68,0.13,0.12
227,?,?,?,?,?,?,?,?,0.12,?
228,928.83,49976.48,3380.10,50906.11,3253.28,605870.12,130.12,7.06,?,0.12
229,?,?,?,?,?,?,?,?,0.12,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3285.01,50713.14,3237.31,2195700.11,280.11,24.15,?,0.11
232,914.58,49162.16,3253.81,50077.30,3210.57,5215580.12,400.12,60.57,0.11,0.12
233,920.30,49128.05,3308.20,50032.45,3221.87,351960.11,110.11,3.89,0.12,0.11
234,931.73,49846.48,3375.70,50780.47,3260.69,746240.11,210.11,8.67,0.11,0.11
235,930.27,49895.10,3425.99,50836.47,3260.35,2305620.12,190.12,25.37,0.11,0.12
236,?,?,?,?,?,?,?,?,0.12,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3380.35,50756.86,3255.45,6101770.12,510.12,73.02,?,0.12
239,921.40,48833.58,3368.02,49731.02,3197.48,364110.12,120.12,4.22,0.12,0.12
240,919.00,48537.65,3278.46,49421.50,3183.87,4050.12,50.12,0.05,0.12,0.12
241,924.88,48676.45,3248.07,49569.11,3204.20,1202860.12,130.12,13.64,0.12,0.12
242,925.91,48871.98,3201.00,49771.98,3196.27,117850.12,70.12,1.30,0.12,0.12
243,?,?,?,?,?,?,?,?,0.12,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3268.23,50099.55,3230.20,3264620.12,280.12,38.86,?,0.12
246,926.93,48968.87,3269.38,49861.54,3226.75,864090.12,170.12,10.27,0.12,0.12
247,918.91,47919.09,3265.82,48781.63,3174.71,1589850.12,150.12,19.07,0.12,0.12
248,890.19,45830.66,3173.83,46598.42,3061.25,2227090.12,240.12,25.59,0.12,0.12
249,902.70,46717.04,3281.26,47514.09,3142.61,13940.12,50.12,0.17,0.12,0.12
250,?,?,?,?,?,?,?,?,0.12,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3434.27,48651.54,3199.68,2510.12,40.12,0.03,?,0.12
253,931.39,48961.51,3452.04,49839.90,3256.85,1072540.11,150.11,11.80,0.12,0.11
254,934.25,49437.02,3412.17,50312.63,3285.29,258130.12,70.12,2.84,0.11,0.12
255,943.52,49771.55,3494.04,50644.38,3303.55,412350.12,160.12,4.56,0.12,0.12
256,948.06,49348.61,3451.24,50196.31,3285.49,610310.12,110.12,6.71,0.12,0.12
257,?,?,?,?,?,?,?,?,0.12,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3389.94,49741.35,3260.05,1742420.11,200.11,19.17,?,0.11
260,960.97,49434.46,3400.39,50258.11,3286.61,618230.11,200.11,6.56,0.11,0.11
261,957.28,49413.33,3439.14,50227.43,3277.41,100270.11,50.11,1.10,0.11,0.11
262,963.32,50300.53,3528.56,51171.25,3316.59,4533430.11,330.11,45.42,0.11,0.11
263,962.49,50308.19,3505.92,51202.75,3316.08,129000.11,60.11,1.33,0.11,0.11
264,?,?,?,?,?,?,?,?,0.11,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3494.03,50869.00,3291.57,223150.11,70.11,2.33,?,0.11
267,957.44,49979.47,3460.74,50887.67,3275.67,2711430.09,450.09,25.45,0.11,0.09
268,961.02,50301.69,3478.80,51221.45,3299.72,1302100.10,150.10,12.72,0.09,0.10
269,969.92,50936.34,3529.42,51846.54,3336.44,561760.09,140.09,5.25,0.10,0.09
270,977.10,50819.81,3568.15,51704.53,3352.18,1233530.10,170.10,11.25,0.09,0.10
271,?,?,?,?,?,?,?,?,0.10,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3526.95,51191.50,3349.29,5031340.11,440.11,54.19,?,0.11
274,984.17,50782.48,3530.57,51691.24,3351.68,287460.11,60.11,2.88,0.11,0.11
275,987.01,50803.40,3531.37,51709.58,3364.40,79700.11,60.11,0.80,0.11,0.11
276,988.62,50982.03,3560.82,51911.61,3383.62,1008260.11,130.11,10.17,0.11,0.11
277,992.25,50601.24,3549.83,51511.63,3381.52,1174940.11,170.11,11.85,0.11,0.11
278,?,?,?,?,?,?,?,?,0.11,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3534.94,51239.47,3383.60,1744330.11,260.11,17.54,?,0.11
281,993.38,50137.88,3527.51,51021.26,3368.14,308140.10,80.10,3.00,0.11,0.10
282,996.97,50335.02,3521.67,51215.99,3379.96,4550.10,30.10,0.05,0.10,0.10
283,1011.15,51806.83,3600.65,52744.48,3454.41,1685730.11,200.11,16.81,0.10,0.11
284,1024.81,52230.47,3691.14,53193.87,3477.04,502530.11,40.11,5.03,0.11,0.11
285,?,?,?,?,?,?,?,?,0.11,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3752.75,53498.97,3508.85,2081700.11,180.11,21.12,?,0.11
288,1039.64,52590.73,3804.41,53588.87,3544.07,808930.10,140.10,8.09,0.11,0.10
289,1036.86,52861.41,3879.33,53918.41,3548.14,156600.11,100.11,1.57,0.10,0.11
290,1049.92,52573.59,3918.77,53571.90,3572.96,217640.10,100.10,2.18,0.11,0.10
291,1051.86,52587.24,3833.68,53572.92,3535.97,325970.11,160.11,3.26,0.10,0.11
292,?,?,?,?,?,?,?,?,0.11,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3887.06,54903.39,3606.06,547720.11,160.11,5.68,?,0.11
295,1078.51,53781.81,3846.75,54818.06,3615.60,500.11,40.11,0.01,0.11,0.11
296,1074.66,53389.74,3816.87,54433.41,3596.10,281100.11,60.11,2.81,0.11,0.11
297,1083.34,53994.46,3899.85,55063.75,3637.76,120480.11,60.11,1.21,0.11,0.11
298,1095.80,53887.13,3848.17,55023.42,3651.19,16956310.11,1030.11,186.52,0.11,0.11
299,?,?,?,?,?,?,?,?,0.11,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3812.98,55362.19,3660.45,2113650.11,270.11,23.03,?,0.11
302,1114.63,54536.95,3817.81,55688.45,3688.57,2445620.11,200.11,26.75,0.11,0.11
303,1107.62,54095.32,3821.59,55240.01,3660.80,5798500.11,530.11,64.11,0.11,0.11
304,1109.36,53607.86,3799.39,54734.18,3628.73,1440290.12,250.12,15.85,0.11,0.12
305,?,?,?,?,?,?,?,?,0.12,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3834.21,55121.60,3668.56,157377,14,17.31,?,0.11
309,1101.37,53504.47,3804.45,54600.05,3645.18,297619,14,32.74,0.11,0.11
310,1106.35,53924.01,3810.40,55035.36,3650.27,26581,12,2.83,0.11,0.11
340,991.5027484429278,45857.110734846676,3254.8821582088017,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,3313.519908237942,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,3372.157658267083,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,3548.0709083545053,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,3899.8974085293503,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
