%310
@RELATION PLUNBEP00015
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
53,45948.12,1826.84,46124.82,2817.57,59396.21,316.21,37.46,6.38,6.21
54,?,?,?,?,?,?,?,6.21,?
55,?,?,?,?,?,?,?,?,?
56,46286.28,1850.28,46487.05,2840.57,56736.25,316.25,35.40,?,6.25
57,45868.35,1831.29,46065.85,2831.16,40366.45,196.45,25.93,6.25,6.45
58,46241.92,1848.22,46459.99,2855.69,43736.54,276.54,29.07,6.45,6.54
59,46280.36,1866.67,46510.83,2865.27,14586.55,146.55,9.55,6.54,6.55
60,46341.14,1880.05,46622.90,2859.05,17916.52,236.52,11.67,6.55,6.52
61,?,?,?,?,?,?,?,6.52,?
62,?,?,?,?,?,?,?,?,?
63,46137.70,1870.04,46454.13,2860.68,15386.67,146.67,10.21,?,6.67
64,46676.09,1867.84,47001.38,2868.06,526.69,56.69,0.35,6.67,6.69
65,46762.65,1848.50,47090.49,2872.90,26806.55,126.55,17.54,6.69,6.55
66,46745.26,1870.22,47060.66,2873.49,7896.54,86.54,5.16,6.55,6.54
67,47074.39,1871.59,47436.21,2906.74,75576.30,236.30,48.13,6.54,6.30
68,?,?,?,?,?,?,?,6.30,?
69,?,?,?,?,?,?,?,?,?
70,46933.03,1873.37,47269.75,2914.24,6756.45,76.45,4.29,?,6.45
71,47010.40,1865.43,47340.43,2911.38,76606.43,286.43,48.02,6.45,6.43
72,46888.37,1864.62,47235.72,2901.67,1506.43,26.43,0.96,6.43,6.43
73,47223.68,1848.14,47606.16,2912.13,506.40,16.40,0.32,6.43,6.40
74,47125.93,1849.89,47522.10,2909.77,506.49,46.49,0.32,6.40,6.49
75,?,?,?,?,?,?,?,6.49,?
76,?,?,?,?,?,?,?,?,?
77,46668.41,1834.95,47094.18,2900.59,1706.39,96.39,1.09,?,6.39
78,46029.35,1794.48,46473.62,2868.24,2506.40,56.40,1.60,6.39,6.40
79,46068.24,1801.52,46511.62,2874.75,2656.31,66.31,1.69,6.40,6.31
80,45580.47,1769.42,46017.88,2833.61,43756.35,176.35,27.95,6.31,6.35
81,45066.18,1707.83,45473.08,2800.67,58436.34,186.34,37.11,6.35,6.34
82,?,?,?,?,?,?,?,6.34,?
83,?,?,?,?,?,?,?,?,?
84,44585.10,1660.44,44946.32,2780.21,1006.30,56.30,0.63,?,6.30
85,44724.88,1648.36,45119.16,2774.13,14506.06,116.06,8.83,6.30,6.06
86,45247.90,1653.10,45644.09,2785.46,59545.99,155.99,34.46,6.06,5.99
87,45147.57,1677.23,45528.85,2797.31,340035.95,465.95,199.49,5.99,5.95
88,?,?,?,?,?,?,?,5.95,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,45304.74,1656.40,45679.51,2814.33,28375.90,85.90,16.75,?,5.90
93,44604.61,1620.82,44940.36,2769.02,193545.80,345.80,109.63,5.90,5.80
94,44623.89,1588.07,44980.62,2766.19,755.74,35.74,0.43,5.80,5.74
95,44597.66,1585.00,44960.02,2760.91,6605.71,135.71,3.78,5.74,5.71
96,?,?,?,?,?,?,?,5.71,?
97,?,?,?,?,?,?,?,?,?
98,44590.97,1584.03,44963.96,2764.28,50055.76,125.76,28.29,?,5.76
99,44725.03,1600.11,45096.35,2767.26,48405.69,135.69,27.56,5.76,5.69
100,45091.63,1609.16,45495.34,2780.21,386965.80,295.80,218.58,5.69,5.80
101,45688.48,1647.89,46131.66,2794.43,1275.80,45.80,0.73,5.80,5.80
102,45525.92,1602.65,45960.10,2783.53,5755.80,55.80,3.33,5.80,5.80
103,?,?,?,?,?,?,?,5.80,?
104,?,?,?,?,?,?,?,?,?
105,44724.14,1590.14,45167.65,2754.91,24645.75,185.75,14.10,?,5.75
106,?,?,?,?,?,?,?,5.75,?
107,43916.24,1578.30,44404.81,2705.88,112095.70,215.70,63.44,?,5.70
108,43364.70,1582.90,43850.06,2695.55,70645.60,265.60,38.96,5.70,5.60
109,43447.75,1551.70,43993.98,2685.57,15005.75,115.75,8.59,5.60,5.75
110,?,?,?,?,?,?,?,5.75,?
111,?,?,?,?,?,?,?,?,?
112,43360.30,1572.53,43892.82,2660.28,3005.80,75.80,1.74,?,5.80
113,43159.57,1577.62,43707.88,2624.40,1505.70,45.70,0.86,5.80,5.70
114,43356.73,1568.91,43908.95,2636.70,505.70,25.70,0.29,5.70,5.70
115,43482.18,1578.90,44027.03,2658.57,46585.90,275.90,27.46,5.70,5.90
116,43665.21,1567.21,44226.06,2669.93,95985.90,315.90,55.63,5.90,5.90
117,?,?,?,?,?,?,?,5.90,?
118,?,?,?,?,?,?,?,?,?
119,43882.16,1568.27,44420.22,2685.14,501625.99,65.99,299.00,?,5.99
120,44162.18,1577.58,44653.34,2704.84,2225.99,75.99,1.33,5.99,5.99
121,?,?,?,?,?,?,?,5.99,?
122,43991.51,1593.50,44466.89,2695.22,3496.11,106.11,2.05,?,6.11
123,?,?,?,?,?,?,?,6.11,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,44541.73,1610.11,45060.80,2714.72,1626.00,66.00,0.96,?,6.00
127,44742.22,1618.85,45244.29,2733.96,1416.13,76.13,0.86,6.00,6.13
128,45117.94,1640.06,45647.76,2752.14,15056.02,136.02,9.07,6.13,6.02
129,44943.16,1640.84,45475.08,2760.20,1155.99,55.99,0.69,6.02,5.99
130,44895.35,1627.28,45408.06,2769.85,5815.85,85.85,3.46,5.99,5.85
131,?,?,?,?,?,?,?,5.85,?
132,?,?,?,?,?,?,?,?,?
133,45207.84,1680.51,45746.01,2790.62,12805.93,95.93,7.52,?,5.93
134,45771.11,1669.79,46336.62,2822.41,100425.92,355.92,59.30,5.93,5.92
135,46102.42,1662.38,46676.61,2848.38,1005.87,65.87,0.59,5.92,5.87
136,45992.03,1668.63,46581.16,2871.70,611146.88,476.88,377.37,5.87,6.88
137,46078.68,1720.89,46646.58,2885.19,130596.60,386.60,87.02,6.88,6.60
138,?,?,?,?,?,?,?,6.60,?
139,?,?,?,?,?,?,?,?,?
140,46041.35,1720.79,46615.31,2921.95,444786.75,336.75,302.63,?,6.75
141,45851.80,1715.41,46439.10,2893.12,20866.68,246.68,14.03,6.75,6.68
142,45933.66,1721.17,46529.96,2912.70,258306.65,126.65,171.52,6.68,6.65
143,45687.76,1700.24,46311.26,2894.53,39256.55,216.55,25.90,6.65,6.55
144,46145.44,1717.23,46783.61,2929.62,158806.35,266.35,100.10,6.55,6.35
145,?,?,?,?,?,?,?,6.35,?
146,?,?,?,?,?,?,?,?,?
147,47277.10,1770.93,47957.54,2976.83,66236.85,416.85,44.09,?,6.85
148,47579.87,1794.53,48258.02,2997.81,16986.78,196.78,11.31,6.85,6.78
149,47476.64,1826.11,48138.07,3000.58,1706.77,66.77,1.15,6.78,6.77
150,?,?,?,?,?,?,?,6.77,?
151,47806.34,1832.70,48503.87,2994.25,10656.77,186.77,7.21,?,6.77
152,?,?,?,?,?,?,?,6.77,?
153,?,?,?,?,?,?,?,?,?
154,47175.79,1796.86,47868.36,2970.24,11856.60,136.60,7.88,?,6.60
155,47620.68,1812.04,48323.88,2998.79,14386.60,86.60,9.48,6.60,6.60
156,47805.94,1846.56,48513.29,3026.87,91806.50,436.50,59.88,6.60,6.50
157,47573.66,1856.88,48259.19,3020.15,15856.45,146.45,10.24,6.50,6.45
158,48209.65,1849.90,48918.37,3044.38,52576.50,296.50,34.17,6.45,6.50
159,?,?,?,?,?,?,?,6.50,?
160,?,?,?,?,?,?,?,?,?
161,48495.01,1856.85,49207.65,3065.91,23506.42,76.42,15.09,?,6.42
162,48324.52,1866.45,49050.96,3074.89,198926.77,456.77,129.60,6.42,6.77
163,48383.93,1901.79,49098.70,3098.83,3263477.59,637.59,2270.92,6.77,7.59
164,48152.82,1913.84,48890.47,3089.32,172687.30,527.30,130.14,7.59,7.30
165,48273.42,1917.53,49057.66,3092.65,45157.30,277.30,32.41,7.30,7.30
166,?,?,?,?,?,?,?,7.30,?
167,?,?,?,?,?,?,?,?,?
168,48131.61,1911.93,48917.56,3100.24,27377.29,207.29,19.41,?,7.29
169,48119.72,1917.62,48891.04,3120.39,12897.20,177.20,9.35,7.29,7.20
170,47743.10,1923.19,48509.84,3122.21,79297.15,517.15,55.11,7.20,7.15
171,45870.00,1891.03,46587.68,3038.18,51826.94,336.94,36.08,7.15,6.94
172,44732.92,1879.16,45456.77,3001.68,27256.71,206.71,18.46,6.94,6.71
173,?,?,?,?,?,?,?,6.71,?
174,?,?,?,?,?,?,?,?,?
175,44824.62,1899.94,45531.46,2990.89,100487.00,197.00,70.14,?,7.00
176,44966.09,1919.70,45672.10,2999.31,47487.00,227.00,32.87,7.00,7.00
177,44893.99,1923.12,45601.51,2972.55,36926.90,126.90,25.45,7.00,6.90
178,43667.37,1881.89,44326.49,2915.58,26276.70,116.70,17.82,6.90,6.70
179,44747.79,1851.41,45442.51,2948.80,193376.70,336.70,126.16,6.70,6.70
180,?,?,?,?,?,?,?,6.70,?
181,?,?,?,?,?,?,?,?,?
182,44769.00,1835.70,45461.06,2963.91,8456.60,96.60,5.58,?,6.60
183,45533.94,1831.78,46254.71,2981.48,43377.00,157.00,29.40,6.60,7.00
184,45184.98,1823.41,45899.36,2971.57,10407.10,77.10,7.38,7.00,7.10
185,45613.75,1818.75,46344.42,2988.19,37976.90,126.90,26.56,7.10,6.90
186,45110.89,1805.32,45805.34,2977.06,11506.80,86.80,7.88,6.90,6.80
187,?,?,?,?,?,?,?,6.80,?
188,?,?,?,?,?,?,?,?,?
189,44534.34,1768.95,45172.40,2948.16,8876.71,66.71,5.95,?,6.71
190,44342.23,1782.40,44969.23,2924.69,96006.50,306.50,62.88,6.71,6.50
191,45068.55,1817.53,45727.71,2962.09,9206.70,116.70,6.15,6.50,6.70
192,45712.72,1810.46,46390.36,2992.86,20236.75,96.75,13.71,6.70,6.75
193,46150.78,1837.14,46839.89,3017.66,5756.75,56.75,3.88,6.75,6.75
194,?,?,?,?,?,?,?,6.75,?
195,?,?,?,?,?,?,?,?,?
196,46218.05,1814.28,46922.43,3022.70,11566.90,76.90,7.99,?,6.90
197,46155.10,1823.37,46860.35,3017.11,343406.90,246.90,230.56,6.90,6.90
198,46287.08,1818.62,47003.76,3021.27,256.90,56.90,0.17,6.90,6.90
199,46221.23,1819.97,46919.83,3023.16,12967.10,257.10,9.05,6.90,7.10
200,46399.74,1818.57,47120.88,3019.85,7407.09,167.09,5.25,7.10,7.09
201,?,?,?,?,?,?,?,7.09,?
202,?,?,?,?,?,?,?,?,?
203,46361.70,1824.40,47075.43,3021.70,2407.10,147.10,1.70,?,7.10
204,46714.43,1824.74,47454.90,3029.97,49217.10,127.10,34.80,7.10,7.10
205,46835.98,1835.56,47575.74,3050.63,88417.50,417.50,64.57,7.10,7.50
206,46713.02,1829.12,47446.69,3036.16,15377.46,207.46,11.25,7.50,7.46
207,46258.91,1830.71,46981.22,3015.00,111207.59,617.59,87.28,7.46,7.59
208,?,?,?,?,?,?,?,7.59,?
209,?,?,?,?,?,?,?,?,?
210,46480.62,1842.00,47214.30,3032.94,89317.75,457.75,68.59,?,7.75
211,46663.41,1839.88,47398.08,3038.42,152627.66,277.66,117.47,7.75,7.66
212,46925.65,1831.05,47676.43,3046.08,30537.65,147.65,23.47,7.66,7.65
213,47370.81,1808.90,48147.76,3060.17,42657.60,197.60,32.42,7.65,7.60
214,48325.33,1853.85,49133.14,3110.79,21087.73,127.73,16.28,7.60,7.73
215,?,?,?,?,?,?,?,7.73,?
216,?,?,?,?,?,?,?,?,?
217,48458.44,1867.91,49272.86,3127.41,13657.68,97.68,10.54,?,7.68
218,47942.81,1866.84,48742.34,3127.38,37757.64,167.64,28.78,7.68,7.64
219,48306.55,1881.25,49124.78,3168.23,107977.75,177.75,82.60,7.64,7.75
220,48862.88,1886.72,49700.18,3190.86,9877.72,117.72,7.64,7.75,7.72
221,49125.36,1893.84,49994.77,3206.86,91797.81,337.81,71.52,7.72,7.81
222,?,?,?,?,?,?,?,7.81,?
223,?,?,?,?,?,?,?,?,?
224,49580.16,1919.56,50476.37,3225.79,10847.80,77.80,8.47,?,7.80
225,49747.66,1936.51,50646.05,3233.22,45167.85,157.85,35.22,7.80,7.85
226,50223.95,1962.38,51152.95,3271.49,2957.76,67.76,2.31,7.85,7.76
227,?,?,?,?,?,?,?,7.76,?
228,49976.48,1966.79,50906.11,3253.28,4127.74,107.74,3.19,?,7.74
229,?,?,?,?,?,?,?,7.74,?
230,?,?,?,?,?,?,?,?,?
231,49772.46,1945.70,50713.14,3237.31,1015607.52,177.52,764.77,?,7.52
232,49162.16,1917.73,50077.30,3210.57,71957.60,237.60,54.58,7.52,7.60
233,49128.05,1916.46,50032.45,3221.87,1157.54,87.54,0.87,7.60,7.54
234,49846.48,1919.07,50780.47,3260.69,41027.63,237.63,31.52,7.54,7.63
235,49895.10,1931.18,50836.47,3260.35,5507.57,77.57,4.13,7.63,7.57
236,?,?,?,?,?,?,?,7.57,?
237,?,?,?,?,?,?,?,?,?
238,49818.48,1930.40,50756.86,3255.45,459597.79,147.79,347.04,?,7.79
239,48833.58,1906.94,49731.02,3197.48,10987.50,147.50,8.39,7.79,7.50
240,48537.65,1893.65,49421.50,3183.87,40557.50,237.50,29.97,7.50,7.50
241,48676.45,1898.85,49569.11,3204.20,1057797.30,147.30,772.22,7.50,7.30
242,48871.98,1888.37,49771.98,3196.27,34297.40,227.40,25.02,7.30,7.40
243,?,?,?,?,?,?,?,7.40,?
244,?,?,?,?,?,?,?,?,?
245,49187.22,1867.21,50099.55,3230.20,20867.49,127.49,15.62,?,7.49
246,48968.87,1863.87,49861.54,3226.75,3787.50,97.50,2.85,7.49,7.50
247,47919.09,1824.69,48781.63,3174.71,3887.40,137.40,2.90,7.50,7.40
248,45830.66,1761.23,46598.42,3061.25,56817.11,377.11,40.47,7.40,7.11
249,46717.04,1820.13,47514.09,3142.61,122937.64,427.64,88.19,7.11,7.64
250,?,?,?,?,?,?,?,7.64,?
251,?,?,?,?,?,?,?,?,?
252,47808.90,1848.42,48651.54,3199.68,92577.75,237.75,70.21,?,7.75
253,48961.51,1921.50,49839.90,3256.85,159207.75,257.75,122.77,7.75,7.75
254,49437.02,1935.28,50312.63,3285.29,567.75,37.75,0.43,7.75,7.75
255,49771.55,1981.13,50644.38,3303.55,243147.80,157.80,188.10,7.75,7.80
256,49348.61,1986.17,50196.31,3285.49,23627.85,87.85,18.38,7.80,7.85
257,?,?,?,?,?,?,?,7.85,?
258,?,?,?,?,?,?,?,?,?
259,48917.85,1997.16,49741.35,3260.05,122437.95,167.95,96.44,?,7.95
260,49434.46,1994.79,50258.11,3286.61,87638.36,418.36,71.64,7.95,8.36
261,49413.33,1985.11,50227.43,3277.41,678038.49,288.49,575.11,8.36,8.49
262,50300.53,2000.89,51171.25,3316.59,104768.40,528.40,89.75,8.49,8.40
263,50308.19,2005.00,51202.75,3316.08,28468.45,138.45,23.96,8.40,8.45
264,?,?,?,?,?,?,?,8.45,?
265,?,?,?,?,?,?,?,?,?
266,49955.87,1988.08,50869.00,3291.57,21988.39,98.39,18.52,?,8.39
267,49979.47,1972.58,50887.67,3275.67,100548.59,138.59,85.98,8.39,8.59
268,50301.69,1979.81,51221.45,3299.72,16288.20,188.20,13.42,8.59,8.20
269,50936.34,1986.14,51846.54,3336.44,176398.50,278.50,145.49,8.20,8.50
270,50819.81,1999.08,51704.53,3352.18,62358.58,188.58,53.28,8.50,8.58
271,?,?,?,?,?,?,?,8.58,?
272,?,?,?,?,?,?,?,?,?
273,50301.85,2010.06,51191.50,3349.29,91828.80,228.80,80.21,?,8.80
274,50782.48,2007.69,51691.24,3351.68,125508.61,248.61,111.27,8.80,8.61
275,50803.40,2016.99,51709.58,3364.40,10958.61,108.61,9.42,8.61,8.61
276,50982.03,2073.65,51911.61,3383.62,10858.33,78.33,9.06,8.61,8.33
277,50601.24,2097.98,51511.63,3381.52,354788.40,328.40,296.11,8.33,8.40
278,?,?,?,?,?,?,?,8.40,?
279,?,?,?,?,?,?,?,?,?
280,50338.71,2120.60,51239.47,3383.60,7808.24,118.24,6.54,?,8.24
281,50137.88,2131.10,51021.26,3368.14,7928.19,138.19,6.39,8.24,8.19
282,50335.02,2126.57,51215.99,3379.96,32367.91,217.91,25.66,8.19,7.91
283,51806.83,2150.38,52744.48,3454.41,281038.01,238.01,224.85,7.91,8.01
284,52230.47,2175.63,53193.87,3477.04,42078.20,288.20,33.94,8.01,8.20
285,?,?,?,?,?,?,?,8.20,?
286,?,?,?,?,?,?,?,?,?
287,52520.91,2196.86,53498.97,3508.85,9808.43,78.43,8.20,?,8.43
288,52590.73,2249.42,53588.87,3544.07,17208.44,288.44,14.51,8.43,8.44
289,52861.41,2267.93,53918.41,3548.14,11008.58,188.58,9.37,8.44,8.58
290,52573.59,2280.53,53571.90,3572.96,94418.63,88.63,81.54,8.58,8.63
291,52587.24,2320.78,53572.92,3535.97,10078.61,98.61,8.71,8.63,8.61
292,?,?,?,?,?,?,?,8.61,?
293,?,?,?,?,?,?,?,?,?
294,53853.55,2342.90,54903.39,3606.06,60738.82,298.82,53.49,?,8.82
295,53781.81,2351.77,54818.06,3615.60,591898.99,248.99,532.36,8.82,8.99
296,53389.74,2357.93,54433.41,3596.10,22218.98,178.98,19.98,8.99,8.98
297,53994.46,2411.97,55063.75,3637.76,359148.98,108.98,323.23,8.98,8.98
298,53887.13,2452.72,55023.42,3651.19,10139.02,89.02,9.13,8.98,9.02
299,?,?,?,?,?,?,?,9.02,?
300,?,?,?,?,?,?,?,?,?
301,54180.04,2458.33,55362.19,3660.45,32379.00,169.00,29.15,?,9.00
302,54536.95,2476.37,55688.45,3688.57,42059.04,259.04,38.20,9.00,9.04
303,54095.32,2472.94,55240.01,3660.80,37088.95,198.95,32.99,9.04,8.95
304,53607.86,2475.98,54734.18,3628.73,9308.90,118.90,8.27,8.95,8.90
305,?,?,?,?,?,?,?,8.90,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,53989.37,2482.39,55121.60,3668.56,3480,18,30.70,?,8.82
309,53504.47,2450.55,54600.05,3645.18,509,8,4.56,8.82,8.98
310,53924.01,2477.66,55035.36,3650.27,210,5,1.86,8.98,8.87
340,45857.110734846676,2077.6816212987255,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,46189.882480874876,2130.4556810728736,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,46522.654226903076,2183.229740847022,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,47520.969464987684,2341.551920169468,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,49517.5999411569,2658.1962788143587,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
