%310
@RELATION PLCOMAR00012
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-INFO NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
60,11010.83,46341.14,1150.40,46622.90,2859.05,255692.00,3292.00,227.30,88.45,92.00
61,?,?,?,?,?,?,?,?,92.00,?
62,?,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,1147.38,46454.13,2860.68,188389.60,5389.60,172.48,?,89.60
64,10997.33,46676.09,1156.77,47001.38,2868.06,15590.25,1290.25,14.10,89.60,90.25
65,11042.47,46762.65,1150.07,47090.49,2872.90,35690.00,1490.00,32.10,90.25,90.00
66,11042.08,46745.26,1155.43,47060.66,2873.49,645290.00,2390.00,580.34,90.00,90.00
67,11119.06,47074.39,1164.85,47436.21,2906.74,326789.60,2589.60,294.58,90.00,89.60
68,?,?,?,?,?,?,?,?,89.60,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,1184.08,47269.75,2914.24,4905385.75,13885.75,4242.66,?,85.75
71,11150.86,47010.40,1185.21,47340.43,2911.38,63188.70,3788.70,54.61,85.75,88.70
72,11194.08,46888.37,1178.50,47235.72,2901.67,154687.80,2687.80,135.47,88.70,87.80
73,11231.22,47223.68,1177.46,47606.16,2912.13,17988.00,1088.00,15.70,87.80,88.00
74,11228.39,47125.93,1176.61,47522.10,2909.77,25788.50,1188.50,22.77,88.00,88.50
75,?,?,?,?,?,?,?,?,88.50,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,1163.52,47094.18,2900.59,20986.25,1586.25,17.97,?,86.25
78,11135.62,46029.35,1143.53,46473.62,2868.24,66686.00,1586.00,57.41,86.25,86.00
79,11168.63,46068.24,1121.08,46511.62,2874.75,12385.00,885.00,10.51,86.00,85.00
80,11069.03,45580.47,1110.00,46017.88,2833.61,584884.00,2384.00,492.00,85.00,84.00
81,10908.77,45066.18,1091.98,45473.08,2800.67,246281.00,9481.00,198.48,84.00,81.00
82,?,?,?,?,?,?,?,?,81.00,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,1091.47,44946.32,2780.21,947980.35,8980.35,767.69,?,80.35
85,10815.43,44724.88,1081.75,45119.16,2774.13,110281.80,4381.80,88.50,80.35,81.80
86,10867.86,45247.90,1090.32,45644.09,2785.46,1552582.80,2882.80,1270.00,81.80,82.80
87,10938.55,45147.57,1091.06,45528.85,2797.31,859783.00,1883.00,713.74,82.80,83.00
88,?,?,?,?,?,?,?,?,83.00,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,1102.99,45679.51,2814.33,41383.50,1483.50,34.61,?,83.50
93,10809.87,44604.61,1070.68,44940.36,2769.02,43081.70,1581.70,35.57,83.50,81.70
94,10817.23,44623.89,1070.17,44980.62,2766.19,46683.00,2683.00,38.09,81.70,83.00
95,10803.99,44597.66,1086.26,44960.02,2760.91,134483.25,3383.25,109.68,83.00,83.25
96,?,?,?,?,?,?,?,?,83.25,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,1086.13,44963.96,2764.28,40681.55,1781.55,33.50,?,81.55
99,10820.89,44725.03,1084.77,45096.35,2767.26,61081.65,1681.65,49.95,81.55,81.65
100,10845.27,45091.63,1089.08,45495.34,2780.21,100081.70,2481.70,81.50,81.65,81.70
101,10908.65,45688.48,1095.29,46131.66,2794.43,869882.90,1782.90,720.79,81.70,82.90
102,10807.45,45525.92,1102.49,45960.10,2783.53,70583.05,2283.05,58.54,82.90,83.05
103,?,?,?,?,?,?,?,?,83.05,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,1097.10,45167.65,2754.91,8984.35,684.35,7.33,?,84.35
106,?,?,?,?,?,?,?,?,84.35,?
107,10431.02,43916.24,1090.97,44404.81,2705.88,62582.98,2482.98,51.76,?,82.98
108,10415.53,43364.70,1089.24,43850.06,2695.55,441081.90,3281.90,360.16,82.98,81.90
109,10373.60,43447.75,1086.50,43993.98,2685.57,7745481.00,2681.00,6318.82,81.90,81.00
110,?,?,?,?,?,?,?,?,81.00,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,1090.01,43892.82,2660.28,468082.01,2782.01,383.17,?,82.01
113,10282.22,43159.57,1070.14,43707.88,2624.40,38581.00,1481.00,31.31,82.01,81.00
114,10264.95,43356.73,1084.85,43908.95,2636.70,22681.26,981.26,18.38,81.00,81.26
115,10327.20,43482.18,1076.35,44027.03,2658.57,134481.26,1581.26,109.76,81.26,81.26
116,10407.26,43665.21,1081.14,44226.06,2669.93,35481.50,1381.50,28.88,81.26,81.50
117,?,?,?,?,?,?,?,?,81.50,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,1086.18,44420.22,2685.14,35581.00,881.00,28.83,?,81.00
120,10511.46,44162.18,1096.22,44653.34,2704.84,33083.70,1483.70,27.40,81.00,83.70
121,?,?,?,?,?,?,?,?,83.70,?
122,10554.34,43991.51,1077.28,44466.89,2695.22,3683.00,583.00,3.01,?,83.00
123,?,?,?,?,?,?,?,?,83.00,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,1104.54,45060.80,2714.72,11384.42,584.42,9.36,?,84.42
127,10618.63,44742.22,1111.64,45244.29,2733.96,131189.00,4389.00,112.98,84.42,89.00
128,10692.81,45117.94,1106.26,45647.76,2752.14,64286.45,2086.45,55.83,89.00,86.45
129,10714.80,44943.16,1111.55,45475.08,2760.20,18786.45,986.45,16.18,86.45,86.45
130,10758.03,44895.35,1118.53,45408.06,2769.85,1209886.41,1886.41,1045.43,86.45,86.41
131,?,?,?,?,?,?,?,?,86.41,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,1126.14,45746.01,2790.62,154286.01,2786.01,131.71,?,86.01
134,10819.27,45771.11,1157.28,46336.62,2822.41,16585.49,1785.49,14.05,86.01,85.49
135,10913.18,46102.42,1180.62,46676.61,2848.38,36886.00,1786.00,31.55,85.49,86.00
136,10976.80,45992.03,1159.61,46581.16,2871.70,1322190.00,6690.00,1167.00,86.00,90.00
137,10991.63,46078.68,1125.40,46646.58,2885.19,995588.27,6188.27,885.42,90.00,88.27
138,?,?,?,?,?,?,?,?,88.27,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,1137.52,46615.31,2921.95,81088.00,2388.00,71.34,?,88.00
141,11089.17,45851.80,1125.99,46439.10,2893.12,216885.35,5485.35,187.06,88.00,85.35
142,11082.19,45933.66,1125.44,46529.96,2912.70,69084.00,3184.00,58.44,85.35,84.00
143,11050.12,45687.76,1120.21,46311.26,2894.53,1228782.10,5582.10,1010.55,84.00,82.10
144,11130.47,46145.44,1124.91,46783.61,2929.62,66783.10,1283.10,55.41,82.10,83.10
145,?,?,?,?,?,?,?,?,83.10,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1142.01,47957.54,2976.83,23884.40,984.40,20.00,?,84.40
148,11439.53,47579.87,1154.78,48258.02,2997.81,152082.85,3982.85,127.06,84.40,82.85
149,11434.08,47476.64,1171.08,48138.07,3000.58,66982.15,2382.15,55.65,82.85,82.15
150,?,?,?,?,?,?,?,?,82.15,?
151,11518.87,47806.34,1165.26,48503.87,2994.25,22983.20,1083.20,19.00,?,83.20
152,?,?,?,?,?,?,?,?,83.20,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1165.63,47868.36,2970.24,28782.45,1382.45,23.74,?,82.45
155,11527.78,47620.68,1159.94,48323.88,2998.79,35083.00,1383.00,29.06,82.45,83.00
156,11566.33,47805.94,1151.72,48513.29,3026.87,776382.60,2282.60,636.76,83.00,82.60
157,11598.90,47573.66,1162.00,48259.19,3020.15,71583.10,2183.10,59.18,82.60,83.10
158,11721.20,48209.65,1181.72,48918.37,3044.38,76385.00,2085.00,64.05,83.10,85.00
159,?,?,?,?,?,?,?,?,85.00,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1181.70,49207.65,3065.91,77385.97,1885.97,65.87,?,85.97
162,11906.69,48324.52,1178.63,49050.96,3074.89,61785.70,1985.70,52.70,85.97,85.70
163,12044.12,48383.93,1192.84,49098.70,3098.83,34085.95,1385.95,29.01,85.70,85.95
164,11997.09,48152.82,1194.64,48890.47,3089.32,41885.90,885.90,35.82,85.95,85.90
165,11980.74,48273.42,1193.40,49057.66,3092.65,396686.60,1486.60,341.30,85.90,86.60
166,?,?,?,?,?,?,?,?,86.60,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1195.82,48917.56,3100.24,231587.50,2587.50,202.08,?,87.50
169,12001.25,48119.72,1195.92,48891.04,3120.39,33287.50,687.50,28.83,87.50,87.50
170,11995.61,47743.10,1196.01,48509.84,3122.21,69985.50,1885.50,59.68,87.50,85.50
171,11755.38,45870.00,1146.73,46587.68,3038.18,65282.10,2782.10,54.36,85.50,82.10
172,11698.05,44732.92,1176.34,45456.77,3001.68,90182.00,3082.00,73.88,82.10,82.00
173,?,?,?,?,?,?,?,?,82.00,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1173.52,45531.46,2990.89,113682.80,1782.80,93.50,?,82.80
176,11846.22,44966.09,1180.90,45672.10,2999.31,169780.66,2480.66,139.30,82.80,80.66
177,11772.39,44893.99,1166.57,45601.51,2972.55,60379.72,3179.72,47.91,80.66,79.72
178,11665.86,43667.37,1139.46,44326.49,2915.58,2361580.72,4080.72,1912.49,79.72,80.72
179,11716.43,44747.79,1160.39,45442.51,2948.80,72880.90,1780.90,58.76,80.72,80.90
180,?,?,?,?,?,?,?,?,80.90,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1150.94,45461.06,2963.91,218682.02,1582.02,179.24,?,82.02
183,11805.57,45533.94,1175.36,46254.71,2981.48,253684.20,2184.20,212.63,82.02,84.20
184,11736.24,45184.98,1196.30,45899.36,2971.57,50984.80,1684.80,42.90,84.20,84.80
185,11820.50,45613.75,1189.64,46344.42,2988.19,22884.80,884.80,19.37,84.80,84.80
186,11822.63,45110.89,1161.10,45805.34,2977.06,6084.40,484.40,5.09,84.80,84.40
187,?,?,?,?,?,?,?,?,84.40,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1167.58,45172.40,2948.16,32884.40,1084.40,27.47,?,84.40
190,11610.73,44342.23,1165.35,44969.23,2924.69,31384.30,884.30,26.37,84.40,84.30
191,11643.94,45068.55,1180.80,45727.71,2962.09,11083.15,983.15,9.25,84.30,83.15
192,11739.32,45712.72,1192.09,46390.36,2992.86,832384.90,1484.90,705.36,83.15,84.90
193,11784.60,46150.78,1209.79,46839.89,3017.66,89387.00,2287.00,76.85,84.90,87.00
194,?,?,?,?,?,?,?,?,87.00,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1196.78,46922.43,3022.70,132387.40,1887.40,115.22,?,87.40
197,11753.20,46155.10,1214.42,46860.35,3017.11,16185.80,1085.80,13.86,87.40,85.80
198,11768.81,46287.08,1215.81,47003.76,3021.27,453985.30,885.30,387.16,85.80,85.30
199,11813.42,46221.23,1211.51,46919.83,3023.16,37185.20,1285.20,31.56,85.30,85.20
200,11837.95,46399.74,1210.19,47120.88,3019.85,6585.20,785.20,5.51,85.20,85.20
201,?,?,?,?,?,?,?,?,85.20,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1235.07,47075.43,3021.70,9284.80,884.80,7.83,?,84.80
204,11905.16,46714.43,1232.24,47454.90,3029.97,8085.50,385.50,6.82,84.80,85.50
205,11975.99,46835.98,1222.66,47575.74,3050.63,45285.49,1485.49,38.48,85.50,85.49
206,11939.68,46713.02,1219.75,47446.69,3036.16,29386.10,1686.10,25.07,85.49,86.10
207,11930.54,46258.91,1209.19,46981.22,3015.00,42185.50,1685.50,36.19,86.10,85.50
208,?,?,?,?,?,?,?,?,85.50,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1199.78,47214.30,3032.94,64783.16,2283.16,54.36,?,83.16
211,11914.45,46663.41,1213.77,47398.08,3038.42,185382.04,2182.04,152.24,83.16,82.04
212,11934.08,46925.65,1223.90,47676.43,3046.08,967382.00,3182.00,792.95,82.04,82.00
213,12025.60,47370.81,1222.52,48147.76,3060.17,2564882.00,1882.00,2090.63,82.00,82.00
214,12096.51,48325.33,1231.68,49133.14,3110.79,357081.50,6181.50,292.20,82.00,81.50
215,?,?,?,?,?,?,?,?,81.50,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1230.24,49272.86,3127.41,50982.45,1582.45,41.61,?,82.45
218,12213.07,47942.81,1233.34,48742.34,3127.38,2614682.50,3482.50,2170.64,82.45,82.50
219,12294.72,48306.55,1236.11,49124.78,3168.23,1225782.10,1982.10,1008.02,82.50,82.10
220,12425.78,48862.88,1227.93,49700.18,3190.86,2619683.40,1483.40,2151.74,82.10,83.40
221,12524.35,49125.36,1228.51,49994.77,3206.86,47984.50,1884.50,40.47,83.40,84.50
222,?,?,?,?,?,?,?,?,84.50,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1249.41,50476.37,3225.79,25084.50,1384.50,21.04,?,84.50
225,12783.95,49747.66,1253.14,50646.05,3233.22,176286.58,3886.58,149.81,84.50,86.58
226,12961.14,50223.95,1260.91,51152.95,3271.49,255187.40,4887.40,220.83,86.58,87.40
227,?,?,?,?,?,?,?,?,87.40,?
228,12933.31,49976.48,1262.98,50906.11,3253.28,162488.25,4588.25,142.54,?,88.25
229,?,?,?,?,?,?,?,?,88.25,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1251.04,50713.14,3237.31,208287.01,3487.01,183.66,?,87.01
232,12831.52,49162.16,1247.19,50077.30,3210.57,138286.90,2386.90,120.54,87.01,86.90
233,12826.21,49128.05,1248.67,50032.45,3221.87,126288.00,2088.00,111.25,86.90,88.00
234,12985.38,49846.48,1258.64,50780.47,3260.69,31687.82,1087.82,27.77,88.00,87.82
235,13050.37,49895.10,1247.33,50836.47,3260.35,69987.20,1987.20,61.35,87.82,87.20
236,?,?,?,?,?,?,?,?,87.20,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1237.10,50756.86,3255.45,96184.62,2884.62,82.43,?,84.62
239,12781.02,48833.58,1229.04,49731.02,3197.48,51183.00,2483.00,42.81,84.62,83.00
240,12706.26,48537.65,1239.92,49421.50,3183.87,90584.07,3084.07,74.92,83.00,84.07
241,12801.41,48676.45,1251.80,49569.11,3204.20,1088183.00,2883.00,894.27,84.07,83.00
242,12801.04,48871.98,1261.01,49771.98,3196.27,1611382.22,2582.22,1323.35,83.00,82.22
243,?,?,?,?,?,?,?,?,82.22,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1259.01,50099.55,3230.20,2503483.00,2483.00,2070.56,?,83.00
246,12843.19,48968.87,1257.15,49861.54,3226.75,49083.60,1783.60,40.99,83.00,83.60
247,12637.81,47919.09,1243.35,48781.63,3174.71,1522680.50,8480.50,1226.15,83.60,80.50
248,12178.22,45830.66,1185.76,46598.42,3061.25,1070678.37,4478.37,838.29,80.50,78.37
249,12457.22,46717.04,1237.06,47514.09,3142.61,59580.50,2780.50,48.04,78.37,80.50
250,?,?,?,?,?,?,?,?,80.50,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1243.34,48651.54,3199.68,220684.53,4384.53,185.62,?,84.53
253,12962.91,48961.51,1250.38,49839.90,3256.85,1516888.30,7088.30,1339.26,84.53,88.30
254,12983.95,49437.02,1263.62,50312.63,3285.29,1049889.00,3789.00,933.52,88.30,89.00
255,13011.41,49771.55,1276.66,50644.38,3303.55,22887.80,1287.80,20.00,89.00,87.80
256,12998.59,49348.61,1298.01,50196.31,3285.49,27887.20,1187.20,24.27,87.80,87.20
257,?,?,?,?,?,?,?,?,87.20,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1275.46,49741.35,3260.05,958186.25,2186.25,828.73,?,86.25
260,13085.22,49434.46,1297.54,50258.11,3286.61,39085.80,1485.80,33.64,86.25,85.80
261,13049.76,49413.33,1284.43,50227.43,3277.41,48083.75,2083.75,40.54,85.80,83.75
262,13124.47,50300.53,1287.16,51171.25,3316.59,79086.49,2586.49,67.61,83.75,86.49
263,13140.38,50308.19,1303.27,51202.75,3316.08,48486.53,1586.53,41.90,86.49,86.53
264,?,?,?,?,?,?,?,?,86.53,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1279.78,50869.00,3291.57,26286.41,1186.41,22.64,?,86.41
267,13131.43,49979.47,1298.17,50887.67,3275.67,36087.00,1987.00,31.11,86.41,87.00
268,13114.91,50301.69,1316.37,51221.45,3299.72,69987.60,1887.60,61.07,87.00,87.60
269,13233.88,50936.34,1330.10,51846.54,3336.44,36987.00,1587.00,32.10,87.60,87.00
270,13346.97,50819.81,1345.84,51704.53,3352.18,77386.45,2886.45,66.24,87.00,86.45
271,?,?,?,?,?,?,?,?,86.45,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,1344.48,51191.50,3349.29,86086.20,786.20,73.74,?,86.20
274,13338.19,50782.48,1340.21,51691.24,3351.68,6986.30,586.30,5.96,86.20,86.30
275,13386.01,50803.40,1343.11,51709.58,3364.40,55584.52,1884.52,47.54,86.30,84.52
276,13476.11,50982.03,1339.95,51911.61,3383.62,140484.30,1484.30,118.36,84.52,84.30
277,13513.64,50601.24,1323.45,51511.63,3381.52,48985.98,1885.98,41.72,84.30,85.98
278,?,?,?,?,?,?,?,?,85.98,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,1339.98,51239.47,3383.60,45086.00,1686.00,38.50,?,86.00
281,13399.64,50137.88,1327.31,51021.26,3368.14,70285.30,1285.30,60.31,86.00,85.30
282,13361.98,50335.02,1320.08,51215.99,3379.96,61985.20,1685.20,52.89,85.30,85.20
283,13589.27,51806.83,1352.10,52744.48,3454.41,61485.70,1485.70,52.62,85.20,85.70
284,13638.56,52230.47,1345.83,53193.87,3477.04,39286.50,1686.50,33.97,85.70,86.50
285,?,?,?,?,?,?,?,?,86.50,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,1348.18,53498.97,3508.85,71987.00,1787.00,62.40,?,87.00
288,13824.94,52590.73,1382.18,53588.87,3544.07,461991.00,8491.00,418.99,87.00,91.00
289,13886.79,52861.41,1368.16,53918.41,3548.14,103689.78,3789.78,93.38,91.00,89.78
290,14155.74,52573.59,1375.02,53571.90,3572.96,331692.50,6792.50,303.19,89.78,92.50
291,14253.72,52587.24,1361.11,53572.92,3535.97,2428495.72,7095.72,2296.67,92.50,95.72
292,?,?,?,?,?,?,?,?,95.72,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,1389.98,54903.39,3606.06,268298.50,6998.50,261.58,?,98.50
295,14512.68,53781.81,1383.79,54818.06,3615.60,13353101.20,82101.20,1337.68,98.50,101.20
296,14327.32,53389.74,1387.21,54433.41,3596.10,2229101.00,44101.00,225.73,101.20,101.00
297,14572.10,53994.46,1392.05,55063.75,3637.76,1283101.80,34101.80,130.48,101.00,101.80
298,14753.57,53887.13,1408.73,55023.42,3651.19,27990101.20,46101.20,2836.66,101.80,101.20
299,?,?,?,?,?,?,?,?,101.20,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,1424.20,55362.19,3660.45,1261101.70,31101.70,127.93,?,101.70
302,14994.44,54536.95,1415.96,55688.45,3688.57,1649101.85,17101.85,168.08,101.70,101.85
303,14942.82,54095.32,1435.46,55240.01,3660.80,1165101.50,16101.50,118.25,101.85,101.50
304,14928.63,53607.86,1416.41,54734.18,3628.73,4714101.00,42101.00,470.79,101.50,101.00
305,?,?,?,?,?,?,?,?,101.00,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,1446.55,55121.60,3668.56,925,32,92.93,?,101.50
309,14877.29,53504.47,1441.92,54600.05,3645.18,1472,24,148.16,101.50,100.00
310,14860.69,53924.01,1445.73,55035.36,3650.27,889,22,89.13,100.00,100.00
340,13476.564027366672,45857.110734846676,1298.5945247741247,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,1325.4888178463666,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,1352.3831109186085,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,1433.0659901353345,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,1594.4317485687864,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
