%310
@RELATION PLGSPR000014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BANKI NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
50,2566.72,46490.89,6405.28,46652.19,2843.90,1423032.69,1312.69,387.51,2.74,2.69
51,2577.60,46051.76,6384.21,46198.42,2831.71,1809712.69,832.69,487.73,2.69,2.69
52,2566.08,45879.90,6382.67,46050.52,2801.83,3215682.63,1882.63,842.33,2.69,2.63
53,2577.64,45948.12,6396.09,46124.82,2817.57,4553242.64,1062.64,1202.66,2.63,2.64
54,?,?,?,?,?,?,?,?,2.64,?
55,?,?,?,?,?,?,?,?,?,?
56,2602.92,46286.28,6493.12,46487.05,2840.57,2328702.72,1542.72,630.92,?,2.72
57,2589.15,45868.35,6434.68,46065.85,2831.16,1658842.71,1472.71,450.43,2.72,2.71
58,2608.94,46241.92,6459.16,46459.99,2855.69,7523392.83,4482.83,2124.68,2.71,2.83
59,2608.20,46280.36,6505.71,46510.83,2865.27,2312492.84,1932.84,655.13,2.83,2.84
60,2626.22,46341.14,6476.44,46622.90,2859.05,2493662.83,1462.83,709.67,2.84,2.83
61,?,?,?,?,?,?,?,?,2.83,?
62,?,?,?,?,?,?,?,?,?,?
63,2623.37,46137.70,6420.90,46454.13,2860.68,2800402.83,2312.83,796.04,?,2.83
64,2628.44,46676.09,6499.44,47001.38,2868.06,4445972.82,2262.82,1245.63,2.83,2.82
65,2632.38,46762.65,6455.48,47090.49,2872.90,4354402.83,2172.83,1244.95,2.82,2.83
66,2653.74,46745.26,6440.05,47060.66,2873.49,2924592.87,1872.87,836.39,2.83,2.87
67,2675.88,47074.39,6473.22,47436.21,2906.74,16638783.12,9403.12,5090.19,2.87,3.12
68,?,?,?,?,?,?,?,?,3.12,?
69,?,?,?,?,?,?,?,?,?,?
70,2678.09,46933.03,6512.77,47269.75,2914.24,9292923.18,5743.18,2951.26,?,3.18
71,2689.51,47010.40,6475.83,47340.43,2911.38,18332702.93,10462.93,5555.13,3.18,2.93
72,2687.66,46888.37,6499.45,47235.72,2901.67,12487012.83,8472.83,3543.52,2.93,2.83
73,2687.81,47223.68,6548.90,47606.16,2912.13,10024672.82,4322.82,2862.57,2.83,2.82
74,2708.28,47125.93,6556.17,47522.10,2909.77,4590232.79,2372.79,1293.45,2.82,2.79
75,?,?,?,?,?,?,?,?,2.79,?
76,?,?,?,?,?,?,?,?,?,?
77,2718.31,46668.41,6482.67,47094.18,2900.59,8521502.74,5352.74,2290.67,?,2.74
78,2658.94,46029.35,6391.14,46473.62,2868.24,2804532.73,1842.73,757.83,2.74,2.73
79,2663.64,46068.24,6385.97,46511.62,2874.75,2305412.70,2122.70,631.42,2.73,2.70
80,2635.54,45580.47,6357.84,46017.88,2833.61,10796402.60,5442.60,2821.47,2.70,2.60
81,2596.69,45066.18,6265.59,45473.08,2800.67,14693862.57,7222.57,3674.34,2.60,2.57
82,?,?,?,?,?,?,?,?,2.57,?
83,?,?,?,?,?,?,?,?,?,?
84,2576.73,44585.10,6278.67,44946.32,2780.21,5489572.51,3702.51,1435.05,?,2.51
85,2578.94,44724.88,6332.39,45119.16,2774.13,3039362.60,2832.60,770.59,2.51,2.60
86,2601.44,45247.90,6374.95,45644.09,2785.46,2281952.69,2172.69,606.36,2.60,2.69
87,2624.74,45147.57,6369.16,45528.85,2797.31,2410772.72,1682.72,649.64,2.69,2.72
88,?,?,?,?,?,?,?,?,2.72,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,2643.63,45304.74,6413.91,45679.51,2814.33,486742.70,652.70,130.91,?,2.70
93,2608.26,44604.61,6325.20,44940.36,2769.02,2883392.58,2132.58,751.99,2.70,2.58
94,2594.74,44623.89,6306.27,44980.62,2766.19,5296932.55,3492.55,1345.61,2.58,2.55
95,2572.61,44597.66,6304.00,44960.02,2760.91,3147922.58,1522.58,807.33,2.55,2.58
96,?,?,?,?,?,?,?,?,2.58,?
97,?,?,?,?,?,?,?,?,?,?
98,2582.59,44590.97,6316.72,44963.96,2764.28,1315182.57,892.57,339.79,?,2.57
99,2592.09,44725.03,6358.08,45096.35,2767.26,5494542.53,1702.53,1401.33,2.57,2.53
100,2601.25,45091.63,6391.36,45495.34,2780.21,8577612.58,2632.58,2202.19,2.53,2.58
101,2623.22,45688.48,6458.09,46131.66,2794.43,7261042.58,1372.58,1879.43,2.58,2.58
102,2630.40,45525.92,6390.03,45960.10,2783.53,5568912.55,1382.55,1431.93,2.58,2.55
103,?,?,?,?,?,?,?,?,2.55,?
104,?,?,?,?,?,?,?,?,?,?
105,2587.31,44724.14,6299.92,45167.65,2754.91,3098142.51,1772.51,776.47,?,2.51
106,?,?,?,?,?,?,?,?,2.51,?
107,2555.73,43916.24,6240.52,44404.81,2705.88,8153942.30,4092.30,1953.30,?,2.30
108,2520.54,43364.70,6160.57,43850.06,2695.55,5037852.24,2782.24,1148.78,2.30,2.24
109,2522.32,43447.75,6239.69,43993.98,2685.57,5829022.17,3072.17,1279.64,2.24,2.17
110,?,?,?,?,?,?,?,?,2.17,?
111,?,?,?,?,?,?,?,?,?,?
112,2499.84,43360.30,6186.32,43892.82,2660.28,7176242.00,3922.00,1500.65,?,2.00
113,2471.39,43159.57,6215.82,43707.88,2624.40,9351022.00,3592.00,1874.02,2.00,2.00
114,2472.28,43356.73,6191.81,43908.95,2636.70,10380022.20,3522.20,2137.16,2.00,2.20
115,2492.91,43482.18,6127.49,44027.03,2658.57,5657162.17,3032.17,1234.15,2.20,2.17
116,2520.03,43665.21,6160.04,44226.06,2669.93,5837092.23,2742.23,1283.62,2.17,2.23
117,?,?,?,?,?,?,?,?,2.23,?
118,?,?,?,?,?,?,?,?,?,?
119,2537.81,43882.16,6178.53,44420.22,2685.14,5931622.24,2542.24,1338.98,?,2.24
120,2550.91,44162.18,6169.02,44653.34,2704.84,1307132.23,992.23,290.21,2.24,2.23
121,?,?,?,?,?,?,?,?,2.23,?
122,2543.60,43991.51,6108.94,44466.89,2695.22,4983042.20,1602.20,1093.94,?,2.20
123,?,?,?,?,?,?,?,?,2.20,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,2568.68,44541.73,6204.24,45060.80,2714.72,3169492.28,1442.28,708.02,?,2.28
127,2587.84,44742.22,6255.13,45244.29,2733.96,5278152.31,2042.31,1226.10,2.28,2.31
128,2610.73,45117.94,6326.01,45647.76,2752.14,9774012.42,2902.42,2326.76,2.31,2.42
129,2630.10,44943.16,6241.19,45475.08,2760.20,7678852.41,2562.41,1851.41,2.42,2.41
130,2654.43,44895.35,6253.13,45408.06,2769.85,1788832.41,902.41,429.26,2.41,2.41
131,?,?,?,?,?,?,?,?,2.41,?
132,?,?,?,?,?,?,?,?,?,?
133,2678.95,45207.84,6334.47,45746.01,2790.62,1105582.44,752.44,267.91,?,2.44
134,2713.50,45771.11,6477.31,46336.62,2822.41,4342042.62,2612.62,1110.63,2.44,2.62
135,2720.73,46102.42,6560.58,46676.61,2848.38,14008862.49,6942.49,3492.49,2.62,2.49
136,2740.12,45992.03,6559.17,46581.16,2871.70,29762952.53,3002.53,7479.24,2.49,2.53
137,2751.78,46078.68,6534.07,46646.58,2885.19,12870432.54,912.54,3255.93,2.53,2.54
138,?,?,?,?,?,?,?,?,2.54,?
139,?,?,?,?,?,?,?,?,?,?
140,2788.61,46041.35,6512.75,46615.31,2921.95,3267342.55,1212.55,836.09,?,2.55
141,2759.55,45851.80,6473.23,46439.10,2893.12,3195662.52,1432.52,809.75,2.55,2.52
142,2771.55,45933.66,6468.52,46529.96,2912.70,2612612.53,1362.53,658.87,2.52,2.53
143,2756.32,45687.76,6494.42,46311.26,2894.53,3881072.50,2132.50,959.86,2.53,2.50
144,2776.52,46145.44,6521.57,46783.61,2929.62,2980052.54,1142.54,748.58,2.50,2.54
145,?,?,?,?,?,?,?,?,2.54,?
146,?,?,?,?,?,?,?,?,?,?
147,2828.89,47277.10,6663.79,47957.54,2976.83,8881432.68,4022.68,2341.85,?,2.68
148,2829.62,47579.87,6709.39,48258.02,2997.81,3943682.70,2402.70,1072.44,2.68,2.70
149,2809.70,47476.64,6671.76,48138.07,3000.58,16570932.68,1422.68,4440.51,2.70,2.68
150,?,?,?,?,?,?,?,?,2.68,?
151,2812.75,47806.34,6724.27,48503.87,2994.25,8865902.74,3232.74,2420.91,?,2.74
152,?,?,?,?,?,?,?,?,2.74,?
153,?,?,?,?,?,?,?,?,?,?
154,2796.00,47175.79,6621.92,47868.36,2970.24,9937572.73,1802.73,2676.12,?,2.73
155,2837.22,47620.68,6737.34,48323.88,2998.79,3831662.74,982.74,1049.28,2.73,2.74
156,2888.79,47805.94,6699.74,48513.29,3026.87,6900132.78,1662.78,1897.14,2.74,2.78
157,2875.78,47573.66,6716.85,48259.19,3020.15,5058472.77,2022.77,1397.61,2.78,2.77
158,2886.30,48209.65,6847.02,48918.37,3044.38,4046332.79,2022.79,1113.91,2.77,2.79
159,?,?,?,?,?,?,?,?,2.79,?
160,?,?,?,?,?,?,?,?,?,?
161,2904.56,48495.01,6987.45,49207.65,3065.91,4570142.86,3542.86,1291.19,?,2.86
162,2931.48,48324.52,6939.96,49050.96,3074.89,5568922.92,2362.92,1601.25,2.86,2.92
163,2943.65,48383.93,6925.73,49098.70,3098.83,3017562.87,1762.87,875.64,2.92,2.87
164,2925.31,48152.82,6920.17,48890.47,3089.32,5662592.90,2242.90,1629.45,2.87,2.90
165,2942.25,48273.42,6940.89,49057.66,3092.65,7878092.98,3122.98,2327.07,2.90,2.98
166,?,?,?,?,?,?,?,?,2.98,?
167,?,?,?,?,?,?,?,?,?,?
168,2956.40,48131.61,6872.58,48917.56,3100.24,11976932.96,3912.96,3544.03,?,2.96
169,2979.55,48119.72,6892.10,48891.04,3120.39,9845792.92,1782.92,2888.10,2.96,2.92
170,2974.95,47743.10,6858.80,48509.84,3122.21,4530042.96,1902.96,1333.72,2.92,2.96
171,2905.31,45870.00,6611.14,46587.68,3038.18,20768302.82,6212.82,5845.76,2.96,2.82
172,2844.16,44732.92,6480.92,45456.77,3001.68,26455162.90,5372.90,7516.25,2.82,2.90
173,?,?,?,?,?,?,?,?,2.90,?
174,?,?,?,?,?,?,?,?,?,?
175,2824.47,44824.62,6510.55,45531.46,2990.89,4063242.80,1772.80,1141.08,?,2.80
176,2821.05,44966.09,6544.68,45672.10,2999.31,1514262.80,1262.80,426.42,2.80,2.80
177,2807.75,44893.99,6578.62,45601.51,2972.55,2912222.84,2072.84,804.32,2.80,2.84
178,2736.47,43667.37,6412.05,44326.49,2915.58,5079322.76,1482.76,1409.66,2.84,2.76
179,2776.93,44747.79,6598.44,45442.51,2948.80,2517342.80,1482.80,701.47,2.76,2.80
180,?,?,?,?,?,?,?,?,2.80,?
181,?,?,?,?,?,?,?,?,?,?
182,2809.58,44769.00,6479.86,45461.06,2963.91,1862102.83,882.83,521.48,?,2.83
183,2832.22,45533.94,6571.59,46254.71,2981.48,3038472.90,1772.90,876.81,2.83,2.90
184,2815.62,45184.98,6442.00,45899.36,2971.57,4632322.82,2402.82,1320.74,2.90,2.82
185,2833.65,45613.75,6504.87,46344.42,2988.19,2228802.83,932.83,628.14,2.82,2.83
186,2823.50,45110.89,6438.37,45805.34,2977.06,691462.77,662.77,193.94,2.83,2.77
187,?,?,?,?,?,?,?,?,2.77,?
188,?,?,?,?,?,?,?,?,?,?
189,2780.48,44534.34,6390.13,45172.40,2948.16,1187892.72,1492.72,324.38,?,2.72
190,2753.06,44342.23,6385.54,44969.23,2924.69,9192942.69,1112.69,2465.04,2.72,2.69
191,2792.18,45068.55,6527.93,45727.71,2962.09,3599162.73,1652.73,973.57,2.69,2.73
192,2830.11,45712.72,6602.82,46390.36,2992.86,2554272.75,1792.75,701.42,2.73,2.75
193,2859.48,46150.78,6709.26,46839.89,3017.66,7028102.84,3802.84,1984.03,2.75,2.84
194,?,?,?,?,?,?,?,?,2.84,?
195,?,?,?,?,?,?,?,?,?,?
196,2869.26,46218.05,6759.32,46922.43,3022.70,1637272.84,1412.84,466.40,?,2.84
197,2865.65,46155.10,6792.22,46860.35,3017.11,1710792.85,1322.85,488.25,2.84,2.85
198,2869.34,46287.08,6850.07,47003.76,3021.27,5979552.92,3002.92,1729.11,2.85,2.92
199,2886.09,46221.23,6842.98,46919.83,3023.16,17109222.91,2202.91,4985.03,2.92,2.91
200,2881.70,46399.74,6906.83,47120.88,3019.85,1420512.89,1392.89,415.46,2.91,2.89
201,?,?,?,?,?,?,?,?,2.89,?
202,?,?,?,?,?,?,?,?,?,?
203,2871.14,46361.70,6918.23,47075.43,3021.70,929242.92,942.92,269.20,?,2.92
204,2908.96,46714.43,6950.90,47454.90,3029.97,5915392.90,3992.90,1753.67,2.92,2.90
205,2923.77,46835.98,6919.33,47575.74,3050.63,2082622.94,2122.94,605.69,2.90,2.94
206,2914.72,46713.02,6951.65,47446.69,3036.16,3733292.91,1672.91,1085.54,2.94,2.91
207,2886.24,46258.91,6928.85,46981.22,3015.00,14675722.90,1292.90,4270.70,2.91,2.90
208,?,?,?,?,?,?,?,?,2.90,?
209,?,?,?,?,?,?,?,?,?,?
210,2914.05,46480.62,6931.34,47214.30,3032.94,3235432.93,1422.93,943.74,?,2.93
211,2928.38,46663.41,7018.79,47398.08,3038.42,11788562.93,1062.93,3420.07,2.93,2.93
212,2924.02,46925.65,7133.06,47676.43,3046.08,14333613.16,6583.16,4415.94,2.93,3.16
213,2945.73,47370.81,7252.17,48147.76,3060.17,12390493.30,5303.30,4016.33,3.16,3.30
214,3020.01,48325.33,7371.22,49133.14,3110.79,17753463.37,5083.37,5989.82,3.30,3.37
215,?,?,?,?,?,?,?,?,3.37,?
216,?,?,?,?,?,?,?,?,?,?
217,3032.65,48458.44,7400.00,49272.86,3127.41,3376923.43,3233.43,1147.70,?,3.43
218,3037.01,47942.81,7220.25,48742.34,3127.38,4798133.40,1973.40,1640.16,3.43,3.40
219,3084.81,48306.55,7328.58,49124.78,3168.23,14880633.60,5863.60,5082.14,3.40,3.60
220,3128.68,48862.88,7439.07,49700.18,3190.86,4717153.62,3493.62,1712.47,3.60,3.62
221,3163.87,49125.36,7504.16,49994.77,3206.86,4285683.66,2183.66,1563.15,3.62,3.66
222,?,?,?,?,?,?,?,?,3.66,?
223,?,?,?,?,?,?,?,?,?,?
224,3182.23,49580.16,7582.28,50476.37,3225.79,2773443.62,2313.62,1003.80,?,3.62
225,3202.74,49747.66,7619.99,50646.05,3233.22,3026463.60,2523.60,1081.39,3.62,3.60
226,3253.52,50223.95,7754.29,51152.95,3271.49,1997963.58,2303.58,711.78,3.60,3.58
227,?,?,?,?,?,?,?,?,3.58,?
228,3239.52,49976.48,7689.61,50906.11,3253.28,1895933.53,1713.53,666.25,?,3.53
229,?,?,?,?,?,?,?,?,3.53,?
230,?,?,?,?,?,?,?,?,?,?
231,3222.20,49772.46,7653.77,50713.14,3237.31,2721093.49,1493.49,947.80,?,3.49
232,3180.64,49162.16,7537.72,50077.30,3210.57,3192813.48,1803.48,1107.84,3.49,3.48
233,3168.92,49128.05,7482.74,50032.45,3221.87,3023073.55,1563.55,1067.05,3.48,3.55
234,3209.11,49846.48,7584.87,50780.47,3260.69,2713993.61,2193.61,978.16,3.55,3.61
235,3231.44,49895.10,7636.58,50836.47,3260.35,2899663.71,3183.71,1072.63,3.61,3.71
236,?,?,?,?,?,?,?,?,3.71,?
237,?,?,?,?,?,?,?,?,?,?
238,3205.90,49818.48,7601.34,50756.86,3255.45,2509733.80,4673.80,957.33,?,3.80
239,3147.92,48833.58,7451.60,49731.02,3197.48,6072383.63,3543.63,2218.43,3.80,3.63
240,3091.84,48537.65,7397.78,49421.50,3183.87,10300653.70,2973.70,3711.09,3.63,3.70
241,3095.55,48676.45,7348.60,49569.11,3204.20,1417573.69,1253.69,526.62,3.70,3.69
242,3087.13,48871.98,7394.25,49771.98,3196.27,8276463.58,3223.58,2999.31,3.69,3.58
243,?,?,?,?,?,?,?,?,3.58,?
244,?,?,?,?,?,?,?,?,?,?
245,3129.09,49187.22,7424.64,50099.55,3230.20,4409963.73,1813.73,1642.66,?,3.73
246,3139.25,48968.87,7423.72,49861.54,3226.75,1851513.66,1703.66,687.58,3.73,3.66
247,3092.12,47919.09,7224.31,48781.63,3174.71,5185763.60,3543.60,1847.03,3.66,3.60
248,2958.80,45830.66,6871.10,46598.42,3061.25,10511833.36,6973.36,3554.67,3.60,3.36
249,3043.50,46717.04,6984.90,47514.09,3142.61,8437953.55,4843.55,3000.38,3.36,3.55
250,?,?,?,?,?,?,?,?,3.55,?
251,?,?,?,?,?,?,?,?,?,?
252,3124.36,47808.90,7167.82,48651.54,3199.68,2759473.68,1643.68,1009.07,?,3.68
253,3166.39,48961.51,7319.57,49839.90,3256.85,3327083.81,2673.81,1263.58,3.68,3.81
254,3194.64,49437.02,7383.43,50312.63,3285.29,3989223.96,2813.96,1548.39,3.81,3.96
255,3213.18,49771.55,7491.58,50644.38,3303.55,4506914.03,2594.03,1806.57,3.96,4.03
256,3183.67,49348.61,7396.99,50196.31,3285.49,2279653.90,2293.90,903.72,4.03,3.90
257,?,?,?,?,?,?,?,?,3.90,?
258,?,?,?,?,?,?,?,?,?,?
259,3135.12,48917.85,7350.50,49741.35,3260.05,4469873.95,3363.95,1765.15,?,3.95
260,3156.03,49434.46,7442.52,50258.11,3286.61,2127453.95,1983.95,838.57,3.95,3.95
261,3157.83,49413.33,7447.45,50227.43,3277.41,3473284.03,2504.03,1388.49,3.95,4.03
262,3222.54,50300.53,7592.68,51171.25,3316.59,4027084.00,4054.00,1639.01,4.03,4.00
263,3229.62,50308.19,7503.20,51202.75,3316.08,796253.98,753.98,319.76,4.00,3.98
264,?,?,?,?,?,?,?,?,3.98,?
265,?,?,?,?,?,?,?,?,?,?
266,3217.71,49955.87,7473.22,50869.00,3291.57,1001253.97,1113.97,399.69,?,3.97
267,3194.37,49979.47,7459.10,50887.67,3275.67,2146143.85,2423.85,838.33,3.97,3.85
268,3236.84,50301.69,7591.30,51221.45,3299.72,2659233.91,2773.91,1018.64,3.85,3.91
269,3290.09,50936.34,7795.20,51846.54,3336.44,1985844.02,1784.02,791.27,3.91,4.02
270,3296.37,50819.81,7783.75,51704.53,3352.18,3182734.02,2044.02,1269.14,4.02,4.02
271,?,?,?,?,?,?,?,?,4.02,?
272,?,?,?,?,?,?,?,?,?,?
273,3275.69,50301.85,7692.60,51191.50,3349.29,2792383.99,3133.99,1101.23,?,3.99
274,3315.88,50782.48,7773.53,51691.24,3351.68,1536953.94,1723.94,607.07,3.99,3.94
275,3320.03,50803.40,7824.34,51709.58,3364.40,777453.98,1073.98,308.25,3.94,3.98
276,3338.30,50982.03,7871.09,51911.61,3383.62,3694264.04,2224.04,1492.53,3.98,4.04
277,3322.87,50601.24,7792.42,51511.63,3381.52,1273914.01,1204.01,514.60,4.04,4.01
278,?,?,?,?,?,?,?,?,4.01,?
279,?,?,?,?,?,?,?,?,?,?
280,3307.23,50338.71,7742.09,51239.47,3383.60,2186273.99,1143.99,871.09,?,3.99
281,3285.49,50137.88,7719.92,51021.26,3368.14,1440993.97,603.97,572.01,3.99,3.97
282,3299.43,50335.02,7784.61,51215.99,3379.96,931653.95,873.95,368.28,3.97,3.95
283,3371.00,51806.83,8093.08,52744.48,3454.41,11885904.28,3584.28,4859.93,3.95,4.28
284,3402.39,52230.47,8206.57,53193.87,3477.04,2036944.27,1844.27,878.98,4.28,4.27
285,?,?,?,?,?,?,?,?,4.27,?
286,?,?,?,?,?,?,?,?,?,?
287,3447.55,52520.91,8293.73,53498.97,3508.85,1812094.39,1364.39,785.13,?,4.39
288,3490.38,52590.73,8278.53,53588.87,3544.07,4648684.48,3314.48,2094.91,4.39,4.48
289,3511.41,52861.41,8316.68,53918.41,3548.14,3663804.40,2904.40,1615.63,4.48,4.40
290,3514.54,52573.59,8224.51,53571.90,3572.96,2212014.33,1754.33,970.27,4.40,4.33
291,3452.12,52587.24,8171.55,53572.92,3535.97,13940114.12,6824.12,5726.88,4.33,4.12
292,?,?,?,?,?,?,?,?,4.12,?
293,?,?,?,?,?,?,?,?,?,?
294,3528.36,53853.55,8421.58,54903.39,3606.06,5290864.40,3744.40,2275.63,?,4.40
295,3534.57,53781.81,8324.12,54818.06,3615.60,1553444.35,1684.35,684.09,4.40,4.35
296,3522.13,53389.74,8228.03,54433.41,3596.10,793784.35,1224.35,343.01,4.35,4.35
297,3563.56,53994.46,8334.63,55063.75,3637.76,847194.41,1044.41,372.70,4.35,4.41
298,3567.78,53887.13,8342.60,55023.42,3651.19,482764.42,914.42,212.51,4.41,4.42
299,?,?,?,?,?,?,?,?,4.42,?
300,?,?,?,?,?,?,?,?,?,?
301,3559.25,54180.04,8437.32,55362.19,3660.45,869424.40,1044.40,384.71,?,4.40
302,3572.51,54536.95,8489.31,55688.45,3688.57,1664984.41,874.41,733.61,4.40,4.41
303,3531.31,54095.32,8375.95,55240.01,3660.80,3095234.48,1534.48,1371.10,4.41,4.48
304,3488.69,53607.86,8327.62,54734.18,3628.73,487214.37,844.37,215.29,4.48,4.37
305,?,?,?,?,?,?,?,?,4.37,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,3514.71,53989.37,8356.61,55121.60,3668.56,364559,289,1598.18,?,4.48
309,3493.80,53504.47,8263.97,54600.05,3645.18,75623,79,335.15,4.48,4.41
310,3512.17,53924.01,8345.41,55035.36,3650.27,219099,122,955.03,4.41,4.37
340,3118.097704907077,45857.110734846676,7243.294026440237,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,3156.981569607352,46189.882480874876,7317.988224569833,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,3195.865434307627,46522.654226903076,7392.68242269943,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,3312.517028408451,47520.969464987684,7616.765017088219,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,3545.820216610101,49517.5999411569,8064.9302058657995,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
