%310
@RELATION EE3100084021
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-CEE NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
283,51806.83,862.39,08.10,08.10,0.00,8.10,8.10
284,52230.47,862.70,08.10,08.10,0.00,8.10,8.10
285,?,?,?,?,?,8.10,?
286,?,?,?,?,?,?,?
287,52520.91,860.18,08.10,08.10,0.00,?,8.10
288,52590.73,855.88,08.10,08.10,0.00,8.10,8.10
289,52861.41,844.25,08.10,08.10,0.00,8.10,8.10
290,52573.59,855.32,08.10,08.10,0.00,8.10,8.10
291,52587.24,849.56,08.10,08.10,0.00,8.10,8.10
292,?,?,?,?,?,8.10,?
293,?,?,?,?,?,?,?
294,53853.55,846.22,08.10,08.10,0.00,?,8.10
295,53781.81,846.38,08.10,08.10,0.00,8.10,8.10
296,53389.74,823.65,08.10,08.10,0.00,8.10,8.10
297,53994.46,822.54,08.10,08.10,0.00,8.10,8.10
298,53887.13,808.48,08.10,08.10,0.00,8.10,8.10
299,?,?,?,?,?,8.10,?
300,?,?,?,?,?,?,?
301,54180.04,809.15,08.10,08.10,0.00,?,8.10
302,54536.95,813.37,08.10,08.10,0.00,8.10,8.10
303,54095.32,806.76,08.10,08.10,0.00,8.10,8.10
304,53607.86,799.19,08.10,08.10,0.00,8.10,8.10
305,?,?,?,?,?,8.10,?
306,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?
308,53989.37,801.72,0,0,0.00,?,8.10
309,53504.47,799.00,60,2,0.47,8.10,7.60
310,53924.01,804.57,65,1,0.52,7.60,7.95
340,45857.110734846676,772.4384498456855,?,?,?,?,?,? 
370,46189.882480874876,764.8922210495718,?,?,?,?,?,? 
400,46522.654226903076,757.345992253458,?,?,?,?,?,? 
490,47520.969464987684,734.7073058651168,?,?,?,?,?,? 
670,49517.5999411569,689.4299330884348,?,?,?,?,?,? 
