%310
@RELATION PLMSTZB00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
61,?,?,?,?,?,?,?,?,1.40,?
62,?,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,1870.04,46454.13,2860.68,3025541.40,1111.40,417.30,?,1.40
64,10997.33,46676.09,1867.84,47001.38,2868.06,449201.43,431.43,63.24,1.40,1.43
65,11042.47,46762.65,1848.50,47090.49,2872.90,5251221.40,951.40,742.40,1.43,1.40
66,11042.08,46745.26,1870.22,47060.66,2873.49,1384031.39,471.39,192.06,1.40,1.39
67,11119.06,47074.39,1871.59,47436.21,2906.74,1932991.38,641.38,264.47,1.39,1.38
68,?,?,?,?,?,?,?,?,1.38,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,1873.37,47269.75,2914.24,438671.37,371.37,60.16,?,1.37
71,11150.86,47010.40,1865.43,47340.43,2911.38,1139641.36,481.36,155.95,1.37,1.36
72,11194.08,46888.37,1864.62,47235.72,2901.67,5033351.31,1701.31,663.29,1.36,1.31
73,11231.22,47223.68,1848.14,47606.16,2912.13,1918501.31,851.31,249.23,1.31,1.31
74,11228.39,47125.93,1849.89,47522.10,2909.77,460621.36,491.36,61.20,1.31,1.36
75,?,?,?,?,?,?,?,?,1.36,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,1834.95,47094.18,2900.59,1557521.32,701.32,205.00,?,1.32
78,11135.62,46029.35,1794.48,46473.62,2868.24,1143051.31,261.31,148.89,1.32,1.31
79,11168.63,46068.24,1801.52,46511.62,2874.75,934491.35,651.35,123.76,1.31,1.35
80,11069.03,45580.47,1769.42,46017.88,2833.61,3856781.34,951.34,505.20,1.35,1.34
81,10908.77,45066.18,1707.83,45473.08,2800.67,902161.32,621.32,118.43,1.34,1.32
82,?,?,?,?,?,?,?,?,1.32,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,1660.44,44946.32,2780.21,5855041.20,2231.20,713.28,?,1.20
85,10815.43,44724.88,1648.36,45119.16,2774.13,3296001.18,1251.18,381.21,1.20,1.18
86,10867.86,45247.90,1653.10,45644.09,2785.46,1372061.20,531.20,161.26,1.18,1.20
87,10938.55,45147.57,1677.23,45528.85,2797.31,826361.24,431.24,100.11,1.20,1.24
88,?,?,?,?,?,?,?,?,1.24,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,1656.40,45679.51,2814.33,862151.22,341.22,104.33,?,1.22
93,10809.87,44604.61,1620.82,44940.36,2769.02,599751.18,411.18,70.95,1.22,1.18
94,10817.23,44623.89,1588.07,44980.62,2766.19,556591.19,361.19,65.44,1.18,1.19
95,10803.99,44597.66,1585.00,44960.02,2760.91,2361471.17,831.17,277.67,1.19,1.17
96,?,?,?,?,?,?,?,?,1.17,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,1584.03,44963.96,2764.28,4480941.17,461.17,526.26,?,1.17
99,10820.89,44725.03,1600.11,45096.35,2767.26,1962001.16,751.16,225.48,1.17,1.16
100,10845.27,45091.63,1609.16,45495.34,2780.21,448161.17,371.17,51.47,1.16,1.17
101,10908.65,45688.48,1647.89,46131.66,2794.43,426271.19,331.19,50.19,1.17,1.19
102,10807.45,45525.92,1602.65,45960.10,2783.53,946931.20,321.20,113.29,1.19,1.20
103,?,?,?,?,?,?,?,?,1.20,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,1590.14,45167.65,2754.91,3006561.16,561.16,348.80,?,1.16
106,?,?,?,?,?,?,?,?,1.16,?
107,10431.02,43916.24,1578.30,44404.81,2705.88,3013871.14,291.14,344.56,?,1.14
108,10415.53,43364.70,1582.90,43850.06,2695.55,2011431.15,311.15,230.06,1.14,1.15
109,10373.60,43447.75,1551.70,43993.98,2685.57,1195761.13,271.13,132.72,1.15,1.13
110,?,?,?,?,?,?,?,?,1.13,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,1572.53,43892.82,2660.28,4767571.15,461.15,540.08,?,1.15
113,10282.22,43159.57,1577.62,43707.88,2624.40,924331.15,161.15,104.62,1.15,1.15
114,10264.95,43356.73,1568.91,43908.95,2636.70,539741.15,201.15,61.56,1.15,1.15
115,10327.20,43482.18,1578.90,44027.03,2658.57,218701.15,141.15,24.74,1.15,1.15
116,10407.26,43665.21,1567.21,44226.06,2669.93,2422161.15,451.15,278.48,1.15,1.15
117,?,?,?,?,?,?,?,?,1.15,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,1568.27,44420.22,2685.14,273661.15,201.15,31.46,?,1.15
120,10511.46,44162.18,1577.58,44653.34,2704.84,1186651.15,191.15,135.75,1.15,1.15
121,?,?,?,?,?,?,?,?,1.15,?
122,10554.34,43991.51,1593.50,44466.89,2695.22,31611.15,81.15,3.61,?,1.15
123,?,?,?,?,?,?,?,?,1.15,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,1610.11,45060.80,2714.72,179231.15,211.15,20.56,?,1.15
127,10618.63,44742.22,1618.85,45244.29,2733.96,1325611.14,381.14,150.91,1.15,1.14
128,10692.81,45117.94,1640.06,45647.76,2752.14,1246011.13,251.13,140.64,1.14,1.13
129,10714.80,44943.16,1640.84,45475.08,2760.20,4453401.16,431.16,513.57,1.13,1.16
130,10758.03,44895.35,1627.28,45408.06,2769.85,786231.16,271.16,90.99,1.16,1.16
131,?,?,?,?,?,?,?,?,1.16,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,1680.51,45746.01,2790.62,374231.18,221.18,43.54,?,1.18
134,10819.27,45771.11,1669.79,46336.62,2822.41,974021.20,301.20,114.88,1.18,1.20
135,10913.18,46102.42,1662.38,46676.61,2848.38,827001.19,291.19,97.92,1.20,1.19
136,10976.80,45992.03,1668.63,46581.16,2871.70,7991.19,41.19,0.95,1.19,1.19
137,10991.63,46078.68,1720.89,46646.58,2885.19,480681.20,221.20,57.21,1.19,1.20
138,?,?,?,?,?,?,?,?,1.20,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,1720.79,46615.31,2921.95,3103791.21,771.21,374.40,?,1.21
141,11089.17,45851.80,1715.41,46439.10,2893.12,1282981.23,501.23,155.81,1.21,1.23
142,11082.19,45933.66,1721.17,46529.96,2912.70,2044711.20,381.20,242.65,1.23,1.20
143,11050.12,45687.76,1700.24,46311.26,2894.53,529831.18,381.18,61.33,1.20,1.18
144,11130.47,46145.44,1717.23,46783.61,2929.62,653861.18,261.18,77.11,1.18,1.18
145,?,?,?,?,?,?,?,?,1.18,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1770.93,47957.54,2976.83,11365161.20,881.20,1358.35,?,1.20
148,11439.53,47579.87,1794.53,48258.02,2997.81,12323921.27,3431.27,1547.50,1.20,1.27
149,11434.08,47476.64,1826.11,48138.07,3000.58,2690071.26,1251.26,338.81,1.27,1.26
150,?,?,?,?,?,?,?,?,1.26,?
151,11518.87,47806.34,1832.70,48503.87,2994.25,1207781.25,521.25,151.16,?,1.25
152,?,?,?,?,?,?,?,?,1.25,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1796.86,47868.36,2970.24,731991.24,481.24,89.93,?,1.24
155,11527.78,47620.68,1812.04,48323.88,2998.79,3569011.23,1011.23,433.69,1.24,1.23
156,11566.33,47805.94,1846.56,48513.29,3026.87,5995571.27,1671.27,763.09,1.23,1.27
157,11598.90,47573.66,1856.88,48259.19,3020.15,10304241.25,2301.25,1272.60,1.27,1.25
158,11721.20,48209.65,1849.90,48918.37,3044.38,2139661.23,581.23,266.40,1.25,1.23
159,?,?,?,?,?,?,?,?,1.23,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1856.85,49207.65,3065.91,4048941.24,601.24,498.98,?,1.24
162,11906.69,48324.52,1866.45,49050.96,3074.89,2261181.27,1111.27,285.40,1.24,1.27
163,12044.12,48383.93,1901.79,49098.70,3098.83,10939991.41,5641.41,1503.69,1.27,1.41
164,11997.09,48152.82,1913.84,48890.47,3089.32,16965791.56,7211.56,2548.24,1.41,1.56
165,11980.74,48273.42,1917.53,49057.66,3092.65,6986161.51,2241.51,1072.39,1.56,1.51
166,?,?,?,?,?,?,?,?,1.51,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1911.93,48917.56,3100.24,2645181.45,1471.45,384.79,?,1.45
169,12001.25,48119.72,1917.62,48891.04,3120.39,7953631.41,2251.41,1120.57,1.45,1.41
170,11995.61,47743.10,1923.19,48509.84,3122.21,6707851.33,1811.33,918.72,1.41,1.33
171,11755.38,45870.00,1891.03,46587.68,3038.18,6024281.27,2051.27,774.06,1.33,1.27
172,11698.05,44732.92,1879.16,45456.77,3001.68,1929151.26,1021.26,243.15,1.27,1.26
173,?,?,?,?,?,?,?,?,1.26,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1899.94,45531.46,2990.89,2363651.29,1021.29,304.14,?,1.29
176,11846.22,44966.09,1919.70,45672.10,2999.31,2537321.31,1151.31,334.84,1.29,1.31
177,11772.39,44893.99,1923.12,45601.51,2972.55,2130891.29,721.29,269.35,1.31,1.29
178,11665.86,43667.37,1881.89,44326.49,2915.58,27465541.23,2781.23,3381.99,1.29,1.23
179,11716.43,44747.79,1851.41,45442.51,2948.80,2347841.30,921.30,297.24,1.23,1.30
180,?,?,?,?,?,?,?,?,1.30,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1835.70,45461.06,2963.91,1347501.29,751.29,174.06,?,1.29
183,11805.57,45533.94,1831.78,46254.71,2981.48,1612041.26,591.26,207.74,1.29,1.26
184,11736.24,45184.98,1823.41,45899.36,2971.57,1108081.27,321.27,140.36,1.26,1.27
185,11820.50,45613.75,1818.75,46344.42,2988.19,2388001.25,901.25,297.74,1.27,1.25
186,11822.63,45110.89,1805.32,45805.34,2977.06,722681.25,461.25,90.10,1.25,1.25
187,?,?,?,?,?,?,?,?,1.25,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1768.95,45172.40,2948.16,557911.25,301.25,69.65,?,1.25
190,11610.73,44342.23,1782.40,44969.23,2924.69,589421.25,281.25,72.82,1.25,1.25
191,11643.94,45068.55,1817.53,45727.71,2962.09,222211.25,201.25,27.57,1.25,1.25
192,11739.32,45712.72,1810.46,46390.36,2992.86,2498131.24,641.24,308.96,1.25,1.24
193,11784.60,46150.78,1837.14,46839.89,3017.66,922701.25,421.25,114.72,1.24,1.25
194,?,?,?,?,?,?,?,?,1.25,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1814.28,46922.43,3022.70,379541.27,311.27,47.63,?,1.27
197,11753.20,46155.10,1823.37,46860.35,3017.11,5059941.32,2101.32,666.95,1.27,1.32
198,11768.81,46287.08,1818.62,47003.76,3021.27,849031.30,461.30,110.44,1.32,1.30
199,11813.42,46221.23,1819.97,46919.83,3023.16,1592361.26,701.26,201.85,1.30,1.26
200,11837.95,46399.74,1818.57,47120.88,3019.85,845231.29,441.29,108.63,1.26,1.29
201,?,?,?,?,?,?,?,?,1.29,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1824.40,47075.43,3021.70,2176511.33,1041.33,287.68,?,1.33
204,11905.16,46714.43,1824.74,47454.90,3029.97,401711.33,371.33,52.96,1.33,1.33
205,11975.99,46835.98,1835.56,47575.74,3050.63,201331.33,231.33,26.73,1.33,1.33
206,11939.68,46713.02,1829.12,47446.69,3036.16,1219861.29,651.29,157.60,1.33,1.29
207,11930.54,46258.91,1830.71,46981.22,3015.00,221921.29,281.29,28.41,1.29,1.29
208,?,?,?,?,?,?,?,?,1.29,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1842.00,47214.30,3032.94,630491.29,371.29,80.99,?,1.29
211,11914.45,46663.41,1839.88,47398.08,3038.42,2326101.36,931.36,305.51,1.29,1.36
212,11934.08,46925.65,1831.05,47676.43,3046.08,9351961.36,1781.36,1230.68,1.36,1.36
213,12025.60,47370.81,1808.90,48147.76,3060.17,553771.34,351.34,74.25,1.36,1.34
214,12096.51,48325.33,1853.85,49133.14,3110.79,3166881.38,1241.38,435.17,1.34,1.38
215,?,?,?,?,?,?,?,?,1.38,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1867.91,49272.86,3127.41,3191391.40,1531.40,447.55,?,1.40
218,12213.07,47942.81,1866.84,48742.34,3127.38,1125701.37,681.37,153.74,1.40,1.37
219,12294.72,48306.55,1881.25,49124.78,3168.23,1432551.35,451.35,192.24,1.37,1.35
220,12425.78,48862.88,1886.72,49700.18,3190.86,4508011.34,1331.34,601.03,1.35,1.34
221,12524.35,49125.36,1893.84,49994.77,3206.86,3439531.30,1061.30,450.36,1.34,1.30
222,?,?,?,?,?,?,?,?,1.30,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1919.56,50476.37,3225.79,2622761.35,951.35,349.59,?,1.35
225,12783.95,49747.66,1936.51,50646.05,3233.22,787911.35,371.35,105.46,1.35,1.35
226,12961.14,50223.95,1962.38,51152.95,3271.49,1879771.32,931.32,249.17,1.35,1.32
227,?,?,?,?,?,?,?,?,1.32,?
228,12933.31,49976.48,1966.79,50906.11,3253.28,901431.32,411.32,118.94,?,1.32
229,?,?,?,?,?,?,?,?,1.32,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1945.70,50713.14,3237.31,2321041.27,1041.27,298.63,?,1.27
232,12831.52,49162.16,1917.73,50077.30,3210.57,4767271.23,1981.23,598.52,1.27,1.23
233,12826.21,49128.05,1916.46,50032.45,3221.87,7695381.25,1791.25,967.71,1.23,1.25
234,12985.38,49846.48,1919.07,50780.47,3260.69,1661121.30,631.30,213.96,1.25,1.30
235,13050.37,49895.10,1931.18,50836.47,3260.35,3371041.26,1391.26,434.96,1.30,1.26
236,?,?,?,?,?,?,?,?,1.26,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1930.40,50756.86,3255.45,1566161.25,871.25,197.99,?,1.25
239,12781.02,48833.58,1906.94,49731.02,3197.48,2192071.21,1221.21,268.93,1.25,1.21
240,12706.26,48537.65,1893.65,49421.50,3183.87,2230271.20,1181.20,267.32,1.21,1.20
241,12801.41,48676.45,1898.85,49569.11,3204.20,2769761.20,671.20,332.57,1.20,1.20
242,12801.04,48871.98,1888.37,49771.98,3196.27,843641.20,561.20,100.36,1.20,1.20
243,?,?,?,?,?,?,?,?,1.20,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1867.21,50099.55,3230.20,2679761.23,911.23,326.35,?,1.23
246,12843.19,48968.87,1863.87,49861.54,3226.75,1838831.23,521.23,222.83,1.23,1.23
247,12637.81,47919.09,1824.69,48781.63,3174.71,2613701.18,761.18,314.37,1.23,1.18
248,12178.22,45830.66,1761.23,46598.42,3061.25,6702791.14,1771.14,775.48,1.18,1.14
249,12457.22,46717.04,1820.13,47514.09,3142.61,6992371.17,961.17,805.96,1.14,1.17
250,?,?,?,?,?,?,?,?,1.17,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1848.42,48651.54,3199.68,2195271.18,771.18,256.47,?,1.18
253,12962.91,48961.51,1921.50,49839.90,3256.85,8728051.19,1991.19,1009.40,1.18,1.19
254,12983.95,49437.02,1935.28,50312.63,3285.29,6171231.16,1011.16,717.77,1.19,1.16
255,13011.41,49771.55,1981.13,50644.38,3303.55,1560451.18,671.18,182.38,1.16,1.18
256,12998.59,49348.61,1986.17,50196.31,3285.49,1907151.17,951.17,221.25,1.18,1.17
257,?,?,?,?,?,?,?,?,1.17,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1997.16,49741.35,3260.05,1003741.17,751.17,117.40,?,1.17
260,13085.22,49434.46,1994.79,50258.11,3286.61,5576721.27,2421.27,690.76,1.17,1.27
261,13049.76,49413.33,1985.11,50227.43,3277.41,2699841.26,1111.26,340.87,1.27,1.26
262,13124.47,50300.53,2000.89,51171.25,3316.59,10619531.26,2681.26,1357.38,1.26,1.26
263,13140.38,50308.19,2005.00,51202.75,3316.08,1351831.27,711.27,169.33,1.26,1.27
264,?,?,?,?,?,?,?,?,1.27,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1988.08,50869.00,3291.57,1658691.29,681.29,211.31,?,1.29
267,13131.43,49979.47,1972.58,50887.67,3275.67,1258481.29,751.29,163.89,1.29,1.29
268,13114.91,50301.69,1979.81,51221.45,3299.72,1380291.30,511.30,177.54,1.29,1.30
269,13233.88,50936.34,1986.14,51846.54,3336.44,8319581.38,2031.38,1120.51,1.30,1.38
270,13346.97,50819.81,1999.08,51704.53,3352.18,4204161.40,1431.40,575.85,1.38,1.40
271,?,?,?,?,?,?,?,?,1.40,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,2010.06,51191.50,3349.29,2502391.39,801.39,344.89,?,1.39
274,13338.19,50782.48,2007.69,51691.24,3351.68,1767291.39,701.39,243.24,1.39,1.39
275,13386.01,50803.40,2016.99,51709.58,3364.40,1383281.37,451.37,189.71,1.39,1.37
276,13476.11,50982.03,2073.65,51911.61,3383.62,5416571.40,1321.40,738.96,1.37,1.40
277,13513.64,50601.24,2097.98,51511.63,3381.52,2873871.38,531.38,398.35,1.40,1.38
278,?,?,?,?,?,?,?,?,1.38,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,2120.60,51239.47,3383.60,1988321.33,731.33,265.93,?,1.33
281,13399.64,50137.88,2131.10,51021.26,3368.14,1561081.31,461.31,205.16,1.33,1.31
282,13361.98,50335.02,2126.57,51215.99,3379.96,869381.33,451.33,114.33,1.31,1.33
283,13589.27,51806.83,2150.38,52744.48,3454.41,2806001.40,1181.40,381.30,1.33,1.40
284,13638.56,52230.47,2175.63,53193.87,3477.04,4025581.40,1511.40,571.82,1.40,1.40
285,?,?,?,?,?,?,?,?,1.40,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,2196.86,53498.97,3508.85,3614091.40,501.40,499.77,?,1.40
288,13824.94,52590.73,2249.42,53588.87,3544.07,5796191.44,1781.44,834.47,1.40,1.44
289,13886.79,52861.41,2267.93,53918.41,3548.14,1090571.45,651.45,158.73,1.44,1.45
290,14155.74,52573.59,2280.53,53571.90,3572.96,1535501.46,541.46,222.10,1.45,1.46
291,14253.72,52587.24,2320.78,53572.92,3535.97,3793681.47,981.47,547.46,1.46,1.47
292,?,?,?,?,?,?,?,?,1.47,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,2342.90,54903.39,3606.06,1991291.46,501.46,289.55,?,1.46
295,14512.68,53781.81,2351.77,54818.06,3615.60,4897291.52,1231.52,732.18,1.46,1.52
296,14327.32,53389.74,2357.93,54433.41,3596.10,3122771.54,911.54,478.55,1.52,1.54
297,14572.10,53994.46,2411.97,55063.75,3637.76,5813921.63,2311.63,931.84,1.54,1.63
298,14753.57,53887.13,2452.72,55023.42,3651.19,9285661.74,2611.74,1564.75,1.63,1.74
299,?,?,?,?,?,?,?,?,1.74,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,2458.33,55362.19,3660.45,4386691.78,2471.78,781.06,?,1.78
302,14994.44,54536.95,2476.37,55688.45,3688.57,3097111.75,1861.75,535.66,1.78,1.75
303,14942.82,54095.32,2472.94,55240.01,3660.80,5237681.81,1811.81,923.89,1.75,1.81
304,14928.63,53607.86,2475.98,54734.18,3628.73,4996301.95,2321.95,927.73,1.81,1.95
305,?,?,?,?,?,?,?,?,1.95,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,2482.39,55121.60,3668.56,686864,168,1337.08,?,1.93
309,14877.29,53504.47,2450.55,54600.05,3645.18,1257401,173,2417.49,1.93,1.87
310,14860.69,53924.01,2477.66,55035.36,3650.27,500763,87,950.18,1.87,1.93
340,13476.564027366672,45857.110734846676,2077.6816212987255,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,2130.4556810728736,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,2183.229740847022,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,2341.551920169468,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,2658.1962788143587,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
