%310
@RELATION PLPKO0000016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE WIG20 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG20TR NUMERIC 
@ATTRIBUTE WIG-BANKI NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
158,2595.30,2488.84,48209.65,3771.86,3613.82,6847.02,48918.37,443069635.90,448135.90,155158.85,34.48,35.90
159,?,?,?,?,?,?,?,?,?,?,35.90,?
160,?,?,?,?,?,?,?,?,?,?,?,?
161,2608.91,2503.41,48495.01,3791.64,3634.98,6987.45,49207.65,615427836.76,605236.76,224427.17,?,36.76
162,2595.04,2484.11,48324.52,3771.49,3606.96,6939.96,49050.96,303712936.40,360236.40,110727.51,36.76,36.40
163,2591.90,2481.60,48383.93,3766.92,3603.31,6925.73,49098.70,187237636.42,226736.42,68279.61,36.40,36.42
164,2573.85,2472.75,48152.82,3740.69,3590.46,6920.17,48890.47,944493837.30,655937.30,349811.39,36.42,37.30
165,2583.39,2478.43,48273.42,3754.56,3598.71,6940.89,49057.66,523457936.85,444936.85,194364.19,37.30,36.85
166,?,?,?,?,?,?,?,?,?,?,36.85,?
167,?,?,?,?,?,?,?,?,?,?,?,?
168,2575.47,2463.37,48131.61,3743.05,3576.84,6872.58,48917.56,540438436.10,365636.10,197918.58,?,36.10
169,2571.29,2455.15,48119.72,3736.96,3564.90,6892.10,48891.04,228485936.00,189936.00,82355.63,36.10,36.00
170,2537.36,2413.40,47743.10,3707.74,3526.33,6858.80,48509.84,229388936.02,219736.02,83079.35,36.00,36.02
171,2429.92,2297.91,45870.00,3550.74,3357.59,6611.14,46587.68,560897634.08,509934.08,195491.98,36.02,34.08
172,2359.89,2233.64,44732.92,3448.40,3263.68,6480.92,45456.77,1026482734.06,963334.06,354450.54,34.08,34.06
173,?,?,?,?,?,?,?,?,?,?,34.06,?
174,?,?,?,?,?,?,?,?,?,?,?,?
175,2366.01,2244.27,44824.62,3457.35,3279.21,6510.55,45531.46,304302334.60,347134.60,104763.06,?,34.60
176,2363.41,2246.69,44966.09,3460.00,3289.02,6544.68,45672.10,539789135.10,431735.10,189812.08,34.60,35.10
177,2357.52,2246.66,44893.99,3451.37,3288.98,6578.62,45601.51,528621935.40,521335.40,183386.80,35.10,35.40
178,2286.99,2177.02,43667.37,3348.11,3187.03,6412.05,44326.49,537670334.95,511434.95,186110.73,35.40,34.95
179,2357.01,2245.64,44747.79,3450.62,3287.49,6598.44,45442.51,500803535.60,437735.60,176127.62,34.95,35.60
180,?,?,?,?,?,?,?,?,?,?,35.60,?
181,?,?,?,?,?,?,?,?,?,?,?,?
182,2357.66,2237.25,44769.00,3451.57,3275.21,6479.86,45461.06,294108334.64,355934.64,103690.57,?,34.64
183,2407.09,2284.76,45533.94,3523.94,3344.76,6571.59,46254.71,428019634.80,384834.80,147912.69,34.64,34.80
184,2384.58,2262.92,45184.98,3494.73,3316.41,6442.00,45899.36,792817833.90,771833.90,268445.19,34.80,33.90
185,2405.42,2287.54,45613.75,3525.27,3352.49,6504.87,46344.42,311493634.88,274434.88,107187.67,33.90,34.88
186,2372.96,2253.49,45110.89,3477.69,3302.60,6438.37,45805.34,286328034.50,304534.50,99105.81,34.88,34.50
187,?,?,?,?,?,?,?,?,?,?,34.50,?
188,?,?,?,?,?,?,?,?,?,?,?,?
189,2336.57,2223.28,44534.34,3424.36,3258.31,6390.13,45172.40,291475034.62,319334.62,101639.60,?,34.62
190,2330.27,2218.77,44342.23,3415.12,3251.71,6385.54,44969.23,257458534.20,254034.20,88855.13,34.62,34.20
191,2360.11,2244.63,45068.55,3482.45,3316.05,6527.93,45727.71,167699435.00,208335.00,58256.81,34.20,35.00
192,2394.81,2279.09,45712.72,3533.66,3366.95,6602.82,46390.36,153754135.25,190335.25,54169.96,35.00,35.25
193,2418.20,2302.81,46150.78,3568.17,3402.00,6709.26,46839.89,307180435.95,364835.95,109888.61,35.25,35.95
194,?,?,?,?,?,?,?,?,?,?,35.95,?
195,?,?,?,?,?,?,?,?,?,?,?,?
196,2421.43,2305.78,46218.05,3572.94,3406.39,6759.32,46922.43,120571436.20,126336.20,43405.24,?,36.20
197,2418.21,2303.05,46155.10,3568.19,3402.35,6792.22,46860.35,219603636.40,244236.40,79813.00,36.20,36.40
198,2424.23,2309.79,46287.08,3581.34,3416.47,6850.07,47003.76,291417036.40,307036.40,105984.78,36.40,36.40
199,2418.23,2300.33,46221.23,3572.47,3402.47,6842.98,46919.83,131365436.60,199436.60,47690.59,36.40,36.60
200,2427.55,2313.31,46399.74,3587.20,3421.67,6906.83,47120.88,87774236.79,114636.79,32053.82,36.60,36.79
201,?,?,?,?,?,?,?,?,?,?,36.79,?
202,?,?,?,?,?,?,?,?,?,?,?,?
203,2420.11,2311.49,46361.70,3576.21,3418.98,6918.23,47075.43,144734436.99,209136.99,53287.79,?,36.99
204,2440.78,2327.28,46714.43,3606.75,3442.34,6950.90,47454.90,301265336.99,152636.99,111041.79,36.99,36.99
205,2441.59,2324.17,46835.98,3617.32,3446.85,6919.33,47575.74,439816136.15,230236.15,160934.29,36.99,36.15
206,2430.68,2317.80,46713.02,3601.16,3437.40,6951.65,47446.69,259587436.77,215836.77,94119.72,36.15,36.77
207,2400.81,2291.10,46258.91,3556.91,3397.80,6928.85,46981.22,122243536.20,122336.20,44650.08,36.77,36.20
208,?,?,?,?,?,?,?,?,?,?,36.20,?
209,?,?,?,?,?,?,?,?,?,?,?,?
210,2411.93,2299.26,46480.62,3575.31,3411.77,6931.34,47214.30,49842936.30,68936.30,18093.96,?,36.30
211,2421.34,2307.79,46663.41,3589.26,3424.43,7018.79,47398.08,150446536.59,183936.59,54614.46,36.30,36.59
212,2434.27,2326.59,46925.65,3608.43,3452.34,7133.06,47676.43,550518037.20,463137.20,204123.03,36.59,37.20
213,2458.52,2351.14,47370.81,3644.36,3488.76,7252.17,48147.76,392436138.17,433138.17,148341.33,37.20,38.17
214,2514.09,2401.85,48325.33,3726.75,3564.00,7371.22,49133.14,437697539.00,667639.00,169816.67,38.17,39.00
215,?,?,?,?,?,?,?,?,?,?,39.00,?
216,?,?,?,?,?,?,?,?,?,?,?,?
217,2522.03,2405.73,48458.44,3738.51,3569.77,7400.00,49272.86,140934738.70,211138.70,54610.66,?,38.70
218,2491.58,2366.74,47942.81,3693.37,3511.91,7220.25,48742.34,340303337.30,489437.30,128442.91,38.70,37.30
219,2511.06,2380.01,48306.55,3722.25,3531.59,7328.58,49124.78,310011437.79,214937.79,116453.80,37.30,37.79
220,2541.46,2406.40,48862.88,3767.32,3570.76,7439.07,49700.18,294488338.49,242538.49,112900.77,37.79,38.49
221,2549.05,2414.28,49125.36,3778.56,3582.45,7504.16,49994.77,175785439.00,232639.00,67571.35,38.49,39.00
222,?,?,?,?,?,?,?,?,?,?,39.00,?
223,?,?,?,?,?,?,?,?,?,?,?,?
224,2574.11,2440.05,49580.16,3815.71,3620.69,7582.28,50476.37,344163539.00,331739.00,134216.72,?,39.00
225,2582.83,2442.30,49747.66,3828.64,3624.03,7619.99,50646.05,362882339.00,343739.00,140764.98,39.00,39.00
226,2609.42,2461.22,50223.95,3868.05,3652.11,7754.29,51152.95,321641239.45,358639.45,126589.99,39.00,39.45
227,?,?,?,?,?,?,?,?,?,?,39.45,?
228,2594.32,2445.60,49976.48,3845.67,3628.93,7689.61,50906.11,223136139.00,200339.00,87095.41,?,39.00
229,?,?,?,?,?,?,?,?,?,?,39.00,?
230,?,?,?,?,?,?,?,?,?,?,?,?
231,2583.71,2438.83,49772.46,3829.94,3618.88,7653.77,50713.14,251942739.08,332339.08,97622.19,?,39.08
232,2548.00,2405.32,49162.16,3777.01,3569.15,7537.72,50077.30,208114438.54,315238.54,79913.00,39.08,38.54
233,2526.73,2383.15,49128.05,3769.54,3568.90,7482.74,50032.45,200296037.92,302837.92,76696.93,38.54,37.92
234,2566.11,2420.68,49846.48,3828.29,3625.10,7584.87,50780.47,274388838.31,299438.31,105178.46,37.92,38.31
235,2565.81,2417.23,49895.10,3827.84,3619.92,7636.58,50836.47,216680538.67,212338.67,83248.43,38.31,38.67
236,?,?,?,?,?,?,?,?,?,?,38.67,?
237,?,?,?,?,?,?,?,?,?,?,?,?
238,2561.87,2417.91,49818.48,3821.96,3620.95,7601.34,50756.86,86653838.22,106938.22,33316.20,?,38.22
239,2506.92,2367.63,48833.58,3739.99,3545.65,7451.60,49731.02,243611138.00,327438.00,92494.05,38.22,38.00
240,2491.80,2361.85,48537.65,3717.43,3537.00,7397.78,49421.50,180300738.10,296838.10,68343.48,38.00,38.10
241,2496.28,2367.84,48676.45,3724.11,3545.97,7348.60,49569.11,304505237.95,425737.95,115234.54,38.10,37.95
242,2515.12,2384.22,48871.98,3752.23,3570.50,7394.25,49771.98,318730438.31,287638.31,121020.50,37.95,38.31
243,?,?,?,?,?,?,?,?,?,?,38.31,?
244,?,?,?,?,?,?,?,?,?,?,?,?
245,2529.85,2394.90,49187.22,3774.19,3586.48,7424.64,50099.55,169030738.33,271938.33,64982.37,?,38.33
246,2505.09,2367.49,48968.87,3751.23,3557.48,7423.72,49861.54,311457037.73,348737.73,118024.98,38.33,37.73
247,2447.70,2308.44,47919.09,3665.29,3468.76,7224.31,48781.63,680167237.01,586237.01,255078.53,37.73,37.01
248,2335.64,2201.50,45830.66,3497.48,3308.06,6871.10,46598.42,1119803735.13,1435135.13,393413.14,37.01,35.13
249,2376.81,2238.98,46717.04,3559.13,3364.39,6984.90,47514.09,1041699535.22,937635.22,369395.47,35.13,35.22
250,?,?,?,?,?,?,?,?,?,?,35.22,?
251,?,?,?,?,?,?,?,?,?,?,?,?
252,2435.57,2290.86,47808.90,3647.13,3442.34,7167.82,48651.54,366439435.85,373335.85,130378.84,?,35.85
253,2498.88,2357.25,48961.51,3741.93,3542.10,7319.57,49839.90,768794336.90,588936.90,281888.04,35.85,36.90
254,2521.27,2380.01,49437.02,3778.98,3579.75,7383.43,50312.63,272082337.10,332237.10,100482.50,36.90,37.10
255,2539.05,2399.23,49771.55,3805.64,3608.66,7491.58,50644.38,327218637.87,393237.87,122769.53,37.10,37.87
256,2514.24,2375.44,49348.61,3768.45,3572.88,7396.99,50196.31,301467837.85,427037.85,113894.50,37.87,37.85
257,?,?,?,?,?,?,?,?,?,?,37.85,?
258,?,?,?,?,?,?,?,?,?,?,?,?
259,2486.32,2354.66,48917.85,3726.60,3541.63,7350.50,49741.35,326102938.00,394838.00,124380.82,?,38.00
260,2503.51,2365.36,49434.46,3772.16,3586.48,7442.52,50258.11,277541036.31,391936.31,100804.35,38.00,36.31
261,2502.71,2363.78,49413.33,3770.95,3584.09,7447.45,50227.43,234866336.66,285836.66,85882.06,36.31,36.66
262,2552.89,2410.92,50300.53,3846.56,3655.56,7592.68,51171.25,685030337.00,465837.00,254885.43,36.66,37.00
263,2558.08,2408.16,50308.19,3854.39,3651.38,7503.20,51202.75,530387636.10,460236.10,193523.14,37.00,36.10
264,?,?,?,?,?,?,?,?,?,?,36.10,?
265,?,?,?,?,?,?,?,?,?,?,?,?
266,2539.64,2388.66,49955.87,3826.61,3621.82,7473.22,50869.00,221865635.95,289235.95,80248.82,?,35.95
267,2542.62,2393.06,49979.47,3831.80,3628.48,7459.10,50887.67,308968836.13,219836.13,111435.29,35.95,36.13
