%310
@RELATION PLADVPL00029
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-MEDIA NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
52,823.32,45879.90,2578.03,46050.52,2801.83,20013.60,613.60,2.71,14.00,13.60
53,826.66,45948.12,2604.97,46124.82,2817.57,171014.15,1114.15,23.82,13.60,14.15
54,?,?,?,?,?,?,?,?,14.15,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,2625.95,46487.05,2840.57,123214.21,1114.21,17.38,?,14.21
57,828.81,45868.35,2621.52,46065.85,2831.16,38714.08,814.08,5.45,14.21,14.08
58,836.69,46241.92,2638.60,46459.99,2855.69,26413.80,1513.80,3.69,14.08,13.80
59,844.08,46280.36,2641.23,46510.83,2865.27,71214.00,1214.00,9.94,13.80,14.00
60,842.02,46341.14,2657.32,46622.90,2859.05,2113.85,413.85,0.29,14.00,13.85
61,?,?,?,?,?,?,?,?,13.85,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,2647.93,46454.13,2860.68,31013.41,2013.41,4.17,?,13.41
64,845.88,46676.09,2665.87,47001.38,2868.06,1013.41,313.41,0.13,13.41,13.41
65,849.88,46762.65,2658.78,47090.49,2872.90,23113.00,1313.00,3.07,13.41,13.00
66,855.99,46745.26,2661.06,47060.66,2873.49,7913.41,913.41,1.05,13.00,13.41
67,861.67,47074.39,2653.14,47436.21,2906.74,513.41,213.41,0.07,13.41,13.41
68,?,?,?,?,?,?,?,?,13.41,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,2643.18,47269.75,2914.24,22813.10,213.10,2.99,?,13.10
71,866.79,47010.40,2716.00,47340.43,2911.38,477313.20,313.20,62.94,13.10,13.20
72,872.90,46888.37,2729.57,47235.72,2901.67,59013.39,313.39,7.90,13.20,13.39
73,871.52,47223.68,2715.79,47606.16,2912.13,106213.80,813.80,14.80,13.39,13.80
74,873.21,47125.93,2759.52,47522.10,2909.77,387214.45,2314.45,55.19,13.80,14.45
75,?,?,?,?,?,?,?,?,14.45,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,2727.89,47094.18,2900.59,844115.00,1415.00,125.62,?,15.00
78,864.73,46029.35,2690.24,46473.62,2868.24,78815.80,1315.80,12.32,15.00,15.80
79,862.97,46068.24,2690.29,46511.62,2874.75,53014.94,214.94,7.93,15.80,14.94
80,850.86,45580.47,2658.58,46017.88,2833.61,118214.40,914.40,17.40,14.94,14.40
81,845.32,45066.18,2579.62,45473.08,2800.67,253614.33,1214.33,37.29,14.40,14.33
82,?,?,?,?,?,?,?,?,14.33,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,2568.62,44946.32,2780.21,12413.90,513.90,1.74,?,13.90
85,830.80,44724.88,2566.53,45119.16,2774.13,3713.90,413.90,0.51,13.90,13.90
86,835.51,45247.90,2581.44,45644.09,2785.46,3505013.95,613.95,488.95,13.90,13.95
87,839.42,45147.57,2642.66,45528.85,2797.31,1713.99,313.99,0.24,13.95,13.99
88,?,?,?,?,?,?,?,?,13.99,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,2638.99,45679.51,2814.33,21313.95,1113.95,2.97,?,13.95
93,828.79,44604.61,2614.45,44940.36,2769.02,166114.01,1314.01,23.25,13.95,14.01
94,824.35,44623.89,2599.89,44980.62,2766.19,100014.00,114.00,14.00,14.01,14.00
95,819.73,44597.66,2491.48,44960.02,2760.91,155014.10,1114.10,21.76,14.00,14.10
96,?,?,?,?,?,?,?,?,14.10,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,2549.75,44963.96,2764.28,40514.00,514.00,5.67,?,14.00
99,815.74,44725.03,2593.51,45096.35,2767.26,424914.02,1414.02,59.74,14.00,14.02
100,820.16,45091.63,2591.74,45495.34,2780.21,133814.29,514.29,19.12,14.02,14.29
101,824.04,45688.48,2643.04,46131.66,2794.43,565814.60,3614.60,82.20,14.29,14.60
102,819.29,45525.92,2653.03,45960.10,2783.53,105014.60,914.60,15.40,14.60,14.60
103,?,?,?,?,?,?,?,?,14.60,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,2627.86,45167.65,2754.91,3014.75,114.75,0.44,?,14.75
106,?,?,?,?,?,?,?,?,14.75,?
107,796.68,43916.24,2551.04,44404.81,2705.88,205414.75,614.75,30.30,?,14.75
108,787.39,43364.70,2592.30,43850.06,2695.55,637913.65,1213.65,93.53,14.75,13.65
109,783.37,43447.75,2558.31,43993.98,2685.57,2113.80,213.80,0.29,13.65,13.80
110,?,?,?,?,?,?,?,?,13.80,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,2502.77,43892.82,2660.28,613.65,313.65,0.08,?,13.65
113,769.16,43159.57,2517.56,43707.88,2624.40,62412.65,2112.65,8.19,13.65,12.65
114,769.82,43356.73,2527.25,43908.95,2636.70,10133113.15,1813.15,1332.26,12.65,13.15
115,774.88,43482.18,2511.90,44027.03,2658.57,5006813.00,813.00,658.38,13.15,13.00
116,777.86,43665.21,2510.55,44226.06,2669.93,3213.00,813.00,0.42,13.00,13.00
117,?,?,?,?,?,?,?,?,13.00,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,2521.79,44420.22,2685.14,15412.80,1012.80,1.99,?,12.80
120,784.81,44162.18,2543.13,44653.34,2704.84,14312.61,612.61,1.82,12.80,12.61
121,?,?,?,?,?,?,?,?,12.61,?
122,787.45,43991.51,2514.92,44466.89,2695.22,012.61,012.61,0.00,?,12.61
123,?,?,?,?,?,?,?,?,12.61,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,2539.44,45060.80,2714.72,29912.80,1512.80,3.80,?,12.80
127,793.09,44742.22,2559.42,45244.29,2733.96,1112.40,312.40,0.14,12.80,12.40
128,798.10,45117.94,2580.91,45647.76,2752.14,012.40,012.40,0.00,12.40,12.40
129,800.71,44943.16,2616.95,45475.08,2760.20,1512.60,212.60,0.19,12.40,12.60
130,800.42,44895.35,2665.44,45408.06,2769.85,628212.60,2112.60,78.24,12.60,12.60
131,?,?,?,?,?,?,?,?,12.60,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,2691.81,45746.01,2790.62,181112.93,1512.93,23.14,?,12.93
134,804.49,45771.11,2747.23,46336.62,2822.41,312.95,212.95,0.04,12.93,12.95
135,802.28,46102.42,2811.51,46676.61,2848.38,012.95,012.95,0.00,12.95,12.95
136,806.45,45992.03,2769.11,46581.16,2871.70,153713.20,1713.20,20.17,12.95,13.20
137,810.69,46078.68,2843.46,46646.58,2885.19,8312.99,612.99,1.07,13.20,12.99
138,?,?,?,?,?,?,?,?,12.99,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,2833.96,46615.31,2921.95,3013.00,613.00,0.39,?,13.00
141,819.76,45851.80,2766.56,46439.10,2893.12,22213.00,1113.00,2.89,13.00,13.00
142,818.82,45933.66,2768.44,46529.96,2912.70,1929113.00,913.00,250.59,13.00,13.00
143,814.69,45687.76,2716.44,46311.26,2894.53,8012.99,612.99,1.04,13.00,12.99
144,820.11,46145.44,2766.31,46783.61,2929.62,82313.80,1513.80,10.70,12.99,13.80
145,?,?,?,?,?,?,?,?,13.80,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,2877.90,47957.54,2976.83,5313.80,713.80,0.73,?,13.80
148,838.40,47579.87,2837.61,48258.02,2997.81,11683215.10,4715.10,1738.02,13.80,15.10
149,842.72,47476.64,2831.95,48138.07,3000.58,1835914.80,1214.80,271.57,15.10,14.80
150,?,?,?,?,?,?,?,?,14.80,?
151,841.72,47806.34,2842.44,48503.87,2994.25,3114.75,214.75,0.46,?,14.75
152,?,?,?,?,?,?,?,?,14.75,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,2851.48,47868.36,2970.24,169514.80,1714.80,24.97,?,14.80
155,854.67,47620.68,2879.25,48323.88,2998.79,1814.80,214.80,0.26,14.80,14.80
156,859.35,47805.94,2930.23,48513.29,3026.87,15214.40,414.40,2.25,14.80,14.40
157,864.95,47573.66,2927.35,48259.19,3020.15,5150014.70,714.70,757.29,14.40,14.70
158,866.67,48209.65,2972.76,48918.37,3044.38,23014.60,914.60,3.41,14.70,14.60
159,?,?,?,?,?,?,?,?,14.60,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,2961.52,49207.65,3065.91,1646114.64,814.64,240.82,?,14.64
162,870.60,48324.52,3012.39,49050.96,3074.89,31014.64,214.64,4.48,14.64,14.64
163,878.91,48383.93,3044.90,49098.70,3098.83,914.65,714.65,0.13,14.64,14.65
164,877.48,48152.82,3007.22,48890.47,3089.32,614.65,514.65,0.09,14.65,14.65
165,880.65,48273.42,3038.69,49057.66,3092.65,10714.50,814.50,1.56,14.65,14.50
166,?,?,?,?,?,?,?,?,14.50,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3096.81,48917.56,3100.24,868014.60,1514.60,127.96,?,14.60
169,886.71,48119.72,3174.21,48891.04,3120.39,2031614.10,2114.10,294.50,14.60,14.10
170,885.25,47743.10,3163.21,48509.84,3122.21,155214.45,4414.45,22.35,14.10,14.45
171,864.38,45870.00,3135.33,46587.68,3038.18,91714.50,3514.50,13.16,14.45,14.50
172,855.18,44732.92,2970.69,45456.77,3001.68,2414.16,1914.16,0.34,14.50,14.16
173,?,?,?,?,?,?,?,?,14.16,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,2962.57,45531.46,2990.89,192714.50,3514.50,27.91,?,14.50
176,863.23,44966.09,2951.60,45672.10,2999.31,223514.30,3214.30,32.23,14.50,14.30
177,858.05,44893.99,2891.59,45601.51,2972.55,5065914.20,3414.20,723.35,14.30,14.20
178,847.97,43667.37,2856.87,44326.49,2915.58,11914.10,514.10,1.68,14.20,14.10
179,848.08,44747.79,2875.12,45442.51,2948.80,172514.29,1114.29,24.57,14.10,14.29
180,?,?,?,?,?,?,?,?,14.29,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,2975.68,45461.06,2963.91,68114.11,2014.11,9.68,?,14.11
183,853.37,45533.94,3034.96,46254.71,2981.48,34514.20,2214.20,4.88,14.11,14.20
184,850.45,45184.98,3008.56,45899.36,2971.57,72513.80,1813.80,10.10,14.20,13.80
185,855.94,45613.75,3031.35,46344.42,2988.19,104913.30,2513.30,14.14,13.80,13.30
186,851.88,45110.89,3040.23,45805.34,2977.06,12213.20,613.20,1.63,13.30,13.20
187,?,?,?,?,?,?,?,?,13.20,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,2963.72,45172.40,2948.16,304414.00,1714.00,41.87,?,14.00
190,842.60,44342.23,2923.27,44969.23,2924.69,106914.00,814.00,14.84,14.00,14.00
191,844.03,45068.55,3088.12,45727.71,2962.09,9214.30,514.30,1.31,14.00,14.30
192,845.84,45712.72,3133.70,46390.36,2992.86,76814.24,614.24,10.85,14.30,14.24
193,849.99,46150.78,3149.35,46839.89,3017.66,2314.55,714.55,0.33,14.24,14.55
194,?,?,?,?,?,?,?,?,14.55,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3148.83,46922.43,3022.70,151514.49,614.49,21.75,?,14.49
197,847.84,46155.10,3146.57,46860.35,3017.11,59214.41,514.41,8.57,14.49,14.41
198,845.85,46287.08,3212.07,47003.76,3021.27,650114.03,714.03,92.78,14.41,14.03
199,845.70,46221.23,3244.60,46919.83,3023.16,100014.39,414.39,14.32,14.03,14.39
200,848.06,46399.74,3235.66,47120.88,3019.85,279014.50,1414.50,41.03,14.39,14.50
201,?,?,?,?,?,?,?,?,14.50,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3205.19,47075.43,3021.70,72114.30,1014.30,10.44,?,14.30
204,852.44,46714.43,3248.21,47454.90,3029.97,014.30,014.30,0.00,14.30,14.30
205,858.02,46835.98,3268.30,47575.74,3050.63,17014.39,1014.39,2.45,14.30,14.39
206,858.31,46713.02,3213.35,47446.69,3036.16,125514.40,1514.40,17.68,14.39,14.40
207,858.83,46258.91,3139.34,46981.22,3015.00,1006414.40,1014.40,144.92,14.40,14.40
208,?,?,?,?,?,?,?,?,14.40,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3198.11,47214.30,3032.94,1454914.30,2214.30,207.90,?,14.30
211,870.15,46663.41,3193.87,47398.08,3038.42,7014.30,914.30,1.00,14.30,14.30
212,878.25,46925.65,3155.49,47676.43,3046.08,110414.30,714.30,15.79,14.30,14.30
213,881.30,47370.81,3181.95,48147.76,3060.17,614.10,614.10,0.09,14.30,14.10
214,884.10,48325.33,3281.00,49133.14,3110.79,321114.30,1314.30,45.92,14.10,14.30
215,?,?,?,?,?,?,?,?,14.30,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3273.93,49272.86,3127.41,1398414.20,1614.20,201.91,?,14.20
218,891.86,47942.81,3294.82,48742.34,3127.38,2415014.35,1714.35,345.26,14.20,14.35
219,898.91,48306.55,3296.25,49124.78,3168.23,13238013.95,3813.95,1876.35,14.35,13.95
220,903.85,48862.88,3347.67,49700.18,3190.86,15013014.20,614.20,2131.85,13.95,14.20
221,909.96,49125.36,3339.13,49994.77,3206.86,2274714.29,1014.29,324.39,14.20,14.29
222,?,?,?,?,?,?,?,?,14.29,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3357.82,50476.37,3225.79,667814.30,1614.30,95.35,?,14.30
225,922.16,49747.66,3371.42,50646.05,3233.22,2796314.32,1714.32,397.08,14.30,14.32
226,928.58,50223.95,3408.63,51152.95,3271.49,1641014.20,1614.20,233.80,14.32,14.20
227,?,?,?,?,?,?,?,?,14.20,?
228,928.83,49976.48,3380.10,50906.11,3253.28,31014.30,714.30,4.35,?,14.30
229,?,?,?,?,?,?,?,?,14.30,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3285.01,50713.14,3237.31,130314.22,1314.22,18.49,?,14.22
232,914.58,49162.16,3253.81,50077.30,3210.57,323014.00,2014.00,45.06,14.22,14.00
233,920.30,49128.05,3308.20,50032.45,3221.87,152214.09,1014.09,21.12,14.00,14.09
234,931.73,49846.48,3375.70,50780.47,3260.69,435413.85,1713.85,60.70,14.09,13.85
235,930.27,49895.10,3425.99,50836.47,3260.35,402314.00,1814.00,55.37,13.85,14.00
236,?,?,?,?,?,?,?,?,14.00,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3380.35,50756.86,3255.45,377414.00,2914.00,52.83,?,14.00
239,921.40,48833.58,3368.02,49731.02,3197.48,21913.90,1413.90,3.07,14.00,13.90
240,919.00,48537.65,3278.46,49421.50,3183.87,755314.00,3414.00,105.42,13.90,14.00
241,924.88,48676.45,3248.07,49569.11,3204.20,50414.21,1114.21,7.13,14.00,14.21
242,925.91,48871.98,3201.00,49771.98,3196.27,126714.00,1414.00,17.74,14.21,14.00
243,?,?,?,?,?,?,?,?,14.00,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3268.23,50099.55,3230.20,21514.00,1014.00,3.04,?,14.00
246,926.93,48968.87,3269.38,49861.54,3226.75,108914.00,1714.00,15.41,14.00,14.00
247,918.91,47919.09,3265.82,48781.63,3174.71,279214.20,3714.20,39.07,14.00,14.20
248,890.19,45830.66,3173.83,46598.42,3061.25,5033314.21,2014.21,715.05,14.20,14.21
249,902.70,46717.04,3281.26,47514.09,3142.61,767913.95,513.95,107.20,14.21,13.95
250,?,?,?,?,?,?,?,?,13.95,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3434.27,48651.54,3199.68,324514.10,814.10,45.71,?,14.10
253,931.39,48961.51,3452.04,49839.90,3256.85,208314.00,2314.00,28.44,14.10,14.00
254,934.25,49437.02,3412.17,50312.63,3285.29,62613.75,913.75,8.61,14.00,13.75
255,943.52,49771.55,3494.04,50644.38,3303.55,12213.75,513.75,1.68,13.75,13.75
256,948.06,49348.61,3451.24,50196.31,3285.49,145113.75,2013.75,19.69,13.75,13.75
257,?,?,?,?,?,?,?,?,13.75,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3389.94,49741.35,3260.05,2273813.95,1613.95,322.55,?,13.95
260,960.97,49434.46,3400.39,50258.11,3286.61,272614.30,1614.30,38.68,13.95,14.30
261,957.28,49413.33,3439.14,50227.43,3277.41,18214.00,1314.00,2.60,14.30,14.00
262,963.32,50300.53,3528.56,51171.25,3316.59,1043314.07,1814.07,146.84,14.00,14.07
263,962.49,50308.19,3505.92,51202.75,3316.08,263214.30,1014.30,37.32,14.07,14.30
264,?,?,?,?,?,?,?,?,14.30,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3494.03,50869.00,3291.57,566914.20,1114.20,80.30,?,14.20
267,957.44,49979.47,3460.74,50887.67,3275.67,10514.00,614.00,1.47,14.20,14.00
268,961.02,50301.69,3478.80,51221.45,3299.72,15714.00,914.00,2.22,14.00,14.00
269,969.92,50936.34,3529.42,51846.54,3336.44,7342014.30,6214.30,1050.29,14.00,14.30
270,977.10,50819.81,3568.15,51704.53,3352.18,693815.90,3615.90,108.97,14.30,15.90
271,?,?,?,?,?,?,?,?,15.90,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3526.95,51191.50,3349.29,646116.12,5816.12,107.03,?,16.12
274,984.17,50782.48,3530.57,51691.24,3351.68,69616.30,716.30,11.22,16.12,16.30
275,987.01,50803.40,3531.37,51709.58,3364.40,391016.50,4416.50,66.60,16.30,16.50
276,988.62,50982.03,3560.82,51911.61,3383.62,2675416.10,5616.10,437.77,16.50,16.10
277,992.25,50601.24,3549.83,51511.63,3381.52,134416.10,1616.10,21.74,16.10,16.10
278,?,?,?,?,?,?,?,?,16.10,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3534.94,51239.47,3383.60,97916.10,1616.10,15.75,?,16.10
281,993.38,50137.88,3527.51,51021.26,3368.14,562915.90,3015.90,88.19,16.10,15.90
282,996.97,50335.02,3521.67,51215.99,3379.96,23917.40,2717.40,3.89,15.90,17.40
283,1011.15,51806.83,3600.65,52744.48,3454.41,461018.00,4618.00,79.93,17.40,18.00
284,1024.81,52230.47,3691.14,53193.87,3477.04,191017.08,1617.08,32.86,18.00,17.08
285,?,?,?,?,?,?,?,?,17.08,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3752.75,53498.97,3508.85,130616.76,1916.76,22.19,?,16.76
288,1039.64,52590.73,3804.41,53588.87,3544.07,104317.10,1317.10,17.48,16.76,17.10
289,1036.86,52861.41,3879.33,53918.41,3548.14,318516.85,1416.85,52.90,17.10,16.85
290,1049.92,52573.59,3918.77,53571.90,3572.96,3900217.50,6917.50,694.96,16.85,17.50
291,1051.86,52587.24,3833.68,53572.92,3535.97,35217.79,1317.79,6.28,17.50,17.79
292,?,?,?,?,?,?,?,?,17.79,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3887.06,54903.39,3606.06,21017.90,1217.90,3.67,?,17.90
295,1078.51,53781.81,3846.75,54818.06,3615.60,448418.90,3318.90,82.49,17.90,18.90
296,1074.66,53389.74,3816.87,54433.41,3596.10,704918.55,3218.55,133.11,18.90,18.55
297,1083.34,53994.46,3899.85,55063.75,3637.76,38118.56,918.56,7.08,18.55,18.56
298,1095.80,53887.13,3848.17,55023.42,3651.19,1291118.02,1518.02,238.30,18.56,18.02
299,?,?,?,?,?,?,?,?,18.02,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3812.98,55362.19,3660.45,176418.02,1718.02,31.93,?,18.02
302,1114.63,54536.95,3817.81,55688.45,3688.57,3731919.70,7719.70,710.64,18.02,19.70
303,1107.62,54095.32,3821.59,55240.01,3660.80,1634120.50,7120.50,327.60,19.70,20.50
304,1109.36,53607.86,3799.39,54734.18,3628.73,545821.00,4021.00,113.84,20.50,21.00
305,?,?,?,?,?,?,?,?,21.00,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3834.21,55121.60,3668.56,656,18,13.40,?,20.70
309,1101.37,53504.47,3804.45,54600.05,3645.18,2619,38,52.71,20.70,20.00
310,1106.35,53924.01,3810.40,55035.36,3650.27,403,10,8.15,20.00,20.49
340,991.5027484429278,45857.110734846676,3254.8821582088017,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,3313.519908237942,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,3372.157658267083,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,3548.0709083545053,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,3899.8974085293503,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
