%310
@RELATION PLK2ITR00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-MEDIA NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
185,855.94,45613.75,3031.35,46344.42,35489.09,319.09,32.27,9.10,9.09
186,851.88,45110.89,3040.23,45805.34,59868.99,198.99,54.43,9.09,8.99
187,?,?,?,?,?,?,?,8.99,?
188,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,2963.72,45172.40,23448.99,128.99,20.36,?,8.99
190,842.60,44342.23,2923.27,44969.23,21838.50,118.50,18.61,8.99,8.50
191,844.03,45068.55,3088.12,45727.71,34908.64,198.64,29.53,8.50,8.64
192,845.84,45712.72,3133.70,46390.36,6488.68,48.68,5.51,8.64,8.68
193,849.99,46150.78,3149.35,46839.89,25498.50,158.50,21.90,8.68,8.50
194,?,?,?,?,?,?,?,8.50,?
195,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3148.83,46922.43,61188.39,268.39,50.35,?,8.39
197,847.84,46155.10,3146.57,46860.35,11838.39,128.39,9.82,8.39,8.39
198,845.85,46287.08,3212.07,47003.76,70728.30,118.30,58.14,8.39,8.30
199,845.70,46221.23,3244.60,46919.83,54788.25,278.25,44.15,8.30,8.25
200,848.06,46399.74,3235.66,47120.88,40188.17,228.17,32.25,8.25,8.17
201,?,?,?,?,?,?,?,8.17,?
202,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3205.19,47075.43,62548.70,348.70,51.39,?,8.70
204,852.44,46714.43,3248.21,47454.90,48378.90,238.90,42.59,8.70,8.90
205,858.02,46835.98,3268.30,47575.74,82089.38,509.38,75.60,8.90,9.38
206,858.31,46713.02,3213.35,47446.69,24039.17,199.17,21.89,9.38,9.17
207,858.83,46258.91,3139.34,46981.22,178539.20,429.20,162.42,9.17,9.20
208,?,?,?,?,?,?,?,9.20,?
209,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3198.11,47214.30,40389.35,339.35,38.52,?,9.35
211,870.15,46663.41,3193.87,47398.08,237199.90,619.90,219.86,9.35,9.90
212,878.25,46925.65,3155.49,47676.43,20529.90,199.90,20.27,9.90,9.90
213,881.30,47370.81,3181.95,48147.76,42879.92,339.92,43.00,9.90,9.92
214,884.10,48325.33,3281.00,49133.14,678510.04,3410.04,69.26,9.92,10.04
215,?,?,?,?,?,?,?,10.04,?
216,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3273.93,49272.86,233710.28,3410.28,23.62,?,10.28
218,891.86,47942.81,3294.82,48742.34,412110.20,2410.20,41.02,10.28,10.20
219,898.91,48306.55,3296.25,49124.78,280010.22,1010.22,28.56,10.20,10.22
220,903.85,48862.88,3347.67,49700.18,865210.14,3410.14,87.09,10.22,10.14
221,909.96,49125.36,3339.13,49994.77,768110.00,2410.00,76.87,10.14,10.00
222,?,?,?,?,?,?,?,10.00,?
223,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3357.82,50476.37,287510.00,1610.00,28.45,?,10.00
225,922.16,49747.66,3371.42,50646.05,42710.00,810.00,4.26,10.00,10.00
226,928.58,50223.95,3408.63,51152.95,234710.05,1110.05,23.48,10.00,10.05
227,?,?,?,?,?,?,?,10.05,?
228,928.83,49976.48,3380.10,50906.11,81010.00,510.00,8.12,?,10.00
229,?,?,?,?,?,?,?,10.00,?
230,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3285.01,50713.14,23829.99,159.99,23.94,?,9.99
232,914.58,49162.16,3253.81,50077.30,194510.09,1110.09,19.41,9.99,10.09
233,920.30,49128.05,3308.20,50032.45,60809.73,429.73,60.74,10.09,9.73
234,931.73,49846.48,3375.70,50780.47,203610.03,1210.03,20.37,9.73,10.03
235,930.27,49895.10,3425.99,50836.47,41109.98,179.98,40.32,10.03,9.98
236,?,?,?,?,?,?,?,9.98,?
237,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3380.35,50756.86,13959.92,139.92,13.68,?,9.92
239,921.40,48833.58,3368.02,49731.02,41879.96,239.96,41.55,9.92,9.96
240,919.00,48537.65,3278.46,49421.50,20979.98,109.98,20.59,9.96,9.98
241,924.88,48676.45,3248.07,49569.11,743110.00,1910.00,73.45,9.98,10.00
242,925.91,48871.98,3201.00,49771.98,471110.17,1510.17,47.81,10.00,10.17
243,?,?,?,?,?,?,?,10.17,?
244,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3268.23,50099.55,26879.99,169.99,26.78,?,9.99
246,926.93,48968.87,3269.38,49861.54,6819.95,69.95,6.71,9.99,9.95
247,918.91,47919.09,3265.82,48781.63,8819.95,89.95,8.63,9.95,9.95
248,890.19,45830.66,3173.83,46598.42,32879.49,159.49,31.78,9.95,9.49
249,902.70,46717.04,3281.26,47514.09,18059.74,159.74,17.26,9.49,9.74
250,?,?,?,?,?,?,?,9.74,?
251,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3434.27,48651.54,11659.90,119.90,11.45,?,9.90
253,931.39,48961.51,3452.04,49839.90,10849.89,119.89,10.68,9.90,9.89
254,934.25,49437.02,3412.17,50312.63,36099.90,209.90,35.20,9.89,9.90
255,943.52,49771.55,3494.04,50644.38,39119.79,159.79,38.28,9.90,9.79
256,948.06,49348.61,3451.24,50196.31,14659.79,109.79,14.16,9.79,9.79
257,?,?,?,?,?,?,?,9.79,?
258,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3389.94,49741.35,578710.28,3710.28,58.22,?,10.28
260,960.97,49434.46,3400.39,50258.11,1954110.55,8510.55,213.60,10.28,10.55
261,957.28,49413.33,3439.14,50227.43,549610.65,2810.65,58.25,10.55,10.65
262,963.32,50300.53,3528.56,51171.25,330910.80,2710.80,35.94,10.65,10.80
263,962.49,50308.19,3505.92,51202.75,1520711.27,2211.27,170.39,10.80,11.27
264,?,?,?,?,?,?,?,11.27,?
265,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3494.03,50869.00,527911.79,3611.79,61.34,?,11.79
267,957.44,49979.47,3460.74,50887.67,236511.80,1811.80,27.79,11.79,11.80
268,961.02,50301.69,3478.80,51221.45,1251212.24,5812.24,152.62,11.80,12.24
269,969.92,50936.34,3529.42,51846.54,897212.40,5312.40,109.74,12.24,12.40
270,977.10,50819.81,3568.15,51704.53,1091113.70,4413.70,135.06,12.40,13.70
271,?,?,?,?,?,?,?,13.70,?
272,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3526.95,51191.50,1495914.00,8514.00,201.77,?,14.00
274,984.17,50782.48,3530.57,51691.24,331914.50,4414.50,47.41,14.00,14.50
275,987.01,50803.40,3531.37,51709.58,265314.31,3014.31,37.80,14.50,14.31
276,988.62,50982.03,3560.82,51911.61,496213.40,5013.40,68.41,14.31,13.40
277,992.25,50601.24,3549.83,51511.63,235013.10,3413.10,30.93,13.40,13.10
278,?,?,?,?,?,?,?,13.10,?
279,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3534.94,51239.47,792213.39,3113.39,105.91,?,13.39
281,993.38,50137.88,3527.51,51021.26,851813.10,4113.10,110.97,13.39,13.10
282,996.97,50335.02,3521.67,51215.99,689812.85,3012.85,88.51,13.10,12.85
283,1011.15,51806.83,3600.65,52744.48,825913.59,4813.59,108.57,12.85,13.59
284,1024.81,52230.47,3691.14,53193.87,427813.00,3313.00,56.33,13.59,13.00
285,?,?,?,?,?,?,?,13.00,?
286,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3752.75,53498.97,320013.36,1413.36,42.12,?,13.36
288,1039.64,52590.73,3804.41,53588.87,186313.60,1213.60,24.77,13.36,13.60
289,1036.86,52861.41,3879.33,53918.41,307913.20,2513.20,40.49,13.60,13.20
290,1049.92,52573.59,3918.77,53571.90,28113.42,613.42,3.75,13.20,13.42
291,1051.86,52587.24,3833.68,53572.92,410313.42,2413.42,53.61,13.42,13.42
292,?,?,?,?,?,?,?,13.42,?
293,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3887.06,54903.39,498614.02,3614.02,68.13,?,14.02
295,1078.51,53781.81,3846.75,54818.06,590814.74,3614.74,84.83,14.02,14.74
296,1074.66,53389.74,3816.87,54433.41,187114.73,1814.73,27.40,14.74,14.73
297,1083.34,53994.46,3899.85,55063.75,512514.69,2914.69,75.41,14.73,14.69
298,1095.80,53887.13,3848.17,55023.42,84014.67,814.67,12.20,14.69,14.67
299,?,?,?,?,?,?,?,14.67,?
300,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3812.98,55362.19,57514.41,614.41,8.30,?,14.41
302,1114.63,54536.95,3817.81,55688.45,267114.43,2614.43,38.37,14.41,14.43
303,1107.62,54095.32,3821.59,55240.01,1211514.80,4514.80,179.95,14.43,14.80
304,1109.36,53607.86,3799.39,54734.18,1378015.00,4315.00,209.04,14.80,15.00
305,?,?,?,?,?,?,?,15.00,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3834.21,55121.60,5744,63,81.08,?,13.51
309,1101.37,53504.47,3804.45,54600.05,34017,120,444.83,13.51,12.15
310,1106.35,53924.01,3810.40,55035.36,139735,272,1529.55,12.15,10.95
340,991.5027484429278,45857.110734846676,3254.8821582088017,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,3313.519908237942,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,3372.157658267083,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,3548.0709083545053,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,3899.8974085293503,50321.45475349891,?,?,?,?,?,? 
