%310
@RELATION PLEDINV00014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
86,835.51,45247.90,1332.17,45644.09,2785.46,03.92,03.92,0.00,3.92,3.92
87,839.42,45147.57,1335.61,45528.85,2797.31,25643.93,53.93,9.97,3.92,3.93
88,?,?,?,?,?,?,?,?,3.93,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1342.68,45679.51,2814.33,19774.00,44.00,7.98,?,4.00
93,828.79,44604.61,1315.67,44940.36,2769.02,111533.73,73.73,42.24,4.00,3.73
94,824.35,44623.89,1312.91,44980.62,2766.19,2023.73,13.73,0.75,3.73,3.73
95,819.73,44597.66,1319.91,44960.02,2760.91,123.73,13.73,0.04,3.73,3.73
96,?,?,?,?,?,?,?,?,3.73,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,1329.86,44963.96,2764.28,03.73,03.73,0.00,?,3.73
99,815.74,44725.03,1322.63,45096.35,2767.26,1203.56,13.56,0.43,3.73,3.56
100,820.16,45091.63,1341.74,45495.34,2780.21,4253.56,23.56,1.51,3.56,3.56
101,824.04,45688.48,1350.66,46131.66,2794.43,1193.56,23.56,0.42,3.56,3.56
102,819.29,45525.92,1356.50,45960.10,2783.53,21233.56,33.56,7.56,3.56,3.56
103,?,?,?,?,?,?,?,?,3.56,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,1314.18,45167.65,2754.91,683.73,13.73,0.25,?,3.73
106,?,?,?,?,?,?,?,?,3.73,?
107,796.68,43916.24,1291.19,44404.81,2705.88,22303.57,33.57,7.97,?,3.57
108,787.39,43364.70,1280.02,43850.06,2695.55,03.57,03.57,0.00,3.57,3.57
109,783.37,43447.75,1280.06,43993.98,2685.57,03.57,03.57,0.00,3.57,3.57
110,?,?,?,?,?,?,?,?,3.57,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,1292.08,43892.82,2660.28,11543.42,33.42,3.95,?,3.42
113,769.16,43159.57,1277.53,43707.88,2624.40,14143.42,13.42,4.84,3.42,3.42
114,769.82,43356.73,1283.16,43908.95,2636.70,13633.26,23.26,4.44,3.42,3.26
115,774.88,43482.18,1295.48,44027.03,2658.57,303.26,13.26,0.10,3.26,3.26
116,777.86,43665.21,1299.40,44226.06,2669.93,2643.19,23.19,0.85,3.26,3.19
117,?,?,?,?,?,?,?,?,3.19,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1311.59,44420.22,2685.14,623.25,13.25,0.20,?,3.25
120,784.81,44162.18,1303.66,44653.34,2704.84,1713.35,13.35,0.57,3.25,3.35
121,?,?,?,?,?,?,?,?,3.35,?
122,787.45,43991.51,1274.69,44466.89,2695.22,03.35,03.35,0.00,?,3.35
123,?,?,?,?,?,?,?,?,3.35,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1283.84,45060.80,2714.72,03.35,03.35,0.00,?,3.35
127,793.09,44742.22,1301.78,45244.29,2733.96,03.35,03.35,0.00,3.35,3.35
128,798.10,45117.94,1318.36,45647.76,2752.14,03.35,03.35,0.00,3.35,3.35
129,800.71,44943.16,1323.45,45475.08,2760.20,16763.19,53.19,5.39,3.35,3.19
130,800.42,44895.35,1326.21,45408.06,2769.85,313.19,13.19,0.10,3.19,3.19
131,?,?,?,?,?,?,?,?,3.19,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1330.79,45746.01,2790.62,923.19,13.19,0.29,?,3.19
134,804.49,45771.11,1313.36,46336.62,2822.41,1883.08,13.08,0.58,3.19,3.08
135,802.28,46102.42,1324.54,46676.61,2848.38,473.08,23.08,0.14,3.08,3.08
136,806.45,45992.03,1332.96,46581.16,2871.70,03.08,03.08,0.00,3.08,3.08
137,810.69,46078.68,1345.72,46646.58,2885.19,03.08,03.08,0.00,3.08,3.08
138,?,?,?,?,?,?,?,?,3.08,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1341.55,46615.31,2921.95,03.08,03.08,0.00,?,3.08
141,819.76,45851.80,1351.99,46439.10,2893.12,03.08,03.08,0.00,3.08,3.08
142,818.82,45933.66,1344.81,46529.96,2912.70,03.08,03.08,0.00,3.08,3.08
143,814.69,45687.76,1350.88,46311.26,2894.53,133.08,13.08,0.04,3.08,3.08
144,820.11,46145.44,1393.25,46783.61,2929.62,1153.08,13.08,0.35,3.08,3.08
145,?,?,?,?,?,?,?,?,3.08,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1431.34,47957.54,2976.83,03.08,03.08,0.00,?,3.08
148,838.40,47579.87,1444.94,48258.02,2997.81,73.09,13.09,0.02,3.08,3.09
149,842.72,47476.64,1464.18,48138.07,3000.58,47513.25,33.25,15.41,3.09,3.25
150,?,?,?,?,?,?,?,?,3.25,?
151,841.72,47806.34,1471.74,48503.87,2994.25,03.25,03.25,0.00,?,3.25
152,?,?,?,?,?,?,?,?,3.25,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1461.53,47868.36,2970.24,03.25,03.25,0.00,?,3.25
155,854.67,47620.68,1476.35,48323.88,2998.79,03.25,03.25,0.00,3.25,3.25
156,859.35,47805.94,1489.88,48513.29,3026.87,1303.25,23.25,0.42,3.25,3.25
157,864.95,47573.66,1469.75,48259.19,3020.15,25003.36,33.36,8.36,3.25,3.36
158,866.67,48209.65,1514.93,48918.37,3044.38,03.36,03.36,0.00,3.36,3.36
159,?,?,?,?,?,?,?,?,3.36,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1524.65,49207.65,3065.91,16103.30,23.30,5.31,?,3.30
162,870.60,48324.52,1551.97,49050.96,3074.89,03.30,03.30,0.00,3.30,3.30
163,878.91,48383.93,1598.45,49098.70,3098.83,7543.25,13.25,2.45,3.30,3.25
164,877.48,48152.82,1595.96,48890.47,3089.32,1273.25,23.25,0.42,3.25,3.25
165,880.65,48273.42,1585.79,49057.66,3092.65,5003.25,13.25,1.63,3.25,3.25
166,?,?,?,?,?,?,?,?,3.25,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1583.00,48917.56,3100.24,3553.25,13.25,1.15,?,3.25
169,886.71,48119.72,1588.25,48891.04,3120.39,7813.25,13.25,2.54,3.25,3.25
170,885.25,47743.10,1571.15,48509.84,3122.21,42003.60,43.60,14.31,3.25,3.60
171,864.38,45870.00,1544.23,46587.68,3038.18,30003.69,13.69,11.07,3.60,3.69
172,855.18,44732.92,1507.70,45456.77,3001.68,70103.60,43.60,25.24,3.69,3.60
173,?,?,?,?,?,?,?,?,3.60,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1501.45,45531.46,2990.89,8563.80,43.80,3.25,?,3.80
176,863.23,44966.09,1503.06,45672.10,2999.31,61654.00,94.00,23.95,3.80,4.00
177,858.05,44893.99,1492.93,45601.51,2972.55,26004.25,34.25,10.76,4.00,4.25
178,847.97,43667.37,1472.46,44326.49,2915.58,95994.50,154.50,41.77,4.25,4.50
179,848.08,44747.79,1476.14,45442.51,2948.80,5004.89,14.89,2.45,4.50,4.89
180,?,?,?,?,?,?,?,?,4.89,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1492.65,45461.06,2963.91,138074.72,154.72,63.92,?,4.72
183,853.37,45533.94,1495.04,46254.71,2981.48,164824.75,74.75,76.35,4.72,4.75
184,850.45,45184.98,1487.37,45899.36,2971.57,13734.98,44.98,6.62,4.75,4.98
185,855.94,45613.75,1499.27,46344.42,2988.19,18954.70,24.70,8.99,4.98,4.70
186,851.88,45110.89,1482.20,45805.34,2977.06,11004.83,24.83,5.26,4.70,4.83
187,?,?,?,?,?,?,?,?,4.83,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1474.90,45172.40,2948.16,17754.49,24.49,8.16,?,4.49
190,842.60,44342.23,1456.02,44969.23,2924.69,45634.81,64.81,21.27,4.49,4.81
191,844.03,45068.55,1468.88,45727.71,2962.09,125154.81,64.81,58.67,4.81,4.81
192,845.84,45712.72,1484.29,46390.36,2992.86,35004.55,34.55,15.93,4.81,4.55
193,849.99,46150.78,1481.99,46839.89,3017.66,04.55,04.55,0.00,4.55,4.55
194,?,?,?,?,?,?,?,?,4.55,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1489.11,46922.43,3022.70,544.33,44.33,0.23,?,4.33
197,847.84,46155.10,1489.88,46860.35,3017.11,58044.01,54.01,24.35,4.33,4.01
198,845.85,46287.08,1499.74,47003.76,3021.27,4523.95,23.95,1.80,4.01,3.95
199,845.70,46221.23,1491.54,46919.83,3023.16,26073.77,33.77,10.17,3.95,3.77
200,848.06,46399.74,1495.90,47120.88,3019.85,13.85,13.85,0.00,3.77,3.85
201,?,?,?,?,?,?,?,?,3.85,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1484.19,47075.43,3021.70,21003.66,13.66,7.69,?,3.66
204,852.44,46714.43,1494.62,47454.90,3029.97,03.66,03.66,0.00,3.66,3.66
205,858.02,46835.98,1489.09,47575.74,3050.63,6403.53,13.53,2.26,3.66,3.53
206,858.31,46713.02,1474.03,47446.69,3036.16,4873.50,33.50,1.72,3.53,3.50
207,858.83,46258.91,1469.58,46981.22,3015.00,11563.50,13.50,4.05,3.50,3.50
208,?,?,?,?,?,?,?,?,3.50,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1481.47,47214.30,3032.94,03.50,03.50,0.00,?,3.50
211,870.15,46663.41,1464.82,47398.08,3038.42,03.50,03.50,0.00,3.50,3.50
212,878.25,46925.65,1472.71,47676.43,3046.08,03.50,03.50,0.00,3.50,3.50
213,881.30,47370.81,1481.84,48147.76,3060.17,563.50,13.50,0.20,3.50,3.50
214,884.10,48325.33,1499.33,49133.14,3110.79,853.40,13.40,0.29,3.50,3.40
215,?,?,?,?,?,?,?,?,3.40,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1492.08,49272.86,3127.41,4723.40,23.40,1.60,?,3.40
218,891.86,47942.81,1487.96,48742.34,3127.38,3903.40,13.40,1.33,3.40,3.40
219,898.91,48306.55,1495.92,49124.78,3168.23,1533.38,13.38,0.52,3.40,3.38
220,903.85,48862.88,1508.03,49700.18,3190.86,21253.65,43.65,7.57,3.38,3.65
221,909.96,49125.36,1513.10,49994.77,3206.86,11503.65,23.65,4.20,3.65,3.65
222,?,?,?,?,?,?,?,?,3.65,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1510.53,50476.37,3225.79,47933.49,63.49,17.23,?,3.49
225,922.16,49747.66,1507.50,50646.05,3233.22,03.49,03.49,0.00,3.49,3.49
226,928.58,50223.95,1512.82,51152.95,3271.49,473.52,13.52,0.17,3.49,3.52
227,?,?,?,?,?,?,?,?,3.52,?
228,928.83,49976.48,1502.62,50906.11,3253.28,653.50,13.50,0.23,?,3.50
229,?,?,?,?,?,?,?,?,3.50,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1499.73,50713.14,3237.31,453.49,13.49,0.16,?,3.49
232,914.58,49162.16,1472.26,50077.30,3210.57,2033.42,33.42,0.71,3.49,3.42
233,920.30,49128.05,1477.77,50032.45,3221.87,03.42,03.42,0.00,3.42,3.42
234,931.73,49846.48,1471.70,50780.47,3260.69,03.42,03.42,0.00,3.42,3.42
235,930.27,49895.10,1463.61,50836.47,3260.35,03.42,03.42,0.00,3.42,3.42
236,?,?,?,?,?,?,?,?,3.42,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1468.33,50756.86,3255.45,30003.30,53.30,10.23,?,3.30
239,921.40,48833.58,1447.65,49731.02,3197.48,9823.28,43.28,3.23,3.30,3.28
240,919.00,48537.65,1440.74,49421.50,3183.87,3083.28,23.28,1.01,3.28,3.28
241,924.88,48676.45,1465.81,49569.11,3204.20,03.28,03.28,0.00,3.28,3.28
242,925.91,48871.98,1440.79,49771.98,3196.27,1923.33,23.33,0.64,3.28,3.33
243,?,?,?,?,?,?,?,?,3.33,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1458.21,50099.55,3230.20,743.30,23.30,0.25,?,3.30
246,926.93,48968.87,1451.26,49861.54,3226.75,4273.28,23.28,1.40,3.30,3.28
247,918.91,47919.09,1426.01,48781.63,3174.71,8653.44,73.44,2.98,3.28,3.44
248,890.19,45830.66,1364.15,46598.42,3061.25,11003.40,23.40,3.79,3.44,3.40
249,902.70,46717.04,1375.61,47514.09,3142.61,2133.42,33.42,0.73,3.40,3.42
250,?,?,?,?,?,?,?,?,3.42,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1385.20,48651.54,3199.68,1533.42,23.42,0.52,?,3.42
253,931.39,48961.51,1408.19,49839.90,3256.85,31813.40,33.40,10.94,3.42,3.40
254,934.25,49437.02,1422.23,50312.63,3285.29,52023.44,53.44,17.87,3.40,3.44
255,943.52,49771.55,1436.34,50644.38,3303.55,613.44,23.44,0.21,3.44,3.44
256,948.06,49348.61,1425.63,50196.31,3285.49,3923.44,23.44,1.35,3.44,3.44
257,?,?,?,?,?,?,?,?,3.44,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1415.04,49741.35,3260.05,1903.44,43.44,0.65,?,3.44
260,960.97,49434.46,1419.82,50258.11,3286.61,6323.45,23.45,2.13,3.44,3.45
261,957.28,49413.33,1427.60,50227.43,3277.41,433.45,13.45,0.15,3.45,3.45
262,963.32,50300.53,1430.45,51171.25,3316.59,50003.25,43.25,16.32,3.45,3.25
263,962.49,50308.19,1424.93,51202.75,3316.08,1673.20,33.20,0.54,3.25,3.20
264,?,?,?,?,?,?,?,?,3.20,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1413.29,50869.00,3291.57,10703.16,53.16,3.41,?,3.16
267,957.44,49979.47,1407.11,50887.67,3275.67,2563.25,53.25,0.83,3.16,3.25
268,961.02,50301.69,1417.72,51221.45,3299.72,11293.31,33.31,3.74,3.25,3.31
269,969.92,50936.34,1433.07,51846.54,3336.44,743.31,13.31,0.24,3.31,3.31
270,977.10,50819.81,1443.45,51704.53,3352.18,573.31,13.31,0.19,3.31,3.31
271,?,?,?,?,?,?,?,?,3.31,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,1435.33,51191.50,3349.29,593.16,13.16,0.19,?,3.16
274,984.17,50782.48,1430.56,51691.24,3351.68,65323.02,83.02,20.44,3.16,3.02
275,987.01,50803.40,1447.48,51709.58,3364.40,17003.02,13.02,5.13,3.02,3.02
276,988.62,50982.03,1455.40,51911.61,3383.62,29813.16,43.16,9.36,3.02,3.16
277,992.25,50601.24,1444.69,51511.63,3381.52,19103.23,43.23,6.14,3.16,3.23
278,?,?,?,?,?,?,?,?,3.23,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,1445.73,51239.47,3383.60,103.23,13.23,0.03,?,3.23
281,993.38,50137.88,1430.85,51021.26,3368.14,13.23,13.23,0.00,3.23,3.23
282,996.97,50335.02,1441.04,51215.99,3379.96,03.23,03.23,0.00,3.23,3.23
283,1011.15,51806.83,1467.04,52744.48,3454.41,03.23,03.23,0.00,3.23,3.23
284,1024.81,52230.47,1480.78,53193.87,3477.04,21373.10,23.10,6.62,3.23,3.10
285,?,?,?,?,?,?,?,?,3.10,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,1494.80,53498.97,3508.85,13.11,13.11,0.00,?,3.11
288,1039.64,52590.73,1502.66,53588.87,3544.07,33.20,13.20,0.01,3.11,3.20
289,1036.86,52861.41,1515.16,53918.41,3548.14,5993.11,13.11,1.86,3.20,3.11
290,1049.92,52573.59,1562.31,53571.90,3572.96,9303.00,43.00,2.79,3.11,3.00
291,1051.86,52587.24,1560.66,53572.92,3535.97,183.12,23.12,0.05,3.00,3.12
292,?,?,?,?,?,?,?,?,3.12,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,1567.16,54903.39,3606.06,2183.15,33.15,0.66,?,3.15
295,1078.51,53781.81,1553.89,54818.06,3615.60,2183.10,23.10,0.68,3.15,3.10
296,1074.66,53389.74,1546.62,54433.41,3596.10,03.10,03.10,0.00,3.10,3.10
297,1083.34,53994.46,1547.05,55063.75,3637.76,03.10,03.10,0.00,3.10,3.10
298,1095.80,53887.13,1563.80,55023.42,3651.19,03.10,03.10,0.00,3.10,3.10
299,?,?,?,?,?,?,?,?,3.10,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,1561.20,55362.19,3660.45,12323.03,23.03,3.73,?,3.03
302,1114.63,54536.95,1571.77,55688.45,3688.57,9102.90,62.90,2.67,3.03,2.90
303,1107.62,54095.32,1565.67,55240.01,3660.80,13122.90,52.90,3.80,2.90,2.90
304,1109.36,53607.86,1550.39,54734.18,3628.73,5012.93,22.93,1.53,2.90,2.93
305,?,?,?,?,?,?,?,?,2.93,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,1576.65,55121.60,3668.56,0,0,0.00,?,2.93
309,1101.37,53504.47,1569.20,54600.05,3645.18,1500,3,4.44,2.93,2.96
310,1106.35,53924.01,1574.21,55035.36,3650.27,0,0,0.00,2.96,2.96
340,991.5027484429278,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
