%310
@RELATION PLBRLNG00015
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
37,2811.05,25326.86,56.86,17.33,6.95,6.86
38,2815.91,4406.95,26.95,3.02,6.86,6.95
39,2825.70,06.95,06.95,0.00,6.95,6.95
40,?,?,?,?,6.95,?
41,?,?,?,?,?,?
42,2826.84,3906.86,36.86,2.68,?,6.86
43,2821.25,4946.83,46.83,3.31,6.86,6.83
44,2825.02,20426.85,66.85,13.96,6.83,6.85
45,2825.15,522306.88,76.88,357.71,6.85,6.88
46,2838.22,8116.85,66.85,5.44,6.88,6.85
47,?,?,?,?,6.85,?
48,?,?,?,?,?,?
49,2848.48,1089386.91,56.91,752.52,?,6.91
50,2843.90,25336.90,66.90,17.27,6.91,6.90
51,2831.71,494256.89,46.89,338.56,6.90,6.89
52,2801.83,594466.95,396.95,408.36,6.89,6.95
53,2817.57,17636.95,46.95,11.84,6.95,6.95
54,?,?,?,?,6.95,?
55,?,?,?,?,?,?
56,2840.57,5766.92,26.92,3.94,?,6.92
57,2831.16,1846.88,36.88,1.26,6.92,6.88
58,2855.69,06.88,06.88,0.00,6.88,6.88
59,2865.27,6386.88,46.88,4.31,6.88,6.88
60,2859.05,7126.92,36.92,4.75,6.88,6.92
61,?,?,?,?,6.92,?
62,?,?,?,?,?,?
63,2860.68,18656.89,86.89,12.71,?,6.89
64,2868.06,32316.84,96.84,21.83,6.89,6.84
65,2872.90,6216.79,56.79,4.12,6.84,6.79
66,2873.49,6076.59,46.59,4.05,6.79,6.59
67,2906.74,20686.65,86.65,13.65,6.59,6.65
68,?,?,?,?,6.65,?
69,?,?,?,?,?,?
70,2914.24,101486.75,76.75,67.19,?,6.75
71,2911.38,13156.77,46.77,8.61,6.75,6.77
72,2901.67,33136.50,76.50,21.50,6.77,6.50
73,2912.13,5106.50,46.50,3.31,6.50,6.50
74,2909.77,06.50,06.50,0.00,6.50,6.50
75,?,?,?,?,6.50,?
76,?,?,?,?,?,?
77,2900.59,39036.84,156.84,25.86,?,6.84
78,2868.24,06.84,06.84,0.00,6.84,6.84
79,2874.75,26276.85,136.85,17.69,6.84,6.85
80,2833.61,23456.79,156.79,15.51,6.85,6.79
81,2800.67,4106.78,26.78,2.78,6.79,6.78
82,?,?,?,?,6.78,?
83,?,?,?,?,?,?
84,2780.21,95066.45,156.45,60.99,?,6.45
85,2774.13,236736.50,186.50,150.87,6.45,6.50
86,2785.46,06.50,06.50,0.00,6.50,6.50
87,2797.31,06.50,06.50,0.00,6.50,6.50
88,?,?,?,?,6.50,?
89,?,?,?,?,?,?
90,?,?,?,?,?,?
91,?,?,?,?,?,?
92,2814.33,84926.59,376.59,55.25,?,6.59
93,2769.02,50916.60,236.60,33.29,6.59,6.60
94,2766.19,4966.40,76.40,3.15,6.60,6.40
95,2760.91,8736.50,66.50,5.69,6.40,6.50
96,?,?,?,?,6.50,?
97,?,?,?,?,?,?
98,2764.28,36426.50,136.50,22.87,?,6.50
99,2767.26,06.50,06.50,0.00,6.50,6.50
100,2780.21,06.50,06.50,0.00,6.50,6.50
101,2794.43,06.50,06.50,0.00,6.50,6.50
102,2783.53,5036.40,36.40,3.22,6.50,6.40
103,?,?,?,?,6.40,?
104,?,?,?,?,?,?
105,2754.91,06.40,06.40,0.00,?,6.40
106,?,?,?,?,6.40,?
107,2705.88,06.40,06.40,0.00,?,6.40
108,2695.55,100006.34,36.34,63.40,6.40,6.34
109,2685.57,06.34,06.34,0.00,6.34,6.34
110,?,?,?,?,6.34,?
111,?,?,?,?,?,?
112,2660.28,28586.30,76.30,17.53,?,6.30
113,2624.40,5526.00,46.00,3.28,6.30,6.00
114,2636.70,06.00,06.00,0.00,6.00,6.00
115,2658.57,10606.00,66.00,6.21,6.00,6.00
116,2669.93,795.96,25.96,0.47,6.00,5.96
117,?,?,?,?,5.96,?
118,?,?,?,?,?,?
119,2685.14,05.96,05.96,0.00,?,5.96
120,2704.84,05.96,05.96,0.00,5.96,5.96
121,?,?,?,?,5.96,?
122,2695.22,05.96,05.96,0.00,?,5.96
123,?,?,?,?,5.96,?
124,?,?,?,?,?,?
125,?,?,?,?,?,?
126,2714.72,5015.77,45.77,2.83,?,5.77
127,2733.96,61115.98,105.98,35.60,5.77,5.98
128,2752.14,3446.00,46.00,2.06,5.98,6.00
129,2760.20,06.00,06.00,0.00,6.00,6.00
130,2769.85,26556.00,36.00,15.81,6.00,6.00
131,?,?,?,?,6.00,?
132,?,?,?,?,?,?
133,2790.62,10025.80,35.80,5.81,?,5.80
134,2822.41,11205.76,35.76,6.47,5.80,5.76
135,2848.38,25896.00,106.00,15.53,5.76,6.00
136,2871.70,21696.00,46.00,13.01,6.00,6.00
137,2885.19,40456.22,66.22,24.27,6.00,6.22
138,?,?,?,?,6.22,?
139,?,?,?,?,?,?
140,2921.95,706.17,16.17,0.43,?,6.17
141,2893.12,52966.17,46.17,32.68,6.17,6.17
142,2912.70,69626.23,66.23,43.30,6.17,6.23
143,2894.53,6156.00,56.00,3.55,6.23,6.00
144,2929.62,1686.30,26.30,1.01,6.00,6.30
145,?,?,?,?,6.30,?
146,?,?,?,?,?,?
147,2976.83,4596.30,46.30,2.89,?,6.30
148,2997.81,416376.15,76.15,258.69,6.30,6.15
149,3000.58,100006.15,16.15,61.50,6.15,6.15
150,?,?,?,?,6.15,?
151,2994.25,06.15,06.15,0.00,?,6.15
152,?,?,?,?,6.15,?
153,?,?,?,?,?,?
154,2970.24,06.15,06.15,0.00,?,6.15
155,2998.79,131756.25,146.25,81.62,6.15,6.25
156,3026.87,37066.14,146.14,21.83,6.25,6.14
157,3020.15,3356.28,36.28,2.10,6.14,6.28
158,3044.38,581196.19,176.19,356.78,6.28,6.19
159,?,?,?,?,6.19,?
160,?,?,?,?,?,?
161,3065.91,1456.20,46.20,0.88,?,6.20
162,3074.89,24116.00,56.00,14.71,6.20,6.00
163,3098.83,52886.20,116.20,32.43,6.00,6.20
164,3089.32,110986.20,176.20,70.46,6.20,6.20
165,3092.65,06.20,06.20,0.00,6.20,6.20
166,?,?,?,?,6.20,?
167,?,?,?,?,?,?
168,3100.24,354186.30,116.30,220.63,?,6.30
169,3120.39,17516.30,46.30,11.03,6.30,6.30
170,3122.21,70586.58,186.58,46.20,6.30,6.58
171,3038.18,811126.66,286.66,535.38,6.58,6.66
172,3001.68,16866.70,86.70,11.37,6.66,6.70
173,?,?,?,?,6.70,?
174,?,?,?,?,?,?
175,2990.89,34826.52,66.52,22.88,?,6.52
176,2999.31,12816.60,36.60,8.37,6.52,6.60
177,2972.55,4526.60,16.60,2.98,6.60,6.60
178,2915.58,06.60,06.60,0.00,6.60,6.60
179,2948.80,10006.50,16.50,6.50,6.60,6.50
180,?,?,?,?,6.50,?
181,?,?,?,?,?,?
182,2963.91,16246.79,36.79,10.96,?,6.79
183,2981.48,17806.80,26.80,12.09,6.79,6.80
184,2971.57,21906.83,76.83,14.95,6.80,6.83
185,2988.19,165686.88,66.88,113.99,6.83,6.88
186,2977.06,26866.88,56.88,18.49,6.88,6.88
187,?,?,?,?,6.88,?
188,?,?,?,?,?,?
189,2948.16,48996.90,56.90,33.78,?,6.90
190,2924.69,10076.90,26.90,6.95,6.90,6.90
191,2962.09,06.90,06.90,0.00,6.90,6.90
192,2992.86,102196.60,16.60,67.45,6.90,6.60
193,3017.66,2006.60,16.60,1.32,6.60,6.60
194,?,?,?,?,6.60,?
195,?,?,?,?,?,?
196,3022.70,06.60,06.60,0.00,?,6.60
197,3017.11,17866.65,46.65,11.82,6.60,6.65
198,3021.27,06.65,06.65,0.00,6.65,6.65
199,3023.16,06.65,06.65,0.00,6.65,6.65
200,3019.85,06.65,06.65,0.00,6.65,6.65
201,?,?,?,?,6.65,?
202,?,?,?,?,?,?
203,3021.70,06.65,06.65,0.00,?,6.65
204,3029.97,06.65,06.65,0.00,6.65,6.65
205,3050.63,18546.60,46.60,12.31,6.65,6.60
206,3036.16,72116.60,56.60,47.60,6.60,6.60
207,3015.00,13186.60,16.60,8.70,6.60,6.60
208,?,?,?,?,6.60,?
209,?,?,?,?,?,?
210,3032.94,06.60,06.60,0.00,?,6.60
211,3038.42,21726.80,56.80,14.69,6.60,6.80
212,3046.08,61876.94,106.94,42.78,6.80,6.94
213,3060.17,59106.94,26.94,40.81,6.94,6.94
214,3110.79,64467.00,97.00,45.00,6.94,7.00
215,?,?,?,?,7.00,?
216,?,?,?,?,?,?
217,3127.41,63407.30,137.30,45.25,?,7.30
218,3127.38,22307.30,77.30,16.27,7.30,7.30
219,3168.23,11387.25,37.25,8.24,7.30,7.25
220,3190.86,170206.90,56.90,117.65,7.25,6.90
221,3206.86,146.84,16.84,0.10,6.90,6.84
222,?,?,?,?,6.84,?
223,?,?,?,?,?,?
224,3225.79,64257.00,37.00,44.97,?,7.00
225,3233.22,22707.03,87.03,16.04,7.00,7.03
226,3271.49,77367.25,127.25,56.10,7.03,7.25
227,?,?,?,?,7.25,?
228,3253.28,24786.53,106.53,17.53,?,6.53
229,?,?,?,?,6.53,?
230,?,?,?,?,?,?
231,3237.31,51836.90,106.90,35.89,?,6.90
232,3210.57,22437.00,27.00,15.70,6.90,7.00
233,3221.87,07.00,07.00,0.00,7.00,7.00
234,3260.69,3447.00,27.00,2.41,7.00,7.00
235,3260.35,07.00,07.00,0.00,7.00,7.00
236,?,?,?,?,7.00,?
237,?,?,?,?,?,?
238,3255.45,07.00,07.00,0.00,?,7.00
239,3197.48,07.00,07.00,0.00,7.00,7.00
240,3183.87,100207.00,97.00,70.14,7.00,7.00
241,3204.20,07.00,07.00,0.00,7.00,7.00
242,3196.27,07.00,07.00,0.00,7.00,7.00
243,?,?,?,?,7.00,?
244,?,?,?,?,?,?
245,3230.20,3707.00,27.00,2.59,?,7.00
246,3226.75,07.00,07.00,0.00,7.00,7.00
247,3174.71,4146.52,46.52,2.77,7.00,6.52
248,3061.25,8506.38,56.38,5.46,6.52,6.38
249,3142.61,4996.48,36.48,3.23,6.38,6.48
250,?,?,?,?,6.48,?
251,?,?,?,?,?,?
252,3199.68,4606.97,26.97,3.07,?,6.97
253,3256.85,06.97,06.97,0.00,6.97,6.97
254,3285.29,6626.90,56.90,4.56,6.97,6.90
255,3303.55,06.90,06.90,0.00,6.90,6.90
256,3285.49,3636.90,36.90,2.50,6.90,6.90
257,?,?,?,?,6.90,?
258,?,?,?,?,?,?
259,3260.05,8636.90,26.90,5.98,?,6.90
260,3286.61,6216.90,16.90,4.28,6.90,6.90
261,3277.41,206.64,26.64,0.13,6.90,6.64
262,3316.59,180066.53,196.53,117.69,6.64,6.53
263,3316.08,108536.53,66.53,70.87,6.53,6.53
264,?,?,?,?,6.53,?
265,?,?,?,?,?,?
266,3291.57,106526.60,56.60,70.33,?,6.60
267,3275.67,90636.90,26.90,59.82,6.60,6.90
268,3299.72,06.90,06.90,0.00,6.90,6.90
269,3336.44,43226.90,66.90,29.84,6.90,6.90
270,3352.18,2636.95,26.95,1.83,6.90,6.95
271,?,?,?,?,6.95,?
272,?,?,?,?,?,?
273,3349.29,200346.90,66.90,138.22,?,6.90
274,3351.68,4006.51,36.51,2.60,6.90,6.51
275,3364.40,16266.61,66.61,10.75,6.51,6.61
276,3383.62,3506.89,26.89,2.41,6.61,6.89
277,3381.52,876.70,16.70,0.58,6.89,6.70
278,?,?,?,?,6.70,?
279,?,?,?,?,?,?
280,3383.60,06.70,06.70,0.00,?,6.70
281,3368.14,06.70,06.70,0.00,6.70,6.70
282,3379.96,06.70,06.70,0.00,6.70,6.70
283,3454.41,9096.80,36.80,6.13,6.70,6.80
284,3477.04,1476.79,16.79,1.00,6.80,6.79
285,?,?,?,?,6.79,?
286,?,?,?,?,?,?
287,3508.85,31006.70,46.70,20.78,?,6.70
288,3544.07,116986.80,66.80,79.55,6.70,6.80
289,3548.14,104406.73,36.73,70.27,6.80,6.73
290,3572.96,28516.75,46.75,19.22,6.73,6.75
291,3535.97,67266.75,56.75,45.40,6.75,6.75
292,?,?,?,?,6.75,?
293,?,?,?,?,?,?
294,3606.06,297406.87,56.87,203.24,?,6.87
295,3615.60,197726.90,56.90,136.43,6.87,6.90
296,3596.10,25677.01,67.01,17.95,6.90,7.01
297,3637.76,2707.01,17.01,1.89,7.01,7.01
298,3651.19,79017.06,37.06,55.76,7.01,7.06
299,?,?,?,?,7.06,?
300,?,?,?,?,?,?
301,3660.45,117607.30,197.30,85.41,?,7.30
302,3688.57,81627.37,117.37,60.20,7.30,7.37
303,3660.80,85207.49,57.49,63.81,7.37,7.49
304,3628.73,61187.50,67.50,45.87,7.49,7.50
305,?,?,?,?,7.50,?
306,?,?,?,?,?,?
307,?,?,?,?,?,?
308,3668.56,1486,5,11.15,?,7.50
309,3645.18,4255,3,32.34,7.50,7.60
310,3650.27,0,0,0.00,7.60,7.60
340,3215.763816454578,?,?,?,?,?,? 
370,3267.20146029432,?,?,?,?,?,? 
400,3318.639104134063,?,?,?,?,?,? 
490,3472.9520356532903,?,?,?,?,?,? 
670,3781.5778986917467,?,?,?,?,?,? 
