%310
@RELATION PLNTMDA00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-MEDIA NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
57,828.81,45868.35,2621.52,46065.85,36003.57,123.57,12.60,3.65,3.57
58,836.69,46241.92,2638.60,46459.99,117743.40,213.40,39.96,3.57,3.40
59,844.08,46280.36,2641.23,46510.83,30403.43,133.43,10.14,3.40,3.43
60,842.02,46341.14,2657.32,46622.90,27913.40,93.40,9.38,3.43,3.40
61,?,?,?,?,?,?,?,3.40,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,2647.93,46454.13,108863.19,203.19,34.99,?,3.19
64,845.88,46676.09,2665.87,47001.38,66003.23,103.23,20.95,3.19,3.23
65,849.88,46762.65,2658.78,47090.49,304303.26,153.26,98.11,3.23,3.26
66,855.99,46745.26,2661.06,47060.66,90173.15,203.15,28.73,3.26,3.15
67,861.67,47074.39,2653.14,47436.21,86483.10,213.10,26.55,3.15,3.10
68,?,?,?,?,?,?,?,3.10,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,2643.18,47269.75,138693.00,313.00,41.00,?,3.00
71,866.79,47010.40,2716.00,47340.43,10103.05,33.05,3.03,3.00,3.05
72,872.90,46888.37,2729.57,47235.72,6003.00,23.00,1.80,3.05,3.00
73,871.52,47223.68,2715.79,47606.16,31833.00,53.00,9.55,3.00,3.00
74,873.21,47125.93,2759.52,47522.10,293623.16,263.16,89.25,3.00,3.16
75,?,?,?,?,?,?,?,3.16,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,2727.89,47094.18,32603.10,53.10,9.84,?,3.10
78,864.73,46029.35,2690.24,46473.62,103.16,13.16,0.03,3.10,3.16
79,862.97,46068.24,2690.29,46511.62,13.15,13.15,0.00,3.16,3.15
80,850.86,45580.47,2658.58,46017.88,523.15,33.15,0.16,3.15,3.15
81,845.32,45066.18,2579.62,45473.08,62423.14,93.14,18.74,3.15,3.14
82,?,?,?,?,?,?,?,3.14,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,2568.62,44946.32,34593.13,113.13,10.34,?,3.13
85,830.80,44724.88,2566.53,45119.16,9283.09,53.09,2.77,3.13,3.09
86,835.51,45247.90,2581.44,45644.09,13.07,13.07,0.00,3.09,3.07
87,839.42,45147.57,2642.66,45528.85,23.08,13.08,0.01,3.07,3.08
88,?,?,?,?,?,?,?,3.08,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,2638.99,45679.51,33.11,13.11,0.01,?,3.11
93,828.79,44604.61,2614.45,44940.36,13.10,13.10,0.00,3.11,3.10
94,824.35,44623.89,2599.89,44980.62,5143.07,63.07,1.53,3.10,3.07
95,819.73,44597.66,2491.48,44960.02,25602.98,22.98,7.50,3.07,2.98
96,?,?,?,?,?,?,?,2.98,?
97,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,2549.75,44963.96,56502.83,82.83,16.03,?,2.83
99,815.74,44725.03,2593.51,45096.35,94512.90,132.90,25.82,2.83,2.90
100,820.16,45091.63,2591.74,45495.34,59112.63,152.63,15.63,2.90,2.63
101,824.04,45688.48,2643.04,46131.66,135362.67,282.67,35.43,2.63,2.67
102,819.29,45525.92,2653.03,45960.10,12.74,12.74,0.00,2.67,2.74
103,?,?,?,?,?,?,?,2.74,?
104,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,2627.86,45167.65,1002.83,12.83,0.28,?,2.83
106,?,?,?,?,?,?,?,2.83,?
107,796.68,43916.24,2551.04,44404.81,114242.54,222.54,29.09,?,2.54
108,787.39,43364.70,2592.30,43850.06,103062.50,212.50,26.27,2.54,2.50
109,783.37,43447.75,2558.31,43993.98,4022.50,32.50,0.98,2.50,2.50
110,?,?,?,?,?,?,?,2.50,?
111,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,2502.77,43892.82,252.50,22.50,0.06,?,2.50
113,769.16,43159.57,2517.56,43707.88,34582.43,52.43,8.40,2.50,2.43
114,769.82,43356.73,2527.25,43908.95,122022.30,102.30,27.96,2.43,2.30
115,774.88,43482.18,2511.90,44027.03,822.30,32.30,0.19,2.30,2.30
116,777.86,43665.21,2510.55,44226.06,79142.20,72.20,17.29,2.30,2.20
117,?,?,?,?,?,?,?,2.20,?
118,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,2521.79,44420.22,109952.10,132.10,22.54,?,2.10
120,784.81,44162.18,2543.13,44653.34,157672.11,172.11,33.12,2.10,2.11
121,?,?,?,?,?,?,?,2.11,?
122,787.45,43991.51,2514.92,44466.89,63822.24,82.24,13.78,?,2.24
123,?,?,?,?,?,?,?,2.24,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,2539.44,45060.80,68902.33,32.33,15.72,?,2.33
127,793.09,44742.22,2559.42,45244.29,131582.40,142.40,31.03,2.33,2.40
128,798.10,45117.94,2580.91,45647.76,220552.53,142.53,53.18,2.40,2.53
129,800.71,44943.16,2616.95,45475.08,64232.53,82.53,16.25,2.53,2.53
130,800.42,44895.35,2665.44,45408.06,582.42,22.42,0.14,2.53,2.42
131,?,?,?,?,?,?,?,2.42,?
132,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,2691.81,45746.01,4032.53,32.53,0.98,?,2.53
134,804.49,45771.11,2747.23,46336.62,1152.53,12.53,0.29,2.53,2.53
135,802.28,46102.42,2811.51,46676.61,4012.54,22.54,1.02,2.53,2.54
136,806.45,45992.03,2769.11,46581.16,32.55,12.55,0.01,2.54,2.55
137,810.69,46078.68,2843.46,46646.58,15422.54,62.54,3.80,2.55,2.54
138,?,?,?,?,?,?,?,2.54,?
139,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,2833.96,46615.31,102.53,12.53,0.03,?,2.53
141,819.76,45851.80,2766.56,46439.10,6192.50,42.50,1.55,2.53,2.50
142,818.82,45933.66,2768.44,46529.96,28992.54,32.54,7.36,2.50,2.54
143,814.69,45687.76,2716.44,46311.26,25692.55,62.55,6.45,2.54,2.55
144,820.11,46145.44,2766.31,46783.61,36802.67,92.67,9.51,2.55,2.67
145,?,?,?,?,?,?,?,2.67,?
146,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,2877.90,47957.54,3002.67,22.67,0.80,?,2.67
148,838.40,47579.87,2837.61,48258.02,63282.85,122.85,17.25,2.67,2.85
149,842.72,47476.64,2831.95,48138.07,26013.02,23.02,7.57,2.85,3.02
150,?,?,?,?,?,?,?,3.02,?
151,841.72,47806.34,2842.44,48503.87,2743.00,53.00,0.82,?,3.00
152,?,?,?,?,?,?,?,3.00,?
153,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,2851.48,47868.36,4312.99,42.99,1.29,?,2.99
155,854.67,47620.68,2879.25,48323.88,26263.13,53.13,7.93,2.99,3.13
156,859.35,47805.94,2930.23,48513.29,42423.28,83.28,13.30,3.13,3.28
157,864.95,47573.66,2927.35,48259.19,13.27,13.27,0.00,3.28,3.27
158,866.67,48209.65,2972.76,48918.37,8303.27,13.27,2.71,3.27,3.27
159,?,?,?,?,?,?,?,3.27,?
160,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,2961.52,49207.65,14673.27,63.27,4.65,?,3.27
162,870.60,48324.52,3012.39,49050.96,30263.39,83.39,10.04,3.27,3.39
163,878.91,48383.93,3044.90,49098.70,86333.25,83.25,28.72,3.39,3.25
164,877.48,48152.82,3007.22,48890.47,1183.25,23.25,0.38,3.25,3.25
165,880.65,48273.42,3038.69,49057.66,23.28,13.28,0.01,3.25,3.28
166,?,?,?,?,?,?,?,3.28,?
167,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3096.81,48917.56,98933.20,113.20,31.49,?,3.20
169,886.71,48119.72,3174.21,48891.04,03.20,03.20,0.00,3.20,3.20
170,885.25,47743.10,3163.21,48509.84,63.23,23.23,0.02,3.20,3.23
171,864.38,45870.00,3135.33,46587.68,4952.95,42.95,1.46,3.23,2.95
172,855.18,44732.92,2970.69,45456.77,11062.93,32.93,3.25,2.95,2.93
173,?,?,?,?,?,?,?,2.93,?
174,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,2962.57,45531.46,153902.76,72.76,42.50,?,2.76
176,863.23,44966.09,2951.60,45672.10,02.76,02.76,0.00,2.76,2.76
177,858.05,44893.99,2891.59,45601.51,202402.55,102.55,52.67,2.76,2.55
178,847.97,43667.37,2856.87,44326.49,281362.43,152.43,71.89,2.55,2.43
179,848.08,44747.79,2875.12,45442.51,198052.40,102.40,47.21,2.43,2.40
180,?,?,?,?,?,?,?,2.40,?
181,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,2975.68,45461.06,12.44,12.44,0.00,?,2.44
183,853.37,45533.94,3034.96,46254.71,02.44,02.44,0.00,2.44,2.44
184,850.45,45184.98,3008.56,45899.36,4002.44,12.44,0.98,2.44,2.44
185,855.94,45613.75,3031.35,46344.42,22.43,12.43,0.00,2.44,2.43
186,851.88,45110.89,3040.23,45805.34,5002.43,12.43,1.22,2.43,2.43
187,?,?,?,?,?,?,?,2.43,?
188,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,2963.72,45172.40,22.43,12.43,0.00,?,2.43
190,842.60,44342.23,2923.27,44969.23,62.43,12.43,0.01,2.43,2.43
191,844.03,45068.55,3088.12,45727.71,382.40,12.40,0.09,2.43,2.40
192,845.84,45712.72,3133.70,46390.36,52.43,12.43,0.01,2.40,2.43
193,849.99,46150.78,3149.35,46839.89,582.44,32.44,0.14,2.43,2.44
194,?,?,?,?,?,?,?,2.44,?
195,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3148.83,46922.43,1032.44,32.44,0.25,?,2.44
197,847.84,46155.10,3146.57,46860.35,5912.44,62.44,1.41,2.44,2.44
198,845.85,46287.08,3212.07,47003.76,602.43,22.43,0.15,2.44,2.43
199,845.70,46221.23,3244.60,46919.83,02.43,02.43,0.00,2.43,2.43
200,848.06,46399.74,3235.66,47120.88,7112.44,32.44,1.65,2.43,2.44
201,?,?,?,?,?,?,?,2.44,?
202,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3205.19,47075.43,02.44,02.44,0.00,?,2.44
204,852.44,46714.43,3248.21,47454.90,12.56,12.56,0.00,2.44,2.56
205,858.02,46835.98,3268.30,47575.74,02.56,02.56,0.00,2.56,2.56
206,858.31,46713.02,3213.35,47446.69,10112.44,42.44,2.39,2.56,2.44
207,858.83,46258.91,3139.34,46981.22,02.44,02.44,0.00,2.44,2.44
208,?,?,?,?,?,?,?,2.44,?
209,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3198.11,47214.30,02.44,02.44,0.00,?,2.44
211,870.15,46663.41,3193.87,47398.08,02.44,02.44,0.00,2.44,2.44
212,878.25,46925.65,3155.49,47676.43,32412.44,22.44,7.52,2.44,2.44
213,881.30,47370.81,3181.95,48147.76,552.35,12.35,0.13,2.44,2.35
214,884.10,48325.33,3281.00,49133.14,02.35,02.35,0.00,2.35,2.35
215,?,?,?,?,?,?,?,2.35,?
216,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3273.93,49272.86,02.35,02.35,0.00,?,2.35
218,891.86,47942.81,3294.82,48742.34,55882.41,82.41,13.00,2.35,2.41
219,898.91,48306.55,3296.25,49124.78,30012.37,32.37,6.90,2.41,2.37
220,903.85,48862.88,3347.67,49700.18,202.37,12.37,0.05,2.37,2.37
221,909.96,49125.36,3339.13,49994.77,132502.30,182.30,30.65,2.37,2.30
222,?,?,?,?,?,?,?,2.30,?
223,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3357.82,50476.37,66662.34,92.34,15.49,?,2.34
225,922.16,49747.66,3371.42,50646.05,52.35,12.35,0.01,2.34,2.35
226,928.58,50223.95,3408.63,51152.95,3262.30,32.30,0.75,2.35,2.30
227,?,?,?,?,?,?,?,2.30,?
228,928.83,49976.48,3380.10,50906.11,112.38,22.38,0.03,?,2.38
229,?,?,?,?,?,?,?,2.38,?
230,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3285.01,50713.14,111402.39,62.39,26.65,?,2.39
232,914.58,49162.16,3253.81,50077.30,363672.47,312.47,87.75,2.39,2.47
233,920.30,49128.05,3308.20,50032.45,286822.69,202.69,73.50,2.47,2.69
234,931.73,49846.48,3375.70,50780.47,338632.89,212.89,90.32,2.69,2.89
235,930.27,49895.10,3425.99,50836.47,281783.04,343.04,84.54,2.89,3.04
236,?,?,?,?,?,?,?,3.04,?
237,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3380.35,50756.86,57152.99,152.99,17.19,?,2.99
239,921.40,48833.58,3368.02,49731.02,15672.97,72.97,4.57,2.99,2.97
240,919.00,48537.65,3278.46,49421.50,54392.85,52.85,15.69,2.97,2.85
241,924.88,48676.45,3248.07,49569.11,47102.90,62.90,13.36,2.85,2.90
242,925.91,48871.98,3201.00,49771.98,02.90,02.90,0.00,2.90,2.90
243,?,?,?,?,?,?,?,2.90,?
244,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3268.23,50099.55,1906073.30,443.30,621.52,?,3.30
246,926.93,48968.87,3269.38,49861.54,380993.52,333.52,132.43,3.30,3.52
247,918.91,47919.09,3265.82,48781.63,708893.59,263.59,253.30,3.52,3.59
248,890.19,45830.66,3173.83,46598.42,144203.40,143.40,49.30,3.59,3.40
249,902.70,46717.04,3281.26,47514.09,101503.27,93.27,33.54,3.40,3.27
250,?,?,?,?,?,?,?,3.27,?
251,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3434.27,48651.54,51733.18,53.18,16.82,?,3.18
253,931.39,48961.51,3452.04,49839.90,3053.30,23.30,1.01,3.18,3.30
254,934.25,49437.02,3412.17,50312.63,71703.30,93.30,23.84,3.30,3.30
255,943.52,49771.55,3494.04,50644.38,20003.30,13.30,6.60,3.30,3.30
256,948.06,49348.61,3451.24,50196.31,6953.25,23.25,2.26,3.30,3.25
257,?,?,?,?,?,?,?,3.25,?
258,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3389.94,49741.35,20103.39,33.39,6.78,?,3.39
260,960.97,49434.46,3400.39,50258.11,3053.48,13.48,1.06,3.39,3.48
261,957.28,49413.33,3439.14,50227.43,03.48,03.48,0.00,3.48,3.48
262,963.32,50300.53,3528.56,51171.25,11633.45,23.45,4.01,3.48,3.45
263,962.49,50308.19,3505.92,51202.75,4253.45,13.45,1.47,3.45,3.45
264,?,?,?,?,?,?,?,3.45,?
265,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3494.03,50869.00,52943.30,83.30,17.14,?,3.30
267,957.44,49979.47,3460.74,50887.67,23403.33,33.33,7.74,3.30,3.33
268,961.02,50301.69,3478.80,51221.45,136643.30,103.30,44.36,3.33,3.30
269,969.92,50936.34,3529.42,51846.54,91213.46,83.46,31.18,3.30,3.46
270,977.10,50819.81,3568.15,51704.53,170003.44,63.44,57.99,3.46,3.44
271,?,?,?,?,?,?,?,3.44,?
272,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3526.95,51191.50,190433.60,83.60,68.08,?,3.60
274,984.17,50782.48,3530.57,51691.24,76543.61,63.61,27.27,3.60,3.61
275,987.01,50803.40,3531.37,51709.58,28053.70,33.70,10.38,3.61,3.70
276,988.62,50982.03,3560.82,51911.61,53.72,13.72,0.02,3.70,3.72
277,992.25,50601.24,3549.83,51511.63,27853.47,23.47,9.90,3.72,3.47
278,?,?,?,?,?,?,?,3.47,?
279,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3534.94,51239.47,64503.40,53.40,22.24,?,3.40
281,993.38,50137.88,3527.51,51021.26,26793.39,33.39,9.08,3.40,3.39
282,996.97,50335.02,3521.67,51215.99,26323.40,23.40,8.90,3.39,3.40
283,1011.15,51806.83,3600.65,52744.48,89763.38,63.38,30.50,3.40,3.38
284,1024.81,52230.47,3691.14,53193.87,232673.38,133.38,78.27,3.38,3.38
285,?,?,?,?,?,?,?,3.38,?
286,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3752.75,53498.97,03.38,03.38,0.00,?,3.38
288,1039.64,52590.73,3804.41,53588.87,258253.49,103.49,87.47,3.38,3.49
289,1036.86,52861.41,3879.33,53918.41,69393.30,53.30,22.79,3.49,3.30
290,1049.92,52573.59,3918.77,53571.90,184643.36,143.36,59.65,3.30,3.36
291,1051.86,52587.24,3833.68,53572.92,3579723.36,43.36,1131.43,3.36,3.36
292,?,?,?,?,?,?,?,3.36,?
293,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3887.06,54903.39,15603.38,23.38,5.13,?,3.38
295,1078.51,53781.81,3846.75,54818.06,7803.31,13.31,2.58,3.38,3.31
296,1074.66,53389.74,3816.87,54433.41,197493.31,33.31,65.37,3.31,3.31
297,1083.34,53994.46,3899.85,55063.75,22263.30,33.30,7.35,3.31,3.30
298,1095.80,53887.13,3848.17,55023.42,10653.37,43.37,3.58,3.30,3.37
299,?,?,?,?,?,?,?,3.37,?
300,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3812.98,55362.19,146933.55,253.55,52.01,?,3.55
302,1114.63,54536.95,3817.81,55688.45,135733.66,83.66,49.34,3.55,3.66
303,1107.62,54095.32,3821.59,55240.01,41713.60,73.60,15.12,3.66,3.60
304,1109.36,53607.86,3799.39,54734.18,73823.78,133.78,27.22,3.60,3.78
305,?,?,?,?,?,?,?,3.78,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3834.21,55121.60,2558,5,9.37,?,3.65
309,1101.37,53504.47,3804.45,54600.05,5360,6,19.17,3.65,3.48
310,1106.35,53924.01,3810.40,55035.36,10,1,0.04,3.48,3.54
340,991.5027484429278,45857.110734846676,3254.8821582088017,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,3313.519908237942,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,3372.157658267083,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,3548.0709083545053,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,3899.8974085293503,50321.45475349891,?,?,?,?,?,? 
