%310
@RELATION PLATMSI00016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-INFO NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
58,836.69,46241.92,1126.96,46459.99,2855.69,205771.56,161.56,31.18,1.49,1.56
59,844.08,46280.36,1140.99,46510.83,2865.27,01.56,01.56,0.00,1.56,1.56
60,842.02,46341.14,1150.40,46622.90,2859.05,727661.65,301.65,118.77,1.56,1.65
61,?,?,?,?,?,?,?,?,1.65,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,1147.38,46454.13,2860.68,98931.65,91.65,16.25,?,1.65
64,845.88,46676.09,1156.77,47001.38,2868.06,2089761.74,361.74,347.79,1.65,1.74
65,849.88,46762.65,1150.07,47090.49,2872.90,3922601.72,381.72,660.86,1.74,1.72
66,855.99,46745.26,1155.43,47060.66,2873.49,486431.75,271.75,83.25,1.72,1.75
67,861.67,47074.39,1164.85,47436.21,2906.74,976781.89,441.89,178.61,1.75,1.89
68,?,?,?,?,?,?,?,?,1.89,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,1184.08,47269.75,2914.24,292751.88,171.88,55.09,?,1.88
71,866.79,47010.40,1185.21,47340.43,2911.38,323891.76,211.76,58.47,1.88,1.76
72,872.90,46888.37,1178.50,47235.72,2901.67,1841571.81,271.81,333.39,1.76,1.81
73,871.52,47223.68,1177.46,47606.16,2912.13,45071.81,51.81,8.16,1.81,1.81
74,873.21,47125.93,1176.61,47522.10,2909.77,189561.86,151.86,34.89,1.81,1.86
75,?,?,?,?,?,?,?,?,1.86,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,1163.52,47094.18,2900.59,16501.85,41.85,3.05,?,1.85
78,864.73,46029.35,1143.53,46473.62,2868.24,180001.79,51.79,31.82,1.85,1.79
79,862.97,46068.24,1121.08,46511.62,2874.75,3496851.65,431.65,579.07,1.79,1.65
80,850.86,45580.47,1110.00,46017.88,2833.61,65531.65,91.65,10.71,1.65,1.65
81,845.32,45066.18,1091.98,45473.08,2800.67,720891.59,111.59,114.66,1.65,1.59
82,?,?,?,?,?,?,?,?,1.59,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,1091.47,44946.32,2780.21,141771.56,121.56,21.99,?,1.56
85,830.80,44724.88,1081.75,45119.16,2774.13,320001.56,151.56,47.44,1.56,1.56
86,835.51,45247.90,1090.32,45644.09,2785.46,1128541.43,241.43,165.02,1.56,1.43
87,839.42,45147.57,1091.06,45528.85,2797.31,1065401.50,411.50,155.85,1.43,1.50
88,?,?,?,?,?,?,?,?,1.50,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1102.99,45679.51,2814.33,994551.50,211.50,146.91,?,1.50
93,828.79,44604.61,1070.68,44940.36,2769.02,206871.43,71.43,30.56,1.50,1.43
94,824.35,44623.89,1070.17,44980.62,2766.19,247001.49,41.49,35.77,1.43,1.49
95,819.73,44597.66,1086.26,44960.02,2760.91,102501.43,51.43,14.56,1.49,1.43
96,?,?,?,?,?,?,?,?,1.43,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,1086.13,44963.96,2764.28,115581.39,91.39,16.36,?,1.39
99,815.74,44725.03,1084.77,45096.35,2767.26,517001.45,131.45,73.28,1.39,1.45
100,820.16,45091.63,1089.08,45495.34,2780.21,326101.45,91.45,46.02,1.45,1.45
101,824.04,45688.48,1095.29,46131.66,2794.43,182711.60,81.60,28.15,1.45,1.60
102,819.29,45525.92,1102.49,45960.10,2783.53,949401.59,261.59,148.85,1.60,1.59
103,?,?,?,?,?,?,?,?,1.59,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,1097.10,45167.65,2754.91,1514911.55,131.55,229.60,?,1.55
106,?,?,?,?,?,?,?,?,1.55,?
107,796.68,43916.24,1090.97,44404.81,2705.88,809631.57,91.57,123.24,?,1.57
108,787.39,43364.70,1089.24,43850.06,2695.55,58001.55,81.55,8.62,1.57,1.55
109,783.37,43447.75,1086.50,43993.98,2685.57,01.55,01.55,0.00,1.55,1.55
110,?,?,?,?,?,?,?,?,1.55,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,1090.01,43892.82,2660.28,698441.32,121.32,97.99,?,1.32
113,769.16,43159.57,1070.14,43707.88,2624.40,756641.32,181.32,98.11,1.32,1.32
114,769.82,43356.73,1084.85,43908.95,2636.70,201.35,11.35,0.03,1.32,1.35
115,774.88,43482.18,1076.35,44027.03,2658.57,44001.35,31.35,5.79,1.35,1.35
116,777.86,43665.21,1081.14,44226.06,2669.93,490311.30,171.30,68.07,1.35,1.30
117,?,?,?,?,?,?,?,?,1.30,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1086.18,44420.22,2685.14,98311.30,111.30,13.50,?,1.30
120,784.81,44162.18,1096.22,44653.34,2704.84,12801.45,31.45,1.83,1.30,1.45
121,?,?,?,?,?,?,?,?,1.45,?
122,787.45,43991.51,1077.28,44466.89,2695.22,01.45,01.45,0.00,?,1.45
123,?,?,?,?,?,?,?,?,1.45,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1104.54,45060.80,2714.72,295001.42,91.42,39.51,?,1.42
127,793.09,44742.22,1111.64,45244.29,2733.96,128511.45,91.45,17.74,1.42,1.45
128,798.10,45117.94,1106.26,45647.76,2752.14,30001.50,31.50,4.50,1.45,1.50
129,800.71,44943.16,1111.55,45475.08,2760.20,58171.45,61.45,8.35,1.50,1.45
130,800.42,44895.35,1118.53,45408.06,2769.85,34621.48,41.48,5.02,1.45,1.48
131,?,?,?,?,?,?,?,?,1.48,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1126.14,45746.01,2790.62,40001.49,21.49,5.78,?,1.49
134,804.49,45771.11,1157.28,46336.62,2822.41,15001.49,11.49,2.24,1.49,1.49
135,802.28,46102.42,1180.62,46676.61,2848.38,200001.48,21.48,29.60,1.49,1.48
136,806.45,45992.03,1159.61,46581.16,2871.70,1174401.44,191.44,159.85,1.48,1.44
137,810.69,46078.68,1125.40,46646.58,2885.19,782091.48,121.48,115.03,1.44,1.48
138,?,?,?,?,?,?,?,?,1.48,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1137.52,46615.31,2921.95,1000771.50,71.50,145.11,?,1.50
141,819.76,45851.80,1125.99,46439.10,2893.12,77001.50,61.50,11.31,1.50,1.50
142,818.82,45933.66,1125.44,46529.96,2912.70,10001.49,11.49,1.49,1.50,1.49
143,814.69,45687.76,1120.21,46311.26,2894.53,01.49,01.49,0.00,1.49,1.49
144,820.11,46145.44,1124.91,46783.61,2929.62,939351.55,131.55,143.39,1.49,1.55
145,?,?,?,?,?,?,?,?,1.55,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1142.01,47957.54,2976.83,16451.51,21.51,2.52,?,1.51
148,838.40,47579.87,1154.78,48258.02,2997.81,1271251.56,101.56,191.87,1.51,1.56
149,842.72,47476.64,1171.08,48138.07,3000.58,785641.56,91.56,122.53,1.56,1.56
150,?,?,?,?,?,?,?,?,1.56,?
151,841.72,47806.34,1165.26,48503.87,2994.25,3001.58,21.58,0.46,?,1.58
152,?,?,?,?,?,?,?,?,1.58,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1165.63,47868.36,2970.24,144421.55,11.55,22.39,?,1.55
155,854.67,47620.68,1159.94,48323.88,2998.79,210701.56,51.56,32.68,1.55,1.56
156,859.35,47805.94,1151.72,48513.29,3026.87,633301.57,81.57,98.80,1.56,1.57
157,864.95,47573.66,1162.00,48259.19,3020.15,4001.54,21.54,0.62,1.57,1.54
158,866.67,48209.65,1181.72,48918.37,3044.38,773441.55,81.55,118.91,1.54,1.55
159,?,?,?,?,?,?,?,?,1.55,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1181.70,49207.65,3065.91,45511.53,31.53,6.98,?,1.53
162,870.60,48324.52,1178.63,49050.96,3074.89,101.55,11.55,0.02,1.53,1.55
163,878.91,48383.93,1192.84,49098.70,3098.83,73231.55,31.55,11.35,1.55,1.55
164,877.48,48152.82,1194.64,48890.47,3089.32,1604741.53,141.53,245.51,1.55,1.53
165,880.65,48273.42,1193.40,49057.66,3092.65,150201.54,71.54,22.97,1.53,1.54
166,?,?,?,?,?,?,?,?,1.54,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1195.82,48917.56,3100.24,01.54,01.54,0.00,?,1.54
169,886.71,48119.72,1195.92,48891.04,3120.39,89911.50,31.50,13.52,1.54,1.50
170,885.25,47743.10,1196.01,48509.84,3122.21,33641.53,41.53,5.17,1.50,1.53
171,864.38,45870.00,1146.73,46587.68,3038.18,7101.52,31.52,1.04,1.53,1.52
172,855.18,44732.92,1176.34,45456.77,3001.68,01.52,01.52,0.00,1.52,1.52
173,?,?,?,?,?,?,?,?,1.52,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1173.52,45531.46,2990.89,01.52,01.52,0.00,?,1.52
176,863.23,44966.09,1180.90,45672.10,2999.31,77911.45,41.45,11.36,1.52,1.45
177,858.05,44893.99,1166.57,45601.51,2972.55,608031.46,101.46,88.35,1.45,1.46
178,847.97,43667.37,1139.46,44326.49,2915.58,160371.52,61.52,24.01,1.46,1.52
179,848.08,44747.79,1160.39,45442.51,2948.80,01.52,01.52,0.00,1.52,1.52
180,?,?,?,?,?,?,?,?,1.52,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1150.94,45461.06,2963.91,01.52,01.52,0.00,?,1.52
183,853.37,45533.94,1175.36,46254.71,2981.48,10781.52,21.52,1.62,1.52,1.52
184,850.45,45184.98,1196.30,45899.36,2971.57,171201.55,41.55,26.59,1.52,1.55
185,855.94,45613.75,1189.64,46344.42,2988.19,101.57,11.57,0.02,1.55,1.57
186,851.88,45110.89,1161.10,45805.34,2977.06,91901.57,41.57,14.00,1.57,1.57
187,?,?,?,?,?,?,?,?,1.57,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1167.58,45172.40,2948.16,01.57,01.57,0.00,?,1.57
190,842.60,44342.23,1165.35,44969.23,2924.69,10001.57,11.57,1.57,1.57,1.57
191,844.03,45068.55,1180.80,45727.71,2962.09,01.57,01.57,0.00,1.57,1.57
192,845.84,45712.72,1192.09,46390.36,2992.86,23421.57,31.57,3.61,1.57,1.57
193,849.99,46150.78,1209.79,46839.89,3017.66,1838301.51,191.51,285.41,1.57,1.51
194,?,?,?,?,?,?,?,?,1.51,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1196.78,46922.43,3022.70,19351.46,41.46,2.80,?,1.46
197,847.84,46155.10,1214.42,46860.35,3017.11,115581.44,41.44,16.60,1.46,1.44
198,845.85,46287.08,1215.81,47003.76,3021.27,58801.44,71.44,8.24,1.44,1.44
199,845.70,46221.23,1211.51,46919.83,3023.16,208501.42,101.42,28.91,1.44,1.42
200,848.06,46399.74,1210.19,47120.88,3019.85,35201.44,61.44,5.03,1.42,1.44
201,?,?,?,?,?,?,?,?,1.44,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1235.07,47075.43,3021.70,44091.38,61.38,6.07,?,1.38
204,852.44,46714.43,1232.24,47454.90,3029.97,01.38,01.38,0.00,1.38,1.38
205,858.02,46835.98,1222.66,47575.74,3050.63,4871.45,31.45,0.68,1.38,1.45
206,858.31,46713.02,1219.75,47446.69,3036.16,01.45,01.45,0.00,1.45,1.45
207,858.83,46258.91,1209.19,46981.22,3015.00,32061.45,61.45,4.65,1.45,1.45
208,?,?,?,?,?,?,?,?,1.45,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1199.78,47214.30,3032.94,01.45,01.45,0.00,?,1.45
211,870.15,46663.41,1213.77,47398.08,3038.42,13801.35,81.35,1.87,1.45,1.35
212,878.25,46925.65,1223.90,47676.43,3046.08,256751.32,181.32,34.01,1.35,1.32
213,881.30,47370.81,1222.52,48147.76,3060.17,54051.43,91.43,7.60,1.32,1.43
214,884.10,48325.33,1231.68,49133.14,3110.79,501.45,11.45,0.07,1.43,1.45
215,?,?,?,?,?,?,?,?,1.45,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1230.24,49272.86,3127.41,5741.44,21.44,0.78,?,1.44
218,891.86,47942.81,1233.34,48742.34,3127.38,01.44,01.44,0.00,1.44,1.44
219,898.91,48306.55,1236.11,49124.78,3168.23,3351.40,11.40,0.47,1.44,1.40
220,903.85,48862.88,1227.93,49700.18,3190.86,10501.44,31.44,1.49,1.40,1.44
221,909.96,49125.36,1228.51,49994.77,3206.86,01.44,01.44,0.00,1.44,1.44
222,?,?,?,?,?,?,?,?,1.44,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1249.41,50476.37,3225.79,145001.50,71.50,21.29,?,1.50
225,922.16,49747.66,1253.14,50646.05,3233.22,801.50,11.50,0.12,1.50,1.50
226,928.58,50223.95,1260.91,51152.95,3271.49,01.50,01.50,0.00,1.50,1.50
227,?,?,?,?,?,?,?,?,1.50,?
228,928.83,49976.48,1262.98,50906.11,3253.28,10001.45,11.45,1.45,?,1.45
229,?,?,?,?,?,?,?,?,1.45,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1251.04,50713.14,3237.31,01.45,01.45,0.00,?,1.45
232,914.58,49162.16,1247.19,50077.30,3210.57,78081.51,71.51,11.68,1.45,1.51
233,920.30,49128.05,1248.67,50032.45,3221.87,129751.60,151.60,20.40,1.51,1.60
234,931.73,49846.48,1258.64,50780.47,3260.69,856071.75,241.75,141.89,1.60,1.75
235,930.27,49895.10,1247.33,50836.47,3260.35,246771.85,101.85,45.02,1.75,1.85
236,?,?,?,?,?,?,?,?,1.85,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1237.10,50756.86,3255.45,219011.75,131.75,38.34,?,1.75
239,921.40,48833.58,1229.04,49731.02,3197.48,116591.75,121.75,19.24,1.75,1.75
240,919.00,48537.65,1239.92,49421.50,3183.87,65101.73,61.73,10.82,1.75,1.73
241,924.88,48676.45,1251.80,49569.11,3204.20,1001.63,11.63,0.16,1.73,1.63
242,925.91,48871.98,1261.01,49771.98,3196.27,284301.68,91.68,46.87,1.63,1.68
243,?,?,?,?,?,?,?,?,1.68,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1259.01,50099.55,3230.20,19751.71,41.71,3.17,?,1.71
246,926.93,48968.87,1257.15,49861.54,3226.75,200781.68,101.68,32.45,1.71,1.68
247,918.91,47919.09,1243.35,48781.63,3174.71,9221.60,11.60,1.48,1.68,1.60
248,890.19,45830.66,1185.76,46598.42,3061.25,65381.56,101.56,9.83,1.60,1.56
249,902.70,46717.04,1237.06,47514.09,3142.61,768161.68,211.68,120.46,1.56,1.68
250,?,?,?,?,?,?,?,?,1.68,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1243.34,48651.54,3199.68,24201.56,51.56,3.95,?,1.56
253,931.39,48961.51,1250.38,49839.90,3256.85,535611.75,271.75,90.95,1.56,1.75
254,934.25,49437.02,1263.62,50312.63,3285.29,440771.65,71.65,74.49,1.75,1.65
255,943.52,49771.55,1276.66,50644.38,3303.55,314001.70,101.70,53.38,1.65,1.70
256,948.06,49348.61,1298.01,50196.31,3285.49,23001.71,61.71,3.93,1.70,1.71
257,?,?,?,?,?,?,?,?,1.71,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1275.46,49741.35,3260.05,1501.70,21.70,0.25,?,1.70
260,960.97,49434.46,1297.54,50258.11,3286.61,440821.72,181.72,75.33,1.70,1.72
261,957.28,49413.33,1284.43,50227.43,3277.41,178081.76,181.76,31.25,1.72,1.76
262,963.32,50300.53,1287.16,51171.25,3316.59,159301.78,91.78,27.88,1.76,1.78
263,962.49,50308.19,1303.27,51202.75,3316.08,37421.76,61.76,6.48,1.78,1.76
264,?,?,?,?,?,?,?,?,1.76,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1279.78,50869.00,3291.57,163201.75,31.75,27.75,?,1.75
267,957.44,49979.47,1298.17,50887.67,3275.67,9101.79,41.79,1.61,1.75,1.79
268,961.02,50301.69,1316.37,51221.45,3299.72,70001.78,61.78,12.46,1.79,1.78
269,969.92,50936.34,1330.10,51846.54,3336.44,1803001.78,91.78,320.93,1.78,1.78
270,977.10,50819.81,1345.84,51704.53,3352.18,101.77,11.77,0.02,1.78,1.77
271,?,?,?,?,?,?,?,?,1.77,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,1344.48,51191.50,3349.29,4711.71,31.71,0.82,?,1.71
274,984.17,50782.48,1340.21,51691.24,3351.68,81201.64,91.64,13.65,1.71,1.64
275,987.01,50803.40,1343.11,51709.58,3364.40,462451.76,61.76,81.31,1.64,1.76
276,988.62,50982.03,1339.95,51911.61,3383.62,115101.69,71.69,19.59,1.76,1.69
277,992.25,50601.24,1323.45,51511.63,3381.52,10001.75,21.75,1.75,1.69,1.75
278,?,?,?,?,?,?,?,?,1.75,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,1339.98,51239.47,3383.60,127591.74,101.74,22.32,?,1.74
281,993.38,50137.88,1327.31,51021.26,3368.14,291141.79,121.79,51.90,1.74,1.79
282,996.97,50335.02,1320.08,51215.99,3379.96,683801.85,281.85,123.92,1.79,1.85
283,1011.15,51806.83,1352.10,52744.48,3454.41,1722761.99,551.99,340.04,1.85,1.99
284,1024.81,52230.47,1345.83,53193.87,3477.04,1559132.39,622.39,347.44,1.99,2.39
285,?,?,?,?,?,?,?,?,2.39,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,1348.18,53498.97,3508.85,323802.39,392.39,75.32,?,2.39
288,1039.64,52590.73,1382.18,53588.87,3544.07,3443112.66,3012.66,922.86,2.39,2.66
289,1036.86,52861.41,1368.16,53918.41,3548.14,2871002.50,2402.50,735.51,2.66,2.50
290,1049.92,52573.59,1375.02,53571.90,3572.96,956092.50,1132.50,238.82,2.50,2.50
291,1051.86,52587.24,1361.11,53572.92,3535.97,1315662.50,752.50,326.50,2.50,2.50
292,?,?,?,?,?,?,?,?,2.50,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,1389.98,54903.39,3606.06,722602.50,462.50,181.57,?,2.50
295,1078.51,53781.81,1383.79,54818.06,3615.60,1318922.43,732.43,324.73,2.50,2.43
296,1074.66,53389.74,1387.21,54433.41,3596.10,2529322.41,502.41,610.61,2.43,2.41
297,1083.34,53994.46,1392.05,55063.75,3637.76,763302.43,352.43,184.37,2.41,2.43
298,1095.80,53887.13,1408.73,55023.42,3651.19,532412.40,252.40,129.01,2.43,2.40
299,?,?,?,?,?,?,?,?,2.40,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,1424.20,55362.19,3660.45,152132.48,192.48,37.05,?,2.48
302,1114.63,54536.95,1415.96,55688.45,3688.57,138752.51,182.51,34.46,2.48,2.51
303,1107.62,54095.32,1435.46,55240.01,3660.80,137622.53,292.53,34.75,2.51,2.53
304,1109.36,53607.86,1416.41,54734.18,3628.73,1089892.67,662.67,283.78,2.53,2.67
305,?,?,?,?,?,?,?,?,2.67,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,1446.55,55121.60,3668.56,12748,18,33.48,?,2.63
309,1101.37,53504.47,1441.92,54600.05,3645.18,9242,16,23.98,2.63,2.55
310,1106.35,53924.01,1445.73,55035.36,3650.27,5726,7,14.71,2.55,2.62
340,991.5027484429278,45857.110734846676,1298.5945247741247,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,1325.4888178463666,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,1352.3831109186085,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,1433.0659901353345,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,1594.4317485687864,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
