%310
@RELATION PLMNNCP00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIGdiv NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
22,11073.63,1099.21,47872.80,48127.89,2892.80,4225022.10,4722.10,940.22,22.40,22.10
23,11071.80,1091.82,47733.24,47999.21,2890.57,2426721.78,11621.78,530.32,22.10,21.78
24,11108.21,1093.21,47942.04,48203.43,2898.85,1630921.90,3921.90,354.36,21.78,21.90
25,11174.05,1084.16,47613.95,47851.99,2897.93,8116821.90,5421.90,1798.82,21.90,21.90
26,?,?,?,?,?,?,?,?,21.90,?
27,?,?,?,?,?,?,?,?,?,?
28,11144.27,1079.13,47324.06,47553.14,2886.17,18521.91,621.91,4.06,?,21.91
29,11165.66,1078.99,47328.40,47565.10,2878.58,754421.90,1521.90,163.57,21.91,21.90
30,11183.61,1071.11,46917.19,47113.08,2876.68,5148121.96,3421.96,1126.57,21.90,21.96
31,11245.80,1070.81,46840.15,47011.43,2880.57,2085621.80,4721.80,453.90,21.96,21.80
32,11241.00,1073.47,46945.58,47121.08,2883.81,629921.41,3821.41,136.57,21.80,21.41
33,?,?,?,?,?,?,?,?,21.41,?
34,?,?,?,?,?,?,?,?,?,?
35,11191.08,1061.01,46556.55,46735.25,2856.17,531921.15,4721.15,116.64,?,21.15
36,11060.84,1066.05,46674.78,46862.43,2843.49,1211521.40,3321.40,262.52,21.15,21.40
37,10953.57,1054.01,46149.14,46341.54,2811.05,884620.69,8220.69,185.76,21.40,20.69
38,10950.03,1057.65,46329.66,46512.72,2815.91,280621.15,3521.15,58.44,20.69,21.15
39,10986.53,1068.97,46741.54,46931.40,2825.70,1177021.25,4421.25,248.34,21.15,21.25
40,?,?,?,?,?,?,?,?,21.25,?
41,?,?,?,?,?,?,?,?,?,?
42,10947.75,1067.80,46786.74,46988.04,2826.84,575420.79,3820.79,120.50,?,20.79
43,10981.98,1038.81,46399.26,46564.61,2821.25,735120.82,2820.82,153.14,20.79,20.82
44,11022.58,1034.74,46406.74,46569.81,2825.02,1449620.95,5720.95,299.49,20.82,20.95
45,11017.48,1024.61,46211.54,46360.51,2825.15,7884621.35,3021.35,1652.96,20.95,21.35
46,11071.18,1029.14,46370.13,46523.63,2838.22,2192121.12,2221.12,462.25,21.35,21.12
47,?,?,?,?,?,?,?,?,21.12,?
48,?,?,?,?,?,?,?,?,?,?
49,11089.91,1033.03,46508.27,46665.39,2848.48,96821.01,1521.01,20.45,?,21.01
50,11119.72,1028.99,46490.89,46652.19,2843.90,307421.10,2521.10,64.63,21.01,21.10
51,11014.53,1013.84,46051.76,46198.42,2831.71,4217421.05,4221.05,886.08,21.10,21.05
52,10948.88,1009.79,45879.90,46050.52,2801.83,539421.00,4221.00,113.32,21.05,21.00
53,10985.79,1008.41,45948.12,46124.82,2817.57,1217621.08,2021.08,254.19,21.00,21.08
54,?,?,?,?,?,?,?,?,21.08,?
55,?,?,?,?,?,?,?,?,?,?
56,11033.69,1013.72,46286.28,46487.05,2840.57,523721.07,2821.07,110.61,?,21.07
57,10972.28,1007.53,45868.35,46065.85,2831.16,948821.00,2921.00,199.16,21.07,21.00
58,11039.20,1014.91,46241.92,46459.99,2855.69,125221.14,1421.14,26.37,21.00,21.14
59,11052.03,1015.09,46280.36,46510.83,2865.27,11717522.31,15022.31,2635.79,21.14,22.31
60,11010.83,1019.44,46341.14,46622.90,2859.05,552122.35,5322.35,122.04,22.31,22.35
61,?,?,?,?,?,?,?,?,22.35,?
62,?,?,?,?,?,?,?,?,?,?
63,10998.55,1017.25,46137.70,46454.13,2860.68,553322.50,2722.50,123.51,?,22.50
64,10997.33,1023.77,46676.09,47001.38,2868.06,704322.15,4922.15,156.59,22.50,22.15
65,11042.47,1022.74,46762.65,47090.49,2872.90,365222.00,3522.00,80.81,22.15,22.00
66,11042.08,1022.01,46745.26,47060.66,2873.49,4354620.88,21020.88,924.62,22.00,20.88
67,11119.06,1029.77,47074.39,47436.21,2906.74,840120.94,6420.94,177.55,20.88,20.94
68,?,?,?,?,?,?,?,?,20.94,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,1029.96,46933.03,47269.75,2914.24,536220.70,7020.70,111.51,?,20.70
71,11150.86,1027.64,47010.40,47340.43,2911.38,515821.15,5221.15,108.63,20.70,21.15
72,11194.08,1026.57,46888.37,47235.72,2901.67,161021.10,1721.10,33.83,21.15,21.10
73,11231.22,1033.40,47223.68,47606.16,2912.13,1016421.32,8821.32,217.61,21.10,21.32
74,11228.39,1030.99,47125.93,47522.10,2909.77,809621.48,2821.48,172.83,21.32,21.48
75,?,?,?,?,?,?,?,?,21.48,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,1019.65,46668.41,47094.18,2900.59,337720.95,4220.95,70.87,?,20.95
78,11135.62,1004.18,46029.35,46473.62,2868.24,335020.90,2720.90,70.17,20.95,20.90
79,11168.63,1001.19,46068.24,46511.62,2874.75,127320.88,1820.88,26.58,20.90,20.88
80,11069.03,992.85,45580.47,46017.88,2833.61,158920.60,2220.60,33.07,20.88,20.60
81,10908.77,982.63,45066.18,45473.08,2800.67,1437519.70,12319.70,282.33,20.60,19.70
82,?,?,?,?,?,?,?,?,19.70,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,971.44,44585.10,44946.32,2780.21,1044620.34,7120.34,209.91,?,20.34
85,10815.43,974.15,44724.88,45119.16,2774.13,4788321.10,5621.10,1003.08,20.34,21.10
86,10867.86,981.90,45247.90,45644.09,2785.46,651621.65,5221.65,138.77,21.10,21.65
87,10938.55,986.42,45147.57,45528.85,2797.31,2770521.50,1421.50,594.71,21.65,21.50
88,?,?,?,?,?,?,?,?,21.50,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,988.58,45304.74,45679.51,2814.33,89620.97,1720.97,18.88,?,20.97
93,10809.87,974.84,44604.61,44940.36,2769.02,208620.75,2520.75,43.52,20.97,20.75
94,10817.23,976.20,44623.89,44980.62,2766.19,114920.75,2020.75,23.84,20.75,20.75
95,10803.99,975.85,44597.66,44960.02,2760.91,1516420.50,3720.50,310.35,20.75,20.50
96,?,?,?,?,?,?,?,?,20.50,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,975.73,44590.97,44963.96,2764.28,683120.18,4920.18,136.95,?,20.18
99,10820.89,975.68,44725.03,45096.35,2767.26,1274820.20,2020.20,257.37,20.18,20.20
100,10845.27,979.74,45091.63,45495.34,2780.21,20820.57,520.57,4.19,20.20,20.57
101,10908.65,994.45,45688.48,46131.66,2794.43,269420.50,2920.50,54.80,20.57,20.50
102,10807.45,991.42,45525.92,45960.10,2783.53,117120.48,920.48,23.76,20.50,20.48
103,?,?,?,?,?,?,?,?,20.48,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,976.98,44724.14,45167.65,2754.91,485320.00,3320.00,97.19,?,20.00
106,?,?,?,?,?,?,?,?,20.00,?
107,10431.02,961.16,43916.24,44404.81,2705.88,7417718.50,11418.50,1392.45,?,18.50
108,10415.53,947.88,43364.70,43850.06,2695.55,5269317.90,6017.90,942.20,18.50,17.90
109,10373.60,953.25,43447.75,43993.98,2685.57,140617.53,2117.53,24.83,17.90,17.53
110,?,?,?,?,?,?,?,?,17.53,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,957.00,43360.30,43892.82,2660.28,694716.70,6916.70,117.05,?,16.70
113,10282.22,956.98,43159.57,43707.88,2624.40,1072816.07,7716.07,172.72,16.70,16.07
114,10264.95,956.07,43356.73,43908.95,2636.70,86016.30,2116.30,14.10,16.07,16.30
115,10327.20,957.91,43482.18,44027.03,2658.57,1176616.55,1616.55,193.89,16.30,16.55
116,10407.26,957.94,43665.21,44226.06,2669.93,2730316.21,5016.21,447.79,16.55,16.21
117,?,?,?,?,?,?,?,?,16.21,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,960.13,43882.16,44420.22,2685.14,1331516.58,2716.58,218.37,?,16.58
120,10511.46,967.66,44162.18,44653.34,2704.84,167016.85,1516.85,27.84,16.58,16.85
121,?,?,?,?,?,?,?,?,16.85,?
122,10554.34,969.80,43991.51,44466.89,2695.22,360417.99,3917.99,62.58,?,17.99
123,?,?,?,?,?,?,?,?,17.99,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,985.04,44541.73,45060.80,2714.72,316018.00,3418.00,56.54,?,18.00
127,10618.63,983.62,44742.22,45244.29,2733.96,880017.50,4417.50,154.77,18.00,17.50
128,10692.81,989.70,45117.94,45647.76,2752.14,317417.70,2717.70,55.87,17.50,17.70
129,10714.80,982.95,44943.16,45475.08,2760.20,12707717.90,2417.90,2236.45,17.70,17.90
130,10758.03,983.43,44895.35,45408.06,2769.85,47017.99,617.99,8.41,17.90,17.99
131,?,?,?,?,?,?,?,?,17.99,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,990.06,45207.84,45746.01,2790.62,10068117.94,1317.94,1787.15,?,17.94
134,10819.27,1004.51,45771.11,46336.62,2822.41,235817.80,1917.80,42.05,17.94,17.80
135,10913.18,1009.60,46102.42,46676.61,2848.38,183317.65,1317.65,32.46,17.80,17.65
136,10976.80,1005.91,45992.03,46581.16,2871.70,1347316.25,15316.25,218.10,17.65,16.25
137,10991.63,1003.88,46078.68,46646.58,2885.19,2294616.70,2816.70,382.30,16.25,16.70
138,?,?,?,?,?,?,?,?,16.70,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,999.39,46041.35,46615.31,2921.95,560516.60,3016.60,93.51,?,16.60
141,11089.17,996.01,45851.80,46439.10,2893.12,5442016.20,3216.20,878.67,16.60,16.20
142,11082.19,995.72,45933.66,46529.96,2912.70,5903115.73,8315.73,932.89,16.20,15.73
143,11050.12,990.26,45687.76,46311.26,2894.53,13947315.00,8715.00,2126.45,15.73,15.00
144,11130.47,999.44,46145.44,46783.61,2929.62,466315.00,4415.00,69.88,15.00,15.00
145,?,?,?,?,?,?,?,?,15.00,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,1021.35,47277.10,47957.54,2976.83,1236615.45,6115.45,190.55,?,15.45
148,11439.53,1028.33,47579.87,48258.02,2997.81,2171415.90,10615.90,345.02,15.45,15.90
149,11434.08,1032.73,47476.64,48138.07,3000.58,1944716.15,9116.15,315.01,15.90,16.15
150,?,?,?,?,?,?,?,?,16.15,?
151,11518.87,1043.83,47806.34,48503.87,2994.25,1195016.39,7416.39,192.44,?,16.39
152,?,?,?,?,?,?,?,?,16.39,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,1025.46,47175.79,47868.36,2970.24,2215216.30,3116.30,361.16,?,16.30
155,11527.78,1028.91,47620.68,48323.88,2998.79,1078315.91,3015.91,172.76,16.30,15.91
156,11566.33,1031.84,47805.94,48513.29,3026.87,1355016.30,5816.30,217.60,15.91,16.30
157,11598.90,1025.43,47573.66,48259.19,3020.15,1386016.80,9716.80,231.46,16.30,16.80
158,11721.20,1036.26,48209.65,48918.37,3044.38,1609017.25,7117.25,271.52,16.80,17.25
159,?,?,?,?,?,?,?,?,17.25,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,1043.13,48495.01,49207.65,3065.91,1135817.50,7217.50,198.76,?,17.50
162,11906.69,1038.53,48324.52,49050.96,3074.89,89517.50,1517.50,15.54,17.50,17.50
163,12044.12,1039.02,48383.93,49098.70,3098.83,329017.45,2217.45,57.24,17.50,17.45
164,11997.09,1039.63,48152.82,48890.47,3089.32,597717.00,5517.00,100.87,17.45,17.00
165,11980.74,1041.54,48273.42,49057.66,3092.65,266517.15,3317.15,44.57,17.00,17.15
166,?,?,?,?,?,?,?,?,17.15,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,1038.28,48131.61,48917.56,3100.24,72417.00,917.00,12.29,?,17.00
169,12001.25,1038.59,48119.72,48891.04,3120.39,102816.86,916.86,17.48,17.00,16.86
170,11995.61,1034.52,47743.10,48509.84,3122.21,398216.50,2216.50,66.59,16.86,16.50
171,11755.38,998.13,45870.00,46587.68,3038.18,547116.09,5316.09,89.49,16.50,16.09
172,11698.05,976.71,44732.92,45456.77,3001.68,321916.50,3616.50,51.04,16.09,16.50
173,?,?,?,?,?,?,?,?,16.50,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,975.16,44824.62,45531.46,2990.89,216515.76,2515.76,34.37,?,15.76
176,11846.22,979.40,44966.09,45672.10,2999.31,2924816.30,2316.30,462.02,15.76,16.30
177,11772.39,972.28,44893.99,45601.51,2972.55,124816.20,2116.20,20.34,16.30,16.20
178,11665.86,940.51,43667.37,44326.49,2915.58,1810215.80,1515.80,284.75,16.20,15.80
179,11716.43,962.64,44747.79,45442.51,2948.80,1250115.89,1315.89,199.83,15.80,15.89
180,?,?,?,?,?,?,?,?,15.89,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,960.62,44769.00,45461.06,2963.91,10300217.00,2417.00,1648.59,?,17.00
183,11805.57,976.14,45533.94,46254.71,2981.48,213116.60,1716.60,35.83,17.00,16.60
184,11736.24,975.88,45184.98,45899.36,2971.57,89316.50,816.50,14.66,16.60,16.50
185,11820.50,982.38,45613.75,46344.42,2988.19,104116.80,1016.80,17.29,16.50,16.80
186,11822.63,971.06,45110.89,45805.34,2977.06,27816.70,616.70,4.62,16.80,16.70
187,?,?,?,?,?,?,?,?,16.70,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,960.34,44534.34,45172.40,2948.16,43516.30,816.30,7.06,?,16.30
190,11610.73,955.08,44342.23,44969.23,2924.69,324415.30,4015.30,50.90,16.30,15.30
191,11643.94,971.81,45068.55,45727.71,2962.09,96115.65,1015.65,14.87,15.30,15.65
192,11739.32,986.53,45712.72,46390.36,2992.86,10090616.00,2016.00,1614.45,15.65,16.00
193,11784.60,996.18,46150.78,46839.89,3017.66,33816.05,716.05,5.41,16.00,16.05
194,?,?,?,?,?,?,?,?,16.05,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,997.90,46218.05,46922.43,3022.70,109816.13,1116.13,17.61,?,16.13
197,11753.20,997.68,46155.10,46860.35,3017.11,98916.50,1616.50,16.07,16.13,16.50
198,11768.81,1002.01,46287.08,47003.76,3021.27,5516.30,416.30,0.90,16.50,16.30
199,11813.42,999.65,46221.23,46919.83,3023.16,016.30,016.30,0.00,16.30,16.30
200,11837.95,1004.40,46399.74,47120.88,3019.85,142016.50,1316.50,23.41,16.30,16.50
201,?,?,?,?,?,?,?,?,16.50,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,1008.29,46361.70,47075.43,3021.70,46116.35,716.35,7.43,?,16.35
204,11905.16,1013.36,46714.43,47454.90,3029.97,3716.32,516.32,0.59,16.35,16.32
205,11975.99,1013.85,46835.98,47575.74,3050.63,59216.32,1416.32,9.62,16.32,16.32
206,11939.68,1009.47,46713.02,47446.69,3036.16,69016.40,1016.40,11.31,16.32,16.40
207,11930.54,999.82,46258.91,46981.22,3015.00,1381316.35,1416.35,226.04,16.40,16.35
208,?,?,?,?,?,?,?,?,16.35,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,1005.01,46480.62,47214.30,3032.94,75316.07,1616.07,12.01,?,16.07
211,11914.45,1006.09,46663.41,47398.08,3038.42,218515.87,1715.87,34.75,16.07,15.87
212,11934.08,1008.66,46925.65,47676.43,3046.08,86016.26,1016.26,13.80,15.87,16.26
213,12025.60,1020.15,47370.81,48147.76,3060.17,54116.19,516.19,8.66,16.26,16.19
214,12096.51,1042.34,48325.33,49133.14,3110.79,1378516.20,2216.20,223.31,16.19,16.20
215,?,?,?,?,?,?,?,?,16.20,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,1046.18,48458.44,49272.86,3127.41,148416.10,1316.10,23.83,?,16.10
218,12213.07,1029.49,47942.81,48742.34,3127.38,223816.08,2116.08,35.51,16.10,16.08
219,12294.72,1032.76,48306.55,49124.78,3168.23,21816.05,416.05,3.48,16.08,16.05
220,12425.78,1043.81,48862.88,49700.18,3190.86,4485616.05,3116.05,720.03,16.05,16.05
221,12524.35,1049.50,49125.36,49994.77,3206.86,275216.00,1716.00,44.08,16.05,16.00
222,?,?,?,?,?,?,?,?,16.00,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,1065.87,49580.16,50476.37,3225.79,181916.00,2116.00,28.75,?,16.00
225,12783.95,1067.80,49747.66,50646.05,3233.22,241416.10,1516.10,38.73,16.00,16.10
226,12961.14,1077.48,50223.95,51152.95,3271.49,333916.39,4016.39,53.81,16.10,16.39
227,?,?,?,?,?,?,?,?,16.39,?
228,12933.31,1070.04,49976.48,50906.11,3253.28,135416.25,2016.25,21.87,?,16.25
229,?,?,?,?,?,?,?,?,16.25,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,1068.34,49772.46,50713.14,3237.31,213915.95,2715.95,34.48,?,15.95
232,12831.52,1058.51,49162.16,50077.30,3210.57,174615.99,1015.99,27.78,15.95,15.99
233,12826.21,1059.12,49128.05,50032.45,3221.87,186815.91,1815.91,29.80,15.99,15.91
234,12985.38,1076.61,49846.48,50780.47,3260.69,88116.00,1016.00,14.18,15.91,16.00
235,13050.37,1075.72,49895.10,50836.47,3260.35,161415.98,2315.98,25.72,16.00,15.98
236,?,?,?,?,?,?,?,?,15.98,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,1073.76,49818.48,50756.86,3255.45,144815.90,1115.90,22.98,?,15.90
239,12781.02,1056.82,48833.58,49731.02,3197.48,199115.97,2215.97,31.62,15.90,15.97
240,12706.26,1057.65,48537.65,49421.50,3183.87,284716.10,1216.10,45.52,15.97,16.10
241,12801.41,1059.09,48676.45,49569.11,3204.20,124916.07,716.07,19.98,16.10,16.07
242,12801.04,1066.99,48871.98,49771.98,3196.27,434715.98,1815.98,69.85,16.07,15.98
243,?,?,?,?,?,?,?,?,15.98,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,1072.50,49187.22,50099.55,3230.20,12915.97,415.97,2.06,?,15.97
246,12843.19,1068.28,48968.87,49861.54,3226.75,363115.99,1515.99,58.28,15.97,15.99
247,12637.81,1050.12,47919.09,48781.63,3174.71,970015.02,5115.02,148.33,15.99,15.02
248,12178.22,1001.99,45830.66,46598.42,3061.25,162715.00,2415.00,24.68,15.02,15.00
249,12457.22,1022.64,46717.04,47514.09,3142.61,157415.44,1015.44,23.76,15.00,15.44
250,?,?,?,?,?,?,?,?,15.44,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,1046.43,47808.90,48651.54,3199.68,188415.80,1615.80,29.62,?,15.80
253,12962.91,1073.73,48961.51,49839.90,3256.85,175115.77,2215.77,27.45,15.80,15.77
254,12983.95,1082.59,49437.02,50312.63,3285.29,211715.74,2515.74,33.04,15.77,15.74
255,13011.41,1091.91,49771.55,50644.38,3303.55,188215.50,1515.50,29.24,15.74,15.50
256,12998.59,1085.54,49348.61,50196.31,3285.49,191115.40,1715.40,29.53,15.50,15.40
257,?,?,?,?,?,?,?,?,15.40,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,1075.00,48917.85,49741.35,3260.05,106115.30,1015.30,16.19,?,15.30
260,13085.22,1083.52,49434.46,50258.11,3286.61,489215.00,4115.00,73.69,15.30,15.00
261,13049.76,1082.59,49413.33,50227.43,3277.41,1156614.52,6314.52,172.53,15.00,14.52
262,13124.47,1101.90,50300.53,51171.25,3316.59,1253814.50,10514.50,182.85,14.52,14.50
263,13140.38,1102.87,50308.19,51202.75,3316.08,786115.20,5715.20,117.17,14.50,15.20
264,?,?,?,?,?,?,?,?,15.20,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,1092.34,49955.87,50869.00,3291.57,494514.94,3514.94,73.56,?,14.94
267,13131.43,1090.75,49979.47,50887.67,3275.67,1991714.48,10914.48,289.65,14.94,14.48
268,13114.91,1100.93,50301.69,51221.45,3299.72,1479014.17,7714.17,211.06,14.48,14.17
269,13233.88,1114.22,50936.34,51846.54,3336.44,5881013.90,14113.90,829.32,14.17,13.90
270,13346.97,1114.37,50819.81,51704.53,3352.18,28530013.90,7113.90,3987.07,13.90,13.90
271,?,?,?,?,?,?,?,?,13.90,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,1101.87,50301.85,51191.50,3349.29,1882413.41,6113.41,255.06,?,13.41
274,13338.19,1107.49,50782.48,51691.24,3351.68,636313.40,5813.40,85.47,13.41,13.40
275,13386.01,1106.60,50803.40,51709.58,3364.40,683713.85,5313.85,94.22,13.40,13.85
276,13476.11,1106.08,50982.03,51911.61,3383.62,2189613.70,8613.70,301.42,13.85,13.70
277,13513.64,1100.03,50601.24,51511.63,3381.52,320713.76,4213.76,44.25,13.70,13.76
278,?,?,?,?,?,?,?,?,13.76,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,1099.18,50338.71,51239.47,3383.60,240113.76,1913.76,33.02,?,13.76
281,13399.64,1094.43,50137.88,51021.26,3368.14,136113.70,2013.70,18.67,13.76,13.70
282,13361.98,1099.62,50335.02,51215.99,3379.96,96213.65,1213.65,13.14,13.70,13.65
283,13589.27,1133.79,51806.83,52744.48,3454.41,331913.90,2613.90,45.58,13.65,13.90
284,13638.56,1145.75,52230.47,53193.87,3477.04,1750114.25,8314.25,248.16,13.90,14.25
285,?,?,?,?,?,?,?,?,14.25,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,1149.36,52520.91,53498.97,3508.85,1301114.42,5314.42,187.71,?,14.42
288,13824.94,1155.55,52590.73,53588.87,3544.07,1457014.76,8214.76,214.24,14.42,14.76
289,13886.79,1157.21,52861.41,53918.41,3548.14,775514.79,4614.79,114.82,14.76,14.79
290,14155.74,1145.47,52573.59,53571.90,3572.96,898914.40,6314.40,128.88,14.79,14.40
291,14253.72,1149.25,52587.24,53572.92,3535.97,790814.72,5014.72,114.80,14.40,14.72
292,?,?,?,?,?,?,?,?,14.72,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,1183.23,53853.55,54903.39,3606.06,16035914.68,6014.68,2354.74,?,14.68
295,14512.68,1179.93,53781.81,54818.06,3615.60,9990615.40,11415.40,1478.32,14.68,15.40
296,14327.32,1168.29,53389.74,54433.41,3596.10,1273415.32,7215.32,195.39,15.40,15.32
297,14572.10,1183.43,53994.46,55063.75,3637.76,2062815.49,7315.49,318.35,15.32,15.49
298,14753.57,1179.30,53887.13,55023.42,3651.19,23554515.91,12815.91,3664.57,15.49,15.91
299,?,?,?,?,?,?,?,?,15.91,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,1192.58,54180.04,55362.19,3660.45,5582516.35,16916.35,906.21,?,16.35
302,14994.44,1198.39,54536.95,55688.45,3688.57,6527816.74,12716.74,1094.60,16.35,16.74
303,14942.82,1190.55,54095.32,55240.01,3660.80,2052216.40,8116.40,344.98,16.74,16.40
304,14928.63,1179.94,53607.86,54734.18,3628.73,1639816.30,10816.30,259.10,16.40,16.30
305,?,?,?,?,?,?,?,?,16.30,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,1187.46,53989.37,55121.60,3668.56,16537,36,268.97,?,16.30
309,14877.29,1170.73,53504.47,54600.05,3645.18,109692,59,1751.69,16.30,16.00
310,14860.69,1181.53,53924.01,55035.36,3650.27,36010,83,572.45,16.00,15.79
340,13476.564027366672,940.5391915423164,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,941.0590531479316,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,941.578914753547,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,943.1384995703929,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,946.2576692040852,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
