%310
@RELATION BG11SOSOBT18
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-CEE NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
300,?,?,?,?,?,?,?
301,54180.04,809.15,07.90,07.90,0.00,?,7.90
302,54536.95,813.37,07.90,07.90,0.00,7.90,7.90
303,54095.32,806.76,07.90,07.90,0.00,7.90,7.90
304,53607.86,799.19,07.90,07.90,0.00,7.90,7.90
305,?,?,?,?,?,7.90,?
306,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?
308,53989.37,801.72,0,0,0.00,?,7.90
309,53504.47,799.00,0,0,0.00,7.90,7.90
310,53924.01,804.57,0,0,0.00,7.90,7.90
340,45857.110734846676,772.4384498456855,?,?,?,?,?,? 
370,46189.882480874876,764.8922210495718,?,?,?,?,?,? 
400,46522.654226903076,757.345992253458,?,?,?,?,?,? 
490,47520.969464987684,734.7073058651168,?,?,?,?,?,? 
670,49517.5999411569,689.4299330884348,?,?,?,?,?,? 
