%310
@RELATION PLTALEX00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-INFO NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
135,802.28,46102.42,1180.62,46676.61,07.65,07.65,0.00,7.65,7.65
136,806.45,45992.03,1159.61,46581.16,07.35,07.35,0.00,7.65,7.35
137,810.69,46078.68,1125.40,46646.58,07.35,07.35,0.00,7.35,7.35
138,?,?,?,?,?,?,?,7.35,?
139,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1137.52,46615.31,998.39,18.39,0.83,?,8.39
141,819.76,45851.80,1125.99,46439.10,228.39,18.39,0.18,8.39,8.39
142,818.82,45933.66,1125.44,46529.96,18.39,18.39,0.01,8.39,8.39
143,814.69,45687.76,1120.21,46311.26,08.39,08.39,0.00,8.39,8.39
144,820.11,46145.44,1124.91,46783.61,2498.38,2498.38,2.09,8.39,8.38
145,?,?,?,?,?,?,?,8.38,?
146,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1142.01,47957.54,08.38,08.38,0.00,?,8.38
148,838.40,47579.87,1154.78,48258.02,238.30,28.30,0.19,8.38,8.30
149,842.72,47476.64,1171.08,48138.07,18.35,18.35,0.01,8.30,8.35
150,?,?,?,?,?,?,?,8.35,?
151,841.72,47806.34,1165.26,48503.87,18.35,18.35,0.01,?,8.35
152,?,?,?,?,?,?,?,8.35,?
153,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1165.63,47868.36,588.35,18.35,0.48,?,8.35
155,854.67,47620.68,1159.94,48323.88,08.35,08.35,0.00,8.35,8.35
156,859.35,47805.94,1151.72,48513.29,08.35,08.35,0.00,8.35,8.35
157,864.95,47573.66,1162.00,48259.19,5568.00,28.00,4.45,8.35,8.00
158,866.67,48209.65,1181.72,48918.37,08.00,08.00,0.00,8.00,8.00
159,?,?,?,?,?,?,?,8.00,?
160,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1181.70,49207.65,08.00,08.00,0.00,?,8.00
162,870.60,48324.52,1178.63,49050.96,08.00,08.00,0.00,8.00,8.00
163,878.91,48383.93,1192.84,49098.70,08.00,08.00,0.00,8.00,8.00
164,877.48,48152.82,1194.64,48890.47,08.00,08.00,0.00,8.00,8.00
165,880.65,48273.42,1193.40,49057.66,4017.95,37.95,3.10,8.00,7.95
166,?,?,?,?,?,?,?,7.95,?
167,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1195.82,48917.56,07.95,07.95,0.00,?,7.95
169,886.71,48119.72,1195.92,48891.04,07.95,07.95,0.00,7.95,7.95
170,885.25,47743.10,1196.01,48509.84,07.95,07.95,0.00,7.95,7.95
171,864.38,45870.00,1146.73,46587.68,3037.95,1087.95,2.40,7.95,7.95
172,855.18,44732.92,1176.34,45456.77,1057.95,17.95,0.83,7.95,7.95
173,?,?,?,?,?,?,?,7.95,?
174,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1173.52,45531.46,4507.87,27.87,3.47,?,7.87
176,863.23,44966.09,1180.90,45672.10,07.87,07.87,0.00,7.87,7.87
177,858.05,44893.99,1166.57,45601.51,07.87,07.87,0.00,7.87,7.87
178,847.97,43667.37,1139.46,44326.49,3417.87,1427.87,2.66,7.87,7.87
179,848.08,44747.79,1160.39,45442.51,12507.87,47.87,9.80,7.87,7.87
180,?,?,?,?,?,?,?,7.87,?
181,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1150.94,45461.06,18.00,18.00,0.01,?,8.00
183,853.37,45533.94,1175.36,46254.71,11007.80,47.80,8.35,8.00,7.80
184,850.45,45184.98,1196.30,45899.36,07.80,07.80,0.00,7.80,7.80
185,855.94,45613.75,1189.64,46344.42,17.80,17.80,0.01,7.80,7.80
186,851.88,45110.89,1161.10,45805.34,17.99,17.99,0.01,7.80,7.99
187,?,?,?,?,?,?,?,7.99,?
188,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1167.58,45172.40,17.99,17.99,0.01,?,7.99
190,842.60,44342.23,1165.35,44969.23,17.99,17.99,0.01,7.99,7.99
191,844.03,45068.55,1180.80,45727.71,17.99,17.99,0.01,7.99,7.99
192,845.84,45712.72,1192.09,46390.36,17.99,17.99,0.01,7.99,7.99
193,849.99,46150.78,1209.79,46839.89,2127.59,37.59,1.61,7.99,7.59
194,?,?,?,?,?,?,?,7.59,?
195,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1196.78,46922.43,17.82,17.82,0.01,?,7.82
197,847.84,46155.10,1214.42,46860.35,07.82,07.82,0.00,7.82,7.82
198,845.85,46287.08,1215.81,47003.76,2417.82,37.82,1.80,7.82,7.82
199,845.70,46221.23,1211.51,46919.83,2597.70,27.70,1.96,7.82,7.70
200,848.06,46399.74,1210.19,47120.88,17.82,17.82,0.01,7.70,7.82
201,?,?,?,?,?,?,?,7.82,?
202,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1235.07,47075.43,3067.82,37.82,2.35,?,7.82
204,852.44,46714.43,1232.24,47454.90,2277.60,2277.60,1.73,7.82,7.60
205,858.02,46835.98,1222.66,47575.74,62027.60,107.60,49.10,7.60,7.60
206,858.31,46713.02,1219.75,47446.69,67539.00,139.00,56.63,7.60,9.00
207,858.83,46258.91,1209.19,46981.22,440810.00,1410.00,43.58,9.00,10.00
208,?,?,?,?,?,?,?,10.00,?
209,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1199.78,47214.30,13619.98,39.98,13.59,?,9.98
211,870.15,46663.41,1213.77,47398.08,19.98,19.98,0.01,9.98,9.98
212,878.25,46925.65,1223.90,47676.43,29.90,29.90,0.02,9.98,9.90
213,881.30,47370.81,1222.52,48147.76,09.90,09.90,0.00,9.90,9.90
214,884.10,48325.33,1231.68,49133.14,8789.55,19.55,8.38,9.90,9.55
215,?,?,?,?,?,?,?,9.55,?
216,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1230.24,49272.86,3759.30,29.30,3.49,?,9.30
218,891.86,47942.81,1233.34,48742.34,3509.20,19.20,3.22,9.30,9.20
219,898.91,48306.55,1236.11,49124.78,4999.10,19.10,4.54,9.20,9.10
220,903.85,48862.88,1227.93,49700.18,39739.10,29.10,36.15,9.10,9.10
221,909.96,49125.36,1228.51,49994.77,09.10,09.10,0.00,9.10,9.10
222,?,?,?,?,?,?,?,9.10,?
223,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1249.41,50476.37,09.10,09.10,0.00,?,9.10
225,922.16,49747.66,1253.14,50646.05,09.10,09.10,0.00,9.10,9.10
226,928.58,50223.95,1260.91,51152.95,09.10,09.10,0.00,9.10,9.10
227,?,?,?,?,?,?,?,9.10,?
228,928.83,49976.48,1262.98,50906.11,09.10,09.10,0.00,?,9.10
229,?,?,?,?,?,?,?,9.10,?
230,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1251.04,50713.14,09.10,09.10,0.00,?,9.10
232,914.58,49162.16,1247.19,50077.30,09.10,09.10,0.00,9.10,9.10
233,920.30,49128.05,1248.67,50032.45,14989.05,29.05,13.56,9.10,9.05
234,931.73,49846.48,1258.64,50780.47,09.05,09.05,0.00,9.05,9.05
235,930.27,49895.10,1247.33,50836.47,09.05,09.05,0.00,9.05,9.05
236,?,?,?,?,?,?,?,9.05,?
237,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1237.10,50756.86,09.05,09.05,0.00,?,9.05
239,921.40,48833.58,1229.04,49731.02,09.05,09.05,0.00,9.05,9.05
240,919.00,48537.65,1239.92,49421.50,09.05,09.05,0.00,9.05,9.05
241,924.88,48676.45,1251.80,49569.11,09.05,09.05,0.00,9.05,9.05
242,925.91,48871.98,1261.01,49771.98,09.05,09.05,0.00,9.05,9.05
243,?,?,?,?,?,?,?,9.05,?
244,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1259.01,50099.55,367310.67,21110.67,37.39,?,10.67
246,926.93,48968.87,1257.15,49861.54,246110.47,31110.47,26.16,10.67,10.47
247,918.91,47919.09,1243.35,48781.63,010.47,010.47,0.00,10.47,10.47
248,890.19,45830.66,1185.76,46598.42,105210.00,210.00,10.54,10.47,10.00
249,902.70,46717.04,1237.06,47514.09,1010.00,110.00,0.10,10.00,10.00
250,?,?,?,?,?,?,?,10.00,?
251,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1243.34,48651.54,010.00,010.00,0.00,?,10.00
253,931.39,48961.51,1250.38,49839.90,010.00,010.00,0.00,10.00,10.00
254,934.25,49437.02,1263.62,50312.63,9510.00,110.00,0.95,10.00,10.00
255,943.52,49771.55,1276.66,50644.38,25010.10,110.10,2.53,10.00,10.10
256,948.06,49348.61,1298.01,50196.31,120510.23,310.23,12.21,10.10,10.23
257,?,?,?,?,?,?,?,10.23,?
258,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1275.46,49741.35,24310.23,210.23,2.49,?,10.23
260,960.97,49434.46,1297.54,50258.11,010.23,010.23,0.00,10.23,10.23
261,957.28,49413.33,1284.43,50227.43,22910.23,110.23,2.34,10.23,10.23
262,963.32,50300.53,1287.16,51171.25,5299.83,49.83,5.20,10.23,9.83
263,962.49,50308.19,1303.27,51202.75,09.83,09.83,0.00,9.83,9.83
264,?,?,?,?,?,?,?,9.83,?
265,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1279.78,50869.00,09.83,09.83,0.00,?,9.83
267,957.44,49979.47,1298.17,50887.67,13019.82,79.82,12.85,9.83,9.82
268,961.02,50301.69,1316.37,51221.45,15299.71,79.71,15.21,9.82,9.71
269,969.92,50936.34,1330.10,51846.54,3109.71,49.71,3.11,9.71,9.71
270,977.10,50819.81,1345.84,51704.53,50910.15,310.15,5.17,9.71,10.15
271,?,?,?,?,?,?,?,10.15,?
272,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,1344.48,51191.50,010.15,010.15,0.00,?,10.15
274,984.17,50782.48,1340.21,51691.24,31179.99,139.99,30.59,10.15,9.99
275,987.01,50803.40,1343.11,51709.58,09.99,09.99,0.00,9.99,9.99
276,988.62,50982.03,1339.95,51911.61,20010.19,20010.19,2.04,9.99,10.19
277,992.25,50601.24,1323.45,51511.63,4009.90,29.90,3.96,10.19,9.90
278,?,?,?,?,?,?,?,9.90,?
279,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,1339.98,51239.47,3659.90,49.90,3.63,?,9.90
281,993.38,50137.88,1327.31,51021.26,09.90,09.90,0.00,9.90,9.90
282,996.97,50335.02,1320.08,51215.99,14949.81,39.81,14.69,9.90,9.81
283,1011.15,51806.83,1352.10,52744.48,09.81,09.81,0.00,9.81,9.81
284,1024.81,52230.47,1345.83,53193.87,19.81,19.81,0.01,9.81,9.81
285,?,?,?,?,?,?,?,9.81,?
286,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,1348.18,53498.97,09.81,09.81,0.00,?,9.81
288,1039.64,52590.73,1382.18,53588.87,4309.96,39.96,4.22,9.81,9.96
289,1036.86,52861.41,1368.16,53918.41,09.96,09.96,0.00,9.96,9.96
290,1049.92,52573.59,1375.02,53571.90,339.96,19.96,0.33,9.96,9.96
291,1051.86,52587.24,1361.11,53572.92,2299.96,19.96,2.28,9.96,9.96
292,?,?,?,?,?,?,?,9.96,?
293,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,1389.98,54903.39,3419.97,29.97,3.40,?,9.97
295,1078.51,53781.81,1383.79,54818.06,22499.97,69.97,22.42,9.97,9.97
296,1074.66,53389.74,1387.21,54433.41,23110.07,310.07,2.33,9.97,10.07
297,1083.34,53994.46,1392.05,55063.75,35710.00,3110.00,3.58,10.07,10.00
298,1095.80,53887.13,1408.73,55023.42,26110.05,410.05,2.61,10.00,10.05
299,?,?,?,?,?,?,?,10.05,?
300,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,1424.20,55362.19,54610.12,610.12,5.51,?,10.12
302,1114.63,54536.95,1415.96,55688.45,250510.15,710.15,25.43,10.12,10.15
303,1107.62,54095.32,1435.46,55240.01,462810.50,1510.50,49.36,10.15,10.50
304,1109.36,53607.86,1416.41,54734.18,34810.74,310.74,3.66,10.50,10.74
305,?,?,?,?,?,?,?,10.74,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,1446.55,55121.60,1013,3,10.88,?,11.00
309,1101.37,53504.47,1441.92,54600.05,1562,11,17.38,11.00,11.49
310,1106.35,53924.01,1445.73,55035.36,1,1,0.01,11.49,11.40
340,991.5027484429278,45857.110734846676,1298.5945247741247,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,1325.4888178463666,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,1352.3831109186085,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,1433.0659901353345,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,1594.4317485687864,50321.45475349891,?,?,?,?,?,? 
