%310
@RELATION NL0000474351
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
125,?,?,?,?,?,?,?,?,?
126,2568.68,44541.73,45060.80,2714.72,129479.49,4279.49,103.48,?,79.49
127,2587.84,44742.22,45244.29,2733.96,1616979.00,4279.00,1277.63,79.49,79.00
128,2610.73,45117.94,45647.76,2752.14,5999678.50,7478.50,4711.12,79.00,78.50
129,2630.10,44943.16,45475.08,2760.20,6279079.98,6979.98,4929.83,78.50,79.98
130,2654.43,44895.35,45408.06,2769.85,1323679.50,3179.50,1053.13,79.98,79.50
131,?,?,?,?,?,?,?,79.50,?
132,?,?,?,?,?,?,?,?,?
133,2678.95,45207.84,45746.01,2790.62,1755079.00,6779.00,1395.77,?,79.00
134,2713.50,45771.11,46336.62,2822.41,251680.00,5580.00,201.37,79.00,80.00
135,2720.73,46102.42,46676.61,2848.38,51081.50,4981.50,41.30,80.00,81.50
136,2740.12,45992.03,46581.16,2871.70,360481.58,7181.58,289.52,81.50,81.58
137,2751.78,46078.68,46646.58,2885.19,68380.90,6380.90,55.09,81.58,80.90
138,?,?,?,?,?,?,?,80.90,?
139,?,?,?,?,?,?,?,?,?
140,2788.61,46041.35,46615.31,2921.95,206780.00,6680.00,165.20,?,80.00
141,2759.55,45851.80,46439.10,2893.12,1643278.50,2278.50,1295.54,80.00,78.50
142,2771.55,45933.66,46529.96,2912.70,1030979.01,2979.01,816.41,78.50,79.01
143,2756.32,45687.76,46311.26,2894.53,1369979.90,6679.90,1079.15,79.01,79.90
144,2776.52,46145.44,46783.61,2929.62,129379.90,4979.90,102.70,79.90,79.90
145,?,?,?,?,?,?,?,79.90,?
146,?,?,?,?,?,?,?,?,?
147,2828.89,47277.10,47957.54,2976.83,311780.69,7480.69,249.60,?,80.69
148,2829.62,47579.87,48258.02,2997.81,72680.50,5780.50,58.37,80.69,80.50
149,2809.70,47476.64,48138.07,3000.58,117380.90,6580.90,94.46,80.50,80.90
150,?,?,?,?,?,?,?,80.90,?
151,2812.75,47806.34,48503.87,2994.25,125080.89,1180.89,100.03,?,80.89
152,?,?,?,?,?,?,?,80.89,?
153,?,?,?,?,?,?,?,?,?
154,2796.00,47175.79,47868.36,2970.24,102580.90,5680.90,82.30,?,80.90
155,2837.22,47620.68,48323.88,2998.79,67381.75,3781.75,54.28,80.90,81.75
156,2888.79,47805.94,48513.29,3026.87,4251481.87,3281.87,3441.72,81.75,81.87
157,2875.78,47573.66,48259.19,3020.15,6871780.91,3480.91,5572.60,81.87,80.91
158,2886.30,48209.65,48918.37,3044.38,434683.00,4083.00,353.08,80.91,83.00
159,?,?,?,?,?,?,?,83.00,?
160,?,?,?,?,?,?,?,?,?
161,2904.56,48495.01,49207.65,3065.91,75883.85,1883.85,63.02,?,83.85
162,2931.48,48324.52,49050.96,3074.89,1724683.87,2683.87,1447.15,83.85,83.87
163,2943.65,48383.93,49098.70,3098.83,461884.55,1784.55,387.29,83.87,84.55
164,2925.31,48152.82,48890.47,3089.32,10784.80,884.80,9.01,84.55,84.80
165,2942.25,48273.42,49057.66,3092.65,640384.68,6884.68,533.78,84.80,84.68
166,?,?,?,?,?,?,?,84.68,?
167,?,?,?,?,?,?,?,?,?
168,2956.40,48131.61,48917.56,3100.24,400984.05,2284.05,336.78,?,84.05
169,2979.55,48119.72,48891.04,3120.39,450183.66,2383.66,378.58,84.05,83.66
170,2974.95,47743.10,48509.84,3122.21,111184.49,1584.49,93.20,83.66,84.49
171,2905.31,45870.00,46587.68,3038.18,834984.00,3084.00,701.14,84.49,84.00
172,2844.16,44732.92,45456.77,3001.68,3469480.20,5780.20,2838.02,84.00,80.20
173,?,?,?,?,?,?,?,80.20,?
174,?,?,?,?,?,?,?,?,?
175,2824.47,44824.62,45531.46,2990.89,1209381.50,2281.50,978.03,?,81.50
176,2821.05,44966.09,45672.10,2999.31,2094881.00,1181.00,1695.16,81.50,81.00
177,2807.75,44893.99,45601.51,2972.55,23881.00,1081.00,19.13,81.00,81.00
178,2736.47,43667.37,44326.49,2915.58,2175678.00,2278.00,1725.73,81.00,78.00
179,2776.93,44747.79,45442.51,2948.80,1587080.00,3980.00,1269.64,78.00,80.00
180,?,?,?,?,?,?,?,80.00,?
181,?,?,?,?,?,?,?,?,?
182,2809.58,44769.00,45461.06,2963.91,554880.50,1780.50,443.86,?,80.50
183,2832.22,45533.94,46254.71,2981.48,23283.00,1083.00,19.04,80.50,83.00
184,2815.62,45184.98,45899.36,2971.57,83886.61,1486.61,70.17,83.00,86.61
185,2833.65,45613.75,46344.42,2988.19,2453583.10,3583.10,2078.93,86.61,83.10
186,2823.50,45110.89,45805.34,2977.06,860785.50,1485.50,732.77,83.10,85.50
187,?,?,?,?,?,?,?,85.50,?
188,?,?,?,?,?,?,?,?,?
189,2780.48,44534.34,45172.40,2948.16,1042885.70,2485.70,892.77,?,85.70
190,2753.06,44342.23,44969.23,2924.69,183286.00,1486.00,156.00,85.70,86.00
191,2792.18,45068.55,45727.71,2962.09,328389.00,3189.00,291.88,86.00,89.00
192,2830.11,45712.72,46390.36,2992.86,545788.55,6088.55,486.55,89.00,88.55
193,2859.48,46150.78,46839.89,3017.66,101889.00,689.00,90.60,88.55,89.00
194,?,?,?,?,?,?,?,89.00,?
195,?,?,?,?,?,?,?,?,?
196,2869.26,46218.05,46922.43,3022.70,37289.58,1589.58,33.26,?,89.58
197,2865.65,46155.10,46860.35,3017.11,17989.48,989.48,15.96,89.58,89.48
198,2869.34,46287.08,47003.76,3021.27,272989.00,2389.00,243.10,89.48,89.00
199,2886.09,46221.23,46919.83,3023.16,434589.40,2589.40,382.85,89.00,89.40
200,2881.70,46399.74,47120.88,3019.85,1444289.00,2089.00,1274.15,89.40,89.00
201,?,?,?,?,?,?,?,89.00,?
202,?,?,?,?,?,?,?,?,?
203,2871.14,46361.70,47075.43,3021.70,39489.00,889.00,34.92,?,89.00
204,2908.96,46714.43,47454.90,3029.97,587388.99,2788.99,517.62,89.00,88.99
205,2923.77,46835.98,47575.74,3050.63,48888.89,2088.89,42.96,88.99,88.89
206,2914.72,46713.02,47446.69,3036.16,3088.01,588.01,2.64,88.89,88.01
207,2886.24,46258.91,46981.22,3015.00,1939388.80,1188.80,1715.90,88.01,88.80
208,?,?,?,?,?,?,?,88.80,?
209,?,?,?,?,?,?,?,?,?
210,2914.05,46480.62,47214.30,3032.94,1869088.90,2088.90,1659.57,?,88.90
211,2928.38,46663.41,47398.08,3038.42,3272188.80,1488.80,2889.54,88.90,88.80
212,2924.02,46925.65,47676.43,3046.08,355488.00,1688.00,313.54,88.80,88.00
213,2945.73,47370.81,48147.76,3060.17,173588.80,2688.80,153.41,88.00,88.80
214,3020.01,48325.33,49133.14,3110.79,1109688.20,1688.20,985.30,88.80,88.20
215,?,?,?,?,?,?,?,88.20,?
216,?,?,?,?,?,?,?,?,?
217,3032.65,48458.44,49272.86,3127.41,656088.60,888.60,582.41,?,88.60
218,3037.01,47942.81,48742.34,3127.38,35588.00,1088.00,31.43,88.60,88.00
219,3084.81,48306.55,49124.78,3168.23,3189.00,589.00,2.74,88.00,89.00
220,3128.68,48862.88,49700.18,3190.86,110889.00,2389.00,98.68,89.00,89.00
221,3163.87,49125.36,49994.77,3206.86,102992.50,2292.50,93.09,89.00,92.50
222,?,?,?,?,?,?,?,92.50,?
223,?,?,?,?,?,?,?,?,?
224,3182.23,49580.16,50476.37,3225.79,247992.40,3892.40,226.83,?,92.40
225,3202.74,49747.66,50646.05,3233.22,45593.75,1793.75,42.37,92.40,93.75
226,3253.52,50223.95,51152.95,3271.49,183495.45,4495.45,174.93,93.75,95.45
227,?,?,?,?,?,?,?,95.45,?
228,3239.52,49976.48,50906.11,3253.28,19595.00,895.00,18.53,?,95.00
229,?,?,?,?,?,?,?,95.00,?
230,?,?,?,?,?,?,?,?,?
231,3222.20,49772.46,50713.14,3237.31,120292.08,2292.08,111.09,?,92.08
232,3180.64,49162.16,50077.30,3210.57,18091.52,1191.52,16.53,92.08,91.52
233,3168.92,49128.05,50032.45,3221.87,43891.44,1091.44,40.08,91.52,91.44
234,3209.11,49846.48,50780.47,3260.69,29192.00,892.00,27.05,91.44,92.00
235,3231.44,49895.10,50836.47,3260.35,274592.64,4592.64,253.66,92.00,92.64
236,?,?,?,?,?,?,?,92.64,?
237,?,?,?,?,?,?,?,?,?
238,3205.90,49818.48,50756.86,3255.45,299892.00,1892.00,275.82,?,92.00
239,3147.92,48833.58,49731.02,3197.48,95191.40,1491.40,86.93,92.00,91.40
240,3091.84,48537.65,49421.50,3183.87,54492.30,892.30,49.58,91.40,92.30
241,3095.55,48676.45,49569.11,3204.20,3879091.30,4591.30,3568.22,92.30,91.30
242,3087.13,48871.98,49771.98,3196.27,733992.00,4692.00,674.57,91.30,92.00
243,?,?,?,?,?,?,?,92.00,?
244,?,?,?,?,?,?,?,?,?
245,3129.09,49187.22,50099.55,3230.20,13293.70,593.70,12.20,?,93.70
246,3139.25,48968.87,49861.54,3226.75,24593.10,1293.10,22.74,93.70,93.10
247,3092.12,47919.09,48781.63,3174.71,22492.40,792.40,20.65,93.10,92.40
248,2958.80,45830.66,46598.42,3061.25,398587.05,3187.05,356.16,92.40,87.05
249,3043.50,46717.04,47514.09,3142.61,150387.30,2387.30,131.78,87.05,87.30
250,?,?,?,?,?,?,?,87.30,?
251,?,?,?,?,?,?,?,?,?
252,3124.36,47808.90,48651.54,3199.68,2420690.01,3690.01,2178.29,?,90.01
253,3166.39,48961.51,49839.90,3256.85,24694.00,794.00,22.64,90.01,94.00
254,3194.64,49437.02,50312.63,3285.29,51994.49,1894.49,48.88,94.00,94.49
255,3213.18,49771.55,50644.38,3303.55,1413294.34,894.34,1335.33,94.49,94.34
256,3183.67,49348.61,50196.31,3285.49,1194.80,294.80,1.04,94.34,94.80
257,?,?,?,?,?,?,?,94.80,?
258,?,?,?,?,?,?,?,?,?
259,3135.12,48917.85,49741.35,3260.05,231894.11,2394.11,219.39,?,94.11
260,3156.03,49434.46,50258.11,3286.61,546394.00,794.00,513.52,94.11,94.00
261,3157.83,49413.33,50227.43,3277.41,14193.25,693.25,13.15,94.00,93.25
262,3222.54,50300.53,51171.25,3316.59,746594.50,1294.50,702.00,93.25,94.50
263,3229.62,50308.19,51202.75,3316.08,57494.84,1194.84,54.40,94.50,94.84
264,?,?,?,?,?,?,?,94.84,?
265,?,?,?,?,?,?,?,?,?
266,3217.71,49955.87,50869.00,3291.57,33194.01,1894.01,31.14,?,94.01
267,3194.37,49979.47,50887.67,3275.67,1349392.50,3792.50,1244.70,94.01,92.50
268,3236.84,50301.69,51221.45,3299.72,58194.00,2494.00,54.47,92.50,94.00
269,3290.09,50936.34,51846.54,3336.44,144998.99,3198.99,140.58,94.00,98.99
270,3296.37,50819.81,51704.53,3352.18,156899.30,2399.30,155.17,98.99,99.30
271,?,?,?,?,?,?,?,99.30,?
272,?,?,?,?,?,?,?,?,?
273,3275.69,50301.85,51191.50,3349.29,456497.00,2997.00,445.14,?,97.00
274,3315.88,50782.48,51691.24,3351.68,54798.80,2398.80,53.54,97.00,98.80
275,3320.03,50803.40,51709.58,3364.40,79698.00,998.00,78.08,98.80,98.00
276,3338.30,50982.03,51911.61,3383.62,50697.02,597.02,49.31,98.00,97.02
277,3322.87,50601.24,51511.63,3381.52,143797.80,2597.80,139.51,97.02,97.80
278,?,?,?,?,?,?,?,97.80,?
279,?,?,?,?,?,?,?,?,?
280,3307.23,50338.71,51239.47,3383.60,19396.82,1196.82,18.69,?,96.82
281,3285.49,50137.88,51021.26,3368.14,2997.79,597.79,2.80,96.82,97.79
282,3299.43,50335.02,51215.99,3379.96,15097.90,597.90,14.68,97.79,97.90
283,3371.00,51806.83,52744.48,3454.41,354499.39,1399.39,347.04,97.90,99.39
284,3402.39,52230.47,53193.87,3477.04,53797.88,1797.88,52.90,99.39,97.88
285,?,?,?,?,?,?,?,97.88,?
286,?,?,?,?,?,?,?,?,?
287,3447.55,52520.91,53498.97,3508.85,328098.99,1098.99,321.09,?,98.99
288,3490.38,52590.73,53588.87,3544.07,252898.80,4398.80,248.19,98.99,98.80
289,3511.41,52861.41,53918.41,3548.14,118099.89,2199.89,116.70,98.80,99.89
290,3514.54,52573.59,53571.90,3572.96,758100.50,13100.50,75.32,99.89,100.50
291,3452.12,52587.24,53572.92,3535.97,202101.00,14101.00,20.33,100.50,101.00
292,?,?,?,?,?,?,?,101.00,?
293,?,?,?,?,?,?,?,?,?
294,3528.36,53853.55,54903.39,3606.06,16342104.50,39104.50,1704.25,?,104.50
295,3534.57,53781.81,54818.06,3615.60,781104.90,23104.90,81.86,104.50,104.90
296,3522.13,53389.74,54433.41,3596.10,656102.80,21102.80,68.11,104.90,102.80
297,3563.56,53994.46,55063.75,3637.76,1887102.50,16102.50,193.52,102.80,102.50
298,3567.78,53887.13,55023.42,3651.19,3337105.50,17105.50,349.76,102.50,105.50
299,?,?,?,?,?,?,?,105.50,?
300,?,?,?,?,?,?,?,?,?
301,3559.25,54180.04,55362.19,3660.45,965109.90,21109.90,104.28,?,109.90
302,3572.51,54536.95,55688.45,3688.57,10553109.60,21109.60,1157.06,109.90,109.60
303,3531.31,54095.32,55240.01,3660.80,649108.00,19108.00,71.03,109.60,108.00
304,3488.69,53607.86,54734.18,3628.73,912109.50,13109.50,99.96,108.00,109.50
305,?,?,?,?,?,?,?,109.50,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,3514.71,53989.37,55121.60,3668.56,355,16,38.89,?,109.50
309,3493.80,53504.47,54600.05,3645.18,522,12,57.70,109.50,110.80
310,3512.17,53924.01,55035.36,3650.27,6734,22,752.11,110.80,109.50
340,3118.097704907077,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,3156.981569607352,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,3195.865434307627,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,3312.517028408451,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,3545.820216610101,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
