%310
@RELATION PLVTGDL00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
179,848.08,44747.79,1476.14,45442.51,2948.80,1222.13,12.13,0.26,2.13,2.13
180,?,?,?,?,?,?,?,?,2.13,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1492.65,45461.06,2963.91,922.14,72.14,0.19,?,2.14
183,853.37,45533.94,1495.04,46254.71,2981.48,156172.15,162.15,32.49,2.14,2.15
184,850.45,45184.98,1487.37,45899.36,2971.57,334592.10,142.10,70.17,2.15,2.10
185,855.94,45613.75,1499.27,46344.42,2988.19,472.10,102.10,0.10,2.10,2.10
186,851.88,45110.89,1482.20,45805.34,2977.06,302.10,82.10,0.06,2.10,2.10
187,?,?,?,?,?,?,?,?,2.10,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1474.90,45172.40,2948.16,352.10,92.10,0.07,?,2.10
190,842.60,44342.23,1456.02,44969.23,2924.69,642.10,132.10,0.13,2.10,2.10
191,844.03,45068.55,1468.88,45727.71,2962.09,300352.18,222.18,64.71,2.10,2.18
192,845.84,45712.72,1484.29,46390.36,2992.86,76252.18,322.18,16.36,2.18,2.18
193,849.99,46150.78,1481.99,46839.89,3017.66,21852.18,132.18,4.70,2.18,2.18
194,?,?,?,?,?,?,?,?,2.18,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1489.11,46922.43,3022.70,260812.18,402.18,56.66,?,2.18
197,847.84,46155.10,1489.88,46860.35,3017.11,349782.18,262.18,76.23,2.18,2.18
198,845.85,46287.08,1499.74,47003.76,3021.27,501212.18,92.18,109.26,2.18,2.18
199,845.70,46221.23,1491.54,46919.83,3023.16,102.18,22.18,0.02,2.18,2.18
200,848.06,46399.74,1495.90,47120.88,3019.85,2042.18,152.18,0.44,2.18,2.18
201,?,?,?,?,?,?,?,?,2.18,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1484.19,47075.43,3021.70,252.18,52.18,0.05,?,2.18
204,852.44,46714.43,1494.62,47454.90,3029.97,539942.20,272.20,117.99,2.18,2.20
205,858.02,46835.98,1489.09,47575.74,3050.63,427282.24,402.24,95.51,2.20,2.24
206,858.31,46713.02,1474.03,47446.69,3036.16,24842.24,182.24,5.56,2.24,2.24
207,858.83,46258.91,1469.58,46981.22,3015.00,402292.24,452.24,89.95,2.24,2.24
208,?,?,?,?,?,?,?,?,2.24,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1481.47,47214.30,3032.94,68592.24,72.24,15.26,?,2.24
211,870.15,46663.41,1464.82,47398.08,3038.42,79572.25,72.25,17.59,2.24,2.25
212,878.25,46925.65,1472.71,47676.43,3046.08,82.23,22.23,0.02,2.25,2.23
213,881.30,47370.81,1481.84,48147.76,3060.17,1555632.37,142.37,352.83,2.23,2.37
214,884.10,48325.33,1499.33,49133.14,3110.79,1522682.37,112.37,360.94,2.37,2.37
215,?,?,?,?,?,?,?,?,2.37,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1492.08,49272.86,3127.41,642.33,22.33,0.15,?,2.33
218,891.86,47942.81,1487.96,48742.34,3127.38,2002.39,12.39,0.48,2.33,2.39
219,898.91,48306.55,1495.92,49124.78,3168.23,398012.38,72.38,95.01,2.39,2.38
220,903.85,48862.88,1508.03,49700.18,3190.86,218512.38,172.38,50.71,2.38,2.38
221,909.96,49125.36,1513.10,49994.77,3206.86,112682.34,102.34,25.91,2.38,2.34
222,?,?,?,?,?,?,?,?,2.34,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1510.53,50476.37,3225.79,7972.26,22.26,1.80,?,2.26
225,922.16,49747.66,1507.50,50646.05,3233.22,452.33,72.33,0.10,2.26,2.33
226,928.58,50223.95,1512.82,51152.95,3271.49,10522.33,82.33,2.43,2.33,2.33
227,?,?,?,?,?,?,?,?,2.33,?
228,928.83,49976.48,1502.62,50906.11,3253.28,452.31,112.31,0.10,?,2.31
229,?,?,?,?,?,?,?,?,2.31,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1499.73,50713.14,3237.31,293112.27,412.27,63.84,?,2.27
232,914.58,49162.16,1472.26,50077.30,3210.57,236302.12,252.12,51.28,2.27,2.12
233,920.30,49128.05,1477.77,50032.45,3221.87,677752.12,242.12,142.43,2.12,2.12
234,931.73,49846.48,1471.70,50780.47,3260.69,62132.18,102.18,13.54,2.12,2.18
235,930.27,49895.10,1463.61,50836.47,3260.35,228282.22,252.22,48.27,2.18,2.22
236,?,?,?,?,?,?,?,?,2.22,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1468.33,50756.86,3255.45,4922.18,92.18,1.09,?,2.18
239,921.40,48833.58,1447.65,49731.02,3197.48,223662.07,162.07,46.53,2.18,2.07
240,919.00,48537.65,1440.74,49421.50,3183.87,26932.00,112.00,5.56,2.07,2.00
241,924.88,48676.45,1465.81,49569.11,3204.20,46762.14,142.14,9.69,2.00,2.14
242,925.91,48871.98,1440.79,49771.98,3196.27,262.00,42.00,0.05,2.14,2.00
243,?,?,?,?,?,?,?,?,2.00,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1458.21,50099.55,3230.20,39802.06,112.06,8.07,?,2.06
246,926.93,48968.87,1451.26,49861.54,3226.75,44802.06,142.06,9.15,2.06,2.06
247,918.91,47919.09,1426.01,48781.63,3174.71,272542.04,292.04,54.92,2.06,2.04
248,890.19,45830.66,1364.15,46598.42,3061.25,237441.87,181.87,44.70,2.04,1.87
249,902.70,46717.04,1375.61,47514.09,3142.61,154521.90,121.90,29.86,1.87,1.90
250,?,?,?,?,?,?,?,?,1.90,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1385.20,48651.54,3199.68,4482.00,112.00,0.90,?,2.00
253,931.39,48961.51,1408.19,49839.90,3256.85,1247872.01,142.01,259.24,2.00,2.01
254,934.25,49437.02,1422.23,50312.63,3285.29,45562.10,182.10,9.47,2.01,2.10
255,943.52,49771.55,1436.34,50644.38,3303.55,94142.20,122.20,19.67,2.10,2.20
256,948.06,49348.61,1425.63,50196.31,3285.49,22.20,12.20,0.00,2.20,2.20
257,?,?,?,?,?,?,?,?,2.20,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1415.04,49741.35,3260.05,208012.20,292.20,45.01,?,2.20
260,960.97,49434.46,1419.82,50258.11,3286.61,427162.20,252.20,94.01,2.20,2.20
261,957.28,49413.33,1427.60,50227.43,3277.41,342.20,62.20,0.07,2.20,2.20
262,963.32,50300.53,1430.45,51171.25,3316.59,66332.20,132.20,14.34,2.20,2.20
263,962.49,50308.19,1424.93,51202.75,3316.08,271342.16,142.16,58.40,2.20,2.16
264,?,?,?,?,?,?,?,?,2.16,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1413.29,50869.00,3291.57,191832.15,322.15,40.97,?,2.15
267,957.44,49979.47,1407.11,50887.67,3275.67,353152.19,152.19,77.06,2.15,2.19
268,961.02,50301.69,1417.72,51221.45,3299.72,105972.20,72.20,22.99,2.19,2.20
269,969.92,50936.34,1433.07,51846.54,3336.44,517232.22,362.22,113.35,2.20,2.22
270,977.10,50819.81,1443.45,51704.53,3352.18,385172.23,152.23,86.53,2.22,2.23
271,?,?,?,?,?,?,?,?,2.23,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,1435.33,51191.50,3349.29,259142.26,282.26,57.61,?,2.26
274,984.17,50782.48,1430.56,51691.24,3351.68,88192.28,312.28,19.97,2.26,2.28
275,987.01,50803.40,1447.48,51709.58,3364.40,20342.28,112.28,4.64,2.28,2.28
276,988.62,50982.03,1455.40,51911.61,3383.62,63902.30,332.30,14.68,2.28,2.30
277,992.25,50601.24,1444.69,51511.63,3381.52,19522.30,162.30,4.48,2.30,2.30
278,?,?,?,?,?,?,?,?,2.30,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,1445.73,51239.47,3383.60,9032.30,182.30,2.06,?,2.30
281,993.38,50137.88,1430.85,51021.26,3368.14,186272.45,242.45,43.75,2.30,2.45
282,996.97,50335.02,1441.04,51215.99,3379.96,287372.45,142.45,70.41,2.45,2.45
283,1011.15,51806.83,1467.04,52744.48,3454.41,58182.50,242.50,14.22,2.45,2.50
284,1024.81,52230.47,1480.78,53193.87,3477.04,63232.55,72.55,15.97,2.50,2.55
285,?,?,?,?,?,?,?,?,2.55,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,1494.80,53498.97,3508.85,45022.56,212.56,11.52,?,2.56
288,1039.64,52590.73,1502.66,53588.87,3544.07,88632.59,212.59,23.02,2.56,2.59
289,1036.86,52861.41,1515.16,53918.41,3548.14,373892.60,282.60,96.91,2.59,2.60
290,1049.92,52573.59,1562.31,53571.90,3572.96,87302.78,462.78,23.19,2.60,2.78
291,1051.86,52587.24,1560.66,53572.92,3535.97,218272.80,422.80,60.12,2.78,2.80
292,?,?,?,?,?,?,?,?,2.80,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,1567.16,54903.39,3606.06,18542.90,162.90,5.34,?,2.90
295,1078.51,53781.81,1553.89,54818.06,3615.60,231532.92,242.92,67.84,2.90,2.92
296,1074.66,53389.74,1546.62,54433.41,3596.10,408092.90,372.90,118.36,2.92,2.90
297,1083.34,53994.46,1547.05,55063.75,3637.76,599402.95,522.95,174.08,2.90,2.95
298,1095.80,53887.13,1563.80,55023.42,3651.19,79342.93,292.93,23.34,2.95,2.93
299,?,?,?,?,?,?,?,?,2.93,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,1561.20,55362.19,3660.45,872553.09,803.09,264.22,?,3.09
302,1114.63,54536.95,1571.77,55688.45,3688.57,106053.08,123.08,32.69,3.09,3.08
303,1107.62,54095.32,1565.67,55240.01,3660.80,568333.04,473.04,173.83,3.08,3.04
304,1109.36,53607.86,1550.39,54734.18,3628.73,91233.03,173.03,27.54,3.04,3.03
305,?,?,?,?,?,?,?,?,3.03,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,1576.65,55121.60,3668.56,673,15,2.05,?,3.04
309,1101.37,53504.47,1569.20,54600.05,3645.18,9902,43,30.08,3.04,3.04
310,1106.35,53924.01,1574.21,55035.36,3650.27,26536,44,80.06,3.04,3.00
340,991.5027484429278,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
