%310
@RELATION SI0031102120
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-CEE NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
52,45879.90,859.18,0222.30,0222.30,0.00,222.30,222.30
53,45948.12,860.24,0222.30,0222.30,0.00,222.30,222.30
54,?,?,?,?,?,222.30,?
55,?,?,?,?,?,?,?
56,46286.28,865.38,0222.30,0222.30,0.00,?,222.30
57,45868.35,859.83,0222.30,0222.30,0.00,222.30,222.30
58,46241.92,854.80,0222.30,0222.30,0.00,222.30,222.30
59,46280.36,848.17,0222.30,0222.30,0.00,222.30,222.30
60,46341.14,845.37,0222.30,0222.30,0.00,222.30,222.30
61,?,?,?,?,?,222.30,?
62,?,?,?,?,?,?,?
63,46137.70,840.47,0222.30,0222.30,0.00,?,222.30
64,46676.09,839.67,0222.30,0222.30,0.00,222.30,222.30
65,46762.65,844.03,0222.30,0222.30,0.00,222.30,222.30
66,46745.26,848.35,0222.30,0222.30,0.00,222.30,222.30
67,47074.39,849.80,0222.30,0222.30,0.00,222.30,222.30
68,?,?,?,?,?,222.30,?
69,?,?,?,?,?,?,?
70,46933.03,846.53,0222.30,0222.30,0.00,?,222.30
71,47010.40,846.39,5222.30,1222.30,1.11,222.30,222.30
72,46888.37,837.78,99212.00,2212.00,20.99,222.30,212.00
73,47223.68,837.83,1205.00,1205.00,0.21,212.00,205.00
74,47125.93,836.66,716196.00,6196.00,143.51,205.00,196.00
75,?,?,?,?,?,196.00,?
76,?,?,?,?,?,?,?
77,46668.41,820.24,0196.00,0196.00,0.00,?,196.00
78,46029.35,809.89,0196.00,0196.00,0.00,196.00,196.00
79,46068.24,807.16,0196.00,0196.00,0.00,196.00,196.00
80,45580.47,804.44,0196.00,0196.00,0.00,196.00,196.00
81,45066.18,810.77,0196.00,0196.00,0.00,196.00,196.00
82,?,?,?,?,?,196.00,?
83,?,?,?,?,?,?,?
84,44585.10,812.79,0196.00,0196.00,0.00,?,196.00
85,44724.88,803.27,0196.00,0196.00,0.00,196.00,196.00
86,45247.90,809.03,0196.00,0196.00,0.00,196.00,196.00
87,45147.57,810.52,18151194.80,5194.80,3535.84,196.00,194.80
88,?,?,?,?,?,194.80,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?
92,45304.74,817.94,0194.80,0194.80,0.00,?,194.80
93,44604.61,814.18,0194.80,0194.80,0.00,194.80,194.80
94,44623.89,813.71,0194.80,0194.80,0.00,194.80,194.80
95,44597.66,814.30,0194.80,0194.80,0.00,194.80,194.80
96,?,?,?,?,?,194.80,?
97,?,?,?,?,?,?,?
98,44590.97,804.33,0194.80,0194.80,0.00,?,194.80
99,44725.03,809.49,0194.80,0194.80,0.00,194.80,194.80
100,45091.63,809.43,0194.80,0194.80,0.00,194.80,194.80
101,45688.48,808.43,0194.80,0194.80,0.00,194.80,194.80
102,45525.92,806.22,0194.80,0194.80,0.00,194.80,194.80
103,?,?,?,?,?,194.80,?
104,?,?,?,?,?,?,?
105,44724.14,795.39,0194.80,0194.80,0.00,?,194.80
106,?,?,?,?,?,194.80,?
107,43916.24,774.83,0194.80,0194.80,0.00,?,194.80
108,43364.70,764.32,0194.80,0194.80,0.00,194.80,194.80
109,43447.75,748.80,0194.80,0194.80,0.00,194.80,194.80
110,?,?,?,?,?,194.80,?
111,?,?,?,?,?,?,?
112,43360.30,754.56,0194.80,0194.80,0.00,?,194.80
113,43159.57,750.26,0194.80,0194.80,0.00,194.80,194.80
114,43356.73,753.01,0194.80,0194.80,0.00,194.80,194.80
115,43482.18,753.51,0194.80,0194.80,0.00,194.80,194.80
116,43665.21,754.90,0194.80,0194.80,0.00,194.80,194.80
117,?,?,?,?,?,194.80,?
118,?,?,?,?,?,?,?
119,43882.16,766.31,0194.80,0194.80,0.00,?,194.80
120,44162.18,776.50,0194.80,0194.80,0.00,194.80,194.80
121,?,?,?,?,?,194.80,?
122,43991.51,778.92,0194.80,0194.80,0.00,?,194.80
123,?,?,?,?,?,194.80,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,44541.73,778.13,0194.80,0194.80,0.00,?,194.80
127,44742.22,781.86,0194.80,0194.80,0.00,194.80,194.80
128,45117.94,782.65,0194.80,0194.80,0.00,194.80,194.80
129,44943.16,781.58,0194.80,0194.80,0.00,194.80,194.80
130,44895.35,783.10,0194.80,0194.80,0.00,194.80,194.80
131,?,?,?,?,?,194.80,?
132,?,?,?,?,?,?,?
133,45207.84,785.63,0194.80,0194.80,0.00,?,194.80
134,45771.11,787.41,0194.80,0194.80,0.00,194.80,194.80
135,46102.42,791.27,0194.80,0194.80,0.00,194.80,194.80
136,45992.03,797.55,0194.80,0194.80,0.00,194.80,194.80
137,46078.68,807.85,28242211.70,3211.70,5973.55,194.80,211.70
138,?,?,?,?,?,211.70,?
139,?,?,?,?,?,?,?
140,46041.35,805.46,0211.70,0211.70,0.00,?,211.70
141,45851.80,802.36,3000210.50,1210.50,631.50,211.70,210.50
142,45933.66,802.44,7010210.75,1210.75,1477.36,210.50,210.75
143,45687.76,799.56,0210.75,0210.75,0.00,210.75,210.75
144,46145.44,799.95,3000211.25,1211.25,633.75,210.75,211.25
145,?,?,?,?,?,211.25,?
146,?,?,?,?,?,?,?
147,47277.10,803.87,1895211.55,1211.55,400.89,?,211.55
148,47579.87,817.59,3792211.50,1211.50,802.01,211.55,211.50
149,47476.64,818.62,0211.50,0211.50,0.00,211.50,211.50
150,?,?,?,?,?,211.50,?
151,47806.34,812.55,0211.50,0211.50,0.00,?,211.50
152,?,?,?,?,?,211.50,?
153,?,?,?,?,?,?,?
154,47175.79,811.28,0211.50,0211.50,0.00,?,211.50
155,47620.68,827.29,0211.50,0211.50,0.00,211.50,211.50
156,47805.94,822.00,0211.50,0211.50,0.00,211.50,211.50
157,47573.66,825.44,0211.50,0211.50,0.00,211.50,211.50
158,48209.65,833.27,0211.50,0211.50,0.00,211.50,211.50
159,?,?,?,?,?,211.50,?
160,?,?,?,?,?,?,?
161,48495.01,832.21,0211.50,0211.50,0.00,?,211.50
162,48324.52,830.21,0211.50,0211.50,0.00,211.50,211.50
163,48383.93,834.07,0211.50,0211.50,0.00,211.50,211.50
164,48152.82,823.27,0211.50,0211.50,0.00,211.50,211.50
165,48273.42,812.33,0211.50,0211.50,0.00,211.50,211.50
166,?,?,?,?,?,211.50,?
167,?,?,?,?,?,?,?
168,48131.61,818.14,0211.50,0211.50,0.00,?,211.50
169,48119.72,819.04,0211.50,0211.50,0.00,211.50,211.50
170,47743.10,821.56,0211.50,0211.50,0.00,211.50,211.50
171,45870.00,807.19,100205.00,2205.00,20.65,211.50,205.00
172,44732.92,784.14,0205.00,0205.00,0.00,205.00,205.00
173,?,?,?,?,?,205.00,?
174,?,?,?,?,?,?,?
175,44824.62,817.50,550217.00,1217.00,119.35,?,217.00
176,44966.09,815.69,0217.00,0217.00,0.00,217.00,217.00
177,44893.99,812.28,0217.00,0217.00,0.00,217.00,217.00
178,43667.37,810.66,0217.00,0217.00,0.00,217.00,217.00
179,44747.79,828.31,0217.00,0217.00,0.00,217.00,217.00
180,?,?,?,?,?,217.00,?
181,?,?,?,?,?,?,?
182,44769.00,828.89,0217.00,0217.00,0.00,?,217.00
183,45533.94,834.81,0217.00,0217.00,0.00,217.00,217.00
184,45184.98,831.67,38218.00,1218.00,8.28,217.00,218.00
185,45613.75,833.56,0218.00,0218.00,0.00,218.00,218.00
186,45110.89,829.03,0211.05,0211.05,0.00,218.00,211.05
187,?,?,?,?,?,211.05,?
188,?,?,?,?,?,?,?
189,44534.34,829.35,0211.05,0211.05,0.00,?,211.05
190,44342.23,835.95,0211.05,0211.05,0.00,211.05,211.05
191,45068.55,834.08,0211.05,0211.05,0.00,211.05,211.05
192,45712.72,846.83,9759216.00,1216.00,2107.94,211.05,216.00
193,46150.78,851.12,0216.00,0216.00,0.00,216.00,216.00
194,?,?,?,?,?,216.00,?
195,?,?,?,?,?,?,?
196,46218.05,841.34,0216.00,0216.00,0.00,?,216.00
197,46155.10,847.20,0216.00,0216.00,0.00,216.00,216.00
198,46287.08,841.92,0216.00,0216.00,0.00,216.00,216.00
199,46221.23,835.62,0216.00,0216.00,0.00,216.00,216.00
200,46399.74,827.03,0216.00,0216.00,0.00,216.00,216.00
201,?,?,?,?,?,216.00,?
202,?,?,?,?,?,?,?
203,46361.70,836.07,0216.00,0216.00,0.00,?,216.00
204,46714.43,826.21,0216.00,0216.00,0.00,216.00,216.00
205,46835.98,829.10,0216.00,0216.00,0.00,216.00,216.00
206,46713.02,833.47,0216.00,0216.00,0.00,216.00,216.00
207,46258.91,828.78,29118221.00,4221.00,6435.08,216.00,221.00
208,?,?,?,?,?,221.00,?
209,?,?,?,?,?,?,?
210,46480.62,828.93,0221.00,0221.00,0.00,?,221.00
211,46663.41,830.71,0221.00,0221.00,0.00,221.00,221.00
212,46925.65,834.03,0221.00,0221.00,0.00,221.00,221.00
213,47370.81,828.08,0221.00,0221.00,0.00,221.00,221.00
214,48325.33,832.32,0221.00,0221.00,0.00,221.00,221.00
215,?,?,?,?,?,221.00,?
216,?,?,?,?,?,?,?
217,48458.44,832.30,0221.00,0221.00,0.00,?,221.00
218,47942.81,828.82,0221.00,0221.00,0.00,221.00,221.00
219,48306.55,825.54,0221.00,0221.00,0.00,221.00,221.00
220,48862.88,817.92,5210.00,2210.00,1.17,221.00,210.00
221,49125.36,808.11,0210.00,0210.00,0.00,210.00,210.00
222,?,?,?,?,?,210.00,?
223,?,?,?,?,?,?,?
224,49580.16,810.35,0210.00,0210.00,0.00,?,210.00
225,49747.66,809.96,0210.00,0210.00,0.00,210.00,210.00
226,50223.95,810.20,0210.00,0210.00,0.00,210.00,210.00
227,?,?,?,?,?,210.00,?
228,49976.48,807.81,0210.00,0210.00,0.00,?,210.00
229,?,?,?,?,?,210.00,?
230,?,?,?,?,?,?,?
231,49772.46,806.40,0210.00,0210.00,0.00,?,210.00
232,49162.16,797.53,0210.00,0210.00,0.00,210.00,210.00
233,49128.05,799.53,0210.00,0210.00,0.00,210.00,210.00
234,49846.48,808.23,0210.00,0210.00,0.00,210.00,210.00
235,49895.10,807.44,0210.00,0210.00,0.00,210.00,210.00
236,?,?,?,?,?,210.00,?
237,?,?,?,?,?,?,?
238,49818.48,802.90,0210.00,0210.00,0.00,?,210.00
239,48833.58,801.21,0210.00,0210.00,0.00,210.00,210.00
240,48537.65,809.89,0210.00,0210.00,0.00,210.00,210.00
241,48676.45,810.38,0210.00,0210.00,0.00,210.00,210.00
242,48871.98,814.59,0210.00,0210.00,0.00,210.00,210.00
243,?,?,?,?,?,210.00,?
244,?,?,?,?,?,?,?
245,49187.22,810.85,0210.00,0210.00,0.00,?,210.00
246,48968.87,813.16,1217.00,1217.00,0.22,210.00,217.00
247,47919.09,809.19,0217.00,0217.00,0.00,217.00,217.00
248,45830.66,802.87,0217.00,0217.00,0.00,217.00,217.00
249,46717.04,812.70,0217.00,0217.00,0.00,217.00,217.00
250,?,?,?,?,?,217.00,?
251,?,?,?,?,?,?,?
252,47808.90,814.52,0217.00,0217.00,0.00,?,217.00
253,48961.51,825.20,0217.00,0217.00,0.00,217.00,217.00
254,49437.02,845.31,0217.00,0217.00,0.00,217.00,217.00
255,49771.55,847.48,0217.00,0217.00,0.00,217.00,217.00
256,49348.61,847.60,0217.00,0217.00,0.00,217.00,217.00
257,?,?,?,?,?,217.00,?
258,?,?,?,?,?,?,?
259,48917.85,844.92,3702215.80,1215.80,798.89,?,215.80
260,49434.46,849.85,0215.80,0215.80,0.00,215.80,215.80
261,49413.33,847.56,0215.80,0215.80,0.00,215.80,215.80
262,50300.53,842.09,520211.50,2211.50,109.98,215.80,211.50
263,50308.19,841.39,0211.50,0211.50,0.00,211.50,211.50
264,?,?,?,?,?,211.50,?
265,?,?,?,?,?,?,?
266,49955.87,831.22,0211.50,0211.50,0.00,?,211.50
267,49979.47,833.19,0211.50,0211.50,0.00,211.50,211.50
268,50301.69,833.30,0211.50,0211.50,0.00,211.50,211.50
269,50936.34,846.31,10000224.30,1224.30,2243.00,211.50,224.30
270,50819.81,846.91,8000227.15,1227.15,1817.20,224.30,227.15
271,?,?,?,?,?,227.15,?
272,?,?,?,?,?,?,?
273,50301.85,849.49,37040230.10,3230.10,8523.14,?,230.10
274,50782.48,855.03,2500232.55,1232.55,581.38,230.10,232.55
275,50803.40,852.55,2589227.15,2227.15,588.61,232.55,227.15
276,50982.03,848.01,10000226.95,2226.95,2263.75,227.15,226.95
277,50601.24,847.22,0226.95,0226.95,0.00,226.95,226.95
278,?,?,?,?,?,226.95,?
279,?,?,?,?,?,?,?
280,50338.71,848.45,0226.95,0226.95,0.00,?,226.95
281,50137.88,853.05,0226.95,0226.95,0.00,226.95,226.95
282,50335.02,858.02,0226.95,0226.95,0.00,226.95,226.95
283,51806.83,862.39,0226.95,0226.95,0.00,226.95,226.95
284,52230.47,862.70,0226.95,0226.95,0.00,226.95,226.95
285,?,?,?,?,?,226.95,?
286,?,?,?,?,?,?,?
287,52520.91,860.18,0226.95,0226.95,0.00,?,226.95
288,52590.73,855.88,10000226.60,1226.60,2266.00,226.95,226.60
289,52861.41,844.25,1909227.00,1227.00,433.34,226.60,227.00
290,52573.59,855.32,10653229.85,1229.85,2448.59,227.00,229.85
291,52587.24,849.56,3418230.00,1230.00,786.14,229.85,230.00
292,?,?,?,?,?,230.00,?
293,?,?,?,?,?,?,?
294,53853.55,846.22,11069230.60,2230.60,2552.51,?,230.60
295,53781.81,846.38,6115233.20,2233.20,1421.56,230.60,233.20
296,53389.74,823.65,4253232.15,3232.15,987.32,233.20,232.15
297,53994.46,822.54,0232.15,0232.15,0.00,232.15,232.15
298,53887.13,808.48,10000232.70,2232.70,2327.11,232.15,232.70
299,?,?,?,?,?,232.70,?
300,?,?,?,?,?,?,?
301,54180.04,809.15,4642234.25,1234.25,1087.39,?,234.25
302,54536.95,813.37,0234.25,0234.25,0.00,234.25,234.25
303,54095.32,806.76,0234.25,0234.25,0.00,234.25,234.25
304,53607.86,799.19,0234.25,0234.25,0.00,234.25,234.25
305,?,?,?,?,?,234.25,?
306,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?
308,53989.37,801.72,376,1,88.17,?,234.50
309,53504.47,799.00,1406,1,330.06,234.50,234.75
310,53924.01,804.57,0,0,0.00,234.75,234.75
340,45857.110734846676,772.4384498456855,?,?,?,?,?,? 
370,46189.882480874876,764.8922210495718,?,?,?,?,?,? 
400,46522.654226903076,757.345992253458,?,?,?,?,?,? 
490,47520.969464987684,734.7073058651168,?,?,?,?,?,? 
670,49517.5999411569,689.4299330884348,?,?,?,?,?,? 
