%310
@RELATION PLJWC0000019
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
44,11022.58,46406.74,1354.82,46569.81,2825.02,113804.23,284.23,47.99,4.33,4.23
45,11017.48,46211.54,1313.43,46360.51,2825.15,1177613.99,1683.99,472.37,4.23,3.99
46,11071.18,46370.13,1349.87,46523.63,2838.22,452133.97,853.97,177.35,3.99,3.97
47,?,?,?,?,?,?,?,?,3.97,?
48,?,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,1365.73,46665.39,2848.48,755414.11,1164.11,306.77,?,4.11
50,11119.72,46490.89,1352.40,46652.19,2843.90,200324.11,614.11,82.99,4.11,4.11
51,11014.53,46051.76,1342.16,46198.42,2831.71,252354.12,384.12,103.79,4.11,4.12
52,10948.88,45879.90,1322.82,46050.52,2801.83,507644.10,994.10,204.87,4.12,4.10
53,10985.79,45948.12,1345.82,46124.82,2817.57,28194.03,164.03,11.40,4.10,4.03
54,?,?,?,?,?,?,?,?,4.03,?
55,?,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,1357.55,46487.05,2840.57,57764.10,154.10,23.39,?,4.10
57,10972.28,45868.35,1359.10,46065.85,2831.16,349964.05,474.05,141.17,4.10,4.05
58,11039.20,46241.92,1359.06,46459.99,2855.69,39614.11,164.11,16.09,4.05,4.11
59,11052.03,46280.36,1354.30,46510.83,2865.27,434114.09,644.09,176.54,4.11,4.09
60,11010.83,46341.14,1347.19,46622.90,2859.05,267794.05,914.05,107.44,4.09,4.05
61,?,?,?,?,?,?,?,?,4.05,?
62,?,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,1363.77,46454.13,2860.68,257833.94,283.94,102.89,?,3.94
64,10997.33,46676.09,1397.73,47001.38,2868.06,268663.95,613.95,104.68,3.94,3.95
65,11042.47,46762.65,1387.52,47090.49,2872.90,614853.89,873.89,240.82,3.95,3.89
66,11042.08,46745.26,1372.44,47060.66,2873.49,370283.86,613.86,143.01,3.89,3.86
67,11119.06,47074.39,1370.33,47436.21,2906.74,123463.94,293.94,48.11,3.86,3.94
68,?,?,?,?,?,?,?,?,3.94,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,1396.97,47269.75,2914.24,70423.95,263.95,28.19,?,3.95
71,11150.86,47010.40,1423.31,47340.43,2911.38,554634.20,904.20,229.37,3.95,4.20
72,11194.08,46888.37,1423.72,47235.72,2901.67,397604.24,494.24,168.48,4.20,4.24
73,11231.22,47223.68,1436.51,47606.16,2912.13,130044.17,564.17,54.21,4.24,4.17
74,11228.39,47125.93,1431.31,47522.10,2909.77,420393.91,903.91,166.96,4.17,3.91
75,?,?,?,?,?,?,?,?,3.91,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,1419.01,47094.18,2900.59,842163.75,1443.75,316.51,?,3.75
78,11135.62,46029.35,1400.23,46473.62,2868.24,178713.80,373.80,67.62,3.75,3.80
79,11168.63,46068.24,1396.66,46511.62,2874.75,108403.75,223.75,40.70,3.80,3.75
80,11069.03,45580.47,1372.60,46017.88,2833.61,131143.75,373.75,48.72,3.75,3.75
81,10908.77,45066.18,1354.95,45473.08,2800.67,117783.69,333.69,42.86,3.75,3.69
82,?,?,?,?,?,?,?,?,3.69,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,1336.25,44946.32,2780.21,441323.69,543.69,163.80,?,3.69
85,10815.43,44724.88,1334.81,45119.16,2774.13,219063.69,303.69,80.77,3.69,3.69
86,10867.86,45247.90,1332.17,45644.09,2785.46,405293.72,323.72,152.54,3.69,3.72
87,10938.55,45147.57,1335.61,45528.85,2797.31,189313.80,303.80,72.07,3.72,3.80
88,?,?,?,?,?,?,?,?,3.80,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,1342.68,45679.51,2814.33,154323.88,273.88,59.27,?,3.88
93,10809.87,44604.61,1315.67,44940.36,2769.02,175403.72,303.72,66.44,3.88,3.72
94,10817.23,44623.89,1312.91,44980.62,2766.19,134463.87,253.87,51.71,3.72,3.87
95,10803.99,44597.66,1319.91,44960.02,2760.91,139373.85,393.85,53.15,3.87,3.85
96,?,?,?,?,?,?,?,?,3.85,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,1329.86,44963.96,2764.28,11953.86,63.86,4.59,?,3.86
99,10820.89,44725.03,1322.63,45096.35,2767.26,199383.96,273.96,78.25,3.86,3.96
100,10845.27,45091.63,1341.74,45495.34,2780.21,135784.06,414.06,54.51,3.96,4.06
101,10908.65,45688.48,1350.66,46131.66,2794.43,137993.99,243.99,54.81,4.06,3.99
102,10807.45,45525.92,1356.50,45960.10,2783.53,85354.05,414.05,34.45,3.99,4.05
103,?,?,?,?,?,?,?,?,4.05,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,1314.18,45167.65,2754.91,150023.94,423.94,58.97,?,3.94
106,?,?,?,?,?,?,?,?,3.94,?
107,10431.02,43916.24,1291.19,44404.81,2705.88,193833.91,393.91,74.98,?,3.91
108,10415.53,43364.70,1280.02,43850.06,2695.55,75633.75,183.75,28.89,3.91,3.75
109,10373.60,43447.75,1280.06,43993.98,2685.57,56753.65,203.65,20.98,3.75,3.65
110,?,?,?,?,?,?,?,?,3.65,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,1292.08,43892.82,2660.28,115253.85,293.85,43.72,?,3.85
113,10282.22,43159.57,1277.53,43707.88,2624.40,200953.68,433.68,74.26,3.85,3.68
114,10264.95,43356.73,1283.16,43908.95,2636.70,50443.58,173.58,18.23,3.68,3.58
115,10327.20,43482.18,1295.48,44027.03,2658.57,261063.80,803.80,93.37,3.58,3.80
116,10407.26,43665.21,1299.40,44226.06,2669.93,169603.70,433.70,62.10,3.80,3.70
117,?,?,?,?,?,?,?,?,3.70,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,1311.59,44420.22,2685.14,37463.59,143.59,13.48,?,3.59
120,10511.46,44162.18,1303.66,44653.34,2704.84,7963.59,63.59,2.84,3.59,3.59
121,?,?,?,?,?,?,?,?,3.59,?
122,10554.34,43991.51,1274.69,44466.89,2695.22,50103.60,163.60,18.04,?,3.60
123,?,?,?,?,?,?,?,?,3.60,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,1283.84,45060.80,2714.72,228773.56,333.56,82.43,?,3.56
127,10618.63,44742.22,1301.78,45244.29,2733.96,69623.61,273.61,25.11,3.56,3.61
128,10692.81,45117.94,1318.36,45647.76,2752.14,189903.60,213.60,68.23,3.61,3.60
129,10714.80,44943.16,1323.45,45475.08,2760.20,3678763.71,463.71,1334.13,3.60,3.71
130,10758.03,44895.35,1326.21,45408.06,2769.85,7329433.79,393.79,2748.89,3.71,3.79
131,?,?,?,?,?,?,?,?,3.79,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,1330.79,45746.01,2790.62,3938283.83,633.83,1516.18,?,3.83
134,10819.27,45771.11,1313.36,46336.62,2822.41,223153.77,403.77,84.30,3.83,3.77
135,10913.18,46102.42,1324.54,46676.61,2848.38,983383.89,1343.89,386.45,3.77,3.89
136,10976.80,45992.03,1332.96,46581.16,2871.70,239123.93,293.93,93.61,3.89,3.93
137,10991.63,46078.68,1345.72,46646.58,2885.19,1722483.99,833.99,686.54,3.93,3.99
138,?,?,?,?,?,?,?,?,3.99,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,1341.55,46615.31,2921.95,352444.01,414.01,142.33,?,4.01
141,11089.17,45851.80,1351.99,46439.10,2893.12,809404.23,844.23,334.44,4.01,4.23
142,11082.19,45933.66,1344.81,46529.96,2912.70,1119534.30,794.30,478.37,4.23,4.30
143,11050.12,45687.76,1350.88,46311.26,2894.53,3552944.50,3154.50,1571.62,4.30,4.50
144,11130.47,46145.44,1393.25,46783.61,2929.62,9127914.70,3224.70,4277.33,4.50,4.70
145,?,?,?,?,?,?,?,?,4.70,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1431.34,47957.54,2976.83,4239844.75,2644.75,2024.77,?,4.75
148,11439.53,47579.87,1444.94,48258.02,2997.81,3577404.99,3254.99,1762.46,4.75,4.99
149,11434.08,47476.64,1464.18,48138.07,3000.58,2931355.05,1315.05,1467.00,4.99,5.05
150,?,?,?,?,?,?,?,?,5.05,?
151,11518.87,47806.34,1471.74,48503.87,2994.25,5868714.95,1024.95,2910.76,?,4.95
152,?,?,?,?,?,?,?,?,4.95,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1461.53,47868.36,2970.24,6575934.98,794.98,3275.28,?,4.98
155,11527.78,47620.68,1476.35,48323.88,2998.79,863105.15,1445.15,448.55,4.98,5.15
156,11566.33,47805.94,1489.88,48513.29,3026.87,307825.07,705.07,159.53,5.15,5.07
157,11598.90,47573.66,1469.75,48259.19,3020.15,428025.04,785.04,217.68,5.07,5.04
158,11721.20,48209.65,1514.93,48918.37,3044.38,663534.98,1254.98,326.94,5.04,4.98
159,?,?,?,?,?,?,?,?,4.98,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1524.65,49207.65,3065.91,509654.99,754.99,253.74,?,4.99
162,11906.69,48324.52,1551.97,49050.96,3074.89,625745.15,875.15,318.29,4.99,5.15
163,12044.12,48383.93,1598.45,49098.70,3098.83,2755715.50,3255.50,1488.94,5.15,5.50
164,11997.09,48152.82,1595.96,48890.47,3089.32,1457015.40,2265.40,813.67,5.50,5.40
165,11980.74,48273.42,1585.79,49057.66,3092.65,761095.10,1735.10,407.31,5.40,5.10
166,?,?,?,?,?,?,?,?,5.10,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1583.00,48917.56,3100.24,1242634.90,1594.90,617.49,?,4.90
169,12001.25,48119.72,1588.25,48891.04,3120.39,459235.00,905.00,232.15,4.90,5.00
170,11995.61,47743.10,1571.15,48509.84,3122.21,388504.90,704.90,192.23,5.00,4.90
171,11755.38,45870.00,1544.23,46587.68,3038.18,2277414.78,2134.78,1064.53,4.90,4.78
172,11698.05,44732.92,1507.70,45456.77,3001.68,334034.48,934.48,152.60,4.78,4.48
173,?,?,?,?,?,?,?,?,4.48,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1501.45,45531.46,2990.89,744884.87,1424.87,347.67,?,4.87
176,11846.22,44966.09,1503.06,45672.10,2999.31,657405.13,785.13,332.05,4.87,5.13
177,11772.39,44893.99,1492.93,45601.51,2972.55,159135.03,495.03,80.32,5.13,5.03
178,11665.86,43667.37,1472.46,44326.49,2915.58,170824.77,434.77,84.42,5.03,4.77
179,11716.43,44747.79,1476.14,45442.51,2948.80,140274.76,354.76,67.13,4.77,4.76
180,?,?,?,?,?,?,?,?,4.76,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1492.65,45461.06,2963.91,172774.89,504.89,83.29,?,4.89
183,11805.57,45533.94,1495.04,46254.71,2981.48,295335.09,495.09,149.29,4.89,5.09
184,11736.24,45184.98,1487.37,45899.36,2971.57,75885.03,315.03,37.97,5.09,5.03
185,11820.50,45613.75,1499.27,46344.42,2988.19,918415.33,1715.33,480.34,5.03,5.33
186,11822.63,45110.89,1482.20,45805.34,2977.06,500205.32,885.32,266.71,5.33,5.32
187,?,?,?,?,?,?,?,?,5.32,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1474.90,45172.40,2948.16,303265.06,515.06,157.36,?,5.06
190,11610.73,44342.23,1456.02,44969.23,2924.69,450604.91,864.91,225.69,5.06,4.91
191,11643.94,45068.55,1468.88,45727.71,2962.09,474024.97,854.97,229.50,4.91,4.97
192,11739.32,45712.72,1484.29,46390.36,2992.86,268864.94,464.94,133.84,4.97,4.94
193,11784.60,46150.78,1481.99,46839.89,3017.66,276834.97,334.97,138.06,4.94,4.97
194,?,?,?,?,?,?,?,?,4.97,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1489.11,46922.43,3022.70,60124.98,194.98,29.61,?,4.98
197,11753.20,46155.10,1489.88,46860.35,3017.11,217364.83,514.83,105.21,4.98,4.83
198,11768.81,46287.08,1499.74,47003.76,3021.27,685824.60,1264.60,318.17,4.83,4.60
199,11813.42,46221.23,1491.54,46919.83,3023.16,760564.86,1644.86,369.51,4.60,4.86
200,11837.95,46399.74,1495.90,47120.88,3019.85,204524.90,514.90,100.88,4.86,4.90
201,?,?,?,?,?,?,?,?,4.90,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1484.19,47075.43,3021.70,73554.80,224.80,35.67,?,4.80
204,11905.16,46714.43,1494.62,47454.90,3029.97,39634.82,184.82,19.08,4.80,4.82
205,11975.99,46835.98,1489.09,47575.74,3050.63,124094.81,294.81,60.15,4.82,4.81
206,11939.68,46713.02,1474.03,47446.69,3036.16,366644.65,624.65,171.51,4.81,4.65
207,11930.54,46258.91,1469.58,46981.22,3015.00,353534.67,344.67,163.21,4.65,4.67
208,?,?,?,?,?,?,?,?,4.67,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1481.47,47214.30,3032.94,333894.70,524.70,158.39,?,4.70
211,11914.45,46663.41,1464.82,47398.08,3038.42,172534.74,254.74,82.26,4.70,4.74
212,11934.08,46925.65,1472.71,47676.43,3046.08,161424.70,284.70,76.57,4.74,4.70
213,12025.60,47370.81,1481.84,48147.76,3060.17,122084.72,354.72,57.37,4.70,4.72
214,12096.51,48325.33,1499.33,49133.14,3110.79,147734.70,404.70,69.86,4.72,4.70
215,?,?,?,?,?,?,?,?,4.70,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1492.08,49272.86,3127.41,308424.67,434.67,142.13,?,4.67
218,12213.07,47942.81,1487.96,48742.34,3127.38,235664.73,364.73,108.13,4.67,4.73
219,12294.72,48306.55,1495.92,49124.78,3168.23,352844.75,844.75,164.04,4.73,4.75
220,12425.78,48862.88,1508.03,49700.18,3190.86,1939114.99,1974.99,961.92,4.75,4.99
221,12524.35,49125.36,1513.10,49994.77,3206.86,353335.00,695.00,176.57,4.99,5.00
222,?,?,?,?,?,?,?,?,5.00,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1510.53,50476.37,3225.79,448224.97,654.97,223.23,?,4.97
225,12783.95,49747.66,1507.50,50646.05,3233.22,465074.92,604.92,230.98,4.97,4.92
226,12961.14,50223.95,1512.82,51152.95,3271.49,1500425.29,1935.29,770.24,4.92,5.29
227,?,?,?,?,?,?,?,?,5.29,?
228,12933.31,49976.48,1502.62,50906.11,3253.28,157605.39,415.39,83.55,?,5.39
229,?,?,?,?,?,?,?,?,5.39,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1499.73,50713.14,3237.31,578515.34,805.34,309.03,?,5.34
232,12831.52,49162.16,1472.26,50077.30,3210.57,213315.17,565.17,109.63,5.34,5.17
233,12826.21,49128.05,1477.77,50032.45,3221.87,980465.10,515.10,499.96,5.17,5.10
234,12985.38,49846.48,1471.70,50780.47,3260.69,240345.24,375.24,124.11,5.10,5.24
235,13050.37,49895.10,1463.61,50836.47,3260.35,858215.49,1455.49,462.64,5.24,5.49
236,?,?,?,?,?,?,?,?,5.49,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1468.33,50756.86,3255.45,349055.45,675.45,190.92,?,5.45
239,12781.02,48833.58,1447.65,49731.02,3197.48,1094355.41,1395.41,591.96,5.45,5.41
240,12706.26,48537.65,1440.74,49421.50,3183.87,134885.30,335.30,72.11,5.41,5.30
241,12801.41,48676.45,1465.81,49569.11,3204.20,3669975.20,5835.20,1785.95,5.30,5.20
242,12801.04,48871.98,1440.79,49771.98,3196.27,412825.20,725.20,215.98,5.20,5.20
243,?,?,?,?,?,?,?,?,5.20,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1458.21,50099.55,3230.20,227035.29,465.29,118.52,?,5.29
246,12843.19,48968.87,1451.26,49861.54,3226.75,54025.21,275.21,28.24,5.29,5.21
247,12637.81,47919.09,1426.01,48781.63,3174.71,341255.21,505.21,177.43,5.21,5.21
248,12178.22,45830.66,1364.15,46598.42,3061.25,1126785.20,1405.20,566.73,5.21,5.20
249,12457.22,46717.04,1375.61,47514.09,3142.61,249325.20,315.20,128.28,5.20,5.20
250,?,?,?,?,?,?,?,?,5.20,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1385.20,48651.54,3199.68,189155.40,615.40,99.44,?,5.40
253,12962.91,48961.51,1408.19,49839.90,3256.85,653015.63,1625.63,367.21,5.40,5.63
254,12983.95,49437.02,1422.23,50312.63,3285.29,1115305.64,1215.64,639.36,5.63,5.64
255,13011.41,49771.55,1436.34,50644.38,3303.55,123315.69,375.69,69.28,5.64,5.69
256,12998.59,49348.61,1425.63,50196.31,3285.49,80155.52,175.52,44.67,5.69,5.52
257,?,?,?,?,?,?,?,?,5.52,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1415.04,49741.35,3260.05,157575.40,425.40,86.39,?,5.40
260,13085.22,49434.46,1419.82,50258.11,3286.61,44405.53,165.53,24.14,5.40,5.53
261,13049.76,49413.33,1427.60,50227.43,3277.41,60165.50,195.50,33.36,5.53,5.50
262,13124.47,50300.53,1430.45,51171.25,3316.59,286215.41,515.41,159.33,5.50,5.41
263,13140.38,50308.19,1424.93,51202.75,3316.08,58885.55,135.55,32.40,5.41,5.55
264,?,?,?,?,?,?,?,?,5.55,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1413.29,50869.00,3291.57,76845.61,205.61,42.92,?,5.61
267,13131.43,49979.47,1407.11,50887.67,3275.67,110265.60,275.60,62.16,5.61,5.60
268,13114.91,50301.69,1417.72,51221.45,3299.72,482665.57,495.57,273.77,5.60,5.57
269,13233.88,50936.34,1433.07,51846.54,3336.44,469455.68,755.68,267.93,5.57,5.68
270,13346.97,50819.81,1443.45,51704.53,3352.18,1319565.98,1905.98,790.66,5.68,5.98
271,?,?,?,?,?,?,?,?,5.98,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,1435.33,51191.50,3349.29,494145.83,1165.83,291.70,?,5.83
274,13338.19,50782.48,1430.56,51691.24,3351.68,2554426.00,3366.00,1541.37,5.83,6.00
275,13386.01,50803.40,1447.48,51709.58,3364.40,2393166.26,3166.26,1503.74,6.00,6.26
276,13476.11,50982.03,1455.40,51911.61,3383.62,1059576.32,1956.32,680.51,6.26,6.32
277,13513.64,50601.24,1444.69,51511.63,3381.52,487806.21,776.21,307.14,6.32,6.21
278,?,?,?,?,?,?,?,?,6.21,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,1445.73,51239.47,3383.60,288766.10,716.10,178.51,?,6.10
281,13399.64,50137.88,1430.85,51021.26,3368.14,643705.99,1305.99,384.47,6.10,5.99
282,13361.98,50335.02,1441.04,51215.99,3379.96,997935.79,1285.79,583.45,5.99,5.79
283,13589.27,51806.83,1467.04,52744.48,3454.41,1184896.00,1336.00,707.03,5.79,6.00
284,13638.56,52230.47,1480.78,53193.87,3477.04,379266.05,536.05,229.19,6.00,6.05
285,?,?,?,?,?,?,?,?,6.05,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,1494.80,53498.97,3508.85,417455.94,455.94,248.88,?,5.94
288,13824.94,52590.73,1502.66,53588.87,3544.07,1030155.90,1245.90,615.15,5.94,5.90
289,13886.79,52861.41,1515.16,53918.41,3548.14,615665.90,995.90,361.91,5.90,5.90
290,14155.74,52573.59,1562.31,53571.90,3572.96,337645.90,695.90,199.18,5.90,5.90
291,14253.72,52587.24,1560.66,53572.92,3535.97,830045.79,1335.79,476.89,5.90,5.79
292,?,?,?,?,?,?,?,?,5.79,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,1567.16,54903.39,3606.06,902466.00,1176.00,538.57,?,6.00
295,14512.68,53781.81,1553.89,54818.06,3615.60,391966.00,686.00,233.40,6.00,6.00
296,14327.32,53389.74,1546.62,54433.41,3596.10,239325.77,555.77,139.59,6.00,5.77
297,14572.10,53994.46,1547.05,55063.75,3637.76,1269826.19,1486.19,765.39,5.77,6.19
298,14753.57,53887.13,1563.80,55023.42,3651.19,1637276.44,3336.44,1044.99,6.19,6.44
299,?,?,?,?,?,?,?,?,6.44,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,1561.20,55362.19,3660.45,696196.39,1466.39,449.93,?,6.39
302,14994.44,54536.95,1571.77,55688.45,3688.57,356836.26,1096.26,226.14,6.39,6.26
303,14942.82,54095.32,1565.67,55240.01,3660.80,632646.34,876.34,397.98,6.26,6.34
304,14928.63,53607.86,1550.39,54734.18,3628.73,318646.25,576.25,199.06,6.34,6.25
305,?,?,?,?,?,?,?,?,6.25,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,1576.65,55121.60,3668.56,43335,111,276.70,?,6.45
309,14877.29,53504.47,1569.20,54600.05,3645.18,189312,305,1257.83,6.45,6.55
310,14860.69,53924.01,1574.21,55035.36,3650.27,55519,110,364.47,6.55,6.60
340,13476.564027366672,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
