%310
@RELATION PLBRSZW00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
118,?,?,?,?,?,?,?,?,?,?,?
119,2372.13,2537.81,43882.16,3435.94,44420.22,2685.14,1644409140.46,6040.46,75209.88,?,0.46
120,2388.07,2550.91,44162.18,3459.03,44653.34,2704.84,1272914920.45,7330.45,58378.62,0.46,0.45
121,?,?,?,?,?,?,?,?,?,0.45,?
122,2374.97,2543.60,43991.51,3440.07,44466.89,2695.22,170876130.45,4860.45,7681.15,?,0.45
123,?,?,?,?,?,?,?,?,?,0.45,?
124,?,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?,?
126,2407.08,2568.68,44541.73,3486.58,45060.80,2714.72,176200950.43,3660.43,7658.67,?,0.43
127,2417.54,2587.84,44742.22,3501.73,45244.29,2733.96,98789050.42,4630.42,4193.69,0.43,0.42
128,2439.21,2610.73,45117.94,3533.12,45647.76,2752.14,116108370.41,5010.41,4805.77,0.42,0.41
129,2431.22,2630.10,44943.16,3521.54,45475.08,2760.20,213761310.41,4630.41,8761.48,0.41,0.41
130,2426.35,2654.43,44895.35,3514.48,45408.06,2769.85,134202350.40,4630.40,5445.20,0.41,0.40
131,?,?,?,?,?,?,?,?,?,0.40,?
132,?,?,?,?,?,?,?,?,?,?,?
133,2443.14,2678.95,45207.84,3541.49,45746.01,2790.62,115405070.39,4360.39,4514.41,?,0.39
134,2479.96,2713.50,45771.11,3594.88,46336.62,2822.41,148379480.41,7500.41,5900.97,0.39,0.41
135,2500.68,2720.73,46102.42,3624.90,46676.61,2848.38,25008840.41,1530.41,1016.22,0.41,0.41
136,2488.92,2740.12,45992.03,3611.62,46581.16,2871.70,134768750.39,5080.39,5285.59,0.41,0.39
137,2493.28,2751.78,46078.68,3617.94,46646.58,2885.19,149369960.41,4220.41,5991.47,0.39,0.41
138,?,?,?,?,?,?,?,?,?,0.41,?
139,?,?,?,?,?,?,?,?,?,?,?
140,2488.97,2788.61,46041.35,3611.69,46615.31,2921.95,121330690.41,3000.41,4964.12,?,0.41
141,2472.29,2759.55,45851.80,3587.49,46439.10,2893.12,7970960.41,1310.41,323.50,0.41,0.41
142,2474.43,2771.55,45933.66,3590.59,46529.96,2912.70,80969510.40,3460.40,3240.46,0.41,0.40
143,2459.61,2756.32,45687.76,3569.08,46311.26,2894.53,141629930.39,5020.39,5527.64,0.40,0.39
144,2486.10,2776.52,46145.44,3607.51,46783.61,2929.62,83056840.39,2530.39,3242.91,0.39,0.39
145,?,?,?,?,?,?,?,?,?,0.39,?
146,?,?,?,?,?,?,?,?,?,?,?
147,2556.62,2828.89,47277.10,3709.85,47957.54,2976.83,20976810.40,1820.40,834.76,?,0.40
148,2573.63,2829.62,47579.87,3734.53,48258.02,2997.81,100392180.41,3650.41,4028.72,0.40,0.41
149,2563.21,2809.70,47476.64,3723.76,48138.07,3000.58,174610640.41,6890.41,7003.29,0.41,0.41
150,?,?,?,?,?,?,?,?,?,0.41,?
151,2583.50,2812.75,47806.34,3753.24,48503.87,2994.25,186155450.40,6130.40,7537.94,?,0.40
152,?,?,?,?,?,?,?,?,?,0.40,?
153,?,?,?,?,?,?,?,?,?,?,?
154,2546.43,2796.00,47175.79,3699.39,47868.36,2970.24,106338170.40,4700.40,4256.55,?,0.40
155,2569.08,2837.22,47620.68,3732.30,48323.88,2998.79,11708010.40,1590.40,467.59,0.40,0.40
156,2578.21,2888.79,47805.94,3745.56,48513.29,3026.87,22580830.40,1420.40,892.52,0.40,0.40
157,2559.39,2875.78,47573.66,3718.21,48259.19,3020.15,142819820.40,3530.40,5717.76,0.40,0.40
158,2595.30,2886.30,48209.65,3771.86,48918.37,3044.38,25216130.41,1560.41,1030.19,0.40,0.41
159,?,?,?,?,?,?,?,?,?,0.41,?
160,?,?,?,?,?,?,?,?,?,?,?
161,2608.91,2904.56,48495.01,3791.64,49207.65,3065.91,103024520.41,5400.41,4237.85,?,0.41
162,2595.04,2931.48,48324.52,3771.49,49050.96,3074.89,31835030.42,2120.42,1318.82,0.41,0.42
163,2591.90,2943.65,48383.93,3766.92,49098.70,3098.83,427463790.45,16880.45,18541.56,0.42,0.45
164,2573.85,2925.31,48152.82,3740.69,48890.47,3089.32,321047320.45,11540.45,14510.82,0.45,0.45
165,2583.39,2942.25,48273.42,3754.56,49057.66,3092.65,74154780.44,2100.44,3321.39,0.45,0.44
166,?,?,?,?,?,?,?,?,?,0.44,?
167,?,?,?,?,?,?,?,?,?,?,?
168,2575.47,2956.40,48131.61,3743.05,48917.56,3100.24,297038140.43,5220.43,12891.82,?,0.43
169,2571.29,2979.55,48119.72,3736.96,48891.04,3120.39,126277880.43,3570.43,5428.79,0.43,0.43
170,2537.36,2974.95,47743.10,3707.74,48509.84,3122.21,34680680.44,2090.44,1502.65,0.43,0.44
171,2429.92,2905.31,45870.00,3550.74,46587.68,3038.18,152111640.42,7200.42,6410.39,0.44,0.42
172,2359.89,2844.16,44732.92,3448.40,45456.77,3001.68,521477130.39,24150.39,21118.70,0.42,0.39
173,?,?,?,?,?,?,?,?,?,0.39,?
174,?,?,?,?,?,?,?,?,?,?,?
175,2366.01,2824.47,44824.62,3457.35,45531.46,2990.89,96440960.39,3710.39,3826.57,?,0.39
176,2363.41,2821.05,44966.09,3460.00,45672.10,2999.31,80026400.41,2000.41,3205.66,0.39,0.41
177,2357.52,2807.75,44893.99,3451.37,45601.51,2972.55,108968340.42,2970.42,4467.87,0.41,0.42
178,2286.99,2736.47,43667.37,3348.11,44326.49,2915.58,77469960.42,3050.42,3194.79,0.42,0.42
179,2357.01,2776.93,44747.79,3450.62,45442.51,2948.80,186693370.40,6000.40,7605.35,0.42,0.40
180,?,?,?,?,?,?,?,?,?,0.40,?
181,?,?,?,?,?,?,?,?,?,?,?
182,2357.66,2809.58,44769.00,3451.57,45461.06,2963.91,126632690.42,3730.42,5173.70,?,0.42
183,2407.09,2832.22,45533.94,3523.94,46254.71,2981.48,210711210.43,5960.43,8955.92,0.42,0.43
184,2384.58,2815.62,45184.98,3494.73,45899.36,2971.57,200187940.44,6800.44,8868.01,0.43,0.44
185,2405.42,2833.65,45613.75,3525.27,46344.42,2988.19,62127550.46,3880.46,2821.46,0.44,0.46
186,2372.96,2823.50,45110.89,3477.69,45805.34,2977.06,140510260.44,3740.44,6258.84,0.46,0.44
187,?,?,?,?,?,?,?,?,?,0.44,?
188,?,?,?,?,?,?,?,?,?,?,?
189,2336.57,2780.48,44534.34,3424.36,45172.40,2948.16,38251980.45,1830.45,1695.95,?,0.45
190,2330.27,2753.06,44342.23,3415.12,44969.23,2924.69,57892670.45,1850.45,2563.05,0.45,0.45
191,2360.11,2792.18,45068.55,3482.45,45727.71,2962.09,130584840.45,2700.45,5762.07,0.45,0.45
192,2394.81,2830.11,45712.72,3533.66,46390.36,2992.86,77460120.46,2380.46,3511.50,0.45,0.46
193,2418.20,2859.48,46150.78,3568.17,46839.89,3017.66,256403330.47,8710.47,11917.04,0.46,0.47
194,?,?,?,?,?,?,?,?,?,0.47,?
195,?,?,?,?,?,?,?,?,?,?,?
196,2421.43,2869.26,46218.05,3572.94,46922.43,3022.70,255923970.48,8790.48,12186.75,?,0.48
197,2418.21,2865.65,46155.10,3568.19,46860.35,3017.11,68746050.49,3480.49,3332.61,0.48,0.49
198,2424.23,2869.34,46287.08,3581.34,47003.76,3021.27,383096720.47,5120.47,18187.01,0.49,0.47
199,2418.23,2886.09,46221.23,3572.47,46919.83,3023.16,36645430.47,1900.47,1699.72,0.47,0.47
200,2427.55,2881.70,46399.74,3587.20,47120.88,3019.85,61752540.48,2160.48,2909.61,0.47,0.48
201,?,?,?,?,?,?,?,?,?,0.48,?
202,?,?,?,?,?,?,?,?,?,?,?
203,2420.11,2871.14,46361.70,3576.21,47075.43,3021.70,66786560.48,2120.48,3154.13,?,0.48
204,2440.78,2908.96,46714.43,3606.75,47454.90,3029.97,151292400.47,4830.47,7200.59,0.48,0.47
205,2441.59,2923.77,46835.98,3617.32,47575.74,3050.63,87391340.48,2850.48,4124.86,0.47,0.48
206,2430.68,2914.72,46713.02,3601.16,47446.69,3036.16,73973650.48,3270.48,3502.59,0.48,0.48
207,2400.81,2886.24,46258.91,3556.91,46981.22,3015.00,145712250.48,3460.48,6983.69,0.48,0.48
208,?,?,?,?,?,?,?,?,?,0.48,?
209,?,?,?,?,?,?,?,?,?,?,?
210,2411.93,2914.05,46480.62,3575.31,47214.30,3032.94,217180710.47,6220.47,10244.78,?,0.47
211,2421.34,2928.38,46663.41,3589.26,47398.08,3038.42,51383050.46,2350.46,2368.85,0.47,0.46
212,2434.27,2924.02,46925.65,3608.43,47676.43,3046.08,73584150.46,3300.46,3338.54,0.46,0.46
213,2458.52,2945.73,47370.81,3644.36,48147.76,3060.17,102382250.46,4090.46,4633.96,0.46,0.46
214,2514.09,3020.01,48325.33,3726.75,49133.14,3110.79,177413390.47,6750.47,8233.81,0.46,0.47
215,?,?,?,?,?,?,?,?,?,0.47,?
216,?,?,?,?,?,?,?,?,?,?,?
217,2522.03,3032.65,48458.44,3738.51,49272.86,3127.41,24657920.48,1560.48,1169.01,?,0.48
218,2491.58,3037.01,47942.81,3693.37,48742.34,3127.38,126380550.49,5330.49,6091.18,0.48,0.49
219,2511.06,3084.81,48306.55,3722.25,49124.78,3168.23,292242510.51,12640.51,14483.83,0.49,0.51
220,2541.46,3128.68,48862.88,3767.32,49700.18,3190.86,163956950.52,7780.52,8516.44,0.51,0.52
221,2549.05,3163.87,49125.36,3778.56,49994.77,3206.86,91887670.52,3570.52,4768.54,0.52,0.52
222,?,?,?,?,?,?,?,?,?,0.52,?
223,?,?,?,?,?,?,?,?,?,?,?
224,2574.11,3182.23,49580.16,3815.71,50476.37,3225.79,175934770.50,5640.50,9027.56,?,0.50
225,2582.83,3202.74,49747.66,3828.64,50646.05,3233.22,203953220.51,3750.51,10410.92,0.50,0.51
226,2609.42,3253.52,50223.95,3868.05,51152.95,3271.49,392459370.51,10470.51,20389.81,0.51,0.51
227,?,?,?,?,?,?,?,?,?,0.51,?
228,2594.32,3239.52,49976.48,3845.67,50906.11,3253.28,216217330.51,5220.51,10831.92,?,0.51
229,?,?,?,?,?,?,?,?,?,0.51,?
230,?,?,?,?,?,?,?,?,?,?,?
231,2583.71,3222.20,49772.46,3829.94,50713.14,3237.31,92453060.51,2890.51,4640.18,?,0.51
232,2548.00,3180.64,49162.16,3777.01,50077.30,3210.57,229512660.49,5140.49,11386.46,0.51,0.49
233,2526.73,3168.92,49128.05,3769.54,50032.45,3221.87,335812160.50,6540.50,16624.54,0.49,0.50
234,2566.11,3209.11,49846.48,3828.29,50780.47,3260.69,167944230.49,4570.49,8343.00,0.50,0.49
235,2565.81,3231.44,49895.10,3827.84,50836.47,3260.35,133542640.51,5090.51,6721.27,0.49,0.51
236,?,?,?,?,?,?,?,?,?,0.51,?
237,?,?,?,?,?,?,?,?,?,?,?
238,2561.87,3205.90,49818.48,3821.96,50756.86,3255.45,129925100.49,3980.49,6502.42,?,0.49
239,2506.92,3147.92,48833.58,3739.99,49731.02,3197.48,146403390.49,5100.49,7211.10,0.49,0.49
240,2491.80,3091.84,48537.65,3717.43,49421.50,3183.87,59434310.50,1910.50,2916.20,0.49,0.50
241,2496.28,3095.55,48676.45,3724.11,49569.11,3204.20,37095180.50,1830.50,1838.00,0.50,0.50
242,2515.12,3087.13,48871.98,3752.23,49771.98,3196.27,229843880.48,8140.48,11175.07,0.50,0.48
243,?,?,?,?,?,?,?,?,?,0.48,?
244,?,?,?,?,?,?,?,?,?,?,?
245,2529.85,3129.09,49187.22,3774.19,50099.55,3230.20,27020280.49,1580.49,1310.13,?,0.49
246,2505.09,3139.25,48968.87,3751.23,49861.54,3226.75,459554150.49,9400.49,22618.94,0.49,0.49
247,2447.70,3092.12,47919.09,3665.29,48781.63,3174.71,148698210.49,3210.49,7253.84,0.49,0.49
248,2335.64,2958.80,45830.66,3497.48,46598.42,3061.25,464414250.49,9500.49,22251.60,0.49,0.49
249,2376.81,3043.50,46717.04,3559.13,47514.09,3142.61,161216770.49,3930.49,7873.06,0.49,0.49
250,?,?,?,?,?,?,?,?,?,0.49,?
251,?,?,?,?,?,?,?,?,?,?,?
252,2435.57,3124.36,47808.90,3647.13,48651.54,3199.68,95486450.49,1940.49,4667.77,?,0.49
253,2498.88,3166.39,48961.51,3741.93,49839.90,3256.85,134559610.49,3000.49,6609.27,0.49,0.49
254,2521.27,3194.64,49437.02,3778.98,50312.63,3285.29,68246010.49,1210.49,3343.81,0.49,0.49
255,2539.05,3213.18,49771.55,3805.64,50644.38,3303.55,130822050.50,4820.50,6488.78,0.49,0.50
256,2514.24,3183.67,49348.61,3768.45,50196.31,3285.49,267197510.52,8250.52,13696.59,0.50,0.52
257,?,?,?,?,?,?,?,?,?,0.52,?
258,?,?,?,?,?,?,?,?,?,?,?
259,2486.32,3135.12,48917.85,3726.60,49741.35,3260.05,530893230.55,15580.55,28526.38,?,0.55
260,2503.51,3156.03,49434.46,3772.16,50258.11,3286.61,319105950.54,5260.54,17342.04,0.55,0.54
261,2502.71,3157.83,49413.33,3770.95,50227.43,3277.41,256405570.54,6560.54,13876.91,0.54,0.54
262,2552.89,3222.54,50300.53,3846.56,51171.25,3316.59,432944210.55,7460.55,23809.08,0.54,0.55
263,2558.08,3229.62,50308.19,3854.39,51202.75,3316.08,329015960.56,6260.56,18132.36,0.55,0.56
264,?,?,?,?,?,?,?,?,?,0.56,?
265,?,?,?,?,?,?,?,?,?,?,?
266,2539.64,3217.71,49955.87,3826.61,50869.00,3291.57,187359190.57,8360.57,10661.35,?,0.57
267,2542.62,3194.37,49979.47,3831.80,50887.67,3275.67,191479020.57,4120.57,10923.41,0.57,0.57
268,2559.90,3236.84,50301.69,3857.84,51221.45,3299.72,168412140.57,3500.57,9434.92,0.57,0.57
269,2590.77,3290.09,50936.34,3904.36,51846.54,3336.44,209421360.57,3890.57,11941.59,0.57,0.57
270,2578.88,3296.37,50819.81,3886.45,51704.53,3352.18,160973110.57,3290.57,9180.02,0.57,0.57
271,?,?,?,?,?,?,?,?,?,0.57,?
272,?,?,?,?,?,?,?,?,?,?,?
273,2547.69,3275.69,50301.85,3839.44,51191.50,3349.29,202922890.57,3350.57,11539.86,?,0.57
274,2580.08,3315.88,50782.48,3888.26,51691.24,3351.68,233199670.56,6140.56,12979.76,0.57,0.56
275,2578.50,3320.03,50803.40,3885.87,51709.58,3364.40,60993210.55,1990.55,3325.63,0.56,0.55
276,2585.32,3338.30,50982.03,3896.16,51911.61,3383.62,187386590.55,5140.55,10138.71,0.55,0.55
277,2559.40,3322.87,50601.24,3857.08,51511.63,3381.52,123582740.53,4590.53,6608.02,0.55,0.53
278,?,?,?,?,?,?,?,?,?,0.53,?
279,?,?,?,?,?,?,?,?,?,?,?
280,2544.72,3307.23,50338.71,3834.97,51239.47,3383.60,73404280.53,2340.53,3889.74,?,0.53
281,2534.15,3285.49,50137.88,3819.04,51021.26,3368.14,87519890.53,1550.53,4634.48,0.53,0.53
282,2546.78,3299.43,50335.02,3838.07,51215.99,3379.96,187118320.54,4690.54,9956.14,0.53,0.54
283,2626.03,3371.00,51806.83,3957.50,52744.48,3454.41,250412600.55,7000.55,13488.36,0.54,0.55
284,2651.95,3402.39,52230.47,3996.56,53193.87,3477.04,179501750.54,4330.54,9768.45,0.55,0.54
285,?,?,?,?,?,?,?,?,?,0.54,?
286,?,?,?,?,?,?,?,?,?,?,?
287,2662.89,3447.55,52520.91,4013.06,53498.97,3508.85,204304240.54,4370.54,10841.18,?,0.54
288,2660.99,3490.38,52590.73,4010.19,53588.87,3544.07,134534570.53,3910.53,7140.80,0.54,0.53
289,2679.62,3511.41,52861.41,4038.26,53918.41,3548.14,173425320.54,4080.54,9223.02,0.53,0.54
290,2650.84,3514.54,52573.59,3994.89,53571.90,3572.96,142414470.53,3200.53,7562.15,0.54,0.53
291,2645.30,3452.12,52587.24,3986.54,53572.92,3535.97,130425430.54,2930.54,6987.69,0.53,0.54
