%310
@RELATION PLBZ00000044
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG30 NUMERIC 
@ATTRIBUTE WIG20 NUMERIC 
@ATTRIBUTE WIGdiv NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG30TR NUMERIC 
@ATTRIBUTE WIG20TR NUMERIC 
@ATTRIBUTE WIG-BANKI NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
44,2492.46,2471.21,1034.74,46406.74,3598.75,3568.06,6475.92,46569.81,71572270.40,33270.40,19272.48,266.00,270.40
45,2475.92,2456.36,1024.61,46211.54,3574.86,3546.62,6469.15,46360.51,31130273.00,53273.00,8497.12,270.40,273.00
46,2488.01,2467.63,1029.14,46370.13,3592.31,3562.89,6474.72,46523.63,326275.00,25275.00,89.56,273.00,275.00
47,?,?,?,?,?,?,?,?,?,?,?,275.00,?
48,?,?,?,?,?,?,?,?,?,?,?,?,?
49,2496.81,2476.01,1033.03,46508.27,3605.03,3574.99,6457.41,46665.39,6401274.90,39274.90,1724.44,?,274.90
50,2498.71,2477.19,1028.99,46490.89,3607.77,3576.69,6405.28,46652.19,611275.00,25275.00,167.67,274.90,275.00
51,2469.66,2443.16,1013.84,46051.76,3565.83,3527.55,6384.21,46198.42,21084268.30,48268.30,5792.76,275.00,268.30
52,2465.43,2436.47,1009.79,45879.90,3559.72,3517.90,6382.67,46050.52,608266.90,41266.90,160.86,268.30,266.90
53,2468.34,2437.24,1008.41,45948.12,3563.91,3519.01,6396.09,46124.82,567269.90,17269.90,152.83,266.90,269.90
54,?,?,?,?,?,?,?,?,?,?,?,269.90,?
55,?,?,?,?,?,?,?,?,?,?,?,?,?
56,2485.01,2454.92,1013.72,46286.28,3587.99,3544.53,6493.12,46487.05,38395269.90,67269.90,10362.69,?,269.90
57,2458.58,2428.57,1007.53,45868.35,3549.82,3506.49,6434.68,46065.85,2201274.00,24274.00,594.83,269.90,274.00
58,2481.27,2450.36,1014.91,46241.92,3582.59,3537.96,6459.16,46459.99,6083270.00,73270.00,1642.75,274.00,270.00
59,2483.07,2452.01,1015.09,46280.36,3585.19,3540.33,6505.71,46510.83,584270.00,30270.00,157.40,270.00,270.00
60,2494.13,2452.86,1019.44,46341.14,3601.15,3541.56,6476.44,46622.90,390274.00,19274.00,106.56,270.00,274.00
61,?,?,?,?,?,?,?,?,?,?,?,274.00,?
62,?,?,?,?,?,?,?,?,?,?,?,?,?
63,2483.53,2438.97,1017.25,46137.70,3585.84,3521.50,6420.90,46454.13,78018274.00,32274.00,21066.76,?,274.00
64,2515.78,2477.68,1023.77,46676.09,3632.41,3577.40,6499.44,47001.38,1002269.00,60269.00,271.61,274.00,269.00
65,2519.46,2481.36,1022.74,46762.65,3637.73,3582.71,6455.48,47090.49,100866272.00,33272.00,27234.53,269.00,272.00
66,2516.92,2474.70,1022.01,46745.26,3634.06,3573.10,6440.05,47060.66,315269.00,28269.00,84.97,272.00,269.00
67,2538.66,2490.70,1029.77,47074.39,3665.45,3596.20,6473.22,47436.21,11980273.20,43273.20,3229.39,269.00,273.20
68,?,?,?,?,?,?,?,?,?,?,?,273.20,?
69,?,?,?,?,?,?,?,?,?,?,?,?,?
70,2525.69,2479.20,1029.96,46933.03,3646.72,3579.59,6512.77,47269.75,1714273.00,45273.00,466.48,?,273.00
71,2532.30,2482.39,1027.64,47010.40,3656.26,3584.20,6475.83,47340.43,838267.40,29267.40,225.75,273.00,267.40
72,2525.33,2473.95,1026.57,46888.37,3646.20,3572.01,6499.45,47235.72,500263.50,33263.50,132.37,267.40,263.50
73,2548.95,2498.84,1033.40,47223.68,3680.31,3607.96,6548.90,47606.16,28553260.40,44260.40,7429.82,263.50,260.40
74,2543.87,2486.30,1030.99,47125.93,3672.97,3589.85,6556.17,47522.10,1431268.80,75268.80,378.92,260.40,268.80
75,?,?,?,?,?,?,?,?,?,?,?,268.80,?
76,?,?,?,?,?,?,?,?,?,?,?,?,?
77,2516.69,2453.90,1019.65,46668.41,3633.72,3543.06,6482.67,47094.18,1249263.00,44263.00,330.80,?,263.00
78,2480.67,2421.94,1004.18,46029.35,3581.72,3496.92,6391.14,46473.62,1661258.00,99258.00,431.67,263.00,258.00
79,2479.47,2422.61,1001.19,46068.24,3579.99,3497.89,6385.97,46511.62,2908255.50,125255.50,743.78,258.00,255.50
80,2453.97,2395.82,992.85,45580.47,3543.16,3459.21,6357.84,46017.88,2421255.00,84255.00,617.81,255.50,255.00
81,2426.14,2370.02,982.63,45066.18,3502.98,3421.95,6265.59,45473.08,2380611251.00,3837251.00,591858.93,255.00,251.00
82,?,?,?,?,?,?,?,?,?,?,?,251.00,?
83,?,?,?,?,?,?,?,?,?,?,?,?,?
84,2395.40,2339.48,971.44,44585.10,3458.60,3377.86,6278.67,44946.32,416398253.00,1345253.00,106241.06,?,253.00
85,2406.05,2353.41,974.15,44724.88,3473.97,3397.98,6332.39,45119.16,36704251.00,558251.00,9208.55,253.00,251.00
86,2440.82,2385.27,981.90,45247.90,3524.18,3443.98,6374.95,45644.09,47042251.90,721251.90,11848.30,251.00,251.90
87,2430.73,2370.07,986.42,45147.57,3509.61,3422.02,6369.16,45528.85,29454252.00,424252.00,7428.73,251.90,252.00
88,?,?,?,?,?,?,?,?,?,?,?,252.00,?
89,?,?,?,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?,?,?,?
92,2440.15,2375.67,988.58,45304.74,3523.22,3430.12,6413.91,45679.51,74743253.40,773253.40,18914.28,?,253.40
93,2398.83,2336.45,974.84,44604.61,3463.55,3373.48,6325.20,44940.36,180743258.00,764258.00,46291.49,253.40,258.00
94,2402.20,2342.64,976.20,44623.89,3468.42,3382.42,6306.27,44980.62,82064264.50,1112264.50,21569.74,258.00,264.50
95,2400.73,2346.37,975.85,44597.66,3466.30,3387.81,6304.00,44960.02,308654269.00,2025269.00,82742.36,264.50,269.00
96,?,?,?,?,?,?,?,?,?,?,?,269.00,?
97,?,?,?,?,?,?,?,?,?,?,?,?,?
98,2401.04,2344.72,975.73,44590.97,3466.74,3385.42,6316.72,44963.96,1644122268.50,3639268.50,441943.13,?,268.50
99,2403.05,2347.10,975.68,44725.03,3477.52,3396.49,6358.08,45096.35,118335268.00,360268.00,31706.38,268.50,268.00
100,2423.82,2370.51,979.74,45091.63,3507.58,3430.37,6391.36,45495.34,118242268.00,925268.00,31684.21,268.00,268.00
101,2462.75,2409.02,994.45,45688.48,3563.91,3486.10,6458.09,46131.66,41480269.00,219269.00,11130.58,268.00,269.00
102,2456.16,2397.08,991.42,45525.92,3554.37,3468.81,6390.03,45960.10,74580269.90,327269.90,20112.56,269.00,269.90
103,?,?,?,?,?,?,?,?,?,?,?,269.90,?
104,?,?,?,?,?,?,?,?,?,?,?,?,?
105,2411.63,2350.08,976.98,44724.14,3489.94,3400.81,6299.92,45167.65,75201269.10,136269.10,20233.91,?,269.10
106,?,?,?,?,?,?,?,?,?,?,?,269.10,?
107,2372.48,2304.59,961.16,43916.24,3433.28,3334.98,6240.52,44404.81,86117268.70,299268.70,23131.75,?,268.70
108,2338.69,2269.22,947.88,43364.70,3387.52,3283.79,6160.57,43850.06,20656266.70,192266.70,5515.19,268.70,266.70
109,2342.83,2277.71,953.25,43447.75,3393.51,3296.08,6239.69,43993.98,25477265.00,116265.00,6770.16,266.70,265.00
110,?,?,?,?,?,?,?,?,?,?,?,265.00,?
111,?,?,?,?,?,?,?,?,?,?,?,?,?
112,2337.88,2278.07,957.00,43360.30,3386.35,3296.60,6186.32,43892.82,56379259.00,129259.00,14620.82,?,259.00
113,2331.94,2273.47,956.98,43159.57,3377.74,3289.95,6215.82,43707.88,125532255.00,345255.00,32000.41,259.00,255.00
114,2345.85,2286.71,956.07,43356.73,3397.89,3309.10,6191.81,43908.95,98662268.90,256268.90,25582.81,255.00,268.90
115,2349.59,2288.09,957.91,43482.18,3403.31,3311.10,6127.49,44027.03,114889268.50,137268.50,30826.07,268.90,268.50
116,2359.18,2294.06,957.94,43665.21,3417.20,3319.74,6160.04,44226.06,46389265.00,215265.00,12424.45,268.50,265.00
117,?,?,?,?,?,?,?,?,?,?,?,265.00,?
118,?,?,?,?,?,?,?,?,?,?,?,?,?
119,2372.13,2303.18,960.13,43882.16,3435.94,3332.94,6178.53,44420.22,14412260.00,74260.00,3747.75,?,260.00
120,2388.07,2319.15,967.66,44162.18,3459.03,3356.04,6169.02,44653.34,120460263.00,281263.00,31441.93,260.00,263.00
121,?,?,?,?,?,?,?,?,?,?,?,263.00,?
122,2374.97,2305.90,969.80,43991.51,3440.07,3336.87,6108.94,44466.89,28474264.00,157264.00,7532.04,?,264.00
123,?,?,?,?,?,?,?,?,?,?,?,264.00,?
124,?,?,?,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?,?,?,?
126,2407.08,2339.22,985.04,44541.73,3486.58,3385.09,6204.24,45060.80,44504265.00,314265.00,11812.98,?,265.00
127,2417.54,2347.82,983.62,44742.22,3501.73,3397.54,6255.13,45244.29,53498266.40,238266.40,14232.45,265.00,266.40
128,2439.21,2367.91,989.70,45117.94,3533.12,3426.60,6326.01,45647.76,19394267.20,79267.20,5177.36,266.40,267.20
129,2431.22,2348.95,982.95,44943.16,3521.54,3399.18,6241.19,45475.08,19624267.20,146267.20,5213.01,267.20,267.20
130,2426.35,2338.16,983.43,44895.35,3514.48,3383.56,6253.13,45408.06,4322267.20,49267.20,1154.65,267.20,267.20
131,?,?,?,?,?,?,?,?,?,?,?,267.20,?
132,?,?,?,?,?,?,?,?,?,?,?,?,?
133,2443.14,2354.34,990.06,45207.84,3541.49,3409.58,6334.47,45746.01,19689267.00,74267.00,5258.85,?,267.00
134,2479.96,2386.81,1004.51,45771.11,3594.88,3456.59,6477.31,46336.62,26862268.00,269268.00,7185.72,267.00,268.00
135,2500.68,2408.86,1009.60,46102.42,3624.90,3488.53,6560.58,46676.61,78688268.00,391268.00,20973.34,268.00,268.00
136,2488.92,2390.32,1005.91,45992.03,3611.62,3465.30,6559.17,46581.16,183388269.05,128269.05,49368.91,268.00,269.05
137,2493.28,2391.07,1003.88,46078.68,3617.94,3466.38,6534.07,46646.58,152003268.00,97268.00,40878.91,269.05,268.00
138,?,?,?,?,?,?,?,?,?,?,?,268.00,?
139,?,?,?,?,?,?,?,?,?,?,?,?,?
140,2488.97,2376.78,999.39,46041.35,3611.69,3445.67,6512.75,46615.31,19249268.00,118268.00,5159.30,?,268.00
141,2472.29,2370.32,996.01,45851.80,3587.49,3436.30,6473.23,46439.10,65932272.50,113272.50,17887.22,268.00,272.50
142,2474.43,2371.95,995.72,45933.66,3590.59,3438.66,6468.52,46529.96,66904280.00,205280.00,18569.12,272.50,280.00
143,2459.61,2359.42,990.26,45687.76,3569.08,3420.51,6494.42,46311.26,46813272.05,378272.05,12873.73,280.00,272.05
144,2486.10,2384.58,999.44,46145.44,3607.51,3456.98,6521.57,46783.61,55506279.00,114279.00,15483.11,272.05,279.00
145,?,?,?,?,?,?,?,?,?,?,?,279.00,?
146,?,?,?,?,?,?,?,?,?,?,?,?,?
147,2556.62,2451.06,1021.35,47277.10,3709.85,3553.36,6663.79,47957.54,36901282.00,125282.00,10379.46,?,282.00
148,2573.63,2469.37,1028.33,47579.87,3734.53,3579.90,6709.39,48258.02,23271283.45,148283.45,6584.05,282.00,283.45
149,2563.21,2463.37,1032.73,47476.64,3723.76,3575.43,6671.76,48138.07,42463284.00,340284.00,12100.70,283.45,284.00
150,?,?,?,?,?,?,?,?,?,?,?,284.00,?
151,2583.50,2485.50,1043.83,47806.34,3753.24,3607.54,6724.27,48503.87,169504292.00,610292.00,49080.70,?,292.00
152,?,?,?,?,?,?,?,?,?,?,?,292.00,?
153,?,?,?,?,?,?,?,?,?,?,?,?,?
154,2546.43,2443.65,1025.46,47175.79,3699.39,3546.80,6621.92,47868.36,45656286.00,348286.00,13141.73,?,286.00
155,2569.08,2462.92,1028.91,47620.68,3732.30,3574.77,6737.34,48323.88,37985291.50,177291.50,11002.63,286.00,291.50
156,2578.21,2461.51,1031.84,47805.94,3745.56,3572.72,6699.74,48513.29,71592291.80,170291.80,20862.24,291.50,291.80
157,2559.39,2446.29,1025.43,47573.66,3718.21,3550.63,6716.85,48259.19,42556290.00,206290.00,12383.40,291.80,290.00
158,2595.30,2488.84,1036.26,48209.65,3771.86,3613.82,6847.02,48918.37,47923292.00,223292.00,13973.68,290.00,292.00
159,?,?,?,?,?,?,?,?,?,?,?,292.00,?
160,?,?,?,?,?,?,?,?,?,?,?,?,?
161,2608.91,2503.41,1043.13,48495.01,3791.64,3634.98,6987.45,49207.65,85579298.00,496298.00,25332.46,?,298.00
162,2595.04,2484.11,1038.53,48324.52,3771.49,3606.96,6939.96,49050.96,183610294.45,580294.45,54768.97,298.00,294.45
163,2591.90,2481.60,1039.02,48383.93,3766.92,3603.31,6925.73,49098.70,143245295.70,292295.70,42433.85,294.45,295.70
164,2573.85,2472.75,1039.63,48152.82,3740.69,3590.46,6920.17,48890.47,166384292.00,401292.00,48787.19,295.70,292.00
165,2583.39,2478.43,1041.54,48273.42,3754.56,3598.71,6940.89,49057.66,93380293.20,334293.20,27450.17,292.00,293.20
166,?,?,?,?,?,?,?,?,?,?,?,293.20,?
167,?,?,?,?,?,?,?,?,?,?,?,?,?
168,2575.47,2463.37,1038.28,48131.61,3743.05,3576.84,6872.58,48917.56,66854295.00,375295.00,19561.00,?,295.00
169,2571.29,2455.15,1038.59,48119.72,3736.96,3564.90,6892.10,48891.04,82225296.00,334296.00,24339.22,295.00,296.00
170,2537.36,2413.40,1034.52,47743.10,3707.74,3526.33,6858.80,48509.84,107102299.00,206299.00,31894.46,296.00,299.00
171,2429.92,2297.91,998.13,45870.00,3550.74,3357.59,6611.14,46587.68,95120298.80,181298.80,28159.49,299.00,298.80
172,2359.89,2233.64,976.71,44732.92,3448.40,3263.68,6480.92,45456.77,565353296.30,798296.30,167381.50,298.80,296.30
173,?,?,?,?,?,?,?,?,?,?,?,296.30,?
174,?,?,?,?,?,?,?,?,?,?,?,?,?
175,2366.01,2244.27,975.16,44824.62,3457.35,3279.21,6510.55,45531.46,81740294.00,352294.00,23754.20,?,294.00
176,2363.41,2246.69,979.40,44966.09,3460.00,3289.02,6544.68,45672.10,98627287.40,472287.40,28653.89,294.00,287.40
177,2357.52,2246.66,972.28,44893.99,3451.37,3288.98,6578.62,45601.51,161611284.95,597284.95,45787.00,287.40,284.95
178,2286.99,2177.02,940.51,43667.37,3348.11,3187.03,6412.05,44326.49,115115277.00,884277.00,32232.22,284.95,277.00
179,2357.01,2245.64,962.64,44747.79,3450.62,3287.49,6598.44,45442.51,209082280.00,985280.00,58485.53,277.00,280.00
180,?,?,?,?,?,?,?,?,?,?,?,280.00,?
181,?,?,?,?,?,?,?,?,?,?,?,?,?
182,2357.66,2237.25,960.62,44769.00,3451.57,3275.21,6479.86,45461.06,40628279.30,379279.30,11351.35,?,279.30
183,2407.09,2284.76,976.14,45533.94,3523.94,3344.76,6571.59,46254.71,103074288.00,630288.00,29305.94,279.30,288.00
184,2384.58,2262.92,975.88,45184.98,3494.73,3316.41,6442.00,45899.36,153611284.00,508284.00,43463.78,288.00,284.00
185,2405.42,2287.54,982.38,45613.75,3525.27,3352.49,6504.87,46344.42,10921284.70,104284.70,3112.96,284.00,284.70
186,2372.96,2253.49,971.06,45110.89,3477.69,3302.60,6438.37,45805.34,77701282.10,375282.10,22189.75,284.70,282.10
187,?,?,?,?,?,?,?,?,?,?,?,282.10,?
188,?,?,?,?,?,?,?,?,?,?,?,?,?
189,2336.57,2223.28,960.34,44534.34,3424.36,3258.31,6390.13,45172.40,17166271.70,174271.70,4790.72,?,271.70
190,2330.27,2218.77,955.08,44342.23,3415.12,3251.71,6385.54,44969.23,83811280.00,362280.00,23000.93,271.70,280.00
191,2360.11,2244.63,971.81,45068.55,3482.45,3316.05,6527.93,45727.71,52077291.50,382291.50,15031.57,280.00,291.50
192,2394.81,2279.09,986.53,45712.72,3533.66,3366.95,6602.82,46390.36,113743292.50,417292.50,33331.22,291.50,292.50
193,2418.20,2302.81,996.18,46150.78,3568.17,3402.00,6709.26,46839.89,62300293.65,215293.65,18318.14,292.50,293.65
194,?,?,?,?,?,?,?,?,?,?,?,293.65,?
195,?,?,?,?,?,?,?,?,?,?,?,?,?
196,2421.43,2305.78,997.90,46218.05,3572.94,3406.39,6759.32,46922.43,9779295.00,105295.00,2878.29,?,295.00
197,2418.21,2303.05,997.68,46155.10,3568.19,3402.35,6792.22,46860.35,43472297.90,288297.90,12811.28,295.00,297.90
198,2424.23,2309.79,1002.01,46287.08,3581.34,3416.47,6850.07,47003.76,145556303.90,650303.90,43855.58,297.90,303.90
199,2418.23,2300.33,999.65,46221.23,3572.47,3402.47,6842.98,46919.83,38613300.10,343300.10,11604.78,303.90,300.10
200,2427.55,2313.31,1004.40,46399.74,3587.20,3421.67,6906.83,47120.88,28772303.00,243303.00,8709.99,300.10,303.00
201,?,?,?,?,?,?,?,?,?,?,?,303.00,?
202,?,?,?,?,?,?,?,?,?,?,?,?,?
203,2420.11,2311.49,1008.29,46361.70,3576.21,3418.98,6918.23,47075.43,11391300.10,92300.10,3430.43,?,300.10
204,2440.78,2327.28,1013.36,46714.43,3606.75,3442.34,6950.90,47454.90,131094303.10,172303.10,39723.84,300.10,303.10
205,2441.59,2324.17,1013.85,46835.98,3617.32,3446.85,6919.33,47575.74,38444301.30,157301.30,11639.10,303.10,301.30
206,2430.68,2317.80,1009.47,46713.02,3601.16,3437.40,6951.65,47446.69,25039303.00,93303.00,7579.21,301.30,303.00
207,2400.81,2291.10,999.82,46258.91,3556.91,3397.80,6928.85,46981.22,29091308.00,388308.00,8928.21,303.00,308.00
208,?,?,?,?,?,?,?,?,?,?,?,308.00,?
209,?,?,?,?,?,?,?,?,?,?,?,?,?
210,2411.93,2299.26,1005.01,46480.62,3575.31,3411.77,6931.34,47214.30,7072304.15,125304.15,2168.28,?,304.15
211,2421.34,2307.79,1006.09,46663.41,3589.26,3424.43,7018.79,47398.08,99077313.50,344313.50,31027.06,304.15,313.50
212,2434.27,2326.59,1008.66,46925.65,3608.43,3452.34,7133.06,47676.43,181094324.95,618324.95,58250.55,313.50,324.95
213,2458.52,2351.14,1020.15,47370.81,3644.36,3488.76,7252.17,48147.76,75514323.00,383323.00,24462.85,324.95,323.00
214,2514.09,2401.85,1042.34,48325.33,3726.75,3564.00,7371.22,49133.14,99205328.50,663328.50,32380.74,323.00,328.50
215,?,?,?,?,?,?,?,?,?,?,?,328.50,?
216,?,?,?,?,?,?,?,?,?,?,?,?,?
217,2522.03,2405.73,1046.18,48458.44,3738.51,3569.77,7400.00,49272.86,31336326.50,427326.50,10240.06,?,326.50
218,2491.58,2366.74,1029.49,47942.81,3693.37,3511.91,7220.25,48742.34,53270324.00,547324.00,17380.24,326.50,324.00
219,2511.06,2380.01,1032.76,48306.55,3722.25,3531.59,7328.58,49124.78,57623321.90,599321.90,18449.22,324.00,321.90
220,2541.46,2406.40,1043.81,48862.88,3767.32,3570.76,7439.07,49700.18,40800330.60,560330.60,13452.39,321.90,330.60
221,2549.05,2414.28,1049.50,49125.36,3778.56,3582.45,7504.16,49994.77,69091327.00,356327.00,22704.57,330.60,327.00
222,?,?,?,?,?,?,?,?,?,?,?,327.00,?
223,?,?,?,?,?,?,?,?,?,?,?,?,?
224,2574.11,2440.05,1065.87,49580.16,3815.71,3620.69,7582.28,50476.37,29992330.00,403330.00,9821.61,?,330.00
225,2582.83,2442.30,1067.80,49747.66,3828.64,3624.03,7619.99,50646.05,72613334.00,797334.00,24139.94,330.00,334.00
226,2609.42,2461.22,1077.48,50223.95,3868.05,3652.11,7754.29,51152.95,65737340.00,1029340.00,22349.31,334.00,340.00
227,?,?,?,?,?,?,?,?,?,?,?,340.00,?
228,2594.32,2445.60,1070.04,49976.48,3845.67,3628.93,7689.61,50906.11,38745343.00,605343.00,13285.62,?,343.00
229,?,?,?,?,?,?,?,?,?,?,?,343.00,?
230,?,?,?,?,?,?,?,?,?,?,?,?,?
231,2583.71,2438.83,1068.34,49772.46,3829.94,3618.88,7653.77,50713.14,90790340.00,303340.00,30847.96,?,340.00
232,2548.00,2405.32,1058.51,49162.16,3777.01,3569.15,7537.72,50077.30,29032337.00,422337.00,9653.07,340.00,337.00
233,2526.73,2383.15,1059.12,49128.05,3769.54,3568.90,7482.74,50032.45,9163337.30,144337.30,3084.02,337.00,337.30
234,2566.11,2420.68,1076.61,49846.48,3828.29,3625.10,7584.87,50780.47,62601337.00,468337.00,20978.89,337.30,337.00
235,2565.81,2417.23,1075.72,49895.10,3827.84,3619.92,7636.58,50836.47,39399340.00,385340.00,13302.86,337.00,340.00
236,?,?,?,?,?,?,?,?,?,?,?,340.00,?
237,?,?,?,?,?,?,?,?,?,?,?,?,?
238,2561.87,2417.91,1073.76,49818.48,3821.96,3620.95,7601.34,50756.86,6181333.00,83333.00,2071.02,?,333.00
239,2506.92,2367.63,1056.82,48833.58,3739.99,3545.65,7451.60,49731.02,72430318.00,850318.00,23415.15,333.00,318.00
240,2491.80,2361.85,1057.65,48537.65,3717.43,3537.00,7397.78,49421.50,44208315.00,865315.00,13828.00,318.00,315.00
241,2496.28,2367.84,1059.09,48676.45,3724.11,3545.97,7348.60,49569.11,60708309.45,518309.45,18935.92,315.00,309.45
242,2515.12,2384.22,1066.99,48871.98,3752.23,3570.50,7394.25,49771.98,58654311.90,558311.90,18239.69,309.45,311.90
243,?,?,?,?,?,?,?,?,?,?,?,311.90,?
244,?,?,?,?,?,?,?,?,?,?,?,?,?
245,2529.85,2394.90,1072.50,49187.22,3774.19,3586.48,7424.64,50099.55,22181313.65,250313.65,6978.29,?,313.65
246,2505.09,2367.49,1068.28,48968.87,3751.23,3557.48,7423.72,49861.54,63446314.50,380314.50,19928.27,313.65,314.50
247,2447.70,2308.44,1050.12,47919.09,3665.29,3468.76,7224.31,48781.63,147240301.00,1039301.00,46704.94,314.50,301.00
248,2335.64,2201.50,1001.99,45830.66,3497.48,3308.06,6871.10,46598.42,173197285.00,1321285.00,50199.47,301.00,285.00
