%310
@RELATION PL4FNMD00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-MEDIA NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
65,849.88,46762.65,2658.78,47090.49,2872.90,45620.15,920.15,9.18,20.17,20.15
66,855.99,46745.26,2661.06,47060.66,2873.49,147921.00,1821.00,30.60,20.15,21.00
67,861.67,47074.39,2653.14,47436.21,2906.74,39121.70,721.70,8.28,21.00,21.70
68,?,?,?,?,?,?,?,?,21.70,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,2643.18,47269.75,2914.24,125821.00,1421.00,26.76,?,21.00
71,866.79,47010.40,2716.00,47340.43,2911.38,49921.80,1221.80,10.75,21.00,21.80
72,872.90,46888.37,2729.57,47235.72,2901.67,021.80,021.80,0.00,21.80,21.80
73,871.52,47223.68,2715.79,47606.16,2912.13,12080021.50,1321.50,2549.08,21.80,21.50
74,873.21,47125.93,2759.52,47522.10,2909.77,193522.49,2222.49,42.75,21.50,22.49
75,?,?,?,?,?,?,?,?,22.49,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,2727.89,47094.18,2900.59,36722.45,422.45,8.24,?,22.45
78,864.73,46029.35,2690.24,46473.62,2868.24,140021.30,1721.30,29.92,22.45,21.30
79,862.97,46068.24,2690.29,46511.62,2874.75,21521.79,421.79,4.68,21.30,21.79
80,850.86,45580.47,2658.58,46017.88,2833.61,17621.09,321.09,3.75,21.79,21.09
81,845.32,45066.18,2579.62,45473.08,2800.67,1243120.60,520.60,255.08,21.09,20.60
82,?,?,?,?,?,?,?,?,20.60,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,2568.62,44946.32,2780.21,176920.80,1720.80,37.13,?,20.80
85,830.80,44724.88,2566.53,45119.16,2774.13,64521.19,1121.19,13.38,20.80,21.19
86,835.51,45247.90,2581.44,45644.09,2785.46,48421.00,821.00,10.17,21.19,21.00
87,839.42,45147.57,2642.66,45528.85,2797.31,176821.59,1921.59,37.36,21.00,21.59
88,?,?,?,?,?,?,?,?,21.59,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,2638.99,45679.51,2814.33,106021.79,1421.79,22.36,?,21.79
93,828.79,44604.61,2614.45,44940.36,2769.02,109520.52,1420.52,23.01,21.79,20.52
94,824.35,44623.89,2599.89,44980.62,2766.19,115320.55,1820.55,23.81,20.52,20.55
95,819.73,44597.66,2491.48,44960.02,2760.91,119420.55,1120.55,24.28,20.55,20.55
96,?,?,?,?,?,?,?,?,20.55,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,2549.75,44963.96,2764.28,42820.81,1520.81,8.78,?,20.81
99,815.74,44725.03,2593.51,45096.35,2767.26,27221.00,621.00,5.66,20.81,21.00
100,820.16,45091.63,2591.74,45495.34,2780.21,52721.39,1421.39,11.22,21.00,21.39
101,824.04,45688.48,2643.04,46131.66,2794.43,28621.37,1021.37,6.12,21.39,21.37
102,819.29,45525.92,2653.03,45960.10,2783.53,205321.79,2521.79,44.49,21.37,21.79
103,?,?,?,?,?,?,?,?,21.79,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,2627.86,45167.65,2754.91,8721.21,221.21,1.86,?,21.21
106,?,?,?,?,?,?,?,?,21.21,?
107,796.68,43916.24,2551.04,44404.81,2705.88,58721.50,821.50,12.38,?,21.50
108,787.39,43364.70,2592.30,43850.06,2695.55,43321.00,521.00,9.11,21.50,21.00
109,783.37,43447.75,2558.31,43993.98,2685.57,39520.88,620.88,8.23,21.00,20.88
110,?,?,?,?,?,?,?,?,20.88,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,2502.77,43892.82,2660.28,21421.20,821.20,4.52,?,21.20
113,769.16,43159.57,2517.56,43707.88,2624.40,2038220.80,1720.80,427.97,21.20,20.80
114,769.82,43356.73,2527.25,43908.95,2636.70,31920.80,820.80,6.59,20.80,20.80
115,774.88,43482.18,2511.90,44027.03,2658.57,1374620.89,3820.89,287.74,20.80,20.89
116,777.86,43665.21,2510.55,44226.06,2669.93,1666222.80,8622.80,365.78,20.89,22.80
117,?,?,?,?,?,?,?,?,22.80,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,2521.79,44420.22,2685.14,168122.47,2922.47,37.72,?,22.47
120,784.81,44162.18,2543.13,44653.34,2704.84,636522.36,4322.36,143.73,22.47,22.36
121,?,?,?,?,?,?,?,?,22.36,?
122,787.45,43991.51,2514.92,44466.89,2695.22,502923.00,6323.00,115.53,?,23.00
123,?,?,?,?,?,?,?,?,23.00,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,2539.44,45060.80,2714.72,988723.18,8423.18,229.44,?,23.18
127,793.09,44742.22,2559.42,45244.29,2733.96,1665223.30,9923.30,388.54,23.18,23.30
128,798.10,45117.94,2580.91,45647.76,2752.14,737920.40,7520.40,154.29,23.30,20.40
129,800.71,44943.16,2616.95,45475.08,2760.20,1442819.11,11919.11,274.47,20.40,19.11
130,800.42,44895.35,2665.44,45408.06,2769.85,245920.00,2820.00,49.00,19.11,20.00
131,?,?,?,?,?,?,?,?,20.00,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,2691.81,45746.01,2790.62,109020.00,2320.00,21.61,?,20.00
134,804.49,45771.11,2747.23,46336.62,2822.41,69719.50,2319.50,13.63,20.00,19.50
135,802.28,46102.42,2811.51,46676.61,2848.38,128119.50,1319.50,24.95,19.50,19.50
136,806.45,45992.03,2769.11,46581.16,2871.70,59819.30,619.30,11.72,19.50,19.30
137,810.69,46078.68,2843.46,46646.58,2885.19,144119.00,2119.00,27.20,19.30,19.00
138,?,?,?,?,?,?,?,?,19.00,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,2833.96,46615.31,2921.95,456919.67,3119.67,88.91,?,19.67
141,819.76,45851.80,2766.56,46439.10,2893.12,1403920.37,3620.37,274.43,19.67,20.37
142,818.82,45933.66,2768.44,46529.96,2912.70,187620.20,1320.20,37.40,20.37,20.20
143,814.69,45687.76,2716.44,46311.26,2894.53,227020.30,3620.30,45.33,20.20,20.30
144,820.11,46145.44,2766.31,46783.61,2929.62,75820.31,1320.31,15.40,20.30,20.31
145,?,?,?,?,?,?,?,?,20.31,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,2877.90,47957.54,2976.83,46720.10,1220.10,9.36,?,20.10
148,838.40,47579.87,2837.61,48258.02,2997.81,146319.80,1719.80,29.25,20.10,19.80
149,842.72,47476.64,2831.95,48138.07,3000.58,38020.00,920.00,7.58,19.80,20.00
150,?,?,?,?,?,?,?,?,20.00,?
151,841.72,47806.34,2842.44,48503.87,2994.25,48819.81,1619.81,9.70,?,19.81
152,?,?,?,?,?,?,?,?,19.81,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,2851.48,47868.36,2970.24,33319.81,519.81,6.55,?,19.81
155,854.67,47620.68,2879.25,48323.88,2998.79,115719.95,919.95,23.13,19.81,19.95
156,859.35,47805.94,2930.23,48513.29,3026.87,50820.00,820.00,10.25,19.95,20.00
157,864.95,47573.66,2927.35,48259.19,3020.15,363820.99,2920.99,76.23,20.00,20.99
158,866.67,48209.65,2972.76,48918.37,3044.38,62820.50,1420.50,13.05,20.99,20.50
159,?,?,?,?,?,?,?,?,20.50,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,2961.52,49207.65,3065.91,148620.50,1720.50,30.47,?,20.50
162,870.60,48324.52,3012.39,49050.96,3074.89,1198520.90,1720.90,249.08,20.50,20.90
163,878.91,48383.93,3044.90,49098.70,3098.83,6320.80,420.80,1.28,20.90,20.80
164,877.48,48152.82,3007.22,48890.47,3089.32,52320.99,1720.99,10.92,20.80,20.99
165,880.65,48273.42,3038.69,49057.66,3092.65,110120.40,1520.40,22.77,20.99,20.40
166,?,?,?,?,?,?,?,?,20.40,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3096.81,48917.56,3100.24,399120.95,1820.95,81.93,?,20.95
169,886.71,48119.72,3174.21,48891.04,3120.39,268221.10,3521.10,56.47,20.95,21.10
170,885.25,47743.10,3163.21,48509.84,3122.21,25221.10,721.10,5.31,21.10,21.10
171,864.38,45870.00,3135.33,46587.68,3038.18,353521.00,2821.00,74.33,21.10,21.00
172,855.18,44732.92,2970.69,45456.77,3001.68,167721.00,2721.00,34.65,21.00,21.00
173,?,?,?,?,?,?,?,?,21.00,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,2962.57,45531.46,2990.89,43321.10,921.10,8.90,?,21.10
176,863.23,44966.09,2951.60,45672.10,2999.31,26720.70,820.70,5.60,21.10,20.70
177,858.05,44893.99,2891.59,45601.51,2972.55,74820.50,1420.50,15.40,20.70,20.50
178,847.97,43667.37,2856.87,44326.49,2915.58,151619.95,2719.95,30.89,20.50,19.95
179,848.08,44747.79,2875.12,45442.51,2948.80,302519.70,1919.70,59.80,19.95,19.70
180,?,?,?,?,?,?,?,?,19.70,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,2975.68,45461.06,2963.91,25019.86,619.86,4.95,?,19.86
183,853.37,45533.94,3034.96,46254.71,2981.48,36319.90,1019.90,7.19,19.86,19.90
184,850.45,45184.98,3008.56,45899.36,2971.57,14719.89,619.89,2.90,19.90,19.89
185,855.94,45613.75,3031.35,46344.42,2988.19,62320.89,1420.89,12.49,19.89,20.89
186,851.88,45110.89,3040.23,45805.34,2977.06,15820.30,520.30,3.22,20.89,20.30
187,?,?,?,?,?,?,?,?,20.30,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,2963.72,45172.40,2948.16,114420.99,1620.99,23.82,?,20.99
190,842.60,44342.23,2923.27,44969.23,2924.69,66521.00,621.00,13.95,20.99,21.00
191,844.03,45068.55,3088.12,45727.71,2962.09,113721.30,921.30,24.14,21.00,21.30
192,845.84,45712.72,3133.70,46390.36,2992.86,20021.35,221.35,4.27,21.30,21.35
193,849.99,46150.78,3149.35,46839.89,3017.66,521.35,121.35,0.11,21.35,21.35
194,?,?,?,?,?,?,?,?,21.35,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3148.83,46922.43,3022.70,31221.30,1021.30,6.63,?,21.30
197,847.84,46155.10,3146.57,46860.35,3017.11,15220.85,420.85,3.21,21.30,20.85
198,845.85,46287.08,3212.07,47003.76,3021.27,18221.15,521.15,3.83,20.85,21.15
199,845.70,46221.23,3244.60,46919.83,3023.16,74521.05,1021.05,15.70,21.15,21.05
200,848.06,46399.74,3235.66,47120.88,3019.85,184521.00,1121.00,38.73,21.05,21.00
201,?,?,?,?,?,?,?,?,21.00,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3205.19,47075.43,3021.70,171221.00,521.00,35.91,?,21.00
204,852.44,46714.43,3248.21,47454.90,3029.97,221.10,121.10,0.04,21.00,21.10
205,858.02,46835.98,3268.30,47575.74,3050.63,40420.95,820.95,8.39,21.10,20.95
206,858.31,46713.02,3213.35,47446.69,3036.16,9721.00,421.00,2.03,20.95,21.00
207,858.83,46258.91,3139.34,46981.22,3015.00,4420.90,420.90,0.92,21.00,20.90
208,?,?,?,?,?,?,?,?,20.90,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3198.11,47214.30,3032.94,112620.35,1520.35,23.07,?,20.35
211,870.15,46663.41,3193.87,47398.08,3038.42,76520.30,920.30,15.56,20.35,20.30
212,878.25,46925.65,3155.49,47676.43,3046.08,28120.80,820.80,5.78,20.30,20.80
213,881.30,47370.81,3181.95,48147.76,3060.17,90021.00,1521.00,18.85,20.80,21.00
214,884.10,48325.33,3281.00,49133.14,3110.79,37020.90,420.90,7.74,21.00,20.90
215,?,?,?,?,?,?,?,?,20.90,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3273.93,49272.86,3127.41,37220.95,1120.95,7.79,?,20.95
218,891.86,47942.81,3294.82,48742.34,3127.38,791421.10,1621.10,166.19,20.95,21.10
219,898.91,48306.55,3296.25,49124.78,3168.23,655121.17,1321.17,138.23,21.10,21.17
220,903.85,48862.88,3347.67,49700.18,3190.86,678121.00,1821.00,143.64,21.17,21.00
221,909.96,49125.36,3339.13,49994.77,3206.86,89821.00,1321.00,18.77,21.00,21.00
222,?,?,?,?,?,?,?,?,21.00,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3357.82,50476.37,3225.79,590221.00,1221.00,123.94,?,21.00
225,922.16,49747.66,3371.42,50646.05,3233.22,863220.58,4420.58,179.07,21.00,20.58
226,928.58,50223.95,3408.63,51152.95,3271.49,397419.99,7119.99,80.12,20.58,19.99
227,?,?,?,?,?,?,?,?,19.99,?
228,928.83,49976.48,3380.10,50906.11,3253.28,25619.85,919.85,5.07,?,19.85
229,?,?,?,?,?,?,?,?,19.85,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3285.01,50713.14,3237.31,69420.00,1820.00,13.57,?,20.00
232,914.58,49162.16,3253.81,50077.30,3210.57,136419.00,1919.00,26.40,20.00,19.00
233,920.30,49128.05,3308.20,50032.45,3221.87,1242619.44,2919.44,231.79,19.00,19.44
234,931.73,49846.48,3375.70,50780.47,3260.69,182919.00,1819.00,34.98,19.44,19.00
235,930.27,49895.10,3425.99,50836.47,3260.35,51918.81,818.81,9.85,19.00,18.81
236,?,?,?,?,?,?,?,?,18.81,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3380.35,50756.86,3255.45,324619.00,1919.00,61.58,?,19.00
239,921.40,48833.58,3368.02,49731.02,3197.48,188619.02,419.02,35.84,19.00,19.02
240,919.00,48537.65,3278.46,49421.50,3183.87,242919.00,1719.00,45.98,19.02,19.00
241,924.88,48676.45,3248.07,49569.11,3204.20,232719.40,2219.40,43.51,19.00,19.40
242,925.91,48871.98,3201.00,49771.98,3196.27,108119.90,1619.90,20.94,19.40,19.90
243,?,?,?,?,?,?,?,?,19.90,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3268.23,50099.55,3230.20,76119.50,1319.50,14.94,?,19.50
246,926.93,48968.87,3269.38,49861.54,3226.75,74619.50,419.50,14.61,19.50,19.50
247,918.91,47919.09,3265.82,48781.63,3174.71,5219.25,219.25,1.00,19.50,19.25
248,890.19,45830.66,3173.83,46598.42,3061.25,454019.20,2219.20,86.22,19.25,19.20
249,902.70,46717.04,3281.26,47514.09,3142.61,65119.30,1119.30,12.41,19.20,19.30
250,?,?,?,?,?,?,?,?,19.30,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3434.27,48651.54,3199.68,205719.70,1119.70,40.40,?,19.70
253,931.39,48961.51,3452.04,49839.90,3256.85,4119.65,219.65,0.81,19.70,19.65
254,934.25,49437.02,3412.17,50312.63,3285.29,73019.63,419.63,14.32,19.65,19.63
255,943.52,49771.55,3494.04,50644.38,3303.55,58519.20,1419.20,11.26,19.63,19.20
256,948.06,49348.61,3451.24,50196.31,3285.49,715919.19,1519.19,136.04,19.20,19.19
257,?,?,?,?,?,?,?,?,19.19,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3389.94,49741.35,3260.05,153119.10,2019.10,29.14,?,19.10
260,960.97,49434.46,3400.39,50258.11,3286.61,13619.00,619.00,2.58,19.10,19.00
261,957.28,49413.33,3439.14,50227.43,3277.41,30818.95,718.95,5.83,19.00,18.95
262,963.32,50300.53,3528.56,51171.25,3316.59,426819.10,2319.10,80.83,18.95,19.10
263,962.49,50308.19,3505.92,51202.75,3316.08,159419.00,1219.00,30.37,19.10,19.00
264,?,?,?,?,?,?,?,?,19.00,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3494.03,50869.00,3291.57,42218.90,518.90,7.98,?,18.90
267,957.44,49979.47,3460.74,50887.67,3275.67,1297218.85,2318.85,245.27,18.90,18.85
268,961.02,50301.69,3478.80,51221.45,3299.72,25318.85,918.85,4.77,18.85,18.85
269,969.92,50936.34,3529.42,51846.54,3336.44,9679119.30,2919.30,1825.16,18.85,19.30
270,977.10,50819.81,3568.15,51704.53,3352.18,24419.39,919.39,4.71,19.30,19.39
271,?,?,?,?,?,?,?,?,19.39,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3526.95,51191.50,3349.29,112119.10,2119.10,21.42,?,19.10
274,984.17,50782.48,3530.57,51691.24,3351.68,34219.30,419.30,6.60,19.10,19.30
275,987.01,50803.40,3531.37,51709.58,3364.40,84819.20,919.20,16.33,19.30,19.20
276,988.62,50982.03,3560.82,51911.61,3383.62,214419.00,1719.00,40.91,19.20,19.00
277,992.25,50601.24,3549.83,51511.63,3381.52,72618.90,1518.90,13.72,19.00,18.90
278,?,?,?,?,?,?,?,?,18.90,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3534.94,51239.47,3383.60,52718.97,1018.97,9.85,?,18.97
281,993.38,50137.88,3527.51,51021.26,3368.14,32718.75,718.75,6.18,18.97,18.75
282,996.97,50335.02,3521.67,51215.99,3379.96,62518.95,1118.95,11.81,18.75,18.95
283,1011.15,51806.83,3600.65,52744.48,3454.41,59819.00,719.00,11.36,18.95,19.00
284,1024.81,52230.47,3691.14,53193.87,3477.04,94719.00,919.00,17.97,19.00,19.00
285,?,?,?,?,?,?,?,?,19.00,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3752.75,53498.97,3508.85,25419.00,619.00,4.81,?,19.00
288,1039.64,52590.73,3804.41,53588.87,3544.07,84918.94,1618.94,16.08,19.00,18.94
289,1036.86,52861.41,3879.33,53918.41,3548.14,310418.80,618.80,58.64,18.94,18.80
290,1049.92,52573.59,3918.77,53571.90,3572.96,1539419.00,3419.00,291.73,18.80,19.00
291,1051.86,52587.24,3833.68,53572.92,3535.97,200319.23,2619.23,38.18,19.00,19.23
292,?,?,?,?,?,?,?,?,19.23,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3887.06,54903.39,3606.06,389319.00,1419.00,73.87,?,19.00
295,1078.51,53781.81,3846.75,54818.06,3615.60,111618.95,2018.95,21.11,19.00,18.95
296,1074.66,53389.74,3816.87,54433.41,3596.10,221318.93,2618.93,41.55,18.95,18.93
297,1083.34,53994.46,3899.85,55063.75,3637.76,221118.85,1718.85,41.71,18.93,18.85
298,1095.80,53887.13,3848.17,55023.42,3651.19,31318.80,818.80,5.85,18.85,18.80
299,?,?,?,?,?,?,?,?,18.80,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3812.98,55362.19,3660.45,1034418.80,818.80,195.48,?,18.80
302,1114.63,54536.95,3817.81,55688.45,3688.57,35418.92,618.92,6.67,18.80,18.92
303,1107.62,54095.32,3821.59,55240.01,3660.80,1313018.99,2218.99,247.14,18.92,18.99
304,1109.36,53607.86,3799.39,54734.18,3628.73,82018.79,1518.79,15.39,18.99,18.79
305,?,?,?,?,?,?,?,?,18.79,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3834.21,55121.60,3668.56,2,1,0.04,?,18.80
309,1101.37,53504.47,3804.45,54600.05,3645.18,1582,15,29.72,18.80,18.70
310,1106.35,53924.01,3810.40,55035.36,3650.27,5204,8,97.30,18.70,18.63
340,991.5027484429278,45857.110734846676,3254.8821582088017,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,3313.519908237942,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,3372.157658267083,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,3548.0709083545053,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,3899.8974085293503,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
