%310
@RELATION PLPLPGR00010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
255,943.52,49771.55,1436.34,50644.38,3303.55,100020.22,50.22,2.10,0.21,0.22
256,948.06,49348.61,1425.63,50196.31,3285.49,1120.22,60.22,0.02,0.22,0.22
257,?,?,?,?,?,?,?,?,0.22,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1415.04,49741.35,3260.05,59170.20,80.20,1.18,?,0.20
260,960.97,49434.46,1419.82,50258.11,3286.61,99830.22,30.22,2.20,0.20,0.22
261,957.28,49413.33,1427.60,50227.43,3277.41,432500.21,140.21,9.40,0.22,0.21
262,963.32,50300.53,1430.45,51171.25,3316.59,131430.21,130.21,2.67,0.21,0.21
263,962.49,50308.19,1424.93,51202.75,3316.08,342330.20,100.20,6.93,0.21,0.20
264,?,?,?,?,?,?,?,?,0.20,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1413.29,50869.00,3291.57,513560.21,160.21,10.32,?,0.21
267,957.44,49979.47,1407.11,50887.67,3275.67,453110.21,170.21,9.62,0.21,0.21
268,961.02,50301.69,1417.72,51221.45,3299.72,221970.20,130.20,4.48,0.21,0.20
269,969.92,50936.34,1433.07,51846.54,3336.44,443520.21,220.21,8.88,0.20,0.21
270,977.10,50819.81,1443.45,51704.53,3352.18,70.21,20.21,0.00,0.21,0.21
271,?,?,?,?,?,?,?,?,0.21,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,1435.33,51191.50,3349.29,2190.20,60.20,0.04,?,0.20
274,984.17,50782.48,1430.56,51691.24,3351.68,355030.19,180.19,6.79,0.20,0.19
275,987.01,50803.40,1447.48,51709.58,3364.40,192740.20,100.20,3.92,0.19,0.20
276,988.62,50982.03,1455.40,51911.61,3383.62,467110.21,160.21,9.12,0.20,0.21
277,992.25,50601.24,1444.69,51511.63,3381.52,25030.21,50.21,0.53,0.21,0.21
278,?,?,?,?,?,?,?,?,0.21,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,1445.73,51239.47,3383.60,290900.20,170.20,6.02,?,0.20
281,993.38,50137.88,1430.85,51021.26,3368.14,127760.20,70.20,2.55,0.20,0.20
282,996.97,50335.02,1441.04,51215.99,3379.96,218880.21,130.21,4.60,0.20,0.21
283,1011.15,51806.83,1467.04,52744.48,3454.41,94220.20,100.20,1.90,0.21,0.20
284,1024.81,52230.47,1480.78,53193.87,3477.04,9700440.27,1950.27,244.96,0.20,0.27
285,?,?,?,?,?,?,?,?,0.27,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,1494.80,53498.97,3508.85,15030970.33,2980.33,468.99,?,0.33
288,1039.64,52590.73,1502.66,53588.87,3544.07,8625170.30,2140.30,276.68,0.33,0.30
289,1036.86,52861.41,1515.16,53918.41,3548.14,5910470.30,1340.30,179.30,0.30,0.30
290,1049.92,52573.59,1562.31,53571.90,3572.96,1660690.28,420.28,47.37,0.30,0.28
291,1051.86,52587.24,1560.66,53572.92,3535.97,2069140.27,610.27,54.93,0.28,0.27
292,?,?,?,?,?,?,?,?,0.27,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,1567.16,54903.39,3606.06,574130.28,290.28,15.31,?,0.28
295,1078.51,53781.81,1553.89,54818.06,3615.60,400030.28,130.28,10.87,0.28,0.28
296,1074.66,53389.74,1546.62,54433.41,3596.10,995050.27,270.27,26.46,0.28,0.27
297,1083.34,53994.46,1547.05,55063.75,3637.76,690900.27,200.27,18.16,0.27,0.27
298,1095.80,53887.13,1563.80,55023.42,3651.19,1152410.25,420.25,29.19,0.27,0.25
299,?,?,?,?,?,?,?,?,0.25,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,1561.20,55362.19,3660.45,4241460.22,830.22,97.94,?,0.22
302,1114.63,54536.95,1571.77,55688.45,3688.57,1633410.23,400.23,37.12,0.22,0.23
303,1107.62,54095.32,1565.67,55240.01,3660.80,6017390.25,880.25,151.64,0.23,0.25
304,1109.36,53607.86,1550.39,54734.18,3628.73,1907290.25,480.25,48.65,0.25,0.25
305,?,?,?,?,?,?,?,?,0.25,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,1576.65,55121.60,3668.56,72520,20,18.18,?,0.25
309,1101.37,53504.47,1569.20,54600.05,3645.18,32400,10,8.32,0.25,0.26
310,1106.35,53924.01,1574.21,55035.36,3650.27,165306,34,40.62,0.26,0.25
340,991.5027484429278,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
