%310
@RELATION PLENAP000010
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
34,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,1819.69,46735.25,611861.28,411.28,78.46,?,1.28
36,816.68,46674.78,1784.50,46862.43,559221.29,261.29,72.32,1.28,1.29
37,813.75,46149.14,1779.66,46341.54,414221.28,251.28,52.27,1.29,1.28
38,811.13,46329.66,1758.77,46512.72,1820601.34,1091.34,235.58,1.28,1.34
39,813.77,46741.54,1769.71,46931.40,1466531.24,871.24,190.95,1.34,1.24
40,?,?,?,?,?,?,?,1.24,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,1762.40,46988.04,326261.29,261.29,41.92,?,1.29
43,817.32,46399.26,1785.06,46564.61,419211.29,331.29,53.92,1.29,1.29
44,817.35,46406.74,1780.69,46569.81,37811.31,51.31,4.95,1.29,1.31
45,818.81,46211.54,1783.79,46360.51,2021.30,41.30,0.26,1.31,1.30
46,826.73,46370.13,1804.96,46523.63,108911.28,101.28,13.55,1.30,1.28
47,?,?,?,?,?,?,?,1.28,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,1814.39,46665.39,2011.28,21.28,0.26,?,1.28
50,832.30,46490.89,1821.72,46652.19,220241.24,121.24,27.36,1.28,1.24
51,830.62,46051.76,1809.28,46198.42,138261.23,111.23,16.76,1.24,1.23
52,823.32,45879.90,1812.57,46050.52,19431.21,61.21,2.34,1.23,1.21
53,826.66,45948.12,1826.84,46124.82,62131.22,101.22,7.54,1.21,1.22
54,?,?,?,?,?,?,?,1.22,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,1850.28,46487.05,68001.22,101.22,8.12,?,1.22
57,828.81,45868.35,1831.29,46065.85,33421.19,71.19,3.98,1.22,1.19
58,836.69,46241.92,1848.22,46459.99,46071.22,71.22,5.62,1.19,1.22
59,844.08,46280.36,1866.67,46510.83,707681.16,311.16,82.42,1.22,1.16
60,842.02,46341.14,1880.05,46622.90,458221.12,211.12,51.83,1.16,1.12
61,?,?,?,?,?,?,?,1.12,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,1870.04,46454.13,116521.16,91.16,13.37,?,1.16
64,845.88,46676.09,1867.84,47001.38,242941.20,151.20,29.06,1.16,1.20
65,849.88,46762.65,1848.50,47090.49,56021.20,41.20,6.71,1.20,1.20
66,855.99,46745.26,1870.22,47060.66,42501.17,31.17,4.98,1.20,1.17
67,861.67,47074.39,1871.59,47436.21,323311.20,151.20,38.03,1.17,1.20
68,?,?,?,?,?,?,?,1.20,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,1873.37,47269.75,273891.18,61.18,32.77,?,1.18
71,866.79,47010.40,1865.43,47340.43,915981.20,471.20,108.96,1.18,1.20
72,872.90,46888.37,1864.62,47235.72,532811.16,271.16,62.80,1.20,1.16
73,871.52,47223.68,1848.14,47606.16,61631.21,81.21,7.32,1.16,1.21
74,873.21,47125.93,1849.89,47522.10,114221.18,111.18,13.81,1.21,1.18
75,?,?,?,?,?,?,?,1.18,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,1834.95,47094.18,242531.17,161.17,28.76,?,1.17
78,864.73,46029.35,1794.48,46473.62,197221.17,101.17,23.60,1.17,1.17
79,862.97,46068.24,1801.52,46511.62,22371.20,61.20,2.68,1.17,1.20
80,850.86,45580.47,1769.42,46017.88,271011.18,101.18,32.25,1.20,1.18
81,845.32,45066.18,1707.83,45473.08,155341.18,131.18,18.18,1.18,1.18
82,?,?,?,?,?,?,?,1.18,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,1660.44,44946.32,59811.21,71.21,7.15,?,1.21
85,830.80,44724.88,1648.36,45119.16,298431.18,261.18,34.84,1.21,1.18
86,835.51,45247.90,1653.10,45644.09,71221.18,41.18,8.29,1.18,1.18
87,839.42,45147.57,1677.23,45528.85,45951.19,81.19,5.37,1.18,1.19
88,?,?,?,?,?,?,?,1.19,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1656.40,45679.51,219391.18,121.18,25.90,?,1.18
93,828.79,44604.61,1620.82,44940.36,184721.11,171.11,21.20,1.18,1.11
94,824.35,44623.89,1588.07,44980.62,150251.11,161.11,16.75,1.11,1.11
95,819.73,44597.66,1585.00,44960.02,28561.10,71.10,3.15,1.11,1.10
96,?,?,?,?,?,?,?,1.10,?
97,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,1584.03,44963.96,30011.14,41.14,3.35,?,1.14
99,815.74,44725.03,1600.11,45096.35,47001.14,31.14,5.36,1.14,1.14
100,820.16,45091.63,1609.16,45495.34,42911.13,61.13,4.90,1.14,1.13
101,824.04,45688.48,1647.89,46131.66,342581.10,131.10,37.83,1.13,1.10
102,819.29,45525.92,1602.65,45960.10,170471.11,71.11,19.07,1.10,1.11
103,?,?,?,?,?,?,?,1.11,?
104,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,1590.14,45167.65,131541.10,91.10,14.48,?,1.10
106,?,?,?,?,?,?,?,1.10,?
107,796.68,43916.24,1578.30,44404.81,90011.08,81.08,9.72,?,1.08
108,787.39,43364.70,1582.90,43850.06,13881.10,41.10,1.52,1.08,1.10
109,783.37,43447.75,1551.70,43993.98,11.10,11.10,0.00,1.10,1.10
110,?,?,?,?,?,?,?,1.10,?
111,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,1572.53,43892.82,440761.06,181.06,46.32,?,1.06
113,769.16,43159.57,1577.62,43707.88,17341.05,71.05,1.76,1.06,1.05
114,769.82,43356.73,1568.91,43908.95,11.07,11.07,0.00,1.05,1.07
115,774.88,43482.18,1578.90,44027.03,48391.06,81.06,4.87,1.07,1.06
116,777.86,43665.21,1567.21,44226.06,60601.02,21.02,6.36,1.06,1.02
117,?,?,?,?,?,?,?,1.02,?
118,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1568.27,44420.22,17891.05,61.05,1.87,?,1.05
120,784.81,44162.18,1577.58,44653.34,33161.05,41.05,3.45,1.05,1.05
121,?,?,?,?,?,?,?,1.05,?
122,787.45,43991.51,1593.50,44466.89,39011.10,41.10,4.17,?,1.10
123,?,?,?,?,?,?,?,1.10,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1610.11,45060.80,282251.12,181.12,31.55,?,1.12
127,793.09,44742.22,1618.85,45244.29,348931.10,211.10,39.49,1.12,1.10
128,798.10,45117.94,1640.06,45647.76,120431.12,111.12,13.52,1.10,1.12
129,800.71,44943.16,1640.84,45475.08,220011.14,101.14,24.97,1.12,1.14
130,800.42,44895.35,1627.28,45408.06,511.14,21.14,0.06,1.14,1.14
131,?,?,?,?,?,?,?,1.14,?
132,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1680.51,45746.01,522621.12,71.12,58.47,?,1.12
134,804.49,45771.11,1669.79,46336.62,236341.12,81.12,26.37,1.12,1.12
135,802.28,46102.42,1662.38,46676.61,61901.09,61.09,6.84,1.12,1.09
136,806.45,45992.03,1668.63,46581.16,39021.07,41.07,4.21,1.09,1.07
137,810.69,46078.68,1720.89,46646.58,150911.05,81.05,15.67,1.07,1.05
138,?,?,?,?,?,?,?,1.05,?
139,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1720.79,46615.31,130321.04,81.04,13.44,?,1.04
141,819.76,45851.80,1715.41,46439.10,79471.07,61.07,8.39,1.04,1.07
142,818.82,45933.66,1721.17,46529.96,14661.04,41.04,1.52,1.07,1.04
143,814.69,45687.76,1700.24,46311.26,67771.04,41.04,7.08,1.04,1.04
144,820.11,46145.44,1717.23,46783.61,151041.04,71.04,15.99,1.04,1.04
145,?,?,?,?,?,?,?,1.04,?
146,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1770.93,47957.54,124661.08,141.08,13.14,?,1.08
148,838.40,47579.87,1794.53,48258.02,267881.08,81.08,28.88,1.08,1.08
149,842.72,47476.64,1826.11,48138.07,14811.10,31.10,1.63,1.08,1.10
150,?,?,?,?,?,?,?,1.10,?
151,841.72,47806.34,1832.70,48503.87,122831.11,61.11,13.56,?,1.11
152,?,?,?,?,?,?,?,1.11,?
153,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1796.86,47868.36,130671.14,101.14,14.14,?,1.14
155,854.67,47620.68,1812.04,48323.88,21.14,21.14,0.00,1.14,1.14
156,859.35,47805.94,1846.56,48513.29,11.14,11.14,0.00,1.14,1.14
157,864.95,47573.66,1856.88,48259.19,93331.14,81.14,10.20,1.14,1.14
158,866.67,48209.65,1849.90,48918.37,1521.14,31.14,0.17,1.14,1.14
159,?,?,?,?,?,?,?,1.14,?
160,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1856.85,49207.65,173011.18,161.18,19.89,?,1.18
162,870.60,48324.52,1866.45,49050.96,660681.22,361.22,78.62,1.18,1.22
163,878.91,48383.93,1901.79,49098.70,237971.25,191.25,29.43,1.22,1.25
164,877.48,48152.82,1913.84,48890.47,177631.26,71.26,22.05,1.25,1.26
165,880.65,48273.42,1917.53,49057.66,82551.22,81.22,10.17,1.26,1.22
166,?,?,?,?,?,?,?,1.22,?
167,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1911.93,48917.56,159391.22,81.22,19.67,?,1.22
169,886.71,48119.72,1917.62,48891.04,50011.24,21.24,6.20,1.22,1.24
170,885.25,47743.10,1923.19,48509.84,334311.21,131.21,40.68,1.24,1.21
171,864.38,45870.00,1891.03,46587.68,168731.16,101.16,19.72,1.21,1.16
172,855.18,44732.92,1879.16,45456.77,60011.19,41.19,7.14,1.16,1.19
173,?,?,?,?,?,?,?,1.19,?
174,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1899.94,45531.46,85011.18,81.18,10.15,?,1.18
176,863.23,44966.09,1919.70,45672.10,49521.19,61.19,5.71,1.18,1.19
177,858.05,44893.99,1923.12,45601.51,157521.15,71.15,18.05,1.19,1.15
178,847.97,43667.37,1881.89,44326.49,92011.17,111.17,10.77,1.15,1.17
179,848.08,44747.79,1851.41,45442.51,21011.16,31.16,2.44,1.17,1.16
180,?,?,?,?,?,?,?,1.16,?
181,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1835.70,45461.06,80821.15,61.15,9.41,?,1.15
183,853.37,45533.94,1831.78,46254.71,98471.15,51.15,11.42,1.15,1.15
184,850.45,45184.98,1823.41,45899.36,79991.17,71.17,9.31,1.15,1.17
185,855.94,45613.75,1818.75,46344.42,11.13,11.13,0.00,1.17,1.13
186,851.88,45110.89,1805.32,45805.34,35011.13,31.13,4.00,1.13,1.13
187,?,?,?,?,?,?,?,1.13,?
188,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1768.95,45172.40,33291.18,51.18,3.86,?,1.18
190,842.60,44342.23,1782.40,44969.23,178811.14,91.14,20.61,1.18,1.14
191,844.03,45068.55,1817.53,45727.71,36861.15,51.15,4.24,1.14,1.15
192,845.84,45712.72,1810.46,46390.36,1521.15,31.15,0.17,1.15,1.15
193,849.99,46150.78,1837.14,46839.89,19881.15,41.15,2.27,1.15,1.15
194,?,?,?,?,?,?,?,1.15,?
195,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1814.28,46922.43,101871.13,81.13,11.51,?,1.13
197,847.84,46155.10,1823.37,46860.35,60731.15,51.15,6.88,1.13,1.15
198,845.85,46287.08,1818.62,47003.76,50021.15,41.15,5.65,1.15,1.15
199,845.70,46221.23,1819.97,46919.83,80001.11,41.11,8.91,1.15,1.11
200,848.06,46399.74,1818.57,47120.88,100021.15,31.15,11.10,1.11,1.15
201,?,?,?,?,?,?,?,1.15,?
202,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1824.40,47075.43,7021.13,31.13,0.79,?,1.13
204,852.44,46714.43,1824.74,47454.90,11.13,11.13,0.00,1.13,1.13
205,858.02,46835.98,1835.56,47575.74,62121.13,71.13,6.87,1.13,1.13
206,858.31,46713.02,1829.12,47446.69,9551.13,41.13,1.08,1.13,1.13
207,858.83,46258.91,1830.71,46981.22,177381.11,91.11,19.58,1.13,1.11
208,?,?,?,?,?,?,?,1.11,?
209,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1842.00,47214.30,150021.11,61.11,16.50,?,1.11
211,870.15,46663.41,1839.88,47398.08,251111.04,241.04,26.23,1.11,1.04
212,878.25,46925.65,1831.05,47676.43,1221.06,21.06,0.13,1.04,1.06
213,881.30,47370.81,1808.90,48147.76,28791.06,31.06,3.06,1.06,1.06
214,884.10,48325.33,1853.85,49133.14,88631.06,91.06,9.53,1.06,1.06
215,?,?,?,?,?,?,?,1.06,?
216,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1867.91,49272.86,53811.06,91.06,5.65,?,1.06
218,891.86,47942.81,1866.84,48742.34,151651.05,91.05,15.97,1.06,1.05
219,898.91,48306.55,1881.25,49124.78,59701.04,91.04,6.24,1.05,1.04
220,903.85,48862.88,1886.72,49700.18,76781.06,111.06,7.95,1.04,1.06
221,909.96,49125.36,1893.84,49994.77,78101.04,111.04,8.15,1.06,1.04
222,?,?,?,?,?,?,?,1.04,?
223,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1919.56,50476.37,59351.02,81.02,6.11,?,1.02
225,922.16,49747.66,1936.51,50646.05,37831.03,51.03,3.88,1.02,1.03
226,928.58,50223.95,1962.38,51152.95,71971.05,91.05,7.55,1.03,1.05
227,?,?,?,?,?,?,?,1.05,?
228,928.83,49976.48,1966.79,50906.11,103671.05,91.05,10.85,?,1.05
229,?,?,?,?,?,?,?,1.05,?
230,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1945.70,50713.14,234421.08,121.08,24.92,?,1.08
232,914.58,49162.16,1917.73,50077.30,78011.09,91.09,8.48,1.08,1.09
233,920.30,49128.05,1916.46,50032.45,194521.03,151.03,20.56,1.09,1.03
234,931.73,49846.48,1919.07,50780.47,92091.05,121.05,9.55,1.03,1.05
235,930.27,49895.10,1931.18,50836.47,29721.04,51.04,3.08,1.05,1.04
236,?,?,?,?,?,?,?,1.04,?
237,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1930.40,50756.86,56201.07,41.07,5.91,?,1.07
239,921.40,48833.58,1906.94,49731.02,441741.01,361.01,44.78,1.07,1.01
240,919.00,48537.65,1893.65,49421.50,17231.03,41.03,1.77,1.01,1.03
241,924.88,48676.45,1898.85,49569.11,62991.02,61.02,6.42,1.03,1.02
242,925.91,48871.98,1888.37,49771.98,102011.04,111.04,10.71,1.02,1.04
243,?,?,?,?,?,?,?,1.04,?
244,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1867.21,50099.55,825101.14,481.14,89.49,?,1.14
246,926.93,48968.87,1863.87,49861.54,98981.09,111.09,10.77,1.14,1.09
247,918.91,47919.09,1824.69,48781.63,34011.10,41.10,3.74,1.09,1.10
248,890.19,45830.66,1761.23,46598.42,182071.04,221.04,19.20,1.10,1.04
249,902.70,46717.04,1820.13,47514.09,63411.08,111.08,6.81,1.04,1.08
250,?,?,?,?,?,?,?,1.08,?
251,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1848.42,48651.54,60041.09,71.09,6.54,?,1.09
253,931.39,48961.51,1921.50,49839.90,12511.08,31.08,1.35,1.09,1.08
254,934.25,49437.02,1935.28,50312.63,11.08,11.08,0.00,1.08,1.08
255,943.52,49771.55,1981.13,50644.38,14961.09,31.09,1.63,1.08,1.09
256,948.06,49348.61,1986.17,50196.31,294951.00,161.00,29.97,1.09,1.00
257,?,?,?,?,?,?,?,1.00,?
258,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1997.16,49741.35,277321.05,181.05,29.57,?,1.05
260,960.97,49434.46,1994.79,50258.11,45141.05,61.05,4.74,1.05,1.05
261,957.28,49413.33,1985.11,50227.43,75921.02,101.02,7.83,1.05,1.02
262,963.32,50300.53,2000.89,51171.25,61651.04,51.04,6.39,1.02,1.04
263,962.49,50308.19,2005.00,51202.75,2111.03,21.03,0.22,1.04,1.03
264,?,?,?,?,?,?,?,1.03,?
265,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1988.08,50869.00,183451.07,151.07,19.35,?,1.07
267,957.44,49979.47,1972.58,50887.67,152211.04,91.04,15.94,1.07,1.04
268,961.02,50301.69,1979.81,51221.45,424231.07,281.07,43.66,1.04,1.07
269,969.92,50936.34,1986.14,51846.54,108411.03,121.03,11.26,1.07,1.03
270,977.10,50819.81,1999.08,51704.53,139011.05,141.05,14.23,1.03,1.05
271,?,?,?,?,?,?,?,1.05,?
272,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,2010.06,51191.50,266761.04,151.04,28.07,?,1.04
274,984.17,50782.48,2007.69,51691.24,40011.03,51.03,4.12,1.04,1.03
275,987.01,50803.40,2016.99,51709.58,260571.03,231.03,26.60,1.03,1.03
276,988.62,50982.03,2073.65,51911.61,195621.02,161.02,19.84,1.03,1.02
277,992.25,50601.24,2097.98,51511.63,50061.04,71.04,5.06,1.02,1.04
278,?,?,?,?,?,?,?,1.04,?
279,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,2120.60,51239.47,254861.00,211.00,25.58,?,1.00
281,993.38,50137.88,2131.10,51021.26,118680.99,120.99,11.85,1.00,0.99
282,996.97,50335.02,2126.57,51215.99,311021.00,151.00,30.95,0.99,1.00
283,1011.15,51806.83,2150.38,52744.48,1301951.03,281.03,133.85,1.00,1.03
284,1024.81,52230.47,2175.63,53193.87,196531.01,231.01,20.34,1.03,1.01
285,?,?,?,?,?,?,?,1.01,?
286,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,2196.86,53498.97,105081.02,101.02,10.61,?,1.02
288,1039.64,52590.73,2249.42,53588.87,157821.03,171.03,16.27,1.02,1.03
289,1036.86,52861.41,2267.93,53918.41,163711.04,171.04,16.62,1.03,1.04
290,1049.92,52573.59,2280.53,53571.90,15381.04,41.04,1.55,1.04,1.04
291,1051.86,52587.24,2320.78,53572.92,11.04,11.04,0.00,1.04,1.04
292,?,?,?,?,?,?,?,1.04,?
293,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,2342.90,54903.39,145751.01,161.01,14.68,?,1.01
295,1078.51,53781.81,2351.77,54818.06,175481.01,71.01,17.57,1.01,1.01
296,1074.66,53389.74,2357.93,54433.41,88831.02,131.02,8.98,1.01,1.02
297,1083.34,53994.46,2411.97,55063.75,110021.00,91.00,10.96,1.02,1.00
298,1095.80,53887.13,2452.72,55023.42,791380.96,520.96,76.84,1.00,0.96
299,?,?,?,?,?,?,?,0.96,?
300,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,2458.33,55362.19,203180.99,190.99,19.73,?,0.99
302,1114.63,54536.95,2476.37,55688.45,318651.01,171.01,31.94,0.99,1.01
303,1107.62,54095.32,2472.94,55240.01,550831.02,421.02,56.94,1.01,1.02
304,1109.36,53607.86,2475.98,54734.18,240481.04,221.04,24.83,1.02,1.04
305,?,?,?,?,?,?,?,1.04,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,2482.39,55121.60,5343,11,5.50,?,1.04
309,1101.37,53504.47,2450.55,54600.05,221,2,0.23,1.04,1.03
310,1106.35,53924.01,2477.66,55035.36,67809,31,71.52,1.03,1.08
340,991.5027484429278,45857.110734846676,2077.6816212987255,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2130.4556810728736,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2183.229740847022,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2341.551920169468,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2658.1962788143587,50321.45475349891,?,?,?,?,?,? 
