%310
@RELATION PLMSTEX00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
39,813.77,46741.54,1769.71,46931.40,2825.70,365900.32,110.32,11.34,0.32,0.32
40,?,?,?,?,?,?,?,?,0.32,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,1762.40,46988.04,2826.84,296530.32,130.32,9.30,?,0.32
43,817.32,46399.26,1785.06,46564.61,2821.25,173820.31,60.31,5.38,0.32,0.31
44,817.35,46406.74,1780.69,46569.81,2825.02,3576450.30,530.30,106.60,0.31,0.30
45,818.81,46211.54,1783.79,46360.51,2825.15,2100040.30,470.30,60.99,0.30,0.30
46,826.73,46370.13,1804.96,46523.63,2838.22,316170.30,150.30,9.16,0.30,0.30
47,?,?,?,?,?,?,?,?,0.30,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,1814.39,46665.39,2848.48,424170.30,150.30,12.55,?,0.30
50,832.30,46490.89,1821.72,46652.19,2843.90,1209970.30,260.30,35.79,0.30,0.30
51,830.62,46051.76,1809.28,46198.42,2831.71,342130.30,140.30,10.17,0.30,0.30
52,823.32,45879.90,1812.57,46050.52,2801.83,1065480.30,220.30,30.86,0.30,0.30
53,826.66,45948.12,1826.84,46124.82,2817.57,243950.30,140.30,7.12,0.30,0.30
54,?,?,?,?,?,?,?,?,0.30,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,1850.28,46487.05,2840.57,450530.30,120.30,13.11,?,0.30
57,828.81,45868.35,1831.29,46065.85,2831.16,301930.29,130.29,8.66,0.30,0.29
58,836.69,46241.92,1848.22,46459.99,2855.69,2676960.28,480.28,75.61,0.29,0.28
59,844.08,46280.36,1866.67,46510.83,2865.27,317960.28,160.28,8.91,0.28,0.28
60,842.02,46341.14,1880.05,46622.90,2859.05,842170.29,180.29,23.61,0.28,0.29
61,?,?,?,?,?,?,?,?,0.29,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,1870.04,46454.13,2860.68,1790370.28,240.28,49.70,?,0.28
64,845.88,46676.09,1867.84,47001.38,2868.06,713750.28,140.28,19.99,0.28,0.28
65,849.88,46762.65,1848.50,47090.49,2872.90,437410.28,180.28,12.01,0.28,0.28
66,855.99,46745.26,1870.22,47060.66,2873.49,326000.28,90.28,9.13,0.28,0.28
67,861.67,47074.39,1871.59,47436.21,2906.74,225500.29,120.29,6.38,0.28,0.29
68,?,?,?,?,?,?,?,?,0.29,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,1873.37,47269.75,2914.24,10376450.31,1450.31,318.57,?,0.31
71,866.79,47010.40,1865.43,47340.43,2911.38,5411690.31,690.31,167.17,0.31,0.31
72,872.90,46888.37,1864.62,47235.72,2901.67,3100730.30,440.30,94.07,0.31,0.30
73,871.52,47223.68,1848.14,47606.16,2912.13,1571170.30,370.30,47.12,0.30,0.30
74,873.21,47125.93,1849.89,47522.10,2909.77,1712870.29,300.29,51.34,0.30,0.29
75,?,?,?,?,?,?,?,?,0.29,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,1834.95,47094.18,2900.59,1008120.30,210.30,29.24,?,0.30
78,864.73,46029.35,1794.48,46473.62,2868.24,935800.29,160.29,26.85,0.30,0.29
79,862.97,46068.24,1801.52,46511.62,2874.75,604520.29,160.29,17.23,0.29,0.29
80,850.86,45580.47,1769.42,46017.88,2833.61,4643290.27,560.27,126.68,0.29,0.27
81,845.32,45066.18,1707.83,45473.08,2800.67,3099780.26,450.26,80.76,0.27,0.26
82,?,?,?,?,?,?,?,?,0.26,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,1660.44,44946.32,2780.21,796130.26,320.26,20.26,?,0.26
85,830.80,44724.88,1648.36,45119.16,2774.13,2487630.26,130.26,62.16,0.26,0.26
86,835.51,45247.90,1653.10,45644.09,2785.46,1276090.24,230.24,30.76,0.26,0.24
87,839.42,45147.57,1677.23,45528.85,2797.31,14505490.23,1780.23,319.86,0.24,0.23
88,?,?,?,?,?,?,?,?,0.23,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,1656.40,45679.51,2814.33,2640320.22,490.22,56.88,?,0.22
93,828.79,44604.61,1620.82,44940.36,2769.02,2943960.21,420.21,62.36,0.22,0.21
94,824.35,44623.89,1588.07,44980.62,2766.19,2958580.20,630.20,57.27,0.21,0.20
95,819.73,44597.66,1585.00,44960.02,2760.91,958340.19,230.19,18.26,0.20,0.19
96,?,?,?,?,?,?,?,?,0.19,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,1584.03,44963.96,2764.28,1900440.20,480.20,38.00,?,0.20
99,815.74,44725.03,1600.11,45096.35,2767.26,442930.21,140.21,8.83,0.20,0.21
100,820.16,45091.63,1609.16,45495.34,2780.21,2948440.20,290.20,56.83,0.21,0.20
101,824.04,45688.48,1647.89,46131.66,2794.43,3854120.19,220.19,73.28,0.20,0.19
102,819.29,45525.92,1602.65,45960.10,2783.53,622600.20,120.20,12.30,0.19,0.20
103,?,?,?,?,?,?,?,?,0.20,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,1590.14,45167.65,2754.91,119660.19,90.19,2.33,?,0.19
106,?,?,?,?,?,?,?,?,0.19,?
107,796.68,43916.24,1578.30,44404.81,2705.88,343450.19,130.19,6.56,?,0.19
108,787.39,43364.70,1582.90,43850.06,2695.55,3272660.16,760.16,54.21,0.19,0.16
109,783.37,43447.75,1551.70,43993.98,2685.57,290010.16,130.16,4.64,0.16,0.16
110,?,?,?,?,?,?,?,?,0.16,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,1572.53,43892.82,2660.28,210000.16,90.16,3.36,?,0.16
113,769.16,43159.57,1577.62,43707.88,2624.40,507840.16,160.16,7.95,0.16,0.16
114,769.82,43356.73,1568.91,43908.95,2636.70,529380.15,170.15,7.56,0.16,0.15
115,774.88,43482.18,1578.90,44027.03,2658.57,2229690.14,320.14,29.64,0.15,0.14
116,777.86,43665.21,1567.21,44226.06,2669.93,894720.13,220.13,11.93,0.14,0.13
117,?,?,?,?,?,?,?,?,0.13,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1568.27,44420.22,2685.14,1458790.13,330.13,18.73,?,0.13
120,784.81,44162.18,1577.58,44653.34,2704.84,153000.14,40.14,2.10,0.13,0.14
121,?,?,?,?,?,?,?,?,0.14,?
122,787.45,43991.51,1593.50,44466.89,2695.22,977920.14,100.14,13.58,?,0.14
123,?,?,?,?,?,?,?,?,0.14,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1610.11,45060.80,2714.72,636200.14,110.14,8.90,?,0.14
127,793.09,44742.22,1618.85,45244.29,2733.96,143470.14,60.14,1.97,0.14,0.14
128,798.10,45117.94,1640.06,45647.76,2752.14,1062390.14,190.14,14.36,0.14,0.14
129,800.71,44943.16,1640.84,45475.08,2760.20,370510.14,110.14,5.19,0.14,0.14
130,800.42,44895.35,1627.28,45408.06,2769.85,799540.14,130.14,10.67,0.14,0.14
131,?,?,?,?,?,?,?,?,0.14,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1680.51,45746.01,2790.62,654820.14,160.14,9.10,?,0.14
134,804.49,45771.11,1669.79,46336.62,2822.41,144280.15,80.15,2.06,0.14,0.15
135,802.28,46102.42,1662.38,46676.61,2848.38,1237680.14,150.14,18.21,0.15,0.14
136,806.45,45992.03,1668.63,46581.16,2871.70,623950.15,220.15,9.36,0.14,0.15
137,810.69,46078.68,1720.89,46646.58,2885.19,219690.15,80.15,3.35,0.15,0.15
138,?,?,?,?,?,?,?,?,0.15,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1720.79,46615.31,2921.95,670160.16,120.16,10.52,?,0.16
141,819.76,45851.80,1715.41,46439.10,2893.12,759650.16,190.16,12.17,0.16,0.16
142,818.82,45933.66,1721.17,46529.96,2912.70,68060.16,80.16,1.09,0.16,0.16
143,814.69,45687.76,1700.24,46311.26,2894.53,580980.16,140.16,9.14,0.16,0.16
144,820.11,46145.44,1717.23,46783.61,2929.62,1615300.17,110.17,27.43,0.16,0.17
145,?,?,?,?,?,?,?,?,0.17,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1770.93,47957.54,2976.83,4362610.20,730.20,82.97,?,0.20
148,838.40,47579.87,1794.53,48258.02,2997.81,14684050.27,1820.27,365.06,0.20,0.27
149,842.72,47476.64,1826.11,48138.07,3000.58,7629290.25,1500.25,203.92,0.27,0.25
150,?,?,?,?,?,?,?,?,0.25,?
151,841.72,47806.34,1832.70,48503.87,2994.25,4851090.25,740.25,123.61,?,0.25
152,?,?,?,?,?,?,?,?,0.25,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1796.86,47868.36,2970.24,3279760.23,520.23,76.37,?,0.23
155,854.67,47620.68,1812.04,48323.88,2998.79,4884510.23,680.23,112.15,0.23,0.23
156,859.35,47805.94,1846.56,48513.29,3026.87,503840.24,180.24,11.60,0.23,0.24
157,864.95,47573.66,1856.88,48259.19,3020.15,1414510.25,330.25,33.90,0.24,0.25
158,866.67,48209.65,1849.90,48918.37,3044.38,2900080.25,430.25,71.82,0.25,0.25
159,?,?,?,?,?,?,?,?,0.25,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1856.85,49207.65,3065.91,4130070.26,470.26,107.40,?,0.26
162,870.60,48324.52,1866.45,49050.96,3074.89,542450.26,210.26,14.06,0.26,0.26
163,878.91,48383.93,1901.79,49098.70,3098.83,598060.27,160.27,15.61,0.26,0.27
164,877.48,48152.82,1913.84,48890.47,3089.32,134000.26,70.26,3.42,0.27,0.26
165,880.65,48273.42,1917.53,49057.66,3092.65,892390.26,250.26,22.98,0.26,0.26
166,?,?,?,?,?,?,?,?,0.26,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1911.93,48917.56,3100.24,3089080.24,550.24,74.48,?,0.24
169,886.71,48119.72,1917.62,48891.04,3120.39,989850.24,310.24,23.05,0.24,0.24
170,885.25,47743.10,1923.19,48509.84,3122.21,615220.23,180.23,14.13,0.24,0.23
171,864.38,45870.00,1891.03,46587.68,3038.18,6769110.24,750.24,146.23,0.23,0.24
172,855.18,44732.92,1879.16,45456.77,3001.68,5533800.24,410.24,128.06,0.24,0.24
173,?,?,?,?,?,?,?,?,0.24,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1899.94,45531.46,2990.89,1096040.24,200.24,25.79,?,0.24
176,863.23,44966.09,1919.70,45672.10,2999.31,2879830.25,540.25,68.26,0.24,0.25
177,858.05,44893.99,1923.12,45601.51,2972.55,8496900.27,1060.27,223.05,0.25,0.27
178,847.97,43667.37,1881.89,44326.49,2915.58,3288070.26,590.26,90.67,0.27,0.26
179,848.08,44747.79,1851.41,45442.51,2948.80,1135680.26,260.26,30.28,0.26,0.26
180,?,?,?,?,?,?,?,?,0.26,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1835.70,45461.06,2963.91,680860.25,180.25,17.13,?,0.25
183,853.37,45533.94,1831.78,46254.71,2981.48,7109970.25,640.25,167.68,0.25,0.25
184,850.45,45184.98,1823.41,45899.36,2971.57,1562480.25,210.25,38.91,0.25,0.25
185,855.94,45613.75,1818.75,46344.42,2988.19,1388860.25,220.25,34.09,0.25,0.25
186,851.88,45110.89,1805.32,45805.34,2977.06,1078730.24,230.24,26.15,0.25,0.24
187,?,?,?,?,?,?,?,?,0.24,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1768.95,45172.40,2948.16,200750.24,70.24,4.87,?,0.24
190,842.60,44342.23,1782.40,44969.23,2924.69,260250.24,60.24,6.23,0.24,0.24
191,844.03,45068.55,1817.53,45727.71,2962.09,400000.24,60.24,9.60,0.24,0.24
192,845.84,45712.72,1810.46,46390.36,2992.86,664000.24,50.24,15.52,0.24,0.24
193,849.99,46150.78,1837.14,46839.89,3017.66,163080.25,40.25,3.92,0.24,0.25
194,?,?,?,?,?,?,?,?,0.25,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1814.28,46922.43,3022.70,320790.23,90.23,7.87,?,0.23
197,847.84,46155.10,1823.37,46860.35,3017.11,245740.24,70.24,6.03,0.23,0.24
198,845.85,46287.08,1818.62,47003.76,3021.27,74260.24,40.24,1.78,0.24,0.24
199,845.70,46221.23,1819.97,46919.83,3023.16,998270.25,130.25,23.96,0.24,0.25
200,848.06,46399.74,1818.57,47120.88,3019.85,5000.25,10.25,0.13,0.25,0.25
201,?,?,?,?,?,?,?,?,0.25,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1824.40,47075.43,3021.70,884640.25,220.25,22.30,?,0.25
204,852.44,46714.43,1824.74,47454.90,3029.97,3041580.26,430.26,78.55,0.25,0.26
205,858.02,46835.98,1835.56,47575.74,3050.63,1993400.26,280.26,50.25,0.26,0.26
206,858.31,46713.02,1829.12,47446.69,3036.16,584000.25,130.25,14.60,0.26,0.25
207,858.83,46258.91,1830.71,46981.22,3015.00,1221060.26,170.26,30.51,0.25,0.26
208,?,?,?,?,?,?,?,?,0.26,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1842.00,47214.30,3032.94,365660.25,50.25,9.14,?,0.25
211,870.15,46663.41,1839.88,47398.08,3038.42,174810.25,90.25,4.36,0.25,0.25
212,878.25,46925.65,1831.05,47676.43,3046.08,1002190.25,170.25,24.11,0.25,0.25
213,881.30,47370.81,1808.90,48147.76,3060.17,318790.25,110.25,7.75,0.25,0.25
214,884.10,48325.33,1853.85,49133.14,3110.79,1561980.25,270.25,38.46,0.25,0.25
215,?,?,?,?,?,?,?,?,0.25,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1867.91,49272.86,3127.41,221110.24,90.24,5.31,?,0.24
218,891.86,47942.81,1866.84,48742.34,3127.38,383730.25,160.25,9.06,0.24,0.25
219,898.91,48306.55,1881.25,49124.78,3168.23,6536340.25,350.25,157.46,0.25,0.25
220,903.85,48862.88,1886.72,49700.18,3190.86,1831420.24,390.24,44.10,0.25,0.24
221,909.96,49125.36,1893.84,49994.77,3206.86,1073310.25,190.25,25.29,0.24,0.25
222,?,?,?,?,?,?,?,?,0.25,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1919.56,50476.37,3225.79,51112610.25,470.25,1226.62,?,0.25
225,922.16,49747.66,1936.51,50646.05,3233.22,2418630.25,510.25,57.97,0.25,0.25
226,928.58,50223.95,1962.38,51152.95,3271.49,3287340.26,600.26,80.72,0.25,0.26
227,?,?,?,?,?,?,?,?,0.26,?
228,928.83,49976.48,1966.79,50906.11,3253.28,7239110.27,950.27,187.52,?,0.27
229,?,?,?,?,?,?,?,?,0.27,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1945.70,50713.14,3237.31,1941460.25,450.25,51.40,?,0.25
232,914.58,49162.16,1917.73,50077.30,3210.57,893100.25,220.25,22.59,0.25,0.25
233,920.30,49128.05,1916.46,50032.45,3221.87,695990.25,140.25,17.39,0.25,0.25
234,931.73,49846.48,1919.07,50780.47,3260.69,153400.25,90.25,3.76,0.25,0.25
235,930.27,49895.10,1931.18,50836.47,3260.35,1736000.24,250.24,41.67,0.25,0.24
236,?,?,?,?,?,?,?,?,0.24,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1930.40,50756.86,3255.45,283200.25,90.25,6.85,?,0.25
239,921.40,48833.58,1906.94,49731.02,3197.48,1263190.24,260.24,30.82,0.25,0.24
240,919.00,48537.65,1893.65,49421.50,3183.87,2477030.25,310.25,61.46,0.24,0.25
241,924.88,48676.45,1898.85,49569.11,3204.20,1602280.24,240.24,38.37,0.25,0.24
242,925.91,48871.98,1888.37,49771.98,3196.27,2370750.25,300.25,57.04,0.24,0.25
243,?,?,?,?,?,?,?,?,0.25,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1867.21,50099.55,3230.20,536540.24,100.24,12.89,?,0.24
246,926.93,48968.87,1863.87,49861.54,3226.75,4123640.24,600.24,95.48,0.24,0.24
247,918.91,47919.09,1824.69,48781.63,3174.71,6821910.25,1200.25,169.98,0.24,0.25
248,890.19,45830.66,1761.23,46598.42,3061.25,957120.24,230.24,23.00,0.25,0.24
249,902.70,46717.04,1820.13,47514.09,3142.61,3661670.26,530.26,90.30,0.24,0.26
250,?,?,?,?,?,?,?,?,0.26,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1848.42,48651.54,3199.68,2140940.26,400.26,55.47,?,0.26
253,931.39,48961.51,1921.50,49839.90,3256.85,3092560.27,500.27,81.07,0.26,0.27
254,934.25,49437.02,1935.28,50312.63,3285.29,5339170.29,920.29,145.07,0.27,0.29
255,943.52,49771.55,1981.13,50644.38,3303.55,6798540.30,1040.30,196.47,0.29,0.30
256,948.06,49348.61,1986.17,50196.31,3285.49,5261930.29,680.29,153.20,0.30,0.29
257,?,?,?,?,?,?,?,?,0.29,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1997.16,49741.35,3260.05,4861530.30,870.30,145.94,?,0.30
260,960.97,49434.46,1994.79,50258.11,3286.61,12957840.26,1170.26,364.77,0.30,0.26
261,957.28,49413.33,1985.11,50227.43,3277.41,9675800.27,810.27,257.83,0.26,0.27
262,963.32,50300.53,2000.89,51171.25,3316.59,7715920.27,650.27,208.64,0.27,0.27
263,962.49,50308.19,2005.00,51202.75,3316.08,6292440.29,660.29,172.52,0.27,0.29
264,?,?,?,?,?,?,?,?,0.29,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1988.08,50869.00,3291.57,2133130.30,530.30,63.36,?,0.30
267,957.44,49979.47,1972.58,50887.67,3275.67,7316130.31,510.31,219.46,0.30,0.31
268,961.02,50301.69,1979.81,51221.45,3299.72,8929870.32,1000.32,283.38,0.31,0.32
269,969.92,50936.34,1986.14,51846.54,3336.44,5661590.31,700.31,174.89,0.32,0.31
270,977.10,50819.81,1999.08,51704.53,3352.18,3621940.31,770.31,108.14,0.31,0.31
271,?,?,?,?,?,?,?,?,0.31,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,2010.06,51191.50,3349.29,3412560.30,560.30,101.61,?,0.30
274,984.17,50782.48,2007.69,51691.24,3351.68,7432110.30,1140.30,223.31,0.30,0.30
275,987.01,50803.40,2016.99,51709.58,3364.40,18754390.30,2370.30,554.66,0.30,0.30
276,988.62,50982.03,2073.65,51911.61,3383.62,9796710.32,1630.32,297.52,0.30,0.32
277,992.25,50601.24,2097.98,51511.63,3381.52,5704750.31,710.31,176.35,0.32,0.31
278,?,?,?,?,?,?,?,?,0.31,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,2120.60,51239.47,3383.60,19546870.31,2020.31,618.92,?,0.31
281,993.38,50137.88,2131.10,51021.26,3368.14,14150180.31,1250.31,426.47,0.31,0.31
282,996.97,50335.02,2126.57,51215.99,3379.96,6839600.31,1370.31,207.11,0.31,0.31
283,1011.15,51806.83,2150.38,52744.48,3454.41,2818720.31,280.31,84.94,0.31,0.31
284,1024.81,52230.47,2175.63,53193.87,3477.04,1935430.30,330.30,58.10,0.31,0.30
285,?,?,?,?,?,?,?,?,0.30,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,2196.86,53498.97,3508.85,1290760.30,230.30,38.22,?,0.30
288,1039.64,52590.73,2249.42,53588.87,3544.07,2718630.30,410.30,79.61,0.30,0.30
289,1036.86,52861.41,2267.93,53918.41,3548.14,17535910.30,1230.30,515.45,0.30,0.30
290,1049.92,52573.59,2280.53,53571.90,3572.96,1995200.30,270.30,59.17,0.30,0.30
291,1051.86,52587.24,2320.78,53572.92,3535.97,2140150.29,290.29,62.11,0.30,0.29
292,?,?,?,?,?,?,?,?,0.29,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,2342.90,54903.39,3606.06,40708770.33,3380.33,1282.47,?,0.33
295,1078.51,53781.81,2351.77,54818.06,3615.60,33311190.33,2000.33,1071.18,0.33,0.33
296,1074.66,53389.74,2357.93,54433.41,3596.10,2969720.33,450.33,97.28,0.33,0.33
297,1083.34,53994.46,2411.97,55063.75,3637.76,4430110.33,480.33,142.75,0.33,0.33
298,1095.80,53887.13,2452.72,55023.42,3651.19,4351310.33,770.33,141.87,0.33,0.33
299,?,?,?,?,?,?,?,?,0.33,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,2458.33,55362.19,3660.45,78282040.32,4480.32,2519.94,?,0.32
302,1114.63,54536.95,2476.37,55688.45,3688.57,41032130.29,2190.29,1248.34,0.32,0.29
303,1107.62,54095.32,2472.94,55240.01,3660.80,30006240.26,2780.26,840.38,0.29,0.26
304,1109.36,53607.86,2475.98,54734.18,3628.73,72311480.19,5850.19,1613.91,0.26,0.19
305,?,?,?,?,?,?,?,?,0.19,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,2482.39,55121.60,3668.56,7125051,476,1382.97,?,0.18
309,1101.37,53504.47,2450.55,54600.05,3645.18,4991921,270,872.11,0.18,0.17
310,1106.35,53924.01,2477.66,55035.36,3650.27,4792685,427,732.79,0.17,0.15
340,991.5027484429278,45857.110734846676,2077.6816212987255,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2130.4556810728736,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2183.229740847022,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2341.551920169468,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2658.1962788143587,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
