%310
@RELATION PLMRVPL00016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
36,2843.49,3288.79,38.79,2.88,8.55,8.79
37,2811.05,1218.80,38.80,1.06,8.79,8.80
38,2815.91,1228.47,58.47,1.07,8.80,8.47
39,2825.70,9509.13,139.13,8.59,8.47,9.13
40,?,?,?,?,9.13,?
41,?,?,?,?,?,?
42,2826.84,6138.65,98.65,5.42,?,8.65
43,2821.25,2379.02,49.02,2.12,8.65,9.02
44,2825.02,1329.02,49.02,1.19,9.02,9.02
45,2825.15,1138.99,38.99,1.02,9.02,8.99
46,2838.22,08.99,08.99,0.00,8.99,8.99
47,?,?,?,?,8.99,?
48,?,?,?,?,?,?
49,2848.48,2398.99,98.99,2.13,?,8.99
50,2843.90,37249.02,229.02,32.02,8.99,9.02
51,2831.71,19509.00,109.00,17.56,9.02,9.00
52,2801.83,9999.00,59.00,8.97,9.00,9.00
53,2817.57,40928.99,208.99,35.18,9.00,8.99
54,?,?,?,?,8.99,?
55,?,?,?,?,?,?
56,2840.57,5398.98,68.98,4.83,?,8.98
57,2831.16,4808.98,88.98,4.27,8.98,8.98
58,2855.69,9899.00,119.00,8.89,8.98,9.00
59,2865.27,1058.99,28.99,0.94,9.00,8.99
60,2859.05,4048.70,68.70,3.53,8.99,8.70
61,?,?,?,?,8.70,?
62,?,?,?,?,?,?
63,2860.68,98.70,18.70,0.08,?,8.70
64,2868.06,23628.57,168.57,19.19,8.70,8.57
65,2872.90,5778.35,98.35,4.64,8.57,8.35
66,2873.49,8068.20,88.20,6.43,8.35,8.20
67,2906.74,38808.20,148.20,31.21,8.20,8.20
68,?,?,?,?,8.20,?
69,?,?,?,?,?,?
70,2914.24,5517.90,67.90,4.40,?,7.90
71,2911.38,86328.00,128.00,67.23,7.90,8.00
72,2901.67,2038.07,48.07,1.59,8.00,8.07
73,2912.13,5817.66,57.66,4.52,8.07,7.66
74,2909.77,8427.65,77.65,6.51,7.66,7.65
75,?,?,?,?,7.65,?
76,?,?,?,?,?,?
77,2900.59,34127.25,157.25,25.03,?,7.25
78,2868.24,8437.20,67.20,6.09,7.25,7.20
79,2874.75,1007.20,17.20,0.72,7.20,7.20
80,2833.61,2817.00,57.00,1.93,7.20,7.00
81,2800.67,07.00,07.00,0.00,7.00,7.00
82,?,?,?,?,7.00,?
83,?,?,?,?,?,?
84,2780.21,1026.85,36.85,0.70,?,6.85
85,2774.13,11106.85,46.85,7.60,6.85,6.85
86,2785.46,5526.80,36.80,3.75,6.85,6.80
87,2797.31,106.75,16.75,0.07,6.80,6.75
88,?,?,?,?,6.75,?
89,?,?,?,?,?,?
90,?,?,?,?,?,?
91,?,?,?,?,?,?
92,2814.33,26.64,16.64,0.01,?,6.64
93,2769.02,5277.00,67.00,3.57,6.64,7.00
94,2766.19,07.00,07.00,0.00,7.00,7.00
95,2760.91,6706.90,76.90,4.38,7.00,6.90
96,?,?,?,?,6.90,?
97,?,?,?,?,?,?
98,2764.28,06.90,06.90,0.00,?,6.90
99,2767.26,1066.89,36.89,0.71,6.90,6.89
100,2780.21,2136.89,46.89,1.39,6.89,6.89
101,2794.43,2116.89,36.89,1.40,6.89,6.89
102,2783.53,3516.50,46.50,2.28,6.89,6.50
103,?,?,?,?,6.50,?
104,?,?,?,?,?,?
105,2754.91,06.50,06.50,0.00,?,6.50
106,?,?,?,?,6.50,?
107,2705.88,16.55,16.55,0.01,?,6.55
108,2695.55,10806.70,66.70,7.10,6.55,6.70
109,2685.57,20156.70,56.70,12.99,6.70,6.70
110,?,?,?,?,6.70,?
111,?,?,?,?,?,?
112,2660.28,06.70,06.70,0.00,?,6.70
113,2624.40,06.70,06.70,0.00,6.70,6.70
114,2636.70,06.70,06.70,0.00,6.70,6.70
115,2658.57,06.70,06.70,0.00,6.70,6.70
116,2669.93,2026.65,36.65,1.29,6.70,6.65
117,?,?,?,?,6.65,?
118,?,?,?,?,?,?
119,2685.14,4016.65,86.65,2.43,?,6.65
120,2704.84,06.65,06.65,0.00,6.65,6.65
121,?,?,?,?,6.65,?
122,2695.22,06.65,06.65,0.00,?,6.65
123,?,?,?,?,6.65,?
124,?,?,?,?,?,?
125,?,?,?,?,?,?
126,2714.72,4346.65,116.65,2.71,?,6.65
127,2733.96,116.50,26.50,0.07,6.65,6.50
128,2752.14,5716.49,66.49,3.57,6.50,6.49
129,2760.20,31986.25,116.25,19.24,6.49,6.25
130,2769.85,26.24,16.24,0.01,6.25,6.24
131,?,?,?,?,6.24,?
132,?,?,?,?,?,?
133,2790.62,5855.95,45.95,3.42,?,5.95
134,2822.41,3756.37,66.37,2.26,5.95,6.37
135,2848.38,4476.36,66.36,2.71,6.37,6.36
136,2871.70,3046.00,36.00,1.82,6.36,6.00
137,2885.19,33056.49,136.49,21.69,6.00,6.49
138,?,?,?,?,6.49,?
139,?,?,?,?,?,?
140,2921.95,18606.50,96.50,11.57,?,6.50
141,2893.12,2006.50,36.50,1.29,6.50,6.50
142,2912.70,32846.50,86.50,20.72,6.50,6.50
143,2894.53,1006.30,16.30,0.63,6.50,6.30
144,2929.62,376.50,36.50,0.23,6.30,6.50
145,?,?,?,?,6.50,?
146,?,?,?,?,?,?
147,2976.83,42876.95,166.95,27.74,?,6.95
148,2997.81,18386.60,156.60,12.20,6.95,6.60
149,3000.58,3436.25,36.25,2.14,6.60,6.25
150,?,?,?,?,6.25,?
151,2994.25,06.25,06.25,0.00,?,6.25
152,?,?,?,?,6.25,?
153,?,?,?,?,?,?
154,2970.24,2006.26,16.26,1.25,?,6.26
155,2998.79,06.26,06.26,0.00,6.26,6.26
156,3026.87,17316.40,86.40,11.08,6.26,6.40
157,3020.15,16946.50,166.50,11.26,6.40,6.50
158,3044.38,63736.35,316.35,41.39,6.50,6.35
159,?,?,?,?,6.35,?
160,?,?,?,?,?,?
161,3065.91,35686.37,116.37,22.86,?,6.37
162,3074.89,34476.54,166.54,22.05,6.37,6.54
163,3098.83,34766.50,236.50,22.80,6.54,6.50
164,3089.32,13756.79,96.79,9.10,6.50,6.79
165,3092.65,57046.64,206.64,39.12,6.79,6.64
166,?,?,?,?,6.64,?
167,?,?,?,?,?,?
168,3100.24,22816.50,86.50,14.80,?,6.50
169,3120.39,7086.34,76.34,4.52,6.50,6.34
170,3122.21,13056.24,146.24,8.26,6.34,6.24
171,3038.18,29385.95,135.95,17.83,6.24,5.95
172,3001.68,4616.10,76.10,2.85,5.95,6.10
173,?,?,?,?,6.10,?
174,?,?,?,?,?,?
175,2990.89,56.34,16.34,0.03,?,6.34
176,2999.31,205.91,15.91,0.12,6.34,5.91
177,2972.55,33856.00,176.00,19.95,5.91,6.00
178,2915.58,16.29,16.29,0.01,6.00,6.29
179,2948.80,146.00,26.00,0.08,6.29,6.00
180,?,?,?,?,6.00,?
181,?,?,?,?,?,?
182,2963.91,20145.79,115.79,11.75,?,5.79
183,2981.48,2025.95,45.95,1.17,5.79,5.95
184,2971.57,20806.32,166.32,12.72,5.95,6.32
185,2988.19,18416.21,126.21,11.70,6.32,6.21
186,2977.06,7656.09,56.09,4.66,6.21,6.09
187,?,?,?,?,6.09,?
188,?,?,?,?,?,?
189,2948.16,22076.10,96.10,13.43,?,6.10
190,2924.69,16.30,16.30,0.01,6.10,6.30
191,2962.09,1706.20,26.20,1.05,6.30,6.20
192,2992.86,236.36,56.36,0.14,6.20,6.36
193,3017.66,48235.90,225.90,28.08,6.36,5.90
194,?,?,?,?,5.90,?
195,?,?,?,?,?,?
196,3022.70,10025.40,35.40,5.54,?,5.40
197,3017.11,42985.25,175.25,22.02,5.40,5.25
198,3021.27,59075.19,125.19,29.66,5.25,5.19
199,3023.16,7175.15,55.15,3.59,5.19,5.15
200,3019.85,16305.00,65.00,8.35,5.15,5.00
201,?,?,?,?,5.00,?
202,?,?,?,?,?,?
203,3021.70,13205.00,75.00,6.57,?,5.00
204,3029.97,2725.00,35.00,1.36,5.00,5.00
205,3050.63,2605.00,25.00,1.30,5.00,5.00
206,3036.16,05.00,05.00,0.00,5.00,5.00
207,3015.00,55514.80,134.80,26.34,5.00,4.80
208,?,?,?,?,4.80,?
209,?,?,?,?,?,?
210,3032.94,24724.85,34.85,11.89,?,4.85
211,3038.42,4104.80,24.80,1.98,4.85,4.80
212,3046.08,3034.80,54.80,1.45,4.80,4.80
213,3060.17,51275.20,175.20,25.67,4.80,5.20
214,3110.79,7415.01,75.01,3.71,5.20,5.01
215,?,?,?,?,5.01,?
216,?,?,?,?,?,?
217,3127.41,6005.00,55.00,3.00,?,5.00
218,3127.38,13075.00,55.00,6.28,5.00,5.00
219,3168.23,315.00,55.00,0.15,5.00,5.00
220,3190.86,3455.00,65.00,1.66,5.00,5.00
221,3206.86,10015.00,25.00,4.81,5.00,5.00
222,?,?,?,?,5.00,?
223,?,?,?,?,?,?
224,3225.79,209734.85,224.85,101.35,?,4.85
225,3233.22,31154.90,44.90,15.19,4.85,4.90
226,3271.49,77074.82,264.82,37.75,4.90,4.82
227,?,?,?,?,4.82,?
228,3253.28,6934.95,54.95,3.35,?,4.95
229,?,?,?,?,4.95,?
230,?,?,?,?,?,?
231,3237.31,56004.80,214.80,26.55,?,4.80
232,3210.57,146684.90,414.90,70.89,4.80,4.90
233,3221.87,155755.02,245.02,77.58,4.90,5.02
234,3260.69,141765.41,385.41,75.76,5.02,5.41
235,3260.35,51255.40,195.40,28.01,5.41,5.40
236,?,?,?,?,5.40,?
237,?,?,?,?,?,?
238,3255.45,14005.27,65.27,7.39,?,5.27
239,3197.48,41905.35,155.35,21.57,5.27,5.35
240,3183.87,5765.20,25.20,3.00,5.35,5.20
241,3204.20,10955.30,85.30,5.52,5.20,5.30
242,3196.27,6745.32,65.32,3.57,5.30,5.32
243,?,?,?,?,5.32,?
244,?,?,?,?,?,?
245,3230.20,5015.31,35.31,2.66,?,5.31
246,3226.75,290835.80,955.80,165.12,5.31,5.80
247,3174.71,107525.51,375.51,62.18,5.80,5.51
248,3061.25,90775.24,335.24,46.66,5.51,5.24
249,3142.61,132715.10,435.10,66.72,5.24,5.10
250,?,?,?,?,5.10,?
251,?,?,?,?,?,?
252,3199.68,44405.30,135.30,23.41,?,5.30
253,3256.85,52085.49,195.49,27.38,5.30,5.49
254,3285.29,20435.60,85.60,11.32,5.49,5.60
255,3303.55,12975.68,85.68,7.08,5.60,5.68
256,3285.49,19525.35,115.35,10.51,5.68,5.35
257,?,?,?,?,5.35,?
258,?,?,?,?,?,?
259,3260.05,30725.23,165.23,16.21,?,5.23
260,3286.61,41485.13,155.13,21.66,5.23,5.13
261,3277.41,54325.18,215.18,27.71,5.13,5.18
262,3316.59,10835.13,75.13,5.56,5.18,5.13
263,3316.08,14015.25,115.25,7.22,5.13,5.25
264,?,?,?,?,5.25,?
265,?,?,?,?,?,?
266,3291.57,4425.24,65.24,2.32,?,5.24
267,3275.67,3875.22,75.22,2.04,5.24,5.22
268,3299.72,785.26,35.26,0.40,5.22,5.26
269,3336.44,9005.39,55.39,4.79,5.26,5.39
270,3352.18,43305.22,215.22,22.10,5.39,5.22
271,?,?,?,?,5.22,?
272,?,?,?,?,?,?
273,3349.29,27205.32,115.32,14.15,?,5.32
274,3351.68,10895.34,105.34,5.70,5.32,5.34
275,3364.40,63315.34,135.34,33.82,5.34,5.34
276,3383.62,201715.67,475.67,113.85,5.34,5.67
277,3381.52,78845.64,225.64,44.76,5.67,5.64
278,?,?,?,?,5.64,?
279,?,?,?,?,?,?
280,3383.60,39565.64,135.64,22.57,?,5.64
281,3368.14,156245.54,195.54,86.72,5.64,5.54
282,3379.96,64195.44,175.44,34.88,5.54,5.44
283,3454.41,141905.60,365.60,77.15,5.44,5.60
284,3477.04,101315.46,245.46,54.76,5.60,5.46
285,?,?,?,?,5.46,?
286,?,?,?,?,?,?
287,3508.85,27605.40,105.40,14.87,?,5.40
288,3544.07,50305.33,205.33,26.97,5.40,5.33
289,3548.14,247355.35,685.35,134.28,5.33,5.35
290,3572.96,274805.37,385.37,149.98,5.35,5.37
291,3535.97,119915.38,325.38,63.98,5.37,5.38
292,?,?,?,?,5.38,?
293,?,?,?,?,?,?
294,3606.06,34255.48,185.48,18.74,?,5.48
295,3615.60,140215.42,325.42,77.00,5.48,5.42
296,3596.10,75275.38,205.38,40.61,5.42,5.38
297,3637.76,206425.50,315.50,113.39,5.38,5.50
298,3651.19,392145.49,735.49,217.28,5.50,5.49
299,?,?,?,?,5.49,?
300,?,?,?,?,?,?
301,3660.45,199365.60,515.60,113.46,?,5.60
302,3688.57,894245.72,945.72,514.90,5.60,5.72
303,3660.80,166465.78,325.78,95.67,5.72,5.78
304,3628.73,889575.89,815.89,513.13,5.78,5.89
305,?,?,?,?,5.89,?
306,?,?,?,?,?,?
307,?,?,?,?,?,?
308,3668.56,37249,104,225.32,?,6.00
309,3645.18,40322,73,241.33,6.00,5.90
310,3650.27,192535,207,1201.78,5.90,6.35
340,3215.763816454578,?,?,?,?,?,? 
370,3267.20146029432,?,?,?,?,?,? 
400,3318.639104134063,?,?,?,?,?,? 
490,3472.9520356532903,?,?,?,?,?,? 
670,3781.5778986917467,?,?,?,?,?,? 
