%310
@RELATION NL0009604859
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-CEE NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
49,46508.27,869.62,322514.40,1514.40,46.26,?,14.40
50,46490.89,861.33,6217914.90,3914.90,907.87,14.40,14.90
51,46051.76,862.42,2125114.51,4114.51,311.43,14.90,14.51
52,45879.90,859.18,968314.45,2714.45,138.67,14.51,14.45
53,45948.12,860.24,1287713.80,1313.80,178.10,14.45,13.80
54,?,?,?,?,?,13.80,?
55,?,?,?,?,?,?,?
56,46286.28,865.38,9378214.00,6414.00,1315.66,?,14.00
57,45868.35,859.83,11123714.00,6214.00,1557.20,14.00,14.00
58,46241.92,854.80,459114.10,1114.10,64.80,14.00,14.10
59,46280.36,848.17,7009714.13,3214.13,995.93,14.10,14.13
60,46341.14,845.37,9049314.40,1614.40,1303.35,14.13,14.40
61,?,?,?,?,?,14.40,?
62,?,?,?,?,?,?,?
63,46137.70,840.47,1293114.25,3514.25,185.55,?,14.25
64,46676.09,839.67,5684614.67,2014.67,823.29,14.25,14.67
65,46762.65,844.03,3083114.95,714.95,459.24,14.67,14.95
66,46745.26,848.35,3032615.12,3415.12,455.94,14.95,15.12
67,47074.39,849.80,5861315.65,4215.65,916.04,15.12,15.65
68,?,?,?,?,?,15.65,?
69,?,?,?,?,?,?,?
70,46933.03,846.53,2866915.50,2115.50,446.96,?,15.50
71,47010.40,846.39,679215.70,1015.70,104.79,15.50,15.70
72,46888.37,837.78,2796015.60,1215.60,434.02,15.70,15.60
73,47223.68,837.83,3062115.60,815.60,480.73,15.60,15.60
74,47125.93,836.66,2481716.00,2316.00,394.21,15.60,16.00
75,?,?,?,?,?,16.00,?
76,?,?,?,?,?,?,?
77,46668.41,820.24,2039316.00,1616.00,320.88,?,16.00
78,46029.35,809.89,526216.00,2316.00,82.02,16.00,16.00
79,46068.24,807.16,016.00,016.00,0.00,16.00,16.00
80,45580.47,804.44,4495016.00,216.00,719.20,16.00,16.00
81,45066.18,810.77,016.00,016.00,0.00,16.00,16.00
82,?,?,?,?,?,16.00,?
83,?,?,?,?,?,?,?
84,44585.10,812.79,86016.07,916.07,13.76,?,16.07
85,44724.88,803.27,1039215.80,215.80,161.29,16.07,15.80
86,45247.90,809.03,4015515.78,815.78,628.78,15.80,15.78
87,45147.57,810.52,522915.70,2115.70,81.53,15.78,15.70
88,?,?,?,?,?,15.70,?
89,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?
92,45304.74,817.94,4503815.87,4015.87,714.47,?,15.87
93,44604.61,814.18,1045216.00,616.00,167.10,15.87,16.00
94,44623.89,813.71,1857915.92,715.92,295.68,16.00,15.92
95,44597.66,814.30,948215.95,1015.95,149.78,15.92,15.95
96,?,?,?,?,?,15.95,?
97,?,?,?,?,?,?,?
98,44590.97,804.33,959915.75,515.75,151.69,?,15.75
99,44725.03,809.49,4940415.78,415.78,779.25,15.75,15.78
100,45091.63,809.43,1178415.80,615.80,185.81,15.78,15.80
101,45688.48,808.43,292215.86,615.86,45.52,15.80,15.86
102,45525.92,806.22,6686115.80,2515.80,1054.67,15.86,15.80
103,?,?,?,?,?,15.80,?
104,?,?,?,?,?,?,?
105,44724.14,795.39,14113315.80,1515.80,2214.49,?,15.80
106,?,?,?,?,?,15.80,?
107,43916.24,774.83,15361716.10,8716.10,2501.40,?,16.10
108,43364.70,764.32,462516.50,1316.50,75.72,16.10,16.50
109,43447.75,748.80,1966616.05,916.05,317.53,16.50,16.05
110,?,?,?,?,?,16.05,?
111,?,?,?,?,?,?,?
112,43360.30,754.56,1725016.12,5616.12,279.95,?,16.12
113,43159.57,750.26,4128616.51,9716.51,679.04,16.12,16.51
114,43356.73,753.01,2681416.71,4716.71,448.04,16.51,16.71
115,43482.18,753.51,1102916.74,3116.74,184.77,16.71,16.74
116,43665.21,754.90,8303016.74,2916.74,1394.32,16.74,16.74
117,?,?,?,?,?,16.74,?
118,?,?,?,?,?,?,?
119,43882.16,766.31,115616.90,1516.90,19.51,?,16.90
120,44162.18,776.50,139417.15,1117.15,23.60,16.90,17.15
121,?,?,?,?,?,17.15,?
122,43991.51,778.92,88217.04,717.04,15.04,?,17.04
123,?,?,?,?,?,17.04,?
124,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?
126,44541.73,778.13,4920317.10,1917.10,843.84,?,17.10
127,44742.22,781.86,1303217.75,4317.75,229.10,17.10,17.75
128,45117.94,782.65,814618.00,4318.00,147.00,17.75,18.00
129,44943.16,781.58,2903917.10,12617.10,501.92,18.00,17.10
130,44895.35,783.10,13106517.45,5817.45,2274.01,17.10,17.45
131,?,?,?,?,?,17.45,?
132,?,?,?,?,?,?,?
133,45207.84,785.63,10593717.95,7317.95,1882.82,?,17.95
134,45771.11,787.41,1065618.37,2718.37,192.29,17.95,18.37
135,46102.42,791.27,429718.15,2918.15,78.26,18.37,18.15
136,45992.03,797.55,1862819.60,11919.60,350.72,18.15,19.60
137,46078.68,807.85,1690319.40,9419.40,317.97,19.60,19.40
138,?,?,?,?,?,19.40,?
139,?,?,?,?,?,?,?
140,46041.35,805.46,2703419.05,10019.05,511.08,?,19.05
141,45851.80,802.36,5395219.00,12219.00,1023.28,19.05,19.00
142,45933.66,802.44,190219.19,1319.19,36.38,19.00,19.19
143,45687.76,799.56,6244719.29,11819.29,1180.31,19.19,19.29
144,46145.44,799.95,1171919.30,11019.30,223.79,19.29,19.30
145,?,?,?,?,?,19.30,?
146,?,?,?,?,?,?,?
147,47277.10,803.87,6275519.30,7819.30,1210.79,?,19.30
148,47579.87,817.59,2850619.25,18219.25,546.71,19.30,19.25
149,47476.64,818.62,462319.35,2219.35,88.70,19.25,19.35
150,?,?,?,?,?,19.35,?
151,47806.34,812.55,1224719.98,8519.98,241.22,?,19.98
152,?,?,?,?,?,19.98,?
153,?,?,?,?,?,?,?
154,47175.79,811.28,11062419.93,7319.93,2207.16,?,19.93
155,47620.68,827.29,8959319.45,12919.45,1756.97,19.93,19.45
156,47805.94,822.00,4567419.40,11919.40,885.59,19.45,19.40
157,47573.66,825.44,3254719.50,12519.50,632.18,19.40,19.50
158,48209.65,833.27,1769516.82,14616.82,294.34,19.50,16.82
159,?,?,?,?,?,16.82,?
160,?,?,?,?,?,?,?
161,48495.01,832.21,2453916.37,16416.37,402.57,?,16.37
162,48324.52,830.21,1284316.25,5016.25,207.68,16.37,16.25
163,48383.93,834.07,744516.06,3716.06,120.22,16.25,16.06
164,48152.82,823.27,1851815.95,11915.95,295.01,16.06,15.95
165,48273.42,812.33,16566615.40,12915.40,2557.01,15.95,15.40
166,?,?,?,?,?,15.40,?
167,?,?,?,?,?,?,?
168,48131.61,818.14,1279615.40,4815.40,197.14,?,15.40
169,48119.72,819.04,396415.20,2215.20,60.48,15.40,15.20
170,47743.10,821.56,2709615.46,2215.46,418.79,15.20,15.46
171,45870.00,807.19,2902114.99,4114.99,435.54,15.46,14.99
172,44732.92,784.14,3607114.92,4214.92,536.49,14.99,14.92
173,?,?,?,?,?,14.92,?
174,?,?,?,?,?,?,?
175,44824.62,817.50,7797314.76,1314.76,1151.48,?,14.76
176,44966.09,815.69,491315.10,1515.10,72.56,14.76,15.10
177,44893.99,812.28,941215.40,3015.40,140.95,15.10,15.40
178,43667.37,810.66,3087315.13,2215.13,466.85,15.40,15.13
179,44747.79,828.31,295315.78,2215.78,45.63,15.13,15.78
180,?,?,?,?,?,15.78,?
181,?,?,?,?,?,?,?
182,44769.00,828.89,55415.84,1015.84,8.73,?,15.84
183,45533.94,834.81,515616.17,2316.17,82.48,15.84,16.17
184,45184.98,831.67,1310316.00,1616.00,209.41,16.17,16.00
185,45613.75,833.56,764416.00,5816.00,121.82,16.00,16.00
186,45110.89,829.03,56615.91,815.91,8.99,16.00,15.91
187,?,?,?,?,?,15.91,?
188,?,?,?,?,?,?,?
189,44534.34,829.35,4476816.05,3016.05,716.18,?,16.05
190,44342.23,835.95,72115.52,1715.52,11.34,16.05,15.52
191,45068.55,834.08,93115.45,1715.45,14.58,15.52,15.45
192,45712.72,846.83,497515.98,1715.98,78.37,15.45,15.98
193,46150.78,851.12,712316.05,3816.05,113.93,15.98,16.05
194,?,?,?,?,?,16.05,?
195,?,?,?,?,?,?,?
196,46218.05,841.34,1930315.99,2115.99,308.38,?,15.99
197,46155.10,847.20,388215.52,2615.52,60.91,15.99,15.52
198,46287.08,841.92,4301815.90,4915.90,683.22,15.52,15.90
199,46221.23,835.62,372515.90,815.90,58.54,15.90,15.90
200,46399.74,827.03,149615.83,1515.83,23.67,15.90,15.83
201,?,?,?,?,?,15.83,?
202,?,?,?,?,?,?,?
203,46361.70,836.07,130715.70,915.70,20.54,?,15.70
204,46714.43,826.21,119615.89,1215.89,18.86,15.70,15.89
205,46835.98,829.10,153315.90,615.90,24.36,15.89,15.90
206,46713.02,833.47,356516.15,1716.15,56.99,15.90,16.15
207,46258.91,828.78,107816.14,516.14,17.18,16.15,16.14
208,?,?,?,?,?,16.14,?
209,?,?,?,?,?,?,?
210,46480.62,828.93,148516.29,1416.29,23.99,?,16.29
211,46663.41,830.71,112416.28,1316.28,18.20,16.29,16.28
212,46925.65,834.03,016.28,016.28,0.00,16.28,16.28
213,47370.81,828.08,336816.33,1716.33,54.93,16.28,16.33
214,48325.33,832.32,127416.38,1416.38,20.84,16.33,16.38
215,?,?,?,?,?,16.38,?
216,?,?,?,?,?,?,?
217,48458.44,832.30,158716.29,916.29,25.43,?,16.29
218,47942.81,828.82,016.29,016.29,0.00,16.29,16.29
219,48306.55,825.54,6116.13,116.13,0.98,16.29,16.13
220,48862.88,817.92,254515.85,915.85,40.05,16.13,15.85
221,49125.36,808.11,339216.05,3716.05,54.27,15.85,16.05
222,?,?,?,?,?,16.05,?
223,?,?,?,?,?,?,?
224,49580.16,810.35,2498416.09,3516.09,402.31,?,16.09
225,49747.66,809.96,382716.12,1616.12,61.56,16.09,16.12
226,50223.95,810.20,112116.22,1016.22,18.14,16.12,16.22
227,?,?,?,?,?,16.22,?
228,49976.48,807.81,016.22,016.22,0.00,?,16.22
229,?,?,?,?,?,16.22,?
230,?,?,?,?,?,?,?
231,49772.46,806.40,649916.05,3816.05,107.07,?,16.05
232,49162.16,797.53,424116.30,616.30,68.84,16.05,16.30
233,49128.05,799.53,41616.30,516.30,6.72,16.30,16.30
234,49846.48,808.23,2194716.98,2416.98,362.71,16.30,16.98
235,49895.10,807.44,1215816.50,1416.50,201.11,16.98,16.50
236,?,?,?,?,?,16.50,?
237,?,?,?,?,?,?,?
238,49818.48,802.90,67316.60,516.60,11.04,?,16.60
239,48833.58,801.21,1526616.50,1516.50,252.78,16.60,16.50
240,48537.65,809.89,382616.54,1216.54,62.98,16.50,16.54
241,48676.45,810.38,185516.60,1316.60,30.76,16.54,16.60
242,48871.98,814.59,4926216.94,1816.94,817.90,16.60,16.94
243,?,?,?,?,?,16.94,?
244,?,?,?,?,?,?,?
245,49187.22,810.85,29316.80,1416.80,4.85,?,16.80
246,48968.87,813.16,16416.74,416.74,2.72,16.80,16.74
247,47919.09,809.19,11916.75,216.75,1.99,16.74,16.75
248,45830.66,802.87,15004016.10,8516.10,2475.54,16.75,16.10
249,46717.04,812.70,8463516.69,3416.69,1398.65,16.10,16.69
250,?,?,?,?,?,16.69,?
251,?,?,?,?,?,?,?
252,47808.90,814.52,125516.59,716.59,20.70,?,16.59
253,48961.51,825.20,90516.36,916.36,14.84,16.59,16.36
254,49437.02,845.31,183016.40,1016.40,30.03,16.36,16.40
255,49771.55,847.48,24416.50,516.50,4.03,16.40,16.50
256,49348.61,847.60,180116.62,816.62,29.83,16.50,16.62
257,?,?,?,?,?,16.62,?
258,?,?,?,?,?,?,?
259,48917.85,844.92,90016.40,916.40,14.86,?,16.40
260,49434.46,849.85,40116.77,416.77,6.63,16.40,16.77
261,49413.33,847.56,5076116.50,416.50,837.65,16.77,16.50
262,50300.53,842.09,251416.54,1016.54,40.89,16.50,16.54
263,50308.19,841.39,5150616.59,1316.59,849.70,16.54,16.59
264,?,?,?,?,?,16.59,?
265,?,?,?,?,?,?,?
266,49955.87,831.22,65316.41,716.41,10.64,?,16.41
267,49979.47,833.19,224216.47,716.47,36.85,16.41,16.47
268,50301.69,833.30,132716.44,1216.44,21.81,16.47,16.44
269,50936.34,846.31,411716.74,1916.74,68.79,16.44,16.74
270,50819.81,846.91,1326717.18,4317.18,224.74,16.74,17.18
271,?,?,?,?,?,17.18,?
272,?,?,?,?,?,?,?
273,50301.85,849.49,85116.52,916.52,14.21,?,16.52
274,50782.48,855.03,133516.82,1516.82,22.45,16.52,16.82
275,50803.40,852.55,10016.85,116.85,1.69,16.82,16.85
276,50982.03,848.01,655517.47,3517.47,112.68,16.85,17.47
277,50601.24,847.22,115017.20,717.20,19.79,17.47,17.20
278,?,?,?,?,?,17.20,?
279,?,?,?,?,?,?,?
280,50338.71,848.45,017.20,017.20,0.00,?,17.20
281,50137.88,853.05,1117.20,117.20,0.19,17.20,17.20
282,50335.02,858.02,5917.15,117.15,1.01,17.20,17.15
283,51806.83,862.39,1319517.20,1117.20,226.84,17.15,17.20
284,52230.47,862.70,692517.20,917.20,118.78,17.20,17.20
285,?,?,?,?,?,17.20,?
286,?,?,?,?,?,?,?
287,52520.91,860.18,380517.35,2317.35,65.64,?,17.35
288,52590.73,855.88,40017.20,617.20,6.88,17.35,17.20
289,52861.41,844.25,65017.17,417.17,11.18,17.20,17.17
290,52573.59,855.32,10117.17,317.17,1.72,17.17,17.17
291,52587.24,849.56,68016.90,416.90,11.55,17.17,16.90
292,?,?,?,?,?,16.90,?
293,?,?,?,?,?,?,?
294,53853.55,846.22,81816.90,2616.90,13.79,?,16.90
295,53781.81,846.38,1941417.16,917.16,333.05,16.90,17.16
296,53389.74,823.65,48117.02,417.02,8.20,17.16,17.02
297,53994.46,822.54,267817.35,1717.35,46.20,17.02,17.35
298,53887.13,808.48,280217.57,1817.57,49.02,17.35,17.57
299,?,?,?,?,?,17.57,?
300,?,?,?,?,?,?,?
301,54180.04,809.15,204117.50,617.50,35.77,?,17.50
302,54536.95,813.37,53317.50,517.50,9.33,17.50,17.50
303,54095.32,806.76,4336818.05,2518.05,776.29,17.50,18.05
304,53607.86,799.19,111017.70,617.70,19.74,18.05,17.70
305,?,?,?,?,?,17.70,?
306,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?
308,53989.37,801.72,894,13,15.83,?,17.67
309,53504.47,799.00,4605,8,82.22,17.67,17.70
310,53924.01,804.57,1251,16,22.63,17.70,18.64
340,45857.110734846676,772.4384498456855,?,?,?,?,?,? 
370,46189.882480874876,764.8922210495718,?,?,?,?,?,? 
400,46522.654226903076,757.345992253458,?,?,?,?,?,? 
490,47520.969464987684,734.7073058651168,?,?,?,?,?,? 
670,49517.5999411569,689.4299330884348,?,?,?,?,?,? 
