%310
@RELATION PLDUDA000016
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-SPOZYW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
67,11119.06,47074.39,3529.57,47436.21,2906.74,7178880.46,1270.46,333.34,0.46,0.46
68,?,?,?,?,?,?,?,?,0.46,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,3595.74,47269.75,2914.24,12924710.48,1870.48,599.20,?,0.48
71,11150.86,47010.40,3613.57,47340.43,2911.38,8485490.47,1430.47,390.70,0.48,0.47
72,11194.08,46888.37,3595.65,47235.72,2901.67,28049730.53,3760.53,1385.81,0.47,0.53
73,11231.22,47223.68,3593.14,47606.16,2912.13,20020930.53,2500.53,1025.15,0.53,0.53
74,11228.39,47125.93,3575.34,47522.10,2909.77,7311590.53,1070.53,379.29,0.53,0.53
75,?,?,?,?,?,?,?,?,0.53,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,3531.93,47094.18,2900.59,8755250.51,1070.51,442.72,?,0.51
78,11135.62,46029.35,3446.97,46473.62,2868.24,36835660.53,4420.53,1965.33,0.51,0.53
79,11168.63,46068.24,3416.12,46511.62,2874.75,14519590.51,1910.51,751.57,0.53,0.51
80,11069.03,45580.47,3320.24,46017.88,2833.61,30623060.51,3240.51,1511.51,0.51,0.51
81,10908.77,45066.18,3327.55,45473.08,2800.67,7469330.49,1120.49,372.99,0.51,0.49
82,?,?,?,?,?,?,?,?,0.49,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,3387.98,44946.32,2780.21,6886980.48,1190.48,339.89,?,0.48
85,10815.43,44724.88,3369.87,45119.16,2774.13,8513420.48,840.48,404.95,0.48,0.48
86,10867.86,45247.90,3430.06,45644.09,2785.46,7280860.51,880.51,363.42,0.48,0.51
87,10938.55,45147.57,3478.60,45528.85,2797.31,11169160.52,1600.52,572.83,0.51,0.52
88,?,?,?,?,?,?,?,?,0.52,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,3523.68,45679.51,2814.33,5997090.52,880.52,313.04,?,0.52
93,10809.87,44604.61,3482.18,44940.36,2769.02,9334440.50,1020.50,482.99,0.52,0.50
94,10817.23,44623.89,3486.55,44980.62,2766.19,5349530.51,570.51,270.79,0.50,0.51
95,10803.99,44597.66,3479.32,44960.02,2760.91,4571130.50,660.50,229.21,0.51,0.50
96,?,?,?,?,?,?,?,?,0.50,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,3450.97,44963.96,2764.28,1895630.50,350.50,94.67,?,0.50
99,10820.89,44725.03,3474.49,45096.35,2767.26,10023020.48,520.48,491.90,0.50,0.48
100,10845.27,45091.63,3463.81,45495.34,2780.21,5608100.51,950.51,279.99,0.48,0.51
101,10908.65,45688.48,3504.28,46131.66,2794.43,46613310.59,5400.59,2576.15,0.51,0.59
102,10807.45,45525.92,3481.04,45960.10,2783.53,23027990.56,2880.56,1304.31,0.59,0.56
103,?,?,?,?,?,?,?,?,0.56,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,3368.83,45167.65,2754.91,5857750.56,910.56,325.10,?,0.56
106,?,?,?,?,?,?,?,?,0.56,?
107,10431.02,43916.24,3195.69,44404.81,2705.88,16223970.54,1780.54,889.40,?,0.54
108,10415.53,43364.70,3142.65,43850.06,2695.55,6761840.54,880.54,368.20,0.54,0.54
109,10373.60,43447.75,2992.95,43993.98,2685.57,9302460.56,1970.56,529.38,0.54,0.56
110,?,?,?,?,?,?,?,?,0.56,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,3007.40,43892.82,2660.28,2132970.57,790.57,120.96,?,0.57
113,10282.22,43159.57,3011.64,43707.88,2624.40,3322700.56,470.56,182.89,0.57,0.56
114,10264.95,43356.73,3012.77,43908.95,2636.70,2545620.55,600.55,139.88,0.56,0.55
115,10327.20,43482.18,2993.56,44027.03,2658.57,3751750.56,460.56,205.50,0.55,0.56
116,10407.26,43665.21,3051.09,44226.06,2669.93,14390550.60,2960.60,848.82,0.56,0.60
117,?,?,?,?,?,?,?,?,0.60,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,3107.87,44420.22,2685.14,17584320.58,2870.58,1054.75,?,0.58
120,10511.46,44162.18,3270.96,44653.34,2704.84,2937690.60,890.60,172.24,0.58,0.60
121,?,?,?,?,?,?,?,?,0.60,?
122,10554.34,43991.51,3273.77,44466.89,2695.22,3416630.61,610.61,202.99,?,0.61
123,?,?,?,?,?,?,?,?,0.61,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,3221.83,45060.80,2714.72,6273180.60,1270.60,380.03,?,0.60
127,10618.63,44742.22,3278.44,45244.29,2733.96,7003960.60,990.60,418.17,0.60,0.60
128,10692.81,45117.94,3274.88,45647.76,2752.14,2239900.60,400.60,134.11,0.60,0.60
129,10714.80,44943.16,3287.31,45475.08,2760.20,2637270.61,620.61,159.91,0.60,0.61
130,10758.03,44895.35,3305.97,45408.06,2769.85,34905240.64,3640.64,2213.53,0.61,0.64
131,?,?,?,?,?,?,?,?,0.64,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,3331.03,45746.01,2790.62,10118600.62,1280.62,637.89,?,0.62
134,10819.27,45771.11,3344.63,46336.62,2822.41,6672760.64,1300.64,419.22,0.62,0.64
135,10913.18,46102.42,3424.41,46676.61,2848.38,24380240.65,2840.65,1588.47,0.64,0.65
136,10976.80,45992.03,3377.14,46581.16,2871.70,3671650.64,970.64,232.59,0.65,0.64
137,10991.63,46078.68,3435.39,46646.58,2885.19,3813840.64,820.64,242.67,0.64,0.64
138,?,?,?,?,?,?,?,?,0.64,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,3466.14,46615.31,2921.95,52998240.67,4690.67,3610.86,?,0.67
141,11089.17,45851.80,3392.40,46439.10,2893.12,20584590.67,2500.67,1389.10,0.67,0.67
142,11082.19,45933.66,3344.53,46529.96,2912.70,9856520.66,880.66,661.60,0.67,0.66
143,11050.12,45687.76,3276.68,46311.26,2894.53,14928250.65,1790.65,963.40,0.66,0.65
144,11130.47,46145.44,3277.81,46783.61,2929.62,2071720.66,550.66,134.89,0.65,0.66
145,?,?,?,?,?,?,?,?,0.66,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,3325.92,47957.54,2976.83,10729140.66,1360.66,721.32,?,0.66
148,11439.53,47579.87,3377.00,48258.02,2997.81,4772750.66,900.66,314.46,0.66,0.66
149,11434.08,47476.64,3410.78,48138.07,3000.58,3353380.66,610.66,220.62,0.66,0.66
150,?,?,?,?,?,?,?,?,0.66,?
151,11518.87,47806.34,3339.97,48503.87,2994.25,5088690.66,600.66,331.82,?,0.66
152,?,?,?,?,?,?,?,?,0.66,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,3252.24,47868.36,2970.24,1885750.66,310.66,124.25,?,0.66
155,11527.78,47620.68,3283.47,48323.88,2998.79,13014150.68,1150.68,869.45,0.66,0.68
156,11566.33,47805.94,3301.92,48513.29,3026.87,4071790.67,680.67,274.64,0.68,0.67
157,11598.90,47573.66,3301.52,48259.19,3020.15,58871210.73,7110.73,4276.20,0.67,0.73
158,11721.20,48209.65,3325.43,48918.37,3044.38,8163870.73,1540.73,595.24,0.73,0.73
159,?,?,?,?,?,?,?,?,0.73,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,3341.26,49207.65,3065.91,29315220.76,4700.76,2229.27,?,0.76
162,11906.69,48324.52,3317.02,49050.96,3074.89,9504840.75,1560.75,720.78,0.76,0.75
163,12044.12,48383.93,3337.95,49098.70,3098.83,9301690.75,1200.75,706.16,0.75,0.75
164,11997.09,48152.82,3294.79,48890.47,3089.32,11580960.74,1670.74,847.61,0.75,0.74
165,11980.74,48273.42,3261.51,49057.66,3092.65,5207360.73,950.73,377.24,0.74,0.73
166,?,?,?,?,?,?,?,?,0.73,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,3221.03,48917.56,3100.24,15679210.69,2180.69,1097.71,?,0.69
169,12001.25,48119.72,3243.93,48891.04,3120.39,9580070.73,1290.73,679.96,0.69,0.73
170,11995.61,47743.10,3245.92,48509.84,3122.21,27016690.70,2420.70,1938.06,0.73,0.70
171,11755.38,45870.00,3150.91,46587.68,3038.18,29775940.67,2670.67,2026.20,0.70,0.67
172,11698.05,44732.92,3055.25,45456.77,3001.68,11971480.66,1740.66,787.10,0.67,0.66
173,?,?,?,?,?,?,?,?,0.66,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,3144.77,45531.46,2990.89,3098690.66,610.66,206.33,?,0.66
176,11846.22,44966.09,3152.21,45672.10,2999.31,5312480.68,720.68,350.74,0.66,0.68
177,11772.39,44893.99,3120.81,45601.51,2972.55,5363080.69,820.69,366.99,0.68,0.69
178,11665.86,43667.37,3067.07,44326.49,2915.58,9780880.70,1330.70,686.81,0.69,0.70
179,11716.43,44747.79,3103.44,45442.51,2948.80,6670440.69,1130.69,458.33,0.70,0.69
180,?,?,?,?,?,?,?,?,0.69,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,3106.66,45461.06,2963.91,1663340.68,470.68,115.02,?,0.68
183,11805.57,45533.94,3110.28,46254.71,2981.48,5399500.67,670.67,369.56,0.68,0.67
184,11736.24,45184.98,3116.57,45899.36,2971.57,3505980.68,690.68,236.43,0.67,0.68
185,11820.50,45613.75,3145.35,46344.42,2988.19,2802580.68,610.68,191.59,0.68,0.68
186,11822.63,45110.89,3176.37,45805.34,2977.06,2696170.70,580.70,184.58,0.68,0.70
187,?,?,?,?,?,?,?,?,0.70,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,3202.26,45172.40,2948.16,6360250.69,730.69,441.88,?,0.69
190,11610.73,44342.23,3223.44,44969.23,2924.69,5177290.70,670.70,356.05,0.69,0.70
191,11643.94,45068.55,3278.06,45727.71,2962.09,1486630.69,300.69,103.09,0.70,0.69
192,11739.32,45712.72,3306.79,46390.36,2992.86,5094060.68,770.68,349.51,0.69,0.68
193,11784.60,46150.78,3344.00,46839.89,3017.66,1199090.68,410.68,81.52,0.68,0.68
194,?,?,?,?,?,?,?,?,0.68,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,3318.87,46922.43,3022.70,3940550.68,840.68,265.99,?,0.68
197,11753.20,46155.10,3320.24,46860.35,3017.11,3632630.67,780.67,247.37,0.68,0.67
198,11768.81,46287.08,3333.09,47003.76,3021.27,9050260.71,1230.71,627.09,0.67,0.71
199,11813.42,46221.23,3389.39,46919.83,3023.16,19554680.77,3680.77,1467.86,0.71,0.77
200,11837.95,46399.74,3370.14,47120.88,3019.85,26487430.75,3590.75,2026.25,0.77,0.75
201,?,?,?,?,?,?,?,?,0.75,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,3363.21,47075.43,3021.70,1449730.75,410.75,108.79,?,0.75
204,11905.16,46714.43,3398.88,47454.90,3029.97,1721100.74,370.74,128.08,0.75,0.74
205,11975.99,46835.98,3451.39,47575.74,3050.63,2810070.76,590.76,208.93,0.74,0.76
206,11939.68,46713.02,3417.55,47446.69,3036.16,2872560.75,760.75,218.98,0.76,0.75
207,11930.54,46258.91,3376.81,46981.22,3015.00,476740.75,180.75,35.70,0.75,0.75
208,?,?,?,?,?,?,?,?,0.75,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,3407.34,47214.30,3032.94,3089240.74,810.74,227.57,?,0.74
211,11914.45,46663.41,3422.75,47398.08,3038.42,1823590.74,630.74,133.24,0.74,0.74
212,11934.08,46925.65,3384.71,47676.43,3046.08,4664040.73,740.73,337.81,0.74,0.73
213,12025.60,47370.81,3341.99,48147.76,3060.17,1883680.73,620.73,137.49,0.73,0.73
214,12096.51,48325.33,3426.64,49133.14,3110.79,5025210.76,1300.76,376.44,0.73,0.76
215,?,?,?,?,?,?,?,?,0.76,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,3483.43,49272.86,3127.41,3858750.75,970.75,294.82,?,0.75
218,12213.07,47942.81,3486.01,48742.34,3127.38,10617990.77,2050.77,825.70,0.75,0.77
219,12294.72,48306.55,3527.25,49124.78,3168.23,17611790.81,3170.81,1419.42,0.77,0.81
220,12425.78,48862.88,3579.17,49700.18,3190.86,9927110.81,2050.81,812.58,0.81,0.81
221,12524.35,49125.36,3499.45,49994.77,3206.86,3465780.81,780.81,280.54,0.81,0.81
222,?,?,?,?,?,?,?,?,0.81,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,3519.19,50476.37,3225.79,8532000.80,1710.80,675.93,?,0.80
225,12783.95,49747.66,3538.38,50646.05,3233.22,1730780.80,650.80,136.94,0.80,0.80
226,12961.14,50223.95,3530.29,51152.95,3271.49,3584870.80,820.80,284.94,0.80,0.80
227,?,?,?,?,?,?,?,?,0.80,?
228,12933.31,49976.48,3459.16,50906.11,3253.28,5975020.79,1090.79,467.15,?,0.79
229,?,?,?,?,?,?,?,?,0.79,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,3428.34,50713.14,3237.31,5935320.77,1300.77,454.44,?,0.77
232,12831.52,49162.16,3400.95,50077.30,3210.57,11082670.75,1990.75,821.87,0.77,0.75
233,12826.21,49128.05,3447.66,50032.45,3221.87,8857090.74,1800.74,648.83,0.75,0.74
234,12985.38,49846.48,3478.42,50780.47,3260.69,7840820.78,1520.78,594.92,0.74,0.78
235,13050.37,49895.10,3467.02,50836.47,3260.35,4582610.78,1200.78,361.21,0.78,0.78
236,?,?,?,?,?,?,?,?,0.78,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,3495.18,50756.86,3255.45,3048590.76,820.76,232.20,?,0.76
239,12781.02,48833.58,3423.51,49731.02,3197.48,3769280.75,1200.75,286.42,0.76,0.75
240,12706.26,48537.65,3384.22,49421.50,3183.87,15273980.70,3660.70,1106.19,0.75,0.70
241,12801.41,48676.45,3385.51,49569.11,3204.20,12825690.68,2800.68,869.68,0.70,0.68
242,12801.04,48871.98,3363.18,49771.98,3196.27,3149860.68,940.68,213.90,0.68,0.68
243,?,?,?,?,?,?,?,?,0.68,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,3393.26,50099.55,3230.20,5838710.66,2030.66,385.97,?,0.66
246,12843.19,48968.87,3405.95,49861.54,3226.75,2030020.66,470.66,135.08,0.66,0.66
247,12637.81,47919.09,3338.86,48781.63,3174.71,4981810.66,1170.66,328.94,0.66,0.66
248,12178.22,45830.66,3280.10,46598.42,3061.25,7663860.63,2210.63,480.47,0.66,0.63
249,12457.22,46717.04,3320.52,47514.09,3142.61,4295020.66,910.66,278.65,0.63,0.66
250,?,?,?,?,?,?,?,?,0.66,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,3374.64,48651.54,3199.68,1946610.68,760.68,131.80,?,0.68
253,12962.91,48961.51,3449.10,49839.90,3256.85,15389200.70,2530.70,1084.31,0.68,0.70
254,12983.95,49437.02,3502.00,50312.63,3285.29,5370360.73,1260.73,382.21,0.70,0.73
255,13011.41,49771.55,3561.86,50644.38,3303.55,9835540.74,1950.74,726.84,0.73,0.74
256,12998.59,49348.61,3556.85,50196.31,3285.49,10466960.71,1970.71,745.25,0.74,0.71
257,?,?,?,?,?,?,?,?,0.71,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,3498.14,49741.35,3260.05,12936800.67,2320.67,883.58,?,0.67
260,13085.22,49434.46,3583.06,50258.11,3286.61,2514700.68,870.68,169.43,0.67,0.68
261,13049.76,49413.33,3581.84,50227.43,3277.41,1795790.68,610.68,120.91,0.68,0.68
262,13124.47,50300.53,3605.94,51171.25,3316.59,5757880.69,1240.69,397.51,0.68,0.69
263,13140.38,50308.19,3585.84,51202.75,3316.08,2034260.70,620.70,140.88,0.69,0.70
264,?,?,?,?,?,?,?,?,0.70,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,3517.39,50869.00,3291.57,3319080.68,840.68,231.19,?,0.68
267,13131.43,49979.47,3512.70,50887.67,3275.67,1960120.69,540.69,134.22,0.68,0.69
268,13114.91,50301.69,3515.41,51221.45,3299.72,3369030.69,770.69,229.98,0.69,0.69
269,13233.88,50936.34,3538.09,51846.54,3336.44,11426810.72,1760.72,808.73,0.69,0.72
270,13346.97,50819.81,3532.05,51704.53,3352.18,25782950.75,2930.75,1891.35,0.72,0.75
271,?,?,?,?,?,?,?,?,0.75,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,3494.36,51191.50,3349.29,9013690.73,1170.73,657.80,?,0.73
274,13338.19,50782.48,3499.03,51691.24,3351.68,3461380.73,790.73,248.54,0.73,0.73
275,13386.01,50803.40,3513.56,51709.58,3364.40,1702100.73,430.73,122.57,0.73,0.73
276,13476.11,50982.03,3525.92,51911.61,3383.62,4755590.73,750.73,345.55,0.73,0.73
277,13513.64,50601.24,3510.90,51511.63,3381.52,9800630.70,1380.70,695.90,0.73,0.70
278,?,?,?,?,?,?,?,?,0.70,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,3501.94,51239.47,3383.60,7531230.70,830.70,524.51,?,0.70
281,13399.64,50137.88,3519.36,51021.26,3368.14,3868020.71,750.71,272.34,0.70,0.71
282,13361.98,50335.02,3561.38,51215.99,3379.96,7336920.73,800.73,522.93,0.71,0.73
283,13589.27,51806.83,3648.78,52744.48,3454.41,13024080.74,2270.74,967.70,0.73,0.74
284,13638.56,52230.47,3656.01,53193.87,3477.04,13852840.75,2330.75,1048.38,0.74,0.75
285,?,?,?,?,?,?,?,?,0.75,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,3648.47,53498.97,3508.85,4451180.74,1070.74,331.76,?,0.74
288,13824.94,52590.73,3614.40,53588.87,3544.07,8885540.75,1350.75,664.62,0.74,0.75
289,13886.79,52861.41,3568.21,53918.41,3548.14,5803560.76,1020.76,434.61,0.75,0.76
290,14155.74,52573.59,3637.13,53571.90,3572.96,2833240.75,610.75,213.15,0.76,0.75
291,14253.72,52587.24,3669.50,53572.92,3535.97,6649690.76,1020.76,496.65,0.75,0.76
292,?,?,?,?,?,?,?,?,0.76,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,3737.21,54903.39,3606.06,32694370.81,4720.81,2578.50,?,0.81
295,14512.68,53781.81,3771.51,54818.06,3615.60,27793540.83,4210.83,2325.54,0.81,0.83
296,14327.32,53389.74,3696.25,54433.41,3596.10,12215450.82,1710.82,1007.93,0.83,0.82
297,14572.10,53994.46,3739.61,55063.75,3637.76,6410330.83,980.83,527.59,0.82,0.83
298,14753.57,53887.13,3516.88,55023.42,3651.19,6289550.81,1480.81,511.59,0.83,0.81
299,?,?,?,?,?,?,?,?,0.81,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,3427.82,55362.19,3660.45,7991270.82,1540.82,652.20,?,0.82
302,14994.44,54536.95,3478.84,55688.45,3688.57,31924420.87,6440.87,2718.20,0.82,0.87
303,14942.82,54095.32,3394.12,55240.01,3660.80,24444640.85,4920.85,2140.86,0.87,0.85
304,14928.63,53607.86,3362.26,54734.18,3628.73,6507440.85,1880.85,549.96,0.85,0.85
305,?,?,?,?,?,?,?,?,0.85,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,3422.88,55121.60,3668.56,1168596,295,1013.04,?,0.87
309,14877.29,53504.47,3437.50,54600.05,3645.18,757428,203,650.62,0.87,0.85
310,14860.69,53924.01,3426.03,55035.36,3650.27,901718,160,767.67,0.85,0.86
340,13476.564027366672,45857.110734846676,2864.893371122059,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,2842.611796073331,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,2820.330221024603,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,2753.4854958784194,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,2619.796045586054,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
