%310
@RELATION PLSEKO000014
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-SPOZYW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
35,818.05,46556.55,3715.56,46735.25,593474.00,374.00,227.08,?,4.00
36,816.68,46674.78,3715.75,46862.43,41863.90,263.90,16.82,4.00,3.90
37,813.75,46149.14,3658.81,46341.54,11523.80,103.80,4.32,3.90,3.80
38,811.13,46329.66,3691.32,46512.72,7354.00,44.00,2.92,3.80,4.00
39,813.77,46741.54,3696.69,46931.40,10084.15,54.15,4.07,4.00,4.15
40,?,?,?,?,?,?,?,4.15,?
41,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,3695.92,46988.04,13274.05,84.05,5.38,?,4.05
43,817.32,46399.26,3702.31,46564.61,2804.09,24.09,1.15,4.05,4.09
44,817.35,46406.74,3714.64,46569.81,8504.19,94.19,3.53,4.09,4.19
45,818.81,46211.54,3733.52,46360.51,54.19,14.19,0.02,4.19,4.19
46,826.73,46370.13,3763.34,46523.63,2324.09,24.09,0.95,4.19,4.09
47,?,?,?,?,?,?,?,4.09,?
48,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,3757.44,46665.39,904.20,34.20,0.38,?,4.20
50,832.30,46490.89,3763.52,46652.19,1344.19,44.19,0.55,4.20,4.19
51,830.62,46051.76,3745.72,46198.42,100514.26,184.26,42.38,4.19,4.26
52,823.32,45879.90,3760.90,46050.52,54.25,14.25,0.02,4.26,4.25
53,826.66,45948.12,3733.92,46124.82,35374.24,94.24,14.95,4.25,4.24
54,?,?,?,?,?,?,?,4.24,?
55,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,3698.83,46487.05,6794.20,94.20,2.90,?,4.20
57,828.81,45868.35,3687.46,46065.85,154.18,24.18,0.06,4.20,4.18
58,836.69,46241.92,3723.24,46459.99,7574.09,54.09,3.05,4.18,4.09
59,844.08,46280.36,3694.46,46510.83,13134.15,64.15,5.34,4.09,4.15
60,842.02,46341.14,3596.60,46622.90,1054.15,34.15,0.43,4.15,4.15
61,?,?,?,?,?,?,?,4.15,?
62,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,3528.81,46454.13,15914.21,84.21,6.68,?,4.21
64,845.88,46676.09,3522.56,47001.38,5404.11,24.11,2.24,4.21,4.11
65,849.88,46762.65,3541.17,47090.49,7604.10,34.10,3.13,4.11,4.10
66,855.99,46745.26,3558.65,47060.66,3544.24,64.24,1.47,4.10,4.24
67,861.67,47074.39,3529.57,47436.21,43114.14,44.14,17.86,4.24,4.14
68,?,?,?,?,?,?,?,4.14,?
69,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,3595.74,47269.75,104.15,14.15,0.04,?,4.15
71,866.79,47010.40,3613.57,47340.43,10134.15,54.15,4.15,4.15,4.15
72,872.90,46888.37,3595.65,47235.72,16464.14,74.14,6.73,4.15,4.14
73,871.52,47223.68,3593.14,47606.16,2174.10,34.10,0.87,4.14,4.10
74,873.21,47125.93,3575.34,47522.10,54.13,14.13,0.02,4.10,4.13
75,?,?,?,?,?,?,?,4.13,?
76,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,3531.93,47094.18,1164.08,34.08,0.47,?,4.08
78,864.73,46029.35,3446.97,46473.62,534.08,24.08,0.22,4.08,4.08
79,862.97,46068.24,3416.12,46511.62,15624.13,94.13,6.39,4.08,4.13
80,850.86,45580.47,3320.24,46017.88,100494.20,434.20,42.70,4.13,4.20
81,845.32,45066.18,3327.55,45473.08,35774.20,154.20,15.03,4.20,4.20
82,?,?,?,?,?,?,?,4.20,?
83,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,3387.98,44946.32,21344.28,84.28,9.02,?,4.28
85,830.80,44724.88,3369.87,45119.16,8404.20,64.20,3.46,4.28,4.20
86,835.51,45247.90,3430.06,45644.09,5814.18,44.18,2.41,4.20,4.18
87,839.42,45147.57,3478.60,45528.85,54.17,14.17,0.02,4.18,4.17
88,?,?,?,?,?,?,?,4.17,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,3523.68,45679.51,104.15,14.15,0.04,?,4.15
93,828.79,44604.61,3482.18,44940.36,7133.90,63.90,2.84,4.15,3.90
94,824.35,44623.89,3486.55,44980.62,5643.98,83.98,2.16,3.90,3.98
95,819.73,44597.66,3479.32,44960.02,1153.98,33.98,0.45,3.98,3.98
96,?,?,?,?,?,?,?,3.98,?
97,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,3450.97,44963.96,3803.96,53.96,1.50,?,3.96
99,815.74,44725.03,3474.49,45096.35,54.00,14.00,0.02,3.96,4.00
100,820.16,45091.63,3463.81,45495.34,8703.88,83.88,3.31,4.00,3.88
101,824.04,45688.48,3504.28,46131.66,51043.65,163.65,18.81,3.88,3.65
102,819.29,45525.92,3481.04,45960.10,5563.70,63.70,2.01,3.65,3.70
103,?,?,?,?,?,?,?,3.70,?
104,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,3368.83,45167.65,3603.60,53.60,1.31,?,3.60
106,?,?,?,?,?,?,?,3.60,?
107,796.68,43916.24,3195.69,44404.81,8673.40,83.40,2.96,?,3.40
108,787.39,43364.70,3142.65,43850.06,2053.55,23.55,0.73,3.40,3.55
109,783.37,43447.75,2992.95,43993.98,22123.85,43.85,7.95,3.55,3.85
110,?,?,?,?,?,?,?,3.85,?
111,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,3007.40,43892.82,18203.80,123.80,6.67,?,3.80
113,769.16,43159.57,3011.64,43707.88,23.75,13.75,0.01,3.80,3.75
114,769.82,43356.73,3012.77,43908.95,3813.69,53.69,1.35,3.75,3.69
115,774.88,43482.18,2993.56,44027.03,54534.10,154.10,21.40,3.69,4.10
116,777.86,43665.21,3051.09,44226.06,54.08,14.08,0.02,4.10,4.08
117,?,?,?,?,?,?,?,4.08,?
118,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,3107.87,44420.22,7554.08,24.08,3.08,?,4.08
120,784.81,44162.18,3270.96,44653.34,6134.00,54.00,2.50,4.08,4.00
121,?,?,?,?,?,?,?,4.00,?
122,787.45,43991.51,3273.77,44466.89,3104.00,24.00,1.20,?,4.00
123,?,?,?,?,?,?,?,4.00,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,3221.83,45060.80,104.10,14.10,0.04,?,4.10
127,793.09,44742.22,3278.44,45244.29,6254.00,54.00,2.55,4.10,4.00
128,798.10,45117.94,3274.88,45647.76,1414.10,24.10,0.58,4.00,4.10
129,800.71,44943.16,3287.31,45475.08,1004.10,44.10,0.40,4.10,4.10
130,800.42,44895.35,3305.97,45408.06,217054.80,844.80,99.02,4.10,4.80
131,?,?,?,?,?,?,?,4.80,?
132,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,3331.03,45746.01,67504.70,414.70,32.56,?,4.70
134,804.49,45771.11,3344.63,46336.62,147475.00,405.00,70.18,4.70,5.00
135,802.28,46102.42,3424.41,46676.61,40795.48,295.48,21.82,5.00,5.48
136,806.45,45992.03,3377.14,46581.16,101705.20,445.20,52.98,5.48,5.20
137,810.69,46078.68,3435.39,46646.58,40875.10,505.10,20.39,5.20,5.10
138,?,?,?,?,?,?,?,5.10,?
139,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,3466.14,46615.31,13865.10,105.10,7.17,?,5.10
141,819.76,45851.80,3392.40,46439.10,11625.17,125.17,5.90,5.10,5.17
142,818.82,45933.66,3344.53,46529.96,35924.93,194.93,18.03,5.17,4.93
143,814.69,45687.76,3276.68,46311.26,29865.15,155.15,15.22,4.93,5.15
144,820.11,46145.44,3277.81,46783.61,205.15,25.15,0.10,5.15,5.15
145,?,?,?,?,?,?,?,5.15,?
146,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,3325.92,47957.54,18045.40,115.40,9.54,?,5.40
148,838.40,47579.87,3377.00,48258.02,86465.67,345.67,48.48,5.40,5.67
149,842.72,47476.64,3410.78,48138.07,164025.78,265.78,98.39,5.67,5.78
150,?,?,?,?,?,?,?,5.78,?
151,841.72,47806.34,3339.97,48503.87,2955.98,35.98,1.76,?,5.98
152,?,?,?,?,?,?,?,5.98,?
153,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,3252.24,47868.36,13705.98,105.98,7.97,?,5.98
155,854.67,47620.68,3283.47,48323.88,28495.74,215.74,16.16,5.98,5.74
156,859.35,47805.94,3301.92,48513.29,12915.82,75.82,7.28,5.74,5.82
157,864.95,47573.66,3301.52,48259.19,59805.95,55.95,35.52,5.82,5.95
158,866.67,48209.65,3325.43,48918.37,4775.96,45.96,2.84,5.95,5.96
159,?,?,?,?,?,?,?,5.96,?
160,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,3341.26,49207.65,3915.97,25.97,2.33,?,5.97
162,870.60,48324.52,3317.02,49050.96,22576.11,126.11,13.09,5.97,6.11
163,878.91,48383.93,3337.95,49098.70,7046.10,66.10,4.29,6.11,6.10
164,877.48,48152.82,3294.79,48890.47,16215.90,115.90,9.40,6.10,5.90
165,880.65,48273.42,3261.51,49057.66,4605.90,35.90,2.71,5.90,5.90
166,?,?,?,?,?,?,?,5.90,?
167,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3221.03,48917.56,14005.92,115.92,8.05,?,5.92
169,886.71,48119.72,3243.93,48891.04,24996.05,106.05,14.90,5.92,6.05
170,885.25,47743.10,3245.92,48509.84,13106.00,66.00,7.86,6.05,6.00
171,864.38,45870.00,3150.91,46587.68,73086.00,166.00,44.50,6.00,6.00
172,855.18,44732.92,3055.25,45456.77,90716.15,206.15,54.77,6.00,6.15
173,?,?,?,?,?,?,?,6.15,?
174,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,3144.77,45531.46,70766.75,296.75,46.93,?,6.75
176,863.23,44966.09,3152.21,45672.10,22246.65,146.65,14.75,6.75,6.65
177,858.05,44893.99,3120.81,45601.51,3846.70,46.70,2.56,6.65,6.70
178,847.97,43667.37,3067.07,44326.49,48295.84,385.84,29.05,6.70,5.84
179,848.08,44747.79,3103.44,45442.51,13075.86,175.86,7.35,5.84,5.86
180,?,?,?,?,?,?,?,5.86,?
181,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,3106.66,45461.06,15375.46,245.46,8.58,?,5.46
183,853.37,45533.94,3110.28,46254.71,117705.40,355.40,58.20,5.46,5.40
184,850.45,45184.98,3116.57,45899.36,33365.05,235.05,16.91,5.40,5.05
185,855.94,45613.75,3145.35,46344.42,8075.29,95.29,4.19,5.05,5.29
186,851.88,45110.89,3176.37,45805.34,29135.13,95.13,16.36,5.29,5.13
187,?,?,?,?,?,?,?,5.13,?
188,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,3202.26,45172.40,65.20,25.20,0.03,?,5.20
190,842.60,44342.23,3223.44,44969.23,3005.80,65.80,1.57,5.20,5.80
191,844.03,45068.55,3278.06,45727.71,35.75,25.75,0.02,5.80,5.75
192,845.84,45712.72,3306.79,46390.36,10075.80,65.80,5.84,5.75,5.80
193,849.99,46150.78,3344.00,46839.89,5025.40,45.40,2.71,5.80,5.40
194,?,?,?,?,?,?,?,5.40,?
195,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3318.87,46922.43,2265.50,45.50,1.24,?,5.50
197,847.84,46155.10,3320.24,46860.35,105.55,15.55,0.06,5.50,5.55
198,845.85,46287.08,3333.09,47003.76,115.30,25.30,0.06,5.55,5.30
199,845.70,46221.23,3389.39,46919.83,3485.60,35.60,1.94,5.30,5.60
200,848.06,46399.74,3370.14,47120.88,1165.69,55.69,0.64,5.60,5.69
201,?,?,?,?,?,?,?,5.69,?
202,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3363.21,47075.43,1015.60,35.60,0.55,?,5.60
204,852.44,46714.43,3398.88,47454.90,4025.35,45.35,2.16,5.60,5.35
205,858.02,46835.98,3451.39,47575.74,1165.60,45.60,0.65,5.35,5.60
206,858.31,46713.02,3417.55,47446.69,105.58,15.58,0.06,5.60,5.58
207,858.83,46258.91,3376.81,46981.22,8265.40,115.40,4.48,5.58,5.40
208,?,?,?,?,?,?,?,5.40,?
209,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3407.34,47214.30,3865.50,65.50,2.07,?,5.50
211,870.15,46663.41,3422.75,47398.08,105.50,15.50,0.06,5.50,5.50
212,878.25,46925.65,3384.71,47676.43,55.50,15.50,0.03,5.50,5.50
213,881.30,47370.81,3341.99,48147.76,14205.50,155.50,7.72,5.50,5.50
214,884.10,48325.33,3426.64,49133.14,6305.41,65.41,3.48,5.50,5.41
215,?,?,?,?,?,?,?,5.41,?
216,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3483.43,49272.86,1055.50,25.50,0.58,?,5.50
218,891.86,47942.81,3486.01,48742.34,3005.70,35.70,1.71,5.50,5.70
219,898.91,48306.55,3527.25,49124.78,21235.77,65.77,12.16,5.70,5.77
220,903.85,48862.88,3579.17,49700.18,5455.99,65.99,3.21,5.77,5.99
221,909.96,49125.36,3499.45,49994.77,3745.99,65.99,2.25,5.99,5.99
222,?,?,?,?,?,?,?,5.99,?
223,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3519.19,50476.37,6155.81,65.81,3.63,?,5.81
225,922.16,49747.66,3538.38,50646.05,15975.81,85.81,9.20,5.81,5.81
226,928.58,50223.95,3530.29,51152.95,6645.87,55.87,3.68,5.81,5.87
227,?,?,?,?,?,?,?,5.87,?
228,928.83,49976.48,3459.16,50906.11,5105.55,55.55,2.85,?,5.55
229,?,?,?,?,?,?,?,5.55,?
230,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3428.34,50713.14,2155.41,35.41,1.16,?,5.41
232,914.58,49162.16,3400.95,50077.30,105.50,15.50,0.06,5.41,5.50
233,920.30,49128.05,3447.66,50032.45,55.50,15.50,0.03,5.50,5.50
234,931.73,49846.48,3478.42,50780.47,3255.55,25.55,1.80,5.50,5.55
235,930.27,49895.10,3467.02,50836.47,5215.61,55.61,2.94,5.55,5.61
236,?,?,?,?,?,?,?,5.61,?
237,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3495.18,50756.86,13055.80,65.80,7.57,?,5.80
239,921.40,48833.58,3423.51,49731.02,1525.79,25.79,0.88,5.80,5.79
240,919.00,48537.65,3384.22,49421.50,5005.64,25.64,2.87,5.79,5.64
241,924.88,48676.45,3385.51,49569.11,4595.75,55.75,2.61,5.64,5.75
242,925.91,48871.98,3363.18,49771.98,207514.85,594.85,101.85,5.75,4.85
243,?,?,?,?,?,?,?,4.85,?
244,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3393.26,50099.55,108274.75,494.75,49.58,?,4.75
246,926.93,48968.87,3405.95,49861.54,91384.99,364.99,44.85,4.75,4.99
247,918.91,47919.09,3338.86,48781.63,19924.89,164.89,9.63,4.99,4.89
248,890.19,45830.66,3280.10,46598.42,36084.81,124.81,16.96,4.89,4.81
249,902.70,46717.04,3320.52,47514.09,5424.89,44.89,2.60,4.81,4.89
250,?,?,?,?,?,?,?,4.89,?
251,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3374.64,48651.54,3914.89,34.89,1.88,?,4.89
253,931.39,48961.51,3449.10,49839.90,7274.98,74.98,3.62,4.89,4.98
254,934.25,49437.02,3502.00,50312.63,8054.98,84.98,4.01,4.98,4.98
255,943.52,49771.55,3561.86,50644.38,61905.08,145.08,30.89,4.98,5.08
256,948.06,49348.61,3556.85,50196.31,1255.00,55.00,0.61,5.08,5.00
257,?,?,?,?,?,?,?,5.00,?
258,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3498.14,49741.35,8405.04,65.04,4.18,?,5.04
260,960.97,49434.46,3583.06,50258.11,27135.20,125.20,14.13,5.04,5.20
261,957.28,49413.33,3581.84,50227.43,81955.42,215.42,44.57,5.20,5.42
262,963.32,50300.53,3605.94,51171.25,46145.70,235.70,26.19,5.42,5.70
263,962.49,50308.19,3585.84,51202.75,48915.79,235.79,28.12,5.70,5.79
264,?,?,?,?,?,?,?,5.79,?
265,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3517.39,50869.00,55.86,15.86,0.03,?,5.86
267,957.44,49979.47,3512.70,50887.67,11325.84,95.84,6.43,5.86,5.84
268,961.02,50301.69,3515.41,51221.45,12545.84,105.84,7.18,5.84,5.84
269,969.92,50936.34,3538.09,51846.54,2935.88,45.88,1.71,5.84,5.88
270,977.10,50819.81,3532.05,51704.53,36005.90,75.90,21.20,5.88,5.90
271,?,?,?,?,?,?,?,5.90,?
272,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3494.36,51191.50,7005.90,15.90,4.13,?,5.90
274,984.17,50782.48,3499.03,51691.24,14125.89,75.89,8.31,5.90,5.89
275,987.01,50803.40,3513.56,51709.58,1205.89,45.89,0.69,5.89,5.89
276,988.62,50982.03,3525.92,51911.61,37775.65,125.65,21.84,5.89,5.65
277,992.25,50601.24,3510.90,51511.63,43905.41,85.41,24.03,5.65,5.41
278,?,?,?,?,?,?,?,5.41,?
279,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3501.94,51239.47,1815.41,75.41,0.98,?,5.41
281,993.38,50137.88,3519.36,51021.26,2555.46,45.46,1.45,5.41,5.46
282,996.97,50335.02,3561.38,51215.99,95.46,25.46,0.05,5.46,5.46
283,1011.15,51806.83,3648.78,52744.48,4275.60,25.60,2.39,5.46,5.60
284,1024.81,52230.47,3656.01,53193.87,9605.69,65.69,5.45,5.60,5.69
285,?,?,?,?,?,?,?,5.69,?
286,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3648.47,53498.97,25.68,15.68,0.01,?,5.68
288,1039.64,52590.73,3614.40,53588.87,3045.79,35.79,1.70,5.68,5.79
289,1036.86,52861.41,3568.21,53918.41,435.79,15.79,0.25,5.79,5.79
290,1049.92,52573.59,3637.13,53571.90,25.78,15.78,0.01,5.79,5.78
291,1051.86,52587.24,3669.50,53572.92,775.79,35.79,0.45,5.78,5.79
292,?,?,?,?,?,?,?,5.79,?
293,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3737.21,54903.39,2285.69,35.69,1.30,?,5.69
295,1078.51,53781.81,3771.51,54818.06,3355.80,35.80,1.91,5.69,5.80
296,1074.66,53389.74,3696.25,54433.41,55.79,15.79,0.03,5.80,5.79
297,1083.34,53994.46,3739.61,55063.75,23045.52,135.52,12.91,5.79,5.52
298,1095.80,53887.13,3516.88,55023.42,17335.69,75.69,9.56,5.52,5.69
299,?,?,?,?,?,?,?,5.69,?
300,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3427.82,55362.19,16375.69,45.69,9.17,?,5.69
302,1114.63,54536.95,3478.84,55688.45,29945.68,115.68,16.79,5.69,5.68
303,1107.62,54095.32,3394.12,55240.01,1035.73,35.73,0.59,5.68,5.73
304,1109.36,53607.86,3362.26,54734.18,1075.73,35.73,0.61,5.73,5.73
305,?,?,?,?,?,?,?,5.73,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3422.88,55121.60,6353,10,36.70,?,5.79
309,1101.37,53504.47,3437.50,54600.05,1238,5,7.09,5.79,5.72
310,1106.35,53924.01,3426.03,55035.36,15893,18,93.51,5.72,6.34
340,991.5027484429278,45857.110734846676,2864.893371122059,47106.0108522239,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2842.611796073331,47398.32393415799,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2820.330221024603,47690.63701609208,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2753.4854958784194,48567.57626189435,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2619.796045586054,50321.45475349891,?,?,?,?,?,? 
