%310
@RELATION PLINSTK00013
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
116,777.86,43665.21,1567.21,44226.06,2669.93,526215.49,4115.49,77.10,14.79,15.49
117,?,?,?,?,?,?,?,?,15.49,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,1568.27,44420.22,2685.14,112315.30,1815.30,17.20,?,15.30
120,784.81,44162.18,1577.58,44653.34,2704.84,135415.64,2315.64,20.57,15.30,15.64
121,?,?,?,?,?,?,?,?,15.64,?
122,787.45,43991.51,1593.50,44466.89,2695.22,141915.13,2415.13,21.57,?,15.13
123,?,?,?,?,?,?,?,?,15.13,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,1610.11,45060.80,2714.72,75215.47,1515.47,11.36,?,15.47
127,793.09,44742.22,1618.85,45244.29,2733.96,150015.47,2315.47,22.98,15.47,15.47
128,798.10,45117.94,1640.06,45647.76,2752.14,015.47,015.47,0.00,15.47,15.47
129,800.71,44943.16,1640.84,45475.08,2760.20,88415.38,215.38,13.60,15.47,15.38
130,800.42,44895.35,1627.28,45408.06,2769.85,121115.10,1315.10,18.18,15.38,15.10
131,?,?,?,?,?,?,?,?,15.10,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,1680.51,45746.01,2790.62,110815.89,1315.89,17.18,?,15.89
134,804.49,45771.11,1669.79,46336.62,2822.41,102616.10,1616.10,16.23,15.89,16.10
135,802.28,46102.42,1662.38,46676.61,2848.38,384115.98,2615.98,60.72,16.10,15.98
136,806.45,45992.03,1668.63,46581.16,2871.70,297515.50,3415.50,46.59,15.98,15.50
137,810.69,46078.68,1720.89,46646.58,2885.19,140815.40,2215.40,21.70,15.50,15.40
138,?,?,?,?,?,?,?,?,15.40,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,1720.79,46615.31,2921.95,15615.57,615.57,2.36,?,15.57
141,819.76,45851.80,1715.41,46439.10,2893.12,55115.39,515.39,8.48,15.57,15.39
142,818.82,45933.66,1721.17,46529.96,2912.70,34215.21,515.21,5.22,15.39,15.21
143,814.69,45687.76,1700.24,46311.26,2894.53,41815.00,815.00,6.23,15.21,15.00
144,820.11,46145.44,1717.23,46783.61,2929.62,890614.93,1714.93,133.59,15.00,14.93
145,?,?,?,?,?,?,?,?,14.93,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,1770.93,47957.54,2976.83,419214.50,3814.50,60.88,?,14.50
148,838.40,47579.87,1794.53,48258.02,2997.81,205814.50,1814.50,30.12,14.50,14.50
149,842.72,47476.64,1826.11,48138.07,3000.58,11714.51,314.51,1.70,14.50,14.51
150,?,?,?,?,?,?,?,?,14.51,?
151,841.72,47806.34,1832.70,48503.87,2994.25,241214.83,1314.83,34.97,?,14.83
152,?,?,?,?,?,?,?,?,14.83,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,1796.86,47868.36,2970.24,83414.70,1714.70,12.42,?,14.70
155,854.67,47620.68,1812.04,48323.88,2998.79,152414.71,914.71,22.43,14.70,14.71
156,859.35,47805.94,1846.56,48513.29,3026.87,127214.97,714.97,18.91,14.71,14.97
157,864.95,47573.66,1856.88,48259.19,3020.15,396914.85,3114.85,58.83,14.97,14.85
158,866.67,48209.65,1849.90,48918.37,3044.38,719914.70,2914.70,105.76,14.85,14.70
159,?,?,?,?,?,?,?,?,14.70,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,1856.85,49207.65,3065.91,678214.61,3314.61,99.66,?,14.61
162,870.60,48324.52,1866.45,49050.96,3074.89,85714.63,1014.63,12.58,14.61,14.63
163,878.91,48383.93,1901.79,49098.70,3098.83,1123414.65,3214.65,164.69,14.63,14.65
164,877.48,48152.82,1913.84,48890.47,3089.32,586114.45,3814.45,84.88,14.65,14.45
165,880.65,48273.42,1917.53,49057.66,3092.65,122814.50,614.50,17.86,14.45,14.50
166,?,?,?,?,?,?,?,?,14.50,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,1911.93,48917.56,3100.24,140314.41,1314.41,20.26,?,14.41
169,886.71,48119.72,1917.62,48891.04,3120.39,252314.37,1214.37,36.51,14.41,14.37
170,885.25,47743.10,1923.19,48509.84,3122.21,461114.36,1914.36,66.82,14.37,14.36
171,864.38,45870.00,1891.03,46587.68,3038.18,222014.32,2514.32,31.96,14.36,14.32
172,855.18,44732.92,1879.16,45456.77,3001.68,188114.10,1614.10,26.65,14.32,14.10
173,?,?,?,?,?,?,?,?,14.10,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,1899.94,45531.46,2990.89,718015.69,3115.69,104.23,?,15.69
176,863.23,44966.09,1919.70,45672.10,2999.31,409615.60,4015.60,62.56,15.69,15.60
177,858.05,44893.99,1923.12,45601.51,2972.55,76415.17,1815.17,11.55,15.60,15.17
178,847.97,43667.37,1881.89,44326.49,2915.58,540514.80,2514.80,79.44,15.17,14.80
179,848.08,44747.79,1851.41,45442.51,2948.80,140714.48,1714.48,20.21,14.80,14.48
180,?,?,?,?,?,?,?,?,14.48,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,1835.70,45461.06,2963.91,522014.57,1514.57,75.98,?,14.57
183,853.37,45533.94,1831.78,46254.71,2981.48,297614.40,1414.40,43.37,14.57,14.40
184,850.45,45184.98,1823.41,45899.36,2971.57,69014.45,514.45,9.94,14.40,14.45
185,855.94,45613.75,1818.75,46344.42,2988.19,37814.49,514.49,5.45,14.45,14.49
186,851.88,45110.89,1805.32,45805.34,2977.06,120014.50,414.50,17.40,14.49,14.50
187,?,?,?,?,?,?,?,?,14.50,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1768.95,45172.40,2948.16,263414.88,1114.88,38.08,?,14.88
190,842.60,44342.23,1782.40,44969.23,2924.69,6714.70,414.70,0.99,14.88,14.70
191,844.03,45068.55,1817.53,45727.71,2962.09,122014.64,1314.64,17.35,14.70,14.64
192,845.84,45712.72,1810.46,46390.36,2992.86,107014.40,714.40,15.23,14.64,14.40
193,849.99,46150.78,1837.14,46839.89,3017.66,117714.20,1014.20,16.73,14.40,14.20
194,?,?,?,?,?,?,?,?,14.20,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1814.28,46922.43,3022.70,246214.03,1714.03,34.81,?,14.03
197,847.84,46155.10,1823.37,46860.35,3017.11,132014.10,314.10,18.61,14.03,14.10
198,845.85,46287.08,1818.62,47003.76,3021.27,71714.10,714.10,10.14,14.10,14.10
199,845.70,46221.23,1819.97,46919.83,3023.16,1014.10,214.10,0.14,14.10,14.10
200,848.06,46399.74,1818.57,47120.88,3019.85,014.10,014.10,0.00,14.10,14.10
201,?,?,?,?,?,?,?,?,14.10,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1824.40,47075.43,3021.70,20014.07,314.07,2.82,?,14.07
204,852.44,46714.43,1824.74,47454.90,3029.97,42314.05,314.05,5.95,14.07,14.05
205,858.02,46835.98,1835.56,47575.74,3050.63,214114.00,1714.00,30.06,14.05,14.00
206,858.31,46713.02,1829.12,47446.69,3036.16,43714.18,414.18,6.19,14.00,14.18
207,858.83,46258.91,1830.71,46981.22,3015.00,1000014.15,114.15,141.50,14.18,14.15
208,?,?,?,?,?,?,?,?,14.15,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1842.00,47214.30,3032.94,92814.10,614.10,13.15,?,14.10
211,870.15,46663.41,1839.88,47398.08,3038.42,55214.05,514.05,7.76,14.10,14.05
212,878.25,46925.65,1831.05,47676.43,3046.08,577514.00,2614.00,81.06,14.05,14.00
213,881.30,47370.81,1808.90,48147.76,3060.17,62314.63,814.63,8.90,14.00,14.63
214,884.10,48325.33,1853.85,49133.14,3110.79,1977414.09,7314.09,280.29,14.63,14.09
215,?,?,?,?,?,?,?,?,14.09,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1867.91,49272.86,3127.41,878914.26,5214.26,125.22,?,14.26
218,891.86,47942.81,1866.84,48742.34,3127.38,1063714.10,4314.10,151.12,14.26,14.10
219,898.91,48306.55,1881.25,49124.78,3168.23,1229914.21,3414.21,174.00,14.10,14.21
220,903.85,48862.88,1886.72,49700.18,3190.86,1850814.14,9314.14,261.58,14.21,14.14
221,909.96,49125.36,1893.84,49994.77,3206.86,808614.10,6614.10,114.59,14.14,14.10
222,?,?,?,?,?,?,?,?,14.10,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1919.56,50476.37,3225.79,550314.10,2614.10,77.84,?,14.10
225,922.16,49747.66,1936.51,50646.05,3233.22,5052514.19,9914.19,715.41,14.10,14.19
226,928.58,50223.95,1962.38,51152.95,3271.49,1547114.70,9614.70,225.20,14.19,14.70
227,?,?,?,?,?,?,?,?,14.70,?
228,928.83,49976.48,1966.79,50906.11,3253.28,189215.00,2615.00,28.27,?,15.00
229,?,?,?,?,?,?,?,?,15.00,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1945.70,50713.14,3237.31,559515.00,2415.00,83.88,?,15.00
232,914.58,49162.16,1917.73,50077.30,3210.57,951515.00,1515.00,143.61,15.00,15.00
233,920.30,49128.05,1916.46,50032.45,3221.87,671815.10,3515.10,101.76,15.00,15.10
234,931.73,49846.48,1919.07,50780.47,3260.69,229615.00,1315.00,34.48,15.10,15.00
235,930.27,49895.10,1931.18,50836.47,3260.35,722715.00,4515.00,109.21,15.00,15.00
236,?,?,?,?,?,?,?,?,15.00,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1930.40,50756.86,3255.45,433015.00,2015.00,65.03,?,15.00
239,921.40,48833.58,1906.94,49731.02,3197.48,1362715.27,3215.27,204.77,15.00,15.27
240,919.00,48537.65,1893.65,49421.50,3183.87,1106515.49,2715.49,167.56,15.27,15.49
241,924.88,48676.45,1898.85,49569.11,3204.20,1063015.47,2615.47,163.50,15.49,15.47
242,925.91,48871.98,1888.37,49771.98,3196.27,850716.40,5816.40,137.65,15.47,16.40
243,?,?,?,?,?,?,?,?,16.40,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1867.21,50099.55,3230.20,941416.70,5016.70,157.26,?,16.70
246,926.93,48968.87,1863.87,49861.54,3226.75,308316.84,2316.84,51.87,16.70,16.84
247,918.91,47919.09,1824.69,48781.63,3174.71,231716.39,3416.39,38.06,16.84,16.39
248,890.19,45830.66,1761.23,46598.42,3061.25,684315.90,2815.90,107.24,16.39,15.90
249,902.70,46717.04,1820.13,47514.09,3142.61,473616.10,2816.10,75.62,15.90,16.10
250,?,?,?,?,?,?,?,?,16.10,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1848.42,48651.54,3199.68,382615.80,1915.80,60.58,?,15.80
253,931.39,48961.51,1921.50,49839.90,3256.85,782416.05,1916.05,125.58,15.80,16.05
254,934.25,49437.02,1935.28,50312.63,3285.29,286616.00,2016.00,45.69,16.05,16.00
255,943.52,49771.55,1981.13,50644.38,3303.55,332816.10,2916.10,53.64,16.00,16.10
256,948.06,49348.61,1986.17,50196.31,3285.49,332016.31,2516.31,53.96,16.10,16.31
257,?,?,?,?,?,?,?,?,16.31,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1997.16,49741.35,3260.05,1017916.80,5016.80,171.30,?,16.80
260,960.97,49434.46,1994.79,50258.11,3286.61,396116.80,1816.80,66.37,16.80,16.80
261,957.28,49413.33,1985.11,50227.43,3277.41,270917.00,1817.00,46.13,16.80,17.00
262,963.32,50300.53,2000.89,51171.25,3316.59,841116.95,3616.95,144.39,17.00,16.95
263,962.49,50308.19,2005.00,51202.75,3316.08,444417.34,2217.34,76.17,16.95,17.34
264,?,?,?,?,?,?,?,?,17.34,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1988.08,50869.00,3291.57,724617.00,2017.00,124.88,?,17.00
267,957.44,49979.47,1972.58,50887.67,3275.67,154416.76,3016.76,26.21,17.00,16.76
268,961.02,50301.69,1979.81,51221.45,3299.72,815517.20,1617.20,139.41,16.76,17.20
269,969.92,50936.34,1986.14,51846.54,3336.44,1460117.25,3417.25,255.12,17.20,17.25
270,977.10,50819.81,1999.08,51704.53,3352.18,264217.20,1217.20,45.53,17.25,17.20
271,?,?,?,?,?,?,?,?,17.20,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,2010.06,51191.50,3349.29,329417.30,2317.30,57.09,?,17.30
274,984.17,50782.48,2007.69,51691.24,3351.68,996817.19,2317.19,171.12,17.30,17.19
275,987.01,50803.40,2016.99,51709.58,3364.40,269217.23,2417.23,46.00,17.19,17.23
276,988.62,50982.03,2073.65,51911.61,3383.62,129817.24,1517.24,22.42,17.23,17.24
277,992.25,50601.24,2097.98,51511.63,3381.52,156617.05,1117.05,26.88,17.24,17.05
278,?,?,?,?,?,?,?,?,17.05,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,2120.60,51239.47,3383.60,1283717.40,5717.40,221.58,?,17.40
281,993.38,50137.88,2131.10,51021.26,3368.14,1038217.05,2117.05,178.35,17.40,17.05
282,996.97,50335.02,2126.57,51215.99,3379.96,372316.90,2316.90,63.23,17.05,16.90
283,1011.15,51806.83,2150.38,52744.48,3454.41,965017.05,1917.05,165.91,16.90,17.05
284,1024.81,52230.47,2175.63,53193.87,3477.04,4137517.79,7017.79,723.40,17.05,17.79
285,?,?,?,?,?,?,?,?,17.79,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,2196.86,53498.97,3508.85,7454718.43,9818.43,1356.99,?,18.43
288,1039.64,52590.73,2249.42,53588.87,3544.07,2673418.51,7418.51,504.37,18.43,18.51
289,1036.86,52861.41,2267.93,53918.41,3548.14,1651819.50,5519.50,314.65,18.51,19.50
290,1049.92,52573.59,2280.53,53571.90,3572.96,806419.85,5219.85,159.23,19.50,19.85
291,1051.86,52587.24,2320.78,53572.92,3535.97,389319.85,2919.85,76.43,19.85,19.85
292,?,?,?,?,?,?,?,?,19.85,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,2342.90,54903.39,3606.06,970720.00,5720.00,194.07,?,20.00
295,1078.51,53781.81,2351.77,54818.06,3615.60,1208319.61,8319.61,240.44,20.00,19.61
296,1074.66,53389.74,2357.93,54433.41,3596.10,183919.66,1219.66,36.49,19.61,19.66
297,1083.34,53994.46,2411.97,55063.75,3637.76,7307920.65,27320.65,1487.05,19.66,20.65
298,1095.80,53887.13,2452.72,55023.42,3651.19,4281722.00,19522.00,932.39,20.65,22.00
299,?,?,?,?,?,?,?,?,22.00,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,2458.33,55362.19,3660.45,3044122.60,12522.60,685.32,?,22.60
302,1114.63,54536.95,2476.37,55688.45,3688.57,931022.71,6922.71,212.12,22.60,22.71
303,1107.62,54095.32,2472.94,55240.01,3660.80,1275722.80,4622.80,290.86,22.71,22.80
304,1109.36,53607.86,2475.98,54734.18,3628.73,1338822.94,5522.94,304.14,22.80,22.94
305,?,?,?,?,?,?,?,?,22.94,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,2482.39,55121.60,3668.56,42612,107,975.38,?,22.85
309,1101.37,53504.47,2450.55,54600.05,3645.18,5411,40,123.25,22.85,22.90
310,1106.35,53924.01,2477.66,55035.36,3650.27,77422,31,1763.64,22.90,22.85
340,991.5027484429278,45857.110734846676,2077.6816212987255,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2130.4556810728736,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2183.229740847022,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2341.551920169468,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2658.1962788143587,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
