%310
@RELATION PLINTEG00011
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE mWIG40 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
39,2587.53,46741.54,46931.40,2825.70,886176.80,33176.80,156.14,175.00,176.80
40,?,?,?,?,?,?,?,176.80,?
41,?,?,?,?,?,?,?,?,?
42,2593.63,46786.74,46988.04,2826.84,8464177.00,48177.00,1519.13,?,177.00
43,2581.18,46399.26,46564.61,2821.25,10632182.00,51182.00,1909.28,177.00,182.00
44,2576.84,46406.74,46569.81,2825.02,1137188.00,43188.00,213.12,182.00,188.00
45,2578.13,46211.54,46360.51,2825.15,4669184.20,87184.20,879.22,188.00,184.20
46,2570.25,46370.13,46523.63,2838.22,332188.90,21188.90,62.46,184.20,188.90
47,?,?,?,?,?,?,?,188.90,?
48,?,?,?,?,?,?,?,?,?
49,2580.46,46508.27,46665.39,2848.48,7805188.00,19188.00,1474.92,?,188.00
50,2566.72,46490.89,46652.19,2843.90,5600184.00,31184.00,1040.76,188.00,184.00
51,2577.60,46051.76,46198.42,2831.71,481182.50,25182.50,88.04,184.00,182.50
52,2566.08,45879.90,46050.52,2801.83,10679179.90,45179.90,1910.50,182.50,179.90
53,2577.64,45948.12,46124.82,2817.57,16725176.00,85176.00,2943.07,179.90,176.00
54,?,?,?,?,?,?,?,176.00,?
55,?,?,?,?,?,?,?,?,?
56,2602.92,46286.28,46487.05,2840.57,2618178.00,42178.00,461.06,?,178.00
57,2589.15,45868.35,46065.85,2831.16,314179.50,24179.50,56.00,178.00,179.50
58,2608.94,46241.92,46459.99,2855.69,12519181.00,54181.00,2239.39,179.50,181.00
59,2608.20,46280.36,46510.83,2865.27,1308179.90,42179.90,231.75,181.00,179.90
60,2626.22,46341.14,46622.90,2859.05,12526175.00,175175.00,2169.45,179.90,175.00
61,?,?,?,?,?,?,?,175.00,?
62,?,?,?,?,?,?,?,?,?
63,2623.37,46137.70,46454.13,2860.68,8263170.60,78170.60,1407.14,?,170.60
64,2628.44,46676.09,47001.38,2868.06,38021175.50,149175.50,6654.40,170.60,175.50
65,2632.38,46762.65,47090.49,2872.90,32980180.00,112180.00,5930.25,175.50,180.00
66,2653.74,46745.26,47060.66,2873.49,6695182.00,42182.00,1215.28,180.00,182.00
67,2675.88,47074.39,47436.21,2906.74,8352182.50,77182.50,1516.90,182.00,182.50
68,?,?,?,?,?,?,?,182.50,?
69,?,?,?,?,?,?,?,?,?
70,2678.09,46933.03,47269.75,2914.24,1314184.00,43184.00,241.23,?,184.00
71,2689.51,47010.40,47340.43,2911.38,484181.00,47181.00,89.18,184.00,181.00
72,2687.66,46888.37,47235.72,2901.67,8726178.20,44178.20,1555.94,181.00,178.20
73,2687.81,47223.68,47606.16,2912.13,8730180.60,47180.60,1578.60,178.20,180.60
74,2708.28,47125.93,47522.10,2909.77,3048181.00,78181.00,555.92,180.60,181.00
75,?,?,?,?,?,?,?,181.00,?
76,?,?,?,?,?,?,?,?,?
77,2718.31,46668.41,47094.18,2900.59,6556180.60,40180.60,1193.32,?,180.60
78,2658.94,46029.35,46473.62,2868.24,2276181.40,49181.40,412.43,180.60,181.40
79,2663.64,46068.24,46511.62,2874.75,1082183.00,31183.00,198.24,181.40,183.00
80,2635.54,45580.47,46017.88,2833.61,10283184.00,52184.00,1891.52,183.00,184.00
81,2596.69,45066.18,45473.08,2800.67,2840183.00,54183.00,516.20,184.00,183.00
82,?,?,?,?,?,?,?,183.00,?
83,?,?,?,?,?,?,?,?,?
84,2576.73,44585.10,44946.32,2780.21,9236183.00,79183.00,1705.68,?,183.00
85,2578.94,44724.88,45119.16,2774.13,2180187.70,67187.70,405.31,183.00,187.70
86,2601.44,45247.90,45644.09,2785.46,1050187.00,36187.00,196.39,187.70,187.00
87,2624.74,45147.57,45528.85,2797.31,1966188.00,30188.00,367.91,187.00,188.00
88,?,?,?,?,?,?,?,188.00,?
89,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?
92,2643.63,45304.74,45679.51,2814.33,2549188.50,51188.50,484.14,?,188.50
93,2608.26,44604.61,44940.36,2769.02,1175188.00,23188.00,221.07,188.50,188.00
94,2594.74,44623.89,44980.62,2766.19,1756190.90,28190.90,334.37,188.00,190.90
95,2572.61,44597.66,44960.02,2760.91,1895190.90,37190.90,361.73,190.90,190.90
96,?,?,?,?,?,?,?,190.90,?
97,?,?,?,?,?,?,?,?,?
98,2582.59,44590.97,44963.96,2764.28,1017190.60,27190.60,193.80,?,190.60
99,2592.09,44725.03,45096.35,2767.26,351189.00,14189.00,66.46,190.60,189.00
100,2601.25,45091.63,45495.34,2780.21,6585190.00,22190.00,1250.94,189.00,190.00
101,2623.22,45688.48,46131.66,2794.43,1970192.00,41192.00,377.12,190.00,192.00
102,2630.40,45525.92,45960.10,2783.53,1924195.00,73195.00,376.25,192.00,195.00
103,?,?,?,?,?,?,?,195.00,?
104,?,?,?,?,?,?,?,?,?
105,2587.31,44724.14,45167.65,2754.91,1641193.00,53193.00,316.18,?,193.00
106,?,?,?,?,?,?,?,193.00,?
107,2555.73,43916.24,44404.81,2705.88,3177188.60,52188.60,607.57,?,188.60
108,2520.54,43364.70,43850.06,2695.55,10251200.00,119200.00,2011.99,188.60,200.00
109,2522.32,43447.75,43993.98,2685.57,6966199.70,73199.70,1373.20,200.00,199.70
110,?,?,?,?,?,?,?,199.70,?
111,?,?,?,?,?,?,?,?,?
112,2499.84,43360.30,43892.82,2660.28,1880196.00,65196.00,371.84,?,196.00
113,2471.39,43159.57,43707.88,2624.40,6433198.90,83198.90,1270.96,196.00,198.90
114,2472.28,43356.73,43908.95,2636.70,2247199.50,42199.50,447.83,198.90,199.50
115,2492.91,43482.18,44027.03,2658.57,464198.00,26198.00,92.08,199.50,198.00
116,2520.03,43665.21,44226.06,2669.93,1237196.00,43196.00,244.58,198.00,196.00
117,?,?,?,?,?,?,?,196.00,?
118,?,?,?,?,?,?,?,?,?
119,2537.81,43882.16,44420.22,2685.14,3228198.80,32198.80,639.89,?,198.80
120,2550.91,44162.18,44653.34,2704.84,1386197.00,23197.00,274.07,198.80,197.00
121,?,?,?,?,?,?,?,197.00,?
122,2543.60,43991.51,44466.89,2695.22,222198.00,25198.00,43.88,?,198.00
123,?,?,?,?,?,?,?,198.00,?
124,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?
126,2568.68,44541.73,45060.80,2714.72,988198.00,44198.00,196.63,?,198.00
127,2587.84,44742.22,45244.29,2733.96,1956198.00,42198.00,387.43,198.00,198.00
128,2610.73,45117.94,45647.76,2752.14,4341196.00,75196.00,851.37,198.00,196.00
129,2630.10,44943.16,45475.08,2760.20,4218195.80,47195.80,826.14,196.00,195.80
130,2654.43,44895.35,45408.06,2769.85,713196.10,24196.10,140.52,195.80,196.10
131,?,?,?,?,?,?,?,196.10,?
132,?,?,?,?,?,?,?,?,?
133,2678.95,45207.84,45746.01,2790.62,9742199.00,59199.00,1929.54,?,199.00
134,2713.50,45771.11,46336.62,2822.41,2845201.00,107201.00,570.62,199.00,201.00
135,2720.73,46102.42,46676.61,2848.38,21916225.00,429225.00,4904.59,201.00,225.00
136,2740.12,45992.03,46581.16,2871.70,16938234.00,655234.00,3999.97,225.00,234.00
137,2751.78,46078.68,46646.58,2885.19,5754233.50,221233.50,1349.42,234.00,233.50
138,?,?,?,?,?,?,?,233.50,?
139,?,?,?,?,?,?,?,?,?
140,2788.61,46041.35,46615.31,2921.95,24236248.30,406248.30,6076.96,?,248.30
141,2759.55,45851.80,46439.10,2893.12,14178255.00,259255.00,3610.49,248.30,255.00
142,2771.55,45933.66,46529.96,2912.70,3524253.50,173253.50,897.98,255.00,253.50
143,2756.32,45687.76,46311.26,2894.53,10589257.00,333257.00,2594.45,253.50,257.00
144,2776.52,46145.44,46783.61,2929.62,4051256.00,121256.00,1038.95,257.00,256.00
145,?,?,?,?,?,?,?,256.00,?
146,?,?,?,?,?,?,?,?,?
147,2828.89,47277.10,47957.54,2976.83,1822248.80,137248.80,454.45,?,248.80
148,2829.62,47579.87,48258.02,2997.81,2463247.00,175247.00,602.57,248.80,247.00
149,2809.70,47476.64,48138.07,3000.58,395248.00,44248.00,97.66,247.00,248.00
150,?,?,?,?,?,?,?,248.00,?
151,2812.75,47806.34,48503.87,2994.25,1926252.50,59252.50,479.33,?,252.50
152,?,?,?,?,?,?,?,252.50,?
153,?,?,?,?,?,?,?,?,?
154,2796.00,47175.79,47868.36,2970.24,398251.00,36251.00,99.84,?,251.00
155,2837.22,47620.68,48323.88,2998.79,4340269.40,206269.40,1136.80,251.00,269.40
156,2888.79,47805.94,48513.29,3026.87,36625257.00,323257.00,9421.26,269.40,257.00
157,2875.78,47573.66,48259.19,3020.15,3074260.00,151260.00,791.94,257.00,260.00
158,2886.30,48209.65,48918.37,3044.38,1955266.00,113266.00,517.60,260.00,266.00
159,?,?,?,?,?,?,?,266.00,?
160,?,?,?,?,?,?,?,?,?
161,2904.56,48495.01,49207.65,3065.91,4801276.00,208276.00,1305.30,?,276.00
162,2931.48,48324.52,49050.96,3074.89,4703282.00,206282.00,1326.04,276.00,282.00
163,2943.65,48383.93,49098.70,3098.83,3365286.00,174286.00,963.38,282.00,286.00
164,2925.31,48152.82,48890.47,3089.32,4186278.00,173278.00,1171.73,286.00,278.00
165,2942.25,48273.42,49057.66,3092.65,4921274.95,106274.95,1371.74,278.00,274.95
166,?,?,?,?,?,?,?,274.95,?
167,?,?,?,?,?,?,?,?,?
168,2956.40,48131.61,48917.56,3100.24,3684282.00,101282.00,1031.49,?,282.00
169,2979.55,48119.72,48891.04,3120.39,1850283.00,74283.00,523.55,282.00,283.00
170,2974.95,47743.10,48509.84,3122.21,10491284.00,92284.00,3005.22,283.00,284.00
171,2905.31,45870.00,46587.68,3038.18,2656273.00,156273.00,730.33,284.00,273.00
172,2844.16,44732.92,45456.77,3001.68,2551275.00,145275.00,697.90,273.00,275.00
173,?,?,?,?,?,?,?,275.00,?
174,?,?,?,?,?,?,?,?,?
175,2824.47,44824.62,45531.46,2990.89,1940272.00,69272.00,531.67,?,272.00
176,2821.05,44966.09,45672.10,2999.31,2715267.00,100267.00,733.42,272.00,267.00
177,2807.75,44893.99,45601.51,2972.55,11502269.00,319269.00,2983.61,267.00,269.00
178,2736.47,43667.37,44326.49,2915.58,2560265.00,85265.00,686.87,269.00,265.00
179,2776.93,44747.79,45442.51,2948.80,3788264.00,158264.00,1002.99,265.00,264.00
180,?,?,?,?,?,?,?,264.00,?
181,?,?,?,?,?,?,?,?,?
182,2809.58,44769.00,45461.06,2963.91,627268.00,29268.00,167.11,?,268.00
183,2832.22,45533.94,46254.71,2981.48,2048271.90,33271.90,545.41,268.00,271.90
184,2815.62,45184.98,45899.36,2971.57,1945266.50,72266.50,516.41,271.90,266.50
185,2833.65,45613.75,46344.42,2988.19,8629288.00,310288.00,2456.14,266.50,288.00
186,2823.50,45110.89,45805.34,2977.06,3576288.00,220288.00,1041.82,288.00,288.00
187,?,?,?,?,?,?,?,288.00,?
188,?,?,?,?,?,?,?,?,?
189,2780.48,44534.34,45172.40,2948.16,2190286.00,110286.00,624.95,?,286.00
190,2753.06,44342.23,44969.23,2924.69,1405284.00,88284.00,396.06,286.00,284.00
191,2792.18,45068.55,45727.71,2962.09,2061284.00,51284.00,588.36,284.00,284.00
192,2830.11,45712.72,46390.36,2992.86,1277284.00,59284.00,363.38,284.00,284.00
193,2859.48,46150.78,46839.89,3017.66,482286.00,34286.00,137.69,284.00,286.00
194,?,?,?,?,?,?,?,286.00,?
195,?,?,?,?,?,?,?,?,?
196,2869.26,46218.05,46922.43,3022.70,3439285.00,57285.00,980.12,?,285.00
197,2865.65,46155.10,46860.35,3017.11,3142284.90,49284.90,893.29,285.00,284.90
198,2869.34,46287.08,47003.76,3021.27,4261284.10,78284.10,1213.80,284.90,284.10
199,2886.09,46221.23,46919.83,3023.16,8482283.50,80283.50,2383.21,284.10,283.50
200,2881.70,46399.74,47120.88,3019.85,1052281.50,43281.50,296.78,283.50,281.50
201,?,?,?,?,?,?,?,281.50,?
202,?,?,?,?,?,?,?,?,?
203,2871.14,46361.70,47075.43,3021.70,3690285.00,57285.00,1049.38,?,285.00
204,2908.96,46714.43,47454.90,3029.97,9777295.00,172295.00,2837.69,285.00,295.00
205,2923.77,46835.98,47575.74,3050.63,3980300.00,183300.00,1189.94,295.00,300.00
206,2914.72,46713.02,47446.69,3036.16,4292306.00,179306.00,1310.24,300.00,306.00
207,2886.24,46258.91,46981.22,3015.00,1772303.00,107303.00,541.80,306.00,303.00
208,?,?,?,?,?,?,?,303.00,?
209,?,?,?,?,?,?,?,?,?
210,2914.05,46480.62,47214.30,3032.94,2752306.90,114306.90,844.38,?,306.90
211,2928.38,46663.41,47398.08,3038.42,7609310.50,440310.50,2378.43,306.90,310.50
212,2924.02,46925.65,47676.43,3046.08,10552315.00,223315.00,3328.41,310.50,315.00
213,2945.73,47370.81,48147.76,3060.17,7331318.00,216318.00,2331.13,315.00,318.00
214,3020.01,48325.33,49133.14,3110.79,2402315.00,153315.00,759.92,318.00,315.00
215,?,?,?,?,?,?,?,315.00,?
216,?,?,?,?,?,?,?,?,?
217,3032.65,48458.44,49272.86,3127.41,879315.85,69315.85,276.31,?,315.85
218,3037.01,47942.81,48742.34,3127.38,613316.80,74316.80,193.81,315.85,316.80
219,3084.81,48306.55,49124.78,3168.23,2751313.50,150313.50,872.42,316.80,313.50
220,3128.68,48862.88,49700.18,3190.86,2323317.00,131317.00,736.59,313.50,317.00
221,3163.87,49125.36,49994.77,3206.86,1433314.90,84314.90,452.78,317.00,314.90
222,?,?,?,?,?,?,?,314.90,?
223,?,?,?,?,?,?,?,?,?
224,3182.23,49580.16,50476.37,3225.79,3142314.00,86314.00,987.50,?,314.00
225,3202.74,49747.66,50646.05,3233.22,3600314.00,142314.00,1124.12,314.00,314.00
226,3253.52,50223.95,51152.95,3271.49,5498308.00,200308.00,1690.28,314.00,308.00
227,?,?,?,?,?,?,?,308.00,?
228,3239.52,49976.48,50906.11,3253.28,1946306.50,95306.50,595.68,?,306.50
229,?,?,?,?,?,?,?,306.50,?
230,?,?,?,?,?,?,?,?,?
231,3222.20,49772.46,50713.14,3237.31,5208304.50,235304.50,1566.79,?,304.50
232,3180.64,49162.16,50077.30,3210.57,3693303.00,158303.00,1102.82,304.50,303.00
233,3168.92,49128.05,50032.45,3221.87,6008300.25,108300.25,1823.42,303.00,300.25
234,3209.11,49846.48,50780.47,3260.69,2470301.00,256301.00,744.49,300.25,301.00
235,3231.44,49895.10,50836.47,3260.35,1757301.00,101301.00,531.57,301.00,301.00
236,?,?,?,?,?,?,?,301.00,?
237,?,?,?,?,?,?,?,?,?
238,3205.90,49818.48,50756.86,3255.45,3129302.50,116302.50,937.76,?,302.50
239,3147.92,48833.58,49731.02,3197.48,2279295.00,143295.00,673.38,302.50,295.00
240,3091.84,48537.65,49421.50,3183.87,5499283.00,318283.00,1570.72,295.00,283.00
241,3095.55,48676.45,49569.11,3204.20,2318290.00,135290.00,666.06,283.00,290.00
242,3087.13,48871.98,49771.98,3196.27,20048287.00,500287.00,5610.16,290.00,287.00
243,?,?,?,?,?,?,?,287.00,?
244,?,?,?,?,?,?,?,?,?
245,3129.09,49187.22,50099.55,3230.20,4551307.30,210307.30,1377.59,?,307.30
246,3139.25,48968.87,49861.54,3226.75,21201309.90,111309.90,6564.77,307.30,309.90
247,3092.12,47919.09,48781.63,3174.71,9950302.20,168302.20,3046.26,309.90,302.20
248,2958.80,45830.66,46598.42,3061.25,6335292.00,343292.00,1846.24,302.20,292.00
249,3043.50,46717.04,47514.09,3142.61,1830299.50,139299.50,545.36,292.00,299.50
250,?,?,?,?,?,?,?,299.50,?
251,?,?,?,?,?,?,?,?,?
252,3124.36,47808.90,48651.54,3199.68,4683300.00,115300.00,1410.78,?,300.00
253,3166.39,48961.51,49839.90,3256.85,2148304.00,76304.00,651.64,300.00,304.00
254,3194.64,49437.02,50312.63,3285.29,4283302.00,90302.00,1289.67,304.00,302.00
255,3213.18,49771.55,50644.38,3303.55,6264299.00,59299.00,1875.80,302.00,299.00
256,3183.67,49348.61,50196.31,3285.49,950297.00,55297.00,283.40,299.00,297.00
257,?,?,?,?,?,?,?,297.00,?
258,?,?,?,?,?,?,?,?,?
259,3135.12,48917.85,49741.35,3260.05,830299.00,51299.00,248.79,?,299.00
260,3156.03,49434.46,50258.11,3286.61,579302.00,41302.00,174.89,299.00,302.00
261,3157.83,49413.33,50227.43,3277.41,997305.80,79305.80,303.62,302.00,305.80
262,3222.54,50300.53,51171.25,3316.59,12901318.70,351318.70,4060.44,305.80,318.70
263,3229.62,50308.19,51202.75,3316.08,23241322.10,292322.10,7449.10,318.70,322.10
264,?,?,?,?,?,?,?,322.10,?
265,?,?,?,?,?,?,?,?,?
266,3217.71,49955.87,50869.00,3291.57,1710324.00,125324.00,555.47,?,324.00
267,3194.37,49979.47,50887.67,3275.67,9138321.00,118321.00,2947.97,324.00,321.00
268,3236.84,50301.69,51221.45,3299.72,2047322.00,87322.00,654.77,321.00,322.00
269,3290.09,50936.34,51846.54,3336.44,9309320.90,126320.90,2992.74,322.00,320.90
270,3296.37,50819.81,51704.53,3352.18,19094318.00,93318.00,6105.66,320.90,318.00
271,?,?,?,?,?,?,?,318.00,?
272,?,?,?,?,?,?,?,?,?
273,3275.69,50301.85,51191.50,3349.29,2617324.00,101324.00,835.49,?,324.00
274,3315.88,50782.48,51691.24,3351.68,2799318.05,50318.05,901.98,324.00,318.05
275,3320.03,50803.40,51709.58,3364.40,3607317.00,78317.00,1144.58,318.05,317.00
276,3338.30,50982.03,51911.61,3383.62,1831316.00,51316.00,579.87,317.00,316.00
277,3322.87,50601.24,51511.63,3381.52,2291313.00,70313.00,718.54,316.00,313.00
278,?,?,?,?,?,?,?,313.00,?
279,?,?,?,?,?,?,?,?,?
280,3307.23,50338.71,51239.47,3383.60,1748311.50,85311.50,542.23,?,311.50
281,3285.49,50137.88,51021.26,3368.14,909312.80,67312.80,284.10,311.50,312.80
282,3299.43,50335.02,51215.99,3379.96,4493313.00,93313.00,1403.81,312.80,313.00
283,3371.00,51806.83,52744.48,3454.41,18104317.00,131317.00,5647.27,313.00,317.00
284,3402.39,52230.47,53193.87,3477.04,3323321.20,113321.20,1069.16,317.00,321.20
285,?,?,?,?,?,?,?,321.20,?
286,?,?,?,?,?,?,?,?,?
287,3447.55,52520.91,53498.97,3508.85,14678319.00,68319.00,4685.92,?,319.00
288,3490.38,52590.73,53588.87,3544.07,1475323.90,73323.90,476.39,319.00,323.90
289,3511.41,52861.41,53918.41,3548.14,2042320.85,53320.85,653.87,323.90,320.85
290,3514.54,52573.59,53571.90,3572.96,5865323.50,66323.50,1892.87,320.85,323.50
291,3452.12,52587.24,53572.92,3535.97,1302320.80,80320.80,414.62,323.50,320.80
292,?,?,?,?,?,?,?,320.80,?
293,?,?,?,?,?,?,?,?,?
294,3528.36,53853.55,54903.39,3606.06,2807326.95,105326.95,908.97,?,326.95
295,3534.57,53781.81,54818.06,3615.60,5802328.00,78328.00,1897.82,326.95,328.00
296,3522.13,53389.74,54433.41,3596.10,10071327.90,63327.90,3277.66,328.00,327.90
297,3563.56,53994.46,55063.75,3637.76,1803326.95,44326.95,588.95,327.90,326.95
298,3567.78,53887.13,55023.42,3651.19,6154322.00,38322.00,1988.98,326.95,322.00
299,?,?,?,?,?,?,?,322.00,?
300,?,?,?,?,?,?,?,?,?
301,3559.25,54180.04,55362.19,3660.45,7541319.20,84319.20,2407.12,?,319.20
302,3572.51,54536.95,55688.45,3688.57,4606318.00,71318.00,1466.47,319.20,318.00
303,3531.31,54095.32,55240.01,3660.80,13843308.00,330308.00,4289.29,318.00,308.00
304,3488.69,53607.86,54734.18,3628.73,1482309.35,83309.35,458.00,308.00,309.35
305,?,?,?,?,?,?,?,309.35,?
306,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?
308,3514.71,53989.37,55121.60,3668.56,10967,51,3396.58,?,309.50
309,3493.80,53504.47,54600.05,3645.18,3742,80,1157.10,309.50,312.00
310,3512.17,53924.01,55035.36,3650.27,3299,64,1039.38,312.00,316.00
340,3118.097704907077,45857.110734846676,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,3156.981569607352,46189.882480874876,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,3195.865434307627,46522.654226903076,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,3312.517028408451,47520.969464987684,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,3545.820216610101,49517.5999411569,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
