%310
@RELATION NL0009508712
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-SPOZYW NUMERIC 
@ATTRIBUTE WIG-CEE NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
120,10511.46,44162.18,3270.96,776.50,2704.84,2087112.50,1312.50,260.95,11.25,12.50
121,?,?,?,?,?,?,?,?,12.50,?
122,10554.34,43991.51,3273.77,778.92,2695.22,62712.75,512.75,7.96,?,12.75
123,?,?,?,?,?,?,?,?,12.75,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,3221.83,778.13,2714.72,45813.00,1013.00,5.81,?,13.00
127,10618.63,44742.22,3278.44,781.86,2733.96,107312.50,312.50,13.41,13.00,12.50
128,10692.81,45117.94,3274.88,782.65,2752.14,126112.12,412.12,15.41,12.50,12.12
129,10714.80,44943.16,3287.31,781.58,2760.20,012.12,012.12,0.00,12.12,12.12
130,10758.03,44895.35,3305.97,783.10,2769.85,012.12,012.12,0.00,12.12,12.12
131,?,?,?,?,?,?,?,?,12.12,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,3331.03,785.63,2790.62,012.12,012.12,0.00,?,12.12
134,10819.27,45771.11,3344.63,787.41,2822.41,72312.00,512.00,8.39,12.12,12.00
135,10913.18,46102.42,3424.41,791.27,2848.38,515911.35,1311.35,56.88,12.00,11.35
136,10976.80,45992.03,3377.14,797.55,2871.70,11111.70,111.70,1.30,11.35,11.70
137,10991.63,46078.68,3435.39,807.85,2885.19,192111.25,1011.25,21.61,11.70,11.25
138,?,?,?,?,?,?,?,?,11.25,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,3466.14,805.46,2921.95,238411.01,711.01,26.34,?,11.01
141,11089.17,45851.80,3392.40,802.36,2893.12,104010.75,410.75,11.23,11.01,10.75
142,11082.19,45933.66,3344.53,802.44,2912.70,229410.55,610.55,24.28,10.75,10.55
143,11050.12,45687.76,3276.68,799.56,2894.53,95010.53,610.53,10.00,10.55,10.53
144,11130.47,46145.44,3277.81,799.95,2929.62,682710.10,1410.10,70.78,10.53,10.10
145,?,?,?,?,?,?,?,?,10.10,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,3325.92,803.87,2976.83,1060310.30,610.30,109.24,?,10.30
148,11439.53,47579.87,3377.00,817.59,2997.81,932910.30,1910.30,93.80,10.30,10.30
149,11434.08,47476.64,3410.78,818.62,3000.58,210110.30,1010.30,21.56,10.30,10.30
150,?,?,?,?,?,?,?,?,10.30,?
151,11518.87,47806.34,3339.97,812.55,2994.25,44710.30,410.30,4.61,?,10.30
152,?,?,?,?,?,?,?,?,10.30,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,3252.24,811.28,2970.24,118711.20,511.20,12.78,?,11.20
155,11527.78,47620.68,3283.47,827.29,2998.79,67211.25,511.25,7.57,11.20,11.25
156,11566.33,47805.94,3301.92,822.00,3026.87,16711.25,211.25,1.87,11.25,11.25
157,11598.90,47573.66,3301.52,825.44,3020.15,64911.25,511.25,7.30,11.25,11.25
158,11721.20,48209.65,3325.43,833.27,3044.38,72711.30,1011.30,8.20,11.25,11.30
159,?,?,?,?,?,?,?,?,11.30,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,3341.26,832.21,3065.91,154711.65,911.65,17.85,?,11.65
162,11906.69,48324.52,3317.02,830.21,3074.89,102911.60,611.60,11.88,11.65,11.60
163,12044.12,48383.93,3337.95,834.07,3098.83,262412.00,1312.00,31.15,11.60,12.00
164,11997.09,48152.82,3294.79,823.27,3089.32,12012.00,212.00,1.44,12.00,12.00
165,11980.74,48273.42,3261.51,812.33,3092.65,19612.30,512.30,2.40,12.00,12.30
166,?,?,?,?,?,?,?,?,12.30,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,3221.03,818.14,3100.24,8105812.20,2512.20,989.01,?,12.20
169,12001.25,48119.72,3243.93,819.04,3120.39,1500012.20,712.20,183.00,12.20,12.20
170,11995.61,47743.10,3245.92,821.56,3122.21,71912.10,312.10,8.70,12.20,12.10
171,11755.38,45870.00,3150.91,807.19,3038.18,171511.55,611.55,20.19,12.10,11.55
172,11698.05,44732.92,3055.25,784.14,3001.68,83811.32,711.32,9.55,11.55,11.32
173,?,?,?,?,?,?,?,?,11.32,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,3144.77,817.50,2990.89,2211.15,111.15,0.25,?,11.15
176,11846.22,44966.09,3152.21,815.69,2999.31,7711.75,111.75,0.90,11.15,11.75
177,11772.39,44893.99,3120.81,812.28,2972.55,25011.25,211.25,2.81,11.75,11.25
178,11665.86,43667.37,3067.07,810.66,2915.58,59111.30,111.30,6.68,11.25,11.30
179,11716.43,44747.79,3103.44,828.31,2948.80,82811.30,611.30,9.36,11.30,11.30
180,?,?,?,?,?,?,?,?,11.30,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,3106.66,828.89,2963.91,34711.74,311.74,4.01,?,11.74
183,11805.57,45533.94,3110.28,834.81,2981.48,514011.74,711.74,58.34,11.74,11.74
184,11736.24,45184.98,3116.57,831.67,2971.57,2005011.45,211.45,229.57,11.74,11.45
185,11820.50,45613.75,3145.35,833.56,2988.19,34811.44,311.44,3.95,11.45,11.44
186,11822.63,45110.89,3176.37,829.03,2977.06,280011.40,311.40,31.93,11.44,11.40
187,?,?,?,?,?,?,?,?,11.40,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,3202.26,829.35,2948.16,7211.26,211.26,0.82,?,11.26
190,11610.73,44342.23,3223.44,835.95,2924.69,1411.26,111.26,0.16,11.26,11.26
191,11643.94,45068.55,3278.06,834.08,2962.09,9311.25,211.25,1.05,11.26,11.25
192,11739.32,45712.72,3306.79,846.83,2992.86,011.25,011.25,0.00,11.25,11.25
193,11784.60,46150.78,3344.00,851.12,3017.66,265810.30,1610.30,28.08,11.25,10.30
194,?,?,?,?,?,?,?,?,10.30,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,3318.87,841.34,3022.70,210010.70,310.70,22.48,?,10.70
197,11753.20,46155.10,3320.24,847.20,3017.11,47380910.85,2910.85,5134.50,10.70,10.85
198,11768.81,46287.08,3333.09,841.92,3021.27,22510.45,210.45,2.36,10.85,10.45
199,11813.42,46221.23,3389.39,835.62,3023.16,37808811.00,3211.00,4078.24,10.45,11.00
200,11837.95,46399.74,3370.14,827.03,3019.85,498611.50,1211.50,56.66,11.00,11.50
201,?,?,?,?,?,?,?,?,11.50,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,3363.21,836.07,3021.70,4230311.40,1211.40,481.83,?,11.40
204,11905.16,46714.43,3398.88,826.21,3029.97,544611.75,711.75,63.33,11.40,11.75
205,11975.99,46835.98,3451.39,829.10,3050.63,4256211.85,1011.85,493.83,11.75,11.85
206,11939.68,46713.02,3417.55,833.47,3036.16,1722011.80,711.80,201.93,11.85,11.80
207,11930.54,46258.91,3376.81,828.78,3015.00,28012.00,212.00,3.36,11.80,12.00
208,?,?,?,?,?,?,?,?,12.00,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,3407.34,828.93,3032.94,121912.00,812.00,14.74,?,12.00
211,11914.45,46663.41,3422.75,830.71,3038.42,1067012.25,412.25,128.12,12.00,12.25
212,11934.08,46925.65,3384.71,834.03,3046.08,272912.40,1112.40,33.56,12.25,12.40
213,12025.60,47370.81,3341.99,828.08,3060.17,25112.45,512.45,3.04,12.40,12.45
214,12096.51,48325.33,3426.64,832.32,3110.79,96012.35,712.35,11.77,12.45,12.35
215,?,?,?,?,?,?,?,?,12.35,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,3483.43,832.30,3127.41,229712.30,1212.30,28.16,?,12.30
218,12213.07,47942.81,3486.01,828.82,3127.38,302412.45,812.45,37.78,12.30,12.45
219,12294.72,48306.55,3527.25,825.54,3168.23,127612.07,1212.07,15.50,12.45,12.07
220,12425.78,48862.88,3579.17,817.92,3190.86,135012.00,512.00,16.22,12.07,12.00
221,12524.35,49125.36,3499.45,808.11,3206.86,102811.75,811.75,12.07,12.00,11.75
222,?,?,?,?,?,?,?,?,11.75,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,3519.19,810.35,3225.79,31511.90,311.90,3.73,?,11.90
225,12783.95,49747.66,3538.38,809.96,3233.22,66812.00,512.00,8.00,11.90,12.00
226,12961.14,50223.95,3530.29,810.20,3271.49,5421811.95,1111.95,647.95,12.00,11.95
227,?,?,?,?,?,?,?,?,11.95,?
228,12933.31,49976.48,3459.16,807.81,3253.28,2423011.85,1511.85,289.02,?,11.85
229,?,?,?,?,?,?,?,?,11.85,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,3428.34,806.40,3237.31,249911.85,811.85,29.32,?,11.85
232,12831.52,49162.16,3400.95,797.53,3210.57,378411.50,1511.50,43.69,11.85,11.50
233,12826.21,49128.05,3447.66,799.53,3221.87,62111.50,511.50,7.13,11.50,11.50
234,12985.38,49846.48,3478.42,808.23,3260.69,423411.88,1211.88,49.48,11.50,11.88
235,13050.37,49895.10,3467.02,807.44,3260.35,247711.70,911.70,29.23,11.88,11.70
236,?,?,?,?,?,?,?,?,11.70,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,3495.18,802.90,3255.45,34211.76,611.76,4.02,?,11.76
239,12781.02,48833.58,3423.51,801.21,3197.48,297811.65,811.65,34.83,11.76,11.65
240,12706.26,48537.65,3384.22,809.89,3183.87,185511.72,911.72,21.87,11.65,11.72
241,12801.41,48676.45,3385.51,810.38,3204.20,20065111.79,711.79,2351.66,11.72,11.79
242,12801.04,48871.98,3363.18,814.59,3196.27,10224011.60,1311.60,1198.21,11.79,11.60
243,?,?,?,?,?,?,?,?,11.60,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,3393.26,810.85,3230.20,471111.50,911.50,54.12,?,11.50
246,12843.19,48968.87,3405.95,813.16,3226.75,411411.30,311.30,47.06,11.50,11.30
247,12637.81,47919.09,3338.86,809.19,3174.71,1170110.80,2310.80,129.79,11.30,10.80
248,12178.22,45830.66,3280.10,802.87,3061.25,410010.35,610.35,43.53,10.80,10.35
249,12457.22,46717.04,3320.52,812.70,3142.61,2797210.41,4410.41,289.63,10.35,10.41
250,?,?,?,?,?,?,?,?,10.41,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,3374.64,814.52,3199.68,154010.25,610.25,15.90,?,10.25
253,12962.91,48961.51,3449.10,825.20,3256.85,2186910.30,2510.30,226.17,10.25,10.30
254,12983.95,49437.02,3502.00,845.31,3285.29,632210.26,1610.26,65.19,10.30,10.26
255,13011.41,49771.55,3561.86,847.48,3303.55,7548810.47,2210.47,789.96,10.26,10.47
256,12998.59,49348.61,3556.85,847.60,3285.49,404310.45,1910.45,41.93,10.47,10.45
257,?,?,?,?,?,?,?,?,10.45,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,3498.14,844.92,3260.05,173710.30,810.30,17.96,?,10.30
260,13085.22,49434.46,3583.06,849.85,3286.61,570910.21,1710.21,58.39,10.30,10.21
261,13049.76,49413.33,3581.84,847.56,3277.41,3439511.00,1611.00,355.25,10.21,11.00
262,13124.47,50300.53,3605.94,842.09,3316.59,3745111.58,4911.58,422.42,11.00,11.58
263,13140.38,50308.19,3585.84,841.39,3316.08,4256211.70,1511.70,503.66,11.58,11.70
264,?,?,?,?,?,?,?,?,11.70,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,3517.39,831.22,3291.57,260611.90,911.90,30.71,?,11.90
267,13131.43,49979.47,3512.70,833.19,3275.67,2823811.75,2611.75,331.03,11.90,11.75
268,13114.91,50301.69,3515.41,833.30,3299.72,81711.70,511.70,9.56,11.75,11.70
269,13233.88,50936.34,3538.09,846.31,3336.44,760312.10,2612.10,90.53,11.70,12.10
270,13346.97,50819.81,3532.05,846.91,3352.18,600012.30,1312.30,73.36,12.10,12.30
271,?,?,?,?,?,?,?,?,12.30,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,3494.36,849.49,3349.29,1030512.25,1412.25,128.79,?,12.25
274,13338.19,50782.48,3499.03,855.03,3351.68,538712.52,1712.52,66.96,12.25,12.52
275,13386.01,50803.40,3513.56,852.55,3364.40,464812.55,2812.55,59.54,12.52,12.55
276,13476.11,50982.03,3525.92,848.01,3383.62,5611913.10,1913.10,724.01,12.55,13.10
277,13513.64,50601.24,3510.90,847.22,3381.52,61013.10,313.10,7.98,13.10,13.10
278,?,?,?,?,?,?,?,?,13.10,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,3501.94,848.45,3383.60,29012.95,512.95,3.76,?,12.95
281,13399.64,50137.88,3519.36,853.05,3368.14,318012.41,1212.41,39.99,12.95,12.41
282,13361.98,50335.02,3561.38,858.02,3379.96,404612.37,1412.37,49.89,12.41,12.37
283,13589.27,51806.83,3648.78,862.39,3454.41,26012.50,312.50,3.15,12.37,12.50
284,13638.56,52230.47,3656.01,862.70,3477.04,338713.00,1013.00,43.18,12.50,13.00
285,?,?,?,?,?,?,?,?,13.00,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,3648.47,860.18,3508.85,10596913.00,713.00,1362.49,?,13.00
288,13824.94,52590.73,3614.40,855.88,3544.07,64513.09,913.09,8.28,13.00,13.09
289,13886.79,52861.41,3568.21,844.25,3548.14,352413.04,2113.04,45.76,13.09,13.04
290,14155.74,52573.59,3637.13,855.32,3572.96,775814.00,2214.00,104.30,13.04,14.00
291,14253.72,52587.24,3669.50,849.56,3535.97,6734414.24,5714.24,899.80,14.00,14.24
292,?,?,?,?,?,?,?,?,14.24,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,3737.21,846.22,3606.06,66013.88,813.88,9.14,?,13.88
295,14512.68,53781.81,3771.51,846.38,3615.60,242713.36,1513.36,32.80,13.88,13.36
296,14327.32,53389.74,3696.25,823.65,3596.10,327813.55,1113.55,43.83,13.36,13.55
297,14572.10,53994.46,3739.61,822.54,3637.76,263613.50,913.50,35.46,13.55,13.50
298,14753.57,53887.13,3516.88,808.48,3651.19,26313.60,513.60,3.57,13.50,13.60
299,?,?,?,?,?,?,?,?,13.60,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,3427.82,809.15,3660.45,66213.27,913.27,8.84,?,13.27
302,14994.44,54536.95,3478.84,813.37,3688.57,1319513.30,1713.30,180.24,13.27,13.30
303,14942.82,54095.32,3394.12,806.76,3660.80,122913.41,1113.41,16.41,13.30,13.41
304,14928.63,53607.86,3362.26,799.19,3628.73,43513.65,513.65,5.85,13.41,13.65
305,?,?,?,?,?,?,?,?,13.65,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,3422.88,801.72,3668.56,47,3,0.64,?,13.50
309,14877.29,53504.47,3437.50,799.00,3645.18,401,7,5.38,13.50,13.20
310,14860.69,53924.01,3426.03,804.57,3650.27,206,4,2.74,13.20,13.50
340,13476.564027366672,45857.110734846676,2864.893371122059,772.4384498456855,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,2842.611796073331,764.8922210495718,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,2820.330221024603,757.345992253458,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,2753.4854958784194,734.7073058651168,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,2619.796045586054,689.4299330884348,3781.5778986917467,?,?,?,?,?,? 
