%310
@RELATION PLPEPES00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-SPOZYW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
29,815.93,47328.40,3714.68,47565.10,2878.58,50500.83,40.83,4.19,0.85,0.83
30,815.59,46917.19,3756.63,47113.08,2876.68,25010.85,20.85,2.08,0.83,0.85
31,817.14,46840.15,3809.65,47011.43,2880.57,30000.83,10.83,2.49,0.85,0.83
32,818.68,46945.58,3793.66,47121.08,2883.81,224360.83,100.83,18.94,0.83,0.83
33,?,?,?,?,?,?,?,?,0.83,?
34,?,?,?,?,?,?,?,?,?,?
35,818.05,46556.55,3715.56,46735.25,2856.17,170940.84,130.84,14.07,?,0.84
36,816.68,46674.78,3715.75,46862.43,2843.49,326690.83,150.83,26.54,0.84,0.83
37,813.75,46149.14,3658.81,46341.54,2811.05,302590.86,190.86,25.69,0.83,0.86
38,811.13,46329.66,3691.32,46512.72,2815.91,00.86,00.86,0.00,0.86,0.86
39,813.77,46741.54,3696.69,46931.40,2825.70,160000.85,100.85,13.38,0.86,0.85
40,?,?,?,?,?,?,?,?,0.85,?
41,?,?,?,?,?,?,?,?,?,?
42,817.03,46786.74,3695.92,46988.04,2826.84,693370.84,350.84,55.17,?,0.84
43,817.32,46399.26,3702.31,46564.61,2821.25,230140.83,320.83,18.81,0.84,0.83
44,817.35,46406.74,3714.64,46569.81,2825.02,87930.82,100.82,7.13,0.83,0.82
45,818.81,46211.54,3733.52,46360.51,2825.15,524480.78,310.78,41.42,0.82,0.78
46,826.73,46370.13,3763.34,46523.63,2838.22,62260.79,80.79,4.90,0.78,0.79
47,?,?,?,?,?,?,?,?,0.79,?
48,?,?,?,?,?,?,?,?,?,?
49,830.85,46508.27,3757.44,46665.39,2848.48,9500.79,10.79,0.75,?,0.79
50,832.30,46490.89,3763.52,46652.19,2843.90,279180.82,140.82,22.45,0.79,0.82
51,830.62,46051.76,3745.72,46198.42,2831.71,465500.82,210.82,37.40,0.82,0.82
52,823.32,45879.90,3760.90,46050.52,2801.83,27000.78,40.78,2.19,0.82,0.78
53,826.66,45948.12,3733.92,46124.82,2817.57,31250.80,30.80,2.47,0.78,0.80
54,?,?,?,?,?,?,?,?,0.80,?
55,?,?,?,?,?,?,?,?,?,?
56,829.61,46286.28,3698.83,46487.05,2840.57,80000.80,20.80,6.40,?,0.80
57,828.81,45868.35,3687.46,46065.85,2831.16,12900.80,20.80,1.03,0.80,0.80
58,836.69,46241.92,3723.24,46459.99,2855.69,170330.81,120.81,13.32,0.80,0.81
59,844.08,46280.36,3694.46,46510.83,2865.27,200000.83,330.83,16.18,0.81,0.83
60,842.02,46341.14,3596.60,46622.90,2859.05,99320.81,60.81,7.95,0.83,0.81
61,?,?,?,?,?,?,?,?,0.81,?
62,?,?,?,?,?,?,?,?,?,?
63,838.26,46137.70,3528.81,46454.13,2860.68,9127250.79,110.79,720.85,?,0.79
64,845.88,46676.09,3522.56,47001.38,2868.06,949290.78,730.78,73.25,0.79,0.78
65,849.88,46762.65,3541.17,47090.49,2872.90,166670.75,180.75,12.60,0.78,0.75
66,855.99,46745.26,3558.65,47060.66,2873.49,80200.78,70.78,6.19,0.75,0.78
67,861.67,47074.39,3529.57,47436.21,2906.74,206730.79,120.79,16.28,0.78,0.79
68,?,?,?,?,?,?,?,?,0.79,?
69,?,?,?,?,?,?,?,?,?,?
70,863.89,46933.03,3595.74,47269.75,2914.24,340750.79,260.79,26.10,?,0.79
71,866.79,47010.40,3613.57,47340.43,2911.38,232700.80,210.80,18.39,0.79,0.80
72,872.90,46888.37,3595.65,47235.72,2901.67,216000.81,160.81,17.39,0.80,0.81
73,871.52,47223.68,3593.14,47606.16,2912.13,44910.81,50.81,3.52,0.81,0.81
74,873.21,47125.93,3575.34,47522.10,2909.77,150000.81,90.81,12.22,0.81,0.81
75,?,?,?,?,?,?,?,?,0.81,?
76,?,?,?,?,?,?,?,?,?,?
77,868.37,46668.41,3531.93,47094.18,2900.59,286930.83,180.83,23.59,?,0.83
78,864.73,46029.35,3446.97,46473.62,2868.24,204100.83,160.83,16.72,0.83,0.83
79,862.97,46068.24,3416.12,46511.62,2874.75,489450.80,230.80,39.76,0.83,0.80
80,850.86,45580.47,3320.24,46017.88,2833.61,229020.81,190.81,18.55,0.80,0.81
81,845.32,45066.18,3327.55,45473.08,2800.67,179760.81,110.81,14.58,0.81,0.81
82,?,?,?,?,?,?,?,?,0.81,?
83,?,?,?,?,?,?,?,?,?,?
84,839.36,44585.10,3387.98,44946.32,2780.21,58000.81,40.81,4.76,?,0.81
85,830.80,44724.88,3369.87,45119.16,2774.13,373010.81,150.81,30.52,0.81,0.81
86,835.51,45247.90,3430.06,45644.09,2785.46,2300.80,20.80,0.18,0.81,0.80
87,839.42,45147.57,3478.60,45528.85,2797.31,77500.80,50.80,6.18,0.80,0.80
88,?,?,?,?,?,?,?,?,0.80,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,840.31,45304.74,3523.68,45679.51,2814.33,758850.78,450.78,57.76,?,0.78
93,828.79,44604.61,3482.18,44940.36,2769.02,465010.72,250.72,33.91,0.78,0.72
94,824.35,44623.89,3486.55,44980.62,2766.19,207370.76,170.76,15.00,0.72,0.76
95,819.73,44597.66,3479.32,44960.02,2760.91,256360.75,250.75,18.85,0.76,0.75
96,?,?,?,?,?,?,?,?,0.75,?
97,?,?,?,?,?,?,?,?,?,?
98,818.75,44590.97,3450.97,44963.96,2764.28,272140.73,190.73,19.44,?,0.73
99,815.74,44725.03,3474.49,45096.35,2767.26,185780.70,80.70,13.25,0.73,0.70
100,820.16,45091.63,3463.81,45495.34,2780.21,239530.70,150.70,16.68,0.70,0.70
101,824.04,45688.48,3504.28,46131.66,2794.43,27950.72,50.72,1.96,0.70,0.72
102,819.29,45525.92,3481.04,45960.10,2783.53,164350.71,100.71,11.45,0.72,0.71
103,?,?,?,?,?,?,?,?,0.71,?
104,?,?,?,?,?,?,?,?,?,?
105,814.07,44724.14,3368.83,45167.65,2754.91,1320.72,30.72,0.09,?,0.72
106,?,?,?,?,?,?,?,?,0.72,?
107,796.68,43916.24,3195.69,44404.81,2705.88,10048000.71,160.71,693.39,?,0.71
108,787.39,43364.70,3142.65,43850.06,2695.55,525000.70,140.70,36.70,0.71,0.70
109,783.37,43447.75,2992.95,43993.98,2685.57,262510.68,130.68,17.18,0.70,0.68
110,?,?,?,?,?,?,?,?,0.68,?
111,?,?,?,?,?,?,?,?,?,?
112,776.37,43360.30,3007.40,43892.82,2660.28,49100.64,40.64,3.09,?,0.64
113,769.16,43159.57,3011.64,43707.88,2624.40,9147200.63,150.63,582.23,0.64,0.63
114,769.82,43356.73,3012.77,43908.95,2636.70,5463000.70,190.70,345.62,0.63,0.70
115,774.88,43482.18,2993.56,44027.03,2658.57,218750.74,120.74,15.66,0.70,0.74
116,777.86,43665.21,3051.09,44226.06,2669.93,115600.69,90.69,8.17,0.74,0.69
117,?,?,?,?,?,?,?,?,0.69,?
118,?,?,?,?,?,?,?,?,?,?
119,779.98,43882.16,3107.87,44420.22,2685.14,61000.72,80.72,4.37,?,0.72
120,784.81,44162.18,3270.96,44653.34,2704.84,6927280.68,630.68,444.49,0.72,0.68
121,?,?,?,?,?,?,?,?,0.68,?
122,787.45,43991.51,3273.77,44466.89,2695.22,52200.70,50.70,3.65,?,0.70
123,?,?,?,?,?,?,?,?,0.70,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,786.57,44541.73,3221.83,45060.80,2714.72,00.70,00.70,0.00,?,0.70
127,793.09,44742.22,3278.44,45244.29,2733.96,157750.67,70.67,10.29,0.70,0.67
128,798.10,45117.94,3274.88,45647.76,2752.14,54010.68,40.68,3.61,0.67,0.68
129,800.71,44943.16,3287.31,45475.08,2760.20,374790.69,70.69,24.42,0.68,0.69
130,800.42,44895.35,3305.97,45408.06,2769.85,45860.69,50.69,2.98,0.69,0.69
131,?,?,?,?,?,?,?,?,0.69,?
132,?,?,?,?,?,?,?,?,?,?
133,802.74,45207.84,3331.03,45746.01,2790.62,200940.68,90.68,13.23,?,0.68
134,804.49,45771.11,3344.63,46336.62,2822.41,1860050.66,40.66,122.76,0.68,0.66
135,802.28,46102.42,3424.41,46676.61,2848.38,193050.67,120.67,13.01,0.66,0.67
136,806.45,45992.03,3377.14,46581.16,2871.70,405570.64,120.64,26.38,0.67,0.64
137,810.69,46078.68,3435.39,46646.58,2885.19,96360.67,80.67,6.43,0.64,0.67
138,?,?,?,?,?,?,?,?,0.67,?
139,?,?,?,?,?,?,?,?,?,?
140,815.60,46041.35,3466.14,46615.31,2921.95,115980.68,60.68,7.73,?,0.68
141,819.76,45851.80,3392.40,46439.10,2893.12,116010.68,80.68,7.57,0.68,0.68
142,818.82,45933.66,3344.53,46529.96,2912.70,11320050.68,50.68,747.18,0.68,0.68
143,814.69,45687.76,3276.68,46311.26,2894.53,145000.69,80.69,9.76,0.68,0.69
144,820.11,46145.44,3277.81,46783.61,2929.62,177380.68,100.68,12.13,0.69,0.68
145,?,?,?,?,?,?,?,?,0.68,?
146,?,?,?,?,?,?,?,?,?,?
147,828.12,47277.10,3325.92,47957.54,2976.83,100350.68,70.68,6.90,?,0.68
148,838.40,47579.87,3377.00,48258.02,2997.81,27400.68,30.68,1.86,0.68,0.68
149,842.72,47476.64,3410.78,48138.07,3000.58,74920.70,40.70,5.18,0.68,0.70
150,?,?,?,?,?,?,?,?,0.70,?
151,841.72,47806.34,3339.97,48503.87,2994.25,42370.69,90.69,2.91,?,0.69
152,?,?,?,?,?,?,?,?,0.69,?
153,?,?,?,?,?,?,?,?,?,?
154,839.57,47175.79,3252.24,47868.36,2970.24,10.69,10.69,0.00,?,0.69
155,854.67,47620.68,3283.47,48323.88,2998.79,67180.69,70.69,4.45,0.69,0.69
156,859.35,47805.94,3301.92,48513.29,3026.87,40470.69,40.69,2.80,0.69,0.69
157,864.95,47573.66,3301.52,48259.19,3020.15,118410.66,70.66,7.79,0.69,0.66
158,866.67,48209.65,3325.43,48918.37,3044.38,86900.66,60.66,5.74,0.66,0.66
159,?,?,?,?,?,?,?,?,0.66,?
160,?,?,?,?,?,?,?,?,?,?
161,870.65,48495.01,3341.26,49207.65,3065.91,244990.66,150.66,15.94,?,0.66
162,870.60,48324.52,3317.02,49050.96,3074.89,38440.67,60.67,2.50,0.66,0.67
163,878.91,48383.93,3337.95,49098.70,3098.83,115490.68,50.68,7.68,0.67,0.68
164,877.48,48152.82,3294.79,48890.47,3089.32,3020.67,20.67,0.20,0.68,0.67
165,880.65,48273.42,3261.51,49057.66,3092.65,44430.65,30.65,2.91,0.67,0.65
166,?,?,?,?,?,?,?,?,0.65,?
167,?,?,?,?,?,?,?,?,?,?
168,883.59,48131.61,3221.03,48917.56,3100.24,199550.67,110.67,13.11,?,0.67
169,886.71,48119.72,3243.93,48891.04,3120.39,43260.67,30.67,2.84,0.67,0.67
170,885.25,47743.10,3245.92,48509.84,3122.21,70000.67,40.67,4.69,0.67,0.67
171,864.38,45870.00,3150.91,46587.68,3038.18,52840.66,60.66,3.44,0.67,0.66
172,855.18,44732.92,3055.25,45456.77,3001.68,178120.65,150.65,10.96,0.66,0.65
173,?,?,?,?,?,?,?,?,0.65,?
174,?,?,?,?,?,?,?,?,?,?
175,857.74,44824.62,3144.77,45531.46,2990.89,15000.63,20.63,0.96,?,0.63
176,863.23,44966.09,3152.21,45672.10,2999.31,96800.62,50.62,6.03,0.63,0.62
177,858.05,44893.99,3120.81,45601.51,2972.55,39100.63,50.63,2.42,0.62,0.63
178,847.97,43667.37,3067.07,44326.49,2915.58,41330.63,60.63,2.57,0.63,0.63
179,848.08,44747.79,3103.44,45442.51,2948.80,4800.63,10.63,0.30,0.63,0.63
180,?,?,?,?,?,?,?,?,0.63,?
181,?,?,?,?,?,?,?,?,?,?
182,848.80,44769.00,3106.66,45461.06,2963.91,83010.62,120.62,5.12,?,0.62
183,853.37,45533.94,3110.28,46254.71,2981.48,253610.62,120.62,15.05,0.62,0.62
184,850.45,45184.98,3116.57,45899.36,2971.57,00.62,00.62,0.00,0.62,0.62
185,855.94,45613.75,3145.35,46344.42,2988.19,502470.60,190.60,29.73,0.62,0.60
186,851.88,45110.89,3176.37,45805.34,2977.06,91050.62,80.62,5.55,0.60,0.62
187,?,?,?,?,?,?,?,?,0.62,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,3202.26,45172.40,2948.16,35000.62,30.62,2.17,?,0.62
190,842.60,44342.23,3223.44,44969.23,2924.69,30000.62,20.62,1.86,0.62,0.62
191,844.03,45068.55,3278.06,45727.71,2962.09,00.62,00.62,0.00,0.62,0.62
192,845.84,45712.72,3306.79,46390.36,2992.86,14100.62,20.62,0.86,0.62,0.62
193,849.99,46150.78,3344.00,46839.89,3017.66,2400.61,10.61,0.15,0.62,0.61
194,?,?,?,?,?,?,?,?,0.61,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,3318.87,46922.43,3022.70,83250.60,40.60,4.99,?,0.60
197,847.84,46155.10,3320.24,46860.35,3017.11,00.60,00.60,0.00,0.60,0.60
198,845.85,46287.08,3333.09,47003.76,3021.27,100000.58,30.58,5.80,0.60,0.58
199,845.70,46221.23,3389.39,46919.83,3023.16,75240.60,70.60,4.47,0.58,0.60
200,848.06,46399.74,3370.14,47120.88,3019.85,139410.61,40.61,8.54,0.60,0.61
201,?,?,?,?,?,?,?,?,0.61,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,3363.21,47075.43,3021.70,67440.60,50.60,4.06,?,0.60
204,852.44,46714.43,3398.88,47454.90,3029.97,00.60,00.60,0.00,0.60,0.60
205,858.02,46835.98,3451.39,47575.74,3050.63,1004820.60,40.60,60.29,0.60,0.60
206,858.31,46713.02,3417.55,47446.69,3036.16,181720.63,130.63,11.27,0.60,0.63
207,858.83,46258.91,3376.81,46981.22,3015.00,411680.67,290.67,26.32,0.63,0.67
208,?,?,?,?,?,?,?,?,0.67,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,3407.34,47214.30,3032.94,23500.66,30.66,1.55,?,0.66
211,870.15,46663.41,3422.75,47398.08,3038.42,140330.65,50.65,8.90,0.66,0.65
212,878.25,46925.65,3384.71,47676.43,3046.08,485070.66,100.66,30.34,0.65,0.66
213,881.30,47370.81,3341.99,48147.76,3060.17,582200.65,130.65,36.20,0.66,0.65
214,884.10,48325.33,3426.64,49133.14,3110.79,248600.66,80.66,16.23,0.65,0.66
215,?,?,?,?,?,?,?,?,0.66,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,3483.43,49272.86,3127.41,179490.66,40.66,11.53,?,0.66
218,891.86,47942.81,3486.01,48742.34,3127.38,5000.66,10.66,0.33,0.66,0.66
219,898.91,48306.55,3527.25,49124.78,3168.23,74650.66,50.66,4.83,0.66,0.66
220,903.85,48862.88,3579.17,49700.18,3190.86,5520.66,20.66,0.36,0.66,0.66
221,909.96,49125.36,3499.45,49994.77,3206.86,109230.66,70.66,7.04,0.66,0.66
222,?,?,?,?,?,?,?,?,0.66,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,3519.19,50476.37,3225.79,15370.66,70.66,0.99,?,0.66
225,922.16,49747.66,3538.38,50646.05,3233.22,93790.65,60.65,6.07,0.66,0.65
226,928.58,50223.95,3530.29,51152.95,3271.49,519030.66,170.66,33.33,0.65,0.66
227,?,?,?,?,?,?,?,?,0.66,?
228,928.83,49976.48,3459.16,50906.11,3253.28,1288490.63,180.63,81.45,?,0.63
229,?,?,?,?,?,?,?,?,0.63,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,3428.34,50713.14,3237.31,108800.66,100.66,6.91,?,0.66
232,914.58,49162.16,3400.95,50077.30,3210.57,10920.66,20.66,0.71,0.66,0.66
233,920.30,49128.05,3447.66,50032.45,3221.87,916000.66,80.66,58.63,0.66,0.66
234,931.73,49846.48,3478.42,50780.47,3260.69,75000.66,50.66,4.95,0.66,0.66
235,930.27,49895.10,3467.02,50836.47,3260.35,149590.66,80.66,9.59,0.66,0.66
236,?,?,?,?,?,?,?,?,0.66,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,3495.18,50756.86,3255.45,00.66,00.66,0.00,?,0.66
239,921.40,48833.58,3423.51,49731.02,3197.48,86000.66,40.66,5.67,0.66,0.66
240,919.00,48537.65,3384.22,49421.50,3183.87,33170.66,40.66,2.16,0.66,0.66
241,924.88,48676.45,3385.51,49569.11,3204.20,00.66,00.66,0.00,0.66,0.66
242,925.91,48871.98,3363.18,49771.98,3196.27,114530.67,110.67,7.57,0.66,0.67
243,?,?,?,?,?,?,?,?,0.67,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,3393.26,50099.55,3230.20,52650.67,50.67,3.48,?,0.67
246,926.93,48968.87,3405.95,49861.54,3226.75,62960.67,80.67,4.17,0.67,0.67
247,918.91,47919.09,3338.86,48781.63,3174.71,224980.68,150.68,14.96,0.67,0.68
248,890.19,45830.66,3280.10,46598.42,3061.25,341510.67,100.67,22.37,0.68,0.67
249,902.70,46717.04,3320.52,47514.09,3142.61,20940.66,30.66,1.38,0.67,0.66
250,?,?,?,?,?,?,?,?,0.66,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,3374.64,48651.54,3199.68,2000.65,20.65,0.13,?,0.65
253,931.39,48961.51,3449.10,49839.90,3256.85,72550.65,50.65,4.73,0.65,0.65
254,934.25,49437.02,3502.00,50312.63,3285.29,49010.66,20.66,3.19,0.65,0.66
255,943.52,49771.55,3561.86,50644.38,3303.55,219680.65,60.65,14.36,0.66,0.65
256,948.06,49348.61,3556.85,50196.31,3285.49,00.65,00.65,0.00,0.65,0.65
257,?,?,?,?,?,?,?,?,0.65,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,3498.14,49741.35,3260.05,115000.64,20.64,7.36,?,0.64
260,960.97,49434.46,3583.06,50258.11,3286.61,20000.65,10.65,1.30,0.64,0.65
261,957.28,49413.33,3581.84,50227.43,3277.41,915870.60,350.60,55.69,0.65,0.60
262,963.32,50300.53,3605.94,51171.25,3316.59,683990.58,350.58,39.38,0.60,0.58
263,962.49,50308.19,3585.84,51202.75,3316.08,3459640.52,1160.52,185.25,0.58,0.52
264,?,?,?,?,?,?,?,?,0.52,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,3517.39,50869.00,3291.57,3141810.54,670.54,170.23,?,0.54
267,957.44,49979.47,3512.70,50887.67,3275.67,2151510.53,610.53,114.97,0.54,0.53
268,961.02,50301.69,3515.41,51221.45,3299.72,146600.55,90.55,7.80,0.53,0.55
269,969.92,50936.34,3538.09,51846.54,3336.44,1583150.54,340.54,86.24,0.55,0.54
270,977.10,50819.81,3532.05,51704.53,3352.18,1987820.51,600.51,103.54,0.54,0.51
271,?,?,?,?,?,?,?,?,0.51,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,3494.36,51191.50,3349.29,1327910.52,320.52,69.26,?,0.52
274,984.17,50782.48,3499.03,51691.24,3351.68,2167370.55,670.55,117.55,0.52,0.55
275,987.01,50803.40,3513.56,51709.58,3364.40,893050.55,280.55,49.27,0.55,0.55
276,988.62,50982.03,3525.92,51911.61,3383.62,553610.53,220.53,29.24,0.55,0.53
277,992.25,50601.24,3510.90,51511.63,3381.52,594050.53,310.53,31.03,0.53,0.53
278,?,?,?,?,?,?,?,?,0.53,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,3501.94,51239.47,3383.60,541710.53,150.53,28.71,?,0.53
281,993.38,50137.88,3519.36,51021.26,3368.14,127000.53,70.53,6.68,0.53,0.53
282,996.97,50335.02,3561.38,51215.99,3379.96,89040.53,70.53,4.69,0.53,0.53
283,1011.15,51806.83,3648.78,52744.48,3454.41,1107720.53,400.53,58.61,0.53,0.53
284,1024.81,52230.47,3656.01,53193.87,3477.04,598820.53,350.53,31.00,0.53,0.53
285,?,?,?,?,?,?,?,?,0.53,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,3648.47,53498.97,3508.85,2496750.57,790.57,140.71,?,0.57
288,1039.64,52590.73,3614.40,53588.87,3544.07,1256010.58,350.58,71.80,0.57,0.58
289,1036.86,52861.41,3568.21,53918.41,3548.14,185080.56,100.56,10.36,0.58,0.56
290,1049.92,52573.59,3637.13,53571.90,3572.96,366110.55,150.55,20.16,0.56,0.55
291,1051.86,52587.24,3669.50,53572.92,3535.97,469790.54,160.54,25.18,0.55,0.54
292,?,?,?,?,?,?,?,?,0.54,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,3737.21,54903.39,3606.06,237000.55,80.55,12.60,?,0.55
295,1078.51,53781.81,3771.51,54818.06,3615.60,438510.55,220.55,23.98,0.55,0.55
296,1074.66,53389.74,3696.25,54433.41,3596.10,51370.55,30.55,2.83,0.55,0.55
297,1083.34,53994.46,3739.61,55063.75,3637.76,453950.54,100.54,24.35,0.55,0.54
298,1095.80,53887.13,3516.88,55023.42,3651.19,1702830.53,640.53,89.54,0.54,0.53
299,?,?,?,?,?,?,?,?,0.53,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,3427.82,55362.19,3660.45,206140.54,120.54,11.11,?,0.54
302,1114.63,54536.95,3478.84,55688.45,3688.57,125390.55,90.55,6.81,0.54,0.55
303,1107.62,54095.32,3394.12,55240.01,3660.80,421780.55,170.55,23.22,0.55,0.55
304,1109.36,53607.86,3362.26,54734.18,3628.73,193000.54,100.54,10.50,0.55,0.54
305,?,?,?,?,?,?,?,?,0.54,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,3422.88,55121.60,3668.56,28392,15,15.77,?,0.56
309,1101.37,53504.47,3437.50,54600.05,3645.18,26000,10,14.41,0.56,0.55
310,1106.35,53924.01,3426.03,55035.36,3650.27,9776,5,5.31,0.55,0.55
340,991.5027484429278,45857.110734846676,2864.893371122059,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2842.611796073331,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2820.330221024603,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2753.4854958784194,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2619.796045586054,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
