%310
@RELATION PLLCCRP00017
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE sWIG80 NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-DEWEL NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
33,?,?,?,?,?,?,?,?,1.28,?
34,?,?,?,?,?,?,?,?,?,?
35,11191.08,46556.55,1376.74,46735.25,2856.17,1468791.24,781.24,185.20,?,1.24
36,11060.84,46674.78,1376.05,46862.43,2843.49,1717091.19,1241.19,206.28,1.24,1.19
37,10953.57,46149.14,1368.56,46341.54,2811.05,1448461.16,751.16,169.54,1.19,1.16
38,10950.03,46329.66,1379.50,46512.72,2815.91,1027951.15,661.15,118.79,1.16,1.15
39,10986.53,46741.54,1389.85,46931.40,2825.70,925021.15,301.15,106.70,1.15,1.15
40,?,?,?,?,?,?,?,?,1.15,?
41,?,?,?,?,?,?,?,?,?,?
42,10947.75,46786.74,1393.28,46988.04,2826.84,113501.15,141.15,13.05,?,1.15
43,10981.98,46399.26,1383.89,46564.61,2821.25,150521.16,101.16,17.25,1.15,1.16
44,11022.58,46406.74,1354.82,46569.81,2825.02,106811.16,141.16,12.27,1.16,1.16
45,11017.48,46211.54,1313.43,46360.51,2825.15,182791.14,151.14,20.88,1.16,1.14
46,11071.18,46370.13,1349.87,46523.63,2838.22,377821.17,301.17,43.41,1.14,1.17
47,?,?,?,?,?,?,?,?,1.17,?
48,?,?,?,?,?,?,?,?,?,?
49,11089.91,46508.27,1365.73,46665.39,2848.48,244871.16,141.16,28.51,?,1.16
50,11119.72,46490.89,1352.40,46652.19,2843.90,273341.16,201.16,31.64,1.16,1.16
51,11014.53,46051.76,1342.16,46198.42,2831.71,432431.14,241.14,49.47,1.16,1.14
52,10948.88,45879.90,1322.82,46050.52,2801.83,1532671.06,901.06,165.63,1.14,1.06
53,10985.79,45948.12,1345.82,46124.82,2817.57,7788021.05,1151.05,819.50,1.06,1.05
54,?,?,?,?,?,?,?,?,1.05,?
55,?,?,?,?,?,?,?,?,?,?
56,11033.69,46286.28,1357.55,46487.05,2840.57,5174541.07,771.07,545.12,?,1.07
57,10972.28,45868.35,1359.10,46065.85,2831.16,1500511.05,801.05,158.45,1.07,1.05
58,11039.20,46241.92,1359.06,46459.99,2855.69,3746071.05,891.05,395.13,1.05,1.05
59,11052.03,46280.36,1354.30,46510.83,2865.27,3483671.05,901.05,367.18,1.05,1.05
60,11010.83,46341.14,1347.19,46622.90,2859.05,139001.07,131.07,14.82,1.05,1.07
61,?,?,?,?,?,?,?,?,1.07,?
62,?,?,?,?,?,?,?,?,?,?
63,10998.55,46137.70,1363.77,46454.13,2860.68,1036171.09,721.09,111.42,?,1.09
64,10997.33,46676.09,1397.73,47001.38,2868.06,852221.14,501.14,95.20,1.09,1.14
65,11042.47,46762.65,1387.52,47090.49,2872.90,3529981.22,1201.22,417.48,1.14,1.22
66,11042.08,46745.26,1372.44,47060.66,2873.49,1953371.20,681.20,236.81,1.22,1.20
67,11119.06,47074.39,1370.33,47436.21,2906.74,1154701.20,541.20,135.58,1.20,1.20
68,?,?,?,?,?,?,?,?,1.20,?
69,?,?,?,?,?,?,?,?,?,?
70,11133.10,46933.03,1396.97,47269.75,2914.24,1251791.20,551.20,151.26,?,1.20
71,11150.86,47010.40,1423.31,47340.43,2911.38,3383641.24,721.24,421.66,1.20,1.24
72,11194.08,46888.37,1423.72,47235.72,2901.67,3923621.27,551.27,491.21,1.24,1.27
73,11231.22,47223.68,1436.51,47606.16,2912.13,6680501.33,1241.33,862.82,1.27,1.33
74,11228.39,47125.93,1431.31,47522.10,2909.77,8553171.34,1331.34,1128.84,1.33,1.34
75,?,?,?,?,?,?,?,?,1.34,?
76,?,?,?,?,?,?,?,?,?,?
77,11190.20,46668.41,1419.01,47094.18,2900.59,1504361.32,631.32,196.48,?,1.32
78,11135.62,46029.35,1400.23,46473.62,2868.24,9829771.31,441.31,1261.30,1.32,1.31
79,11168.63,46068.24,1396.66,46511.62,2874.75,25107961.36,1461.36,3429.11,1.31,1.36
80,11069.03,45580.47,1372.60,46017.88,2833.61,3501511.30,1241.30,456.86,1.36,1.30
81,10908.77,45066.18,1354.95,45473.08,2800.67,957621.31,531.31,120.98,1.30,1.31
82,?,?,?,?,?,?,?,?,1.31,?
83,?,?,?,?,?,?,?,?,?,?
84,10899.26,44585.10,1336.25,44946.32,2780.21,393231.27,211.27,51.22,?,1.27
85,10815.43,44724.88,1334.81,45119.16,2774.13,445541.25,301.25,56.00,1.27,1.25
86,10867.86,45247.90,1332.17,45644.09,2785.46,1751231.22,781.22,213.26,1.25,1.22
87,10938.55,45147.57,1335.61,45528.85,2797.31,244751.21,141.21,29.62,1.22,1.21
88,?,?,?,?,?,?,?,?,1.21,?
89,?,?,?,?,?,?,?,?,?,?
90,?,?,?,?,?,?,?,?,?,?
91,?,?,?,?,?,?,?,?,?,?
92,10998.70,45304.74,1342.68,45679.51,2814.33,179251.21,141.21,21.69,?,1.21
93,10809.87,44604.61,1315.67,44940.36,2769.02,497151.21,291.21,60.33,1.21,1.21
94,10817.23,44623.89,1312.91,44980.62,2766.19,936481.21,311.21,113.35,1.21,1.21
95,10803.99,44597.66,1319.91,44960.02,2760.91,195611.21,141.21,23.69,1.21,1.21
96,?,?,?,?,?,?,?,?,1.21,?
97,?,?,?,?,?,?,?,?,?,?
98,10819.93,44590.97,1329.86,44963.96,2764.28,1797071.21,431.21,217.97,?,1.21
99,10820.89,44725.03,1322.63,45096.35,2767.26,564591.21,101.21,68.26,1.21,1.21
100,10845.27,45091.63,1341.74,45495.34,2780.21,1704221.19,141.19,206.15,1.21,1.19
101,10908.65,45688.48,1350.66,46131.66,2794.43,188331.23,201.23,22.65,1.19,1.23
102,10807.45,45525.92,1356.50,45960.10,2783.53,1150161.25,291.25,140.43,1.23,1.25
103,?,?,?,?,?,?,?,?,1.25,?
104,?,?,?,?,?,?,?,?,?,?
105,10663.67,44724.14,1314.18,45167.65,2754.91,541221.22,221.22,65.45,?,1.22
106,?,?,?,?,?,?,?,?,1.22,?
107,10431.02,43916.24,1291.19,44404.81,2705.88,293501.21,211.21,34.64,?,1.21
108,10415.53,43364.70,1280.02,43850.06,2695.55,1226741.18,261.18,146.39,1.21,1.18
109,10373.60,43447.75,1280.06,43993.98,2685.57,752491.22,401.22,89.64,1.18,1.22
110,?,?,?,?,?,?,?,?,1.22,?
111,?,?,?,?,?,?,?,?,?,?
112,10335.77,43360.30,1292.08,43892.82,2660.28,1470971.25,491.25,182.10,?,1.25
113,10282.22,43159.57,1277.53,43707.88,2624.40,239411.23,161.23,29.41,1.25,1.23
114,10264.95,43356.73,1283.16,43908.95,2636.70,386441.18,251.18,46.15,1.23,1.18
115,10327.20,43482.18,1295.48,44027.03,2658.57,464361.19,311.19,55.16,1.18,1.19
116,10407.26,43665.21,1299.40,44226.06,2669.93,350391.19,271.19,42.66,1.19,1.19
117,?,?,?,?,?,?,?,?,1.19,?
118,?,?,?,?,?,?,?,?,?,?
119,10465.41,43882.16,1311.59,44420.22,2685.14,502681.22,351.22,61.00,?,1.22
120,10511.46,44162.18,1303.66,44653.34,2704.84,41551.21,71.21,5.00,1.22,1.21
121,?,?,?,?,?,?,?,?,1.21,?
122,10554.34,43991.51,1274.69,44466.89,2695.22,1028261.17,421.17,121.19,?,1.17
123,?,?,?,?,?,?,?,?,1.17,?
124,?,?,?,?,?,?,?,?,?,?
125,?,?,?,?,?,?,?,?,?,?
126,10605.72,44541.73,1283.84,45060.80,2714.72,540601.14,371.14,62.12,?,1.14
127,10618.63,44742.22,1301.78,45244.29,2733.96,1215871.11,511.11,135.22,1.14,1.11
128,10692.81,45117.94,1318.36,45647.76,2752.14,2185951.08,1001.08,240.09,1.11,1.08
129,10714.80,44943.16,1323.45,45475.08,2760.20,5684381.09,691.09,613.85,1.08,1.09
130,10758.03,44895.35,1326.21,45408.06,2769.85,1817911.17,831.17,208.55,1.09,1.17
131,?,?,?,?,?,?,?,?,1.17,?
132,?,?,?,?,?,?,?,?,?,?
133,10762.74,45207.84,1330.79,45746.01,2790.62,2655831.18,621.18,311.01,?,1.18
134,10819.27,45771.11,1313.36,46336.62,2822.41,1716351.20,621.20,206.17,1.18,1.20
135,10913.18,46102.42,1324.54,46676.61,2848.38,5422111.26,1301.26,682.43,1.20,1.26
136,10976.80,45992.03,1332.96,46581.16,2871.70,1154331.25,361.25,143.54,1.26,1.25
137,10991.63,46078.68,1345.72,46646.58,2885.19,1002691.25,381.25,125.50,1.25,1.25
138,?,?,?,?,?,?,?,?,1.25,?
139,?,?,?,?,?,?,?,?,?,?
140,11070.23,46041.35,1341.55,46615.31,2921.95,6861961.29,361.29,874.28,?,1.29
141,11089.17,45851.80,1351.99,46439.10,2893.12,12921721.31,1261.31,1684.07,1.29,1.31
142,11082.19,45933.66,1344.81,46529.96,2912.70,357871.31,301.31,46.69,1.31,1.31
143,11050.12,45687.76,1350.88,46311.26,2894.53,1227411.29,551.29,155.62,1.31,1.29
144,11130.47,46145.44,1393.25,46783.61,2929.62,1154571.31,631.31,151.14,1.29,1.31
145,?,?,?,?,?,?,?,?,1.31,?
146,?,?,?,?,?,?,?,?,?,?
147,11329.88,47277.10,1431.34,47957.54,2976.83,9710981.39,1541.39,1327.36,?,1.39
148,11439.53,47579.87,1444.94,48258.02,2997.81,2088571.39,841.39,290.38,1.39,1.39
149,11434.08,47476.64,1464.18,48138.07,3000.58,2296091.38,591.38,317.04,1.39,1.38
150,?,?,?,?,?,?,?,?,1.38,?
151,11518.87,47806.34,1471.74,48503.87,2994.25,1688791.39,761.39,229.82,?,1.39
152,?,?,?,?,?,?,?,?,1.39,?
153,?,?,?,?,?,?,?,?,?,?
154,11428.58,47175.79,1461.53,47868.36,2970.24,548261.40,341.40,76.23,?,1.40
155,11527.78,47620.68,1476.35,48323.88,2998.79,2000431.47,811.47,285.48,1.40,1.47
156,11566.33,47805.94,1489.88,48513.29,3026.87,1744591.40,801.40,250.08,1.47,1.40
157,11598.90,47573.66,1469.75,48259.19,3020.15,672711.42,491.42,94.64,1.40,1.42
158,11721.20,48209.65,1514.93,48918.37,3044.38,321121.41,161.41,44.99,1.42,1.41
159,?,?,?,?,?,?,?,?,1.41,?
160,?,?,?,?,?,?,?,?,?,?
161,11855.82,48495.01,1524.65,49207.65,3065.91,1216061.44,541.44,173.67,?,1.44
162,11906.69,48324.52,1551.97,49050.96,3074.89,5713661.48,1681.48,851.83,1.44,1.48
163,12044.12,48383.93,1598.45,49098.70,3098.83,1798961.56,941.56,278.26,1.48,1.56
164,11997.09,48152.82,1595.96,48890.47,3089.32,2378101.47,1121.47,356.57,1.56,1.47
165,11980.74,48273.42,1585.79,49057.66,3092.65,2355291.45,1091.45,350.49,1.47,1.45
166,?,?,?,?,?,?,?,?,1.45,?
167,?,?,?,?,?,?,?,?,?,?
168,11950.70,48131.61,1583.00,48917.56,3100.24,882901.46,631.46,129.15,?,1.46
169,12001.25,48119.72,1588.25,48891.04,3120.39,504471.48,291.48,74.10,1.46,1.48
170,11995.61,47743.10,1571.15,48509.84,3122.21,2005781.52,851.52,301.88,1.48,1.52
171,11755.38,45870.00,1544.23,46587.68,3038.18,1077971.48,771.48,157.28,1.52,1.48
172,11698.05,44732.92,1507.70,45456.77,3001.68,455331.44,341.44,66.14,1.48,1.44
173,?,?,?,?,?,?,?,?,1.44,?
174,?,?,?,?,?,?,?,?,?,?
175,11694.70,44824.62,1501.45,45531.46,2990.89,1808271.55,1151.55,275.24,?,1.55
176,11846.22,44966.09,1503.06,45672.10,2999.31,7229571.58,2521.58,1162.78,1.55,1.58
177,11772.39,44893.99,1492.93,45601.51,2972.55,2535221.48,1501.48,387.59,1.58,1.48
178,11665.86,43667.37,1472.46,44326.49,2915.58,5935261.49,991.49,887.43,1.48,1.49
179,11716.43,44747.79,1476.14,45442.51,2948.80,676541.50,411.50,101.60,1.49,1.50
180,?,?,?,?,?,?,?,?,1.50,?
181,?,?,?,?,?,?,?,?,?,?
182,11756.83,44769.00,1492.65,45461.06,2963.91,1158451.57,611.57,178.98,?,1.57
183,11805.57,45533.94,1495.04,46254.71,2981.48,2975391.65,1141.65,480.50,1.57,1.65
184,11736.24,45184.98,1487.37,45899.36,2971.57,1106611.60,721.60,177.81,1.65,1.60
185,11820.50,45613.75,1499.27,46344.42,2988.19,240001.63,251.63,38.93,1.60,1.63
186,11822.63,45110.89,1482.20,45805.34,2977.06,693001.61,491.61,110.78,1.63,1.61
187,?,?,?,?,?,?,?,?,1.61,?
188,?,?,?,?,?,?,?,?,?,?
189,11711.98,44534.34,1474.90,45172.40,2948.16,1480461.58,661.58,230.15,?,1.58
190,11610.73,44342.23,1456.02,44969.23,2924.69,1683291.60,651.60,268.00,1.58,1.60
191,11643.94,45068.55,1468.88,45727.71,2962.09,1264981.63,711.63,206.53,1.60,1.63
192,11739.32,45712.72,1484.29,46390.36,2992.86,1570141.65,561.65,258.56,1.63,1.65
193,11784.60,46150.78,1481.99,46839.89,3017.66,4578251.63,1451.63,762.61,1.65,1.63
194,?,?,?,?,?,?,?,?,1.63,?
195,?,?,?,?,?,?,?,?,?,?
196,11770.78,46218.05,1489.11,46922.43,3022.70,1101181.67,751.67,181.97,?,1.67
197,11753.20,46155.10,1489.88,46860.35,3017.11,2795211.70,1281.70,472.71,1.67,1.70
198,11768.81,46287.08,1499.74,47003.76,3021.27,2115261.65,1151.65,350.82,1.70,1.65
199,11813.42,46221.23,1491.54,46919.83,3023.16,5854191.74,1881.74,1015.26,1.65,1.74
200,11837.95,46399.74,1495.90,47120.88,3019.85,5095561.75,2531.75,903.39,1.74,1.75
201,?,?,?,?,?,?,?,?,1.75,?
202,?,?,?,?,?,?,?,?,?,?
203,11864.19,46361.70,1484.19,47075.43,3021.70,1645011.75,1311.75,287.10,?,1.75
204,11905.16,46714.43,1494.62,47454.90,3029.97,831891.77,821.77,146.60,1.75,1.77
205,11975.99,46835.98,1489.09,47575.74,3050.63,782611.77,611.77,138.34,1.77,1.77
206,11939.68,46713.02,1474.03,47446.69,3036.16,1859921.70,1091.70,319.32,1.77,1.70
207,11930.54,46258.91,1469.58,46981.22,3015.00,928811.76,881.76,160.23,1.70,1.76
208,?,?,?,?,?,?,?,?,1.76,?
209,?,?,?,?,?,?,?,?,?,?
210,11917.93,46480.62,1481.47,47214.30,3032.94,2065441.80,1091.80,369.23,?,1.80
211,11914.45,46663.41,1464.82,47398.08,3038.42,2151131.80,1001.80,387.65,1.80,1.80
212,11934.08,46925.65,1472.71,47676.43,3046.08,1061101.80,531.80,190.32,1.80,1.80
213,12025.60,47370.81,1481.84,48147.76,3060.17,1204521.78,781.78,214.58,1.80,1.78
214,12096.51,48325.33,1499.33,49133.14,3110.79,11722431.56,4531.56,1915.87,1.78,1.56
215,?,?,?,?,?,?,?,?,1.56,?
216,?,?,?,?,?,?,?,?,?,?
217,12181.61,48458.44,1492.08,49272.86,3127.41,12283491.44,5351.44,1746.50,?,1.44
218,12213.07,47942.81,1487.96,48742.34,3127.38,2788791.45,1091.45,401.60,1.44,1.45
219,12294.72,48306.55,1495.92,49124.78,3168.23,6441941.45,1461.45,931.82,1.45,1.45
220,12425.78,48862.88,1508.03,49700.18,3190.86,8453781.37,3831.37,1170.22,1.45,1.37
221,12524.35,49125.36,1513.10,49994.77,3206.86,7607631.45,2331.45,1053.51,1.37,1.45
222,?,?,?,?,?,?,?,?,1.45,?
223,?,?,?,?,?,?,?,?,?,?
224,12613.68,49580.16,1510.53,50476.37,3225.79,2681071.45,661.45,385.79,?,1.45
225,12783.95,49747.66,1507.50,50646.05,3233.22,4246351.54,1861.54,626.35,1.45,1.54
226,12961.14,50223.95,1512.82,51152.95,3271.49,3269301.54,1741.54,505.35,1.54,1.54
227,?,?,?,?,?,?,?,?,1.54,?
228,12933.31,49976.48,1502.62,50906.11,3253.28,1412061.46,1481.46,210.03,?,1.46
229,?,?,?,?,?,?,?,?,1.46,?
230,?,?,?,?,?,?,?,?,?,?
231,12877.73,49772.46,1499.73,50713.14,3237.31,883841.48,661.48,128.86,?,1.48
232,12831.52,49162.16,1472.26,50077.30,3210.57,1688681.47,1241.47,244.66,1.48,1.47
233,12826.21,49128.05,1477.77,50032.45,3221.87,516821.44,531.44,74.96,1.47,1.44
234,12985.38,49846.48,1471.70,50780.47,3260.69,2395971.45,1471.45,350.96,1.44,1.45
235,13050.37,49895.10,1463.61,50836.47,3260.35,5120391.38,2241.38,719.57,1.45,1.38
236,?,?,?,?,?,?,?,?,1.38,?
237,?,?,?,?,?,?,?,?,?,?
238,13056.86,49818.48,1468.33,50756.86,3255.45,41785561.37,1001.37,5888.63,?,1.37
239,12781.02,48833.58,1447.65,49731.02,3197.48,1670921.33,811.33,226.49,1.37,1.33
240,12706.26,48537.65,1440.74,49421.50,3183.87,3059191.32,1371.32,403.82,1.33,1.32
241,12801.41,48676.45,1465.81,49569.11,3204.20,10968011.49,3571.49,1587.33,1.32,1.49
242,12801.04,48871.98,1440.79,49771.98,3196.27,8483771.40,3561.40,1209.48,1.49,1.40
243,?,?,?,?,?,?,?,?,1.40,?
244,?,?,?,?,?,?,?,?,?,?
245,12870.44,49187.22,1458.21,50099.55,3230.20,1976931.43,1031.43,285.54,?,1.43
246,12843.19,48968.87,1451.26,49861.54,3226.75,2202671.44,801.44,315.03,1.43,1.44
247,12637.81,47919.09,1426.01,48781.63,3174.71,5523971.42,2081.42,802.95,1.44,1.42
248,12178.22,45830.66,1364.15,46598.42,3061.25,2692291.38,1331.38,370.39,1.42,1.38
249,12457.22,46717.04,1375.61,47514.09,3142.61,12209071.52,2561.52,1816.28,1.38,1.52
250,?,?,?,?,?,?,?,?,1.52,?
251,?,?,?,?,?,?,?,?,?,?
252,12726.39,47808.90,1385.20,48651.54,3199.68,4337221.51,1311.51,665.12,?,1.51
253,12962.91,48961.51,1408.19,49839.90,3256.85,1971891.50,941.50,294.91,1.51,1.50
254,12983.95,49437.02,1422.23,50312.63,3285.29,853111.50,671.50,128.24,1.50,1.50
255,13011.41,49771.55,1436.34,50644.38,3303.55,910291.50,571.50,134.27,1.50,1.50
256,12998.59,49348.61,1425.63,50196.31,3285.49,1372141.44,631.44,200.18,1.50,1.44
257,?,?,?,?,?,?,?,?,1.44,?
258,?,?,?,?,?,?,?,?,?,?
259,13003.37,48917.85,1415.04,49741.35,3260.05,9109421.40,3271.40,1279.56,?,1.40
260,13085.22,49434.46,1419.82,50258.11,3286.61,5916231.40,1541.40,821.97,1.40,1.40
261,13049.76,49413.33,1427.60,50227.43,3277.41,4830091.42,2511.42,679.18,1.40,1.42
262,13124.47,50300.53,1430.45,51171.25,3316.59,1268331.42,861.42,181.53,1.42,1.42
263,13140.38,50308.19,1424.93,51202.75,3316.08,1368941.41,591.41,193.10,1.42,1.41
264,?,?,?,?,?,?,?,?,1.41,?
265,?,?,?,?,?,?,?,?,?,?
266,13089.15,49955.87,1413.29,50869.00,3291.57,1865161.39,661.39,261.24,?,1.39
267,13131.43,49979.47,1407.11,50887.67,3275.67,1415501.38,631.38,196.41,1.39,1.38
268,13114.91,50301.69,1417.72,51221.45,3299.72,2053501.37,1131.37,282.81,1.38,1.37
269,13233.88,50936.34,1433.07,51846.54,3336.44,2759411.38,1241.38,383.51,1.37,1.38
270,13346.97,50819.81,1443.45,51704.53,3352.18,1186261.39,711.39,165.71,1.38,1.39
271,?,?,?,?,?,?,?,?,1.39,?
272,?,?,?,?,?,?,?,?,?,?
273,13314.68,50301.85,1435.33,51191.50,3349.29,1209701.38,941.38,168.04,?,1.38
274,13338.19,50782.48,1430.56,51691.24,3351.68,5592581.38,901.38,776.43,1.38,1.38
275,13386.01,50803.40,1447.48,51709.58,3364.40,9438561.47,2761.47,1356.17,1.38,1.47
276,13476.11,50982.03,1455.40,51911.61,3383.62,5422341.47,1941.47,813.60,1.47,1.47
277,13513.64,50601.24,1444.69,51511.63,3381.52,1670311.47,1021.47,247.02,1.47,1.47
278,?,?,?,?,?,?,?,?,1.47,?
279,?,?,?,?,?,?,?,?,?,?
280,13477.58,50338.71,1445.73,51239.47,3383.60,382581.47,361.47,55.79,?,1.47
281,13399.64,50137.88,1430.85,51021.26,3368.14,1641491.47,831.47,235.53,1.47,1.47
282,13361.98,50335.02,1441.04,51215.99,3379.96,339211.43,211.43,49.14,1.47,1.43
283,13589.27,51806.83,1467.04,52744.48,3454.41,6192191.56,2661.56,941.37,1.43,1.56
284,13638.56,52230.47,1480.78,53193.87,3477.04,2980461.56,1061.56,462.40,1.56,1.56
285,?,?,?,?,?,?,?,?,1.56,?
286,?,?,?,?,?,?,?,?,?,?
287,13701.85,52520.91,1494.80,53498.97,3508.85,4094761.66,1711.66,657.48,?,1.66
288,13824.94,52590.73,1502.66,53588.87,3544.07,2776381.63,1701.63,463.36,1.66,1.63
289,13886.79,52861.41,1515.16,53918.41,3548.14,10271741.76,4721.76,1785.53,1.63,1.76
290,14155.74,52573.59,1562.31,53571.90,3572.96,7893031.78,2151.78,1391.33,1.76,1.78
291,14253.72,52587.24,1560.66,53572.92,3535.97,8211081.78,1521.78,1457.24,1.78,1.78
292,?,?,?,?,?,?,?,?,1.78,?
293,?,?,?,?,?,?,?,?,?,?
294,14459.56,53853.55,1567.16,54903.39,3606.06,33291721.79,1291.79,5927.89,?,1.79
295,14512.68,53781.81,1553.89,54818.06,3615.60,3060131.75,1341.75,538.47,1.79,1.75
296,14327.32,53389.74,1546.62,54433.41,3596.10,1974811.70,981.70,337.66,1.75,1.70
297,14572.10,53994.46,1547.05,55063.75,3637.76,4648951.76,931.76,809.88,1.70,1.76
298,14753.57,53887.13,1563.80,55023.42,3651.19,11020801.92,5701.92,2047.59,1.76,1.92
299,?,?,?,?,?,?,?,?,1.92,?
300,?,?,?,?,?,?,?,?,?,?
301,14896.01,54180.04,1561.20,55362.19,3660.45,3942891.90,1541.90,750.72,?,1.90
302,14994.44,54536.95,1571.77,55688.45,3688.57,4346351.93,1511.93,845.47,1.90,1.93
303,14942.82,54095.32,1565.67,55240.01,3660.80,10435171.86,4451.86,2028.31,1.93,1.86
304,14928.63,53607.86,1550.39,54734.18,3628.73,2580411.86,1541.86,479.94,1.86,1.86
305,?,?,?,?,?,?,?,?,1.86,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,15023.33,53989.37,1576.65,55121.60,3668.56,203128,127,385.93,?,1.92
309,14877.29,53504.47,1569.20,54600.05,3645.18,131966,86,249.44,1.92,1.87
310,14860.69,53924.01,1574.21,55035.36,3650.27,117138,65,222.72,1.87,1.92
340,13476.564027366672,45857.110734846676,1517.0604490598248,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,13789.514663168062,46189.882480874876,1525.0638171806484,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,14102.465298969453,46522.654226903076,1533.067185301472,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,15041.317206373624,47520.969464987684,1557.077289663942,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,16919.02102118197,49517.5999411569,1605.0974983888825,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
