%310
@RELATION PLPROJP00018
@ATTRIBUTE day NUMERIC 
@ATTRIBUTE WIG-Plus NUMERIC 
@ATTRIBUTE WIG NUMERIC 
@ATTRIBUTE WIG-BUDOW NUMERIC 
@ATTRIBUTE WIG-Poland NUMERIC 
@ATTRIBUTE InvestorMS NUMERIC 
@ATTRIBUTE gain NUMERIC 
@ATTRIBUTE transactions NUMERIC 
@ATTRIBUTE gainValue NUMERIC 
@ATTRIBUTE before NUMERIC 
@ATTRIBUTE price NUMERIC 
@DATA 
187,?,?,?,?,?,?,?,?,9.29,?
188,?,?,?,?,?,?,?,?,?,?
189,849.30,44534.34,1768.95,45172.40,2948.16,12319.55,59.55,11.59,?,9.55
190,842.60,44342.23,1782.40,44969.23,2924.69,319.50,49.50,0.29,9.55,9.50
191,844.03,45068.55,1817.53,45727.71,2962.09,34089.20,109.20,31.70,9.50,9.20
192,845.84,45712.72,1810.46,46390.36,2992.86,844179.00,199.00,784.30,9.20,9.00
193,849.99,46150.78,1837.14,46839.89,3017.66,4159.20,49.20,3.75,9.00,9.20
194,?,?,?,?,?,?,?,?,9.20,?
195,?,?,?,?,?,?,?,?,?,?
196,850.04,46218.05,1814.28,46922.43,3022.70,41799.00,239.00,36.20,?,9.00
197,847.84,46155.10,1823.37,46860.35,3017.11,5919.19,59.19,5.34,9.00,9.19
198,845.85,46287.08,1818.62,47003.76,3021.27,4879.00,79.00,4.39,9.19,9.00
199,845.70,46221.23,1819.97,46919.83,3023.16,21519.15,159.15,19.37,9.00,9.15
200,848.06,46399.74,1818.57,47120.88,3019.85,5129.20,49.20,4.62,9.15,9.20
201,?,?,?,?,?,?,?,?,9.20,?
202,?,?,?,?,?,?,?,?,?,?
203,849.27,46361.70,1824.40,47075.43,3021.70,119.20,29.20,0.10,?,9.20
204,852.44,46714.43,1824.74,47454.90,3029.97,38358.94,178.94,34.71,9.20,8.94
205,858.02,46835.98,1835.56,47575.74,3050.63,4109.00,39.00,3.69,8.94,9.00
206,858.31,46713.02,1829.12,47446.69,3036.16,7939.00,89.00,7.12,9.00,9.00
207,858.83,46258.91,1830.71,46981.22,3015.00,229.20,49.20,0.20,9.00,9.20
208,?,?,?,?,?,?,?,?,9.20,?
209,?,?,?,?,?,?,?,?,?,?
210,862.18,46480.62,1842.00,47214.30,3032.94,839.20,59.20,0.74,?,9.20
211,870.15,46663.41,1839.88,47398.08,3038.42,5028.90,48.90,4.46,9.20,8.90
212,878.25,46925.65,1831.05,47676.43,3046.08,86749.22,209.22,79.95,8.90,9.22
213,881.30,47370.81,1808.90,48147.76,3060.17,23309.22,119.22,21.46,9.22,9.22
214,884.10,48325.33,1853.85,49133.14,3110.79,63549.12,219.12,57.80,9.22,9.12
215,?,?,?,?,?,?,?,?,9.12,?
216,?,?,?,?,?,?,?,?,?,?
217,891.59,48458.44,1867.91,49272.86,3127.41,27109.45,119.45,25.18,?,9.45
218,891.86,47942.81,1866.84,48742.34,3127.38,09.45,09.45,0.00,9.45,9.45
219,898.91,48306.55,1881.25,49124.78,3168.23,12509.65,159.65,11.97,9.45,9.65
220,903.85,48862.88,1886.72,49700.18,3190.86,393510.00,1710.00,38.08,9.65,10.00
221,909.96,49125.36,1893.84,49994.77,3206.86,244610.00,1110.00,24.03,10.00,10.00
222,?,?,?,?,?,?,?,?,10.00,?
223,?,?,?,?,?,?,?,?,?,?
224,918.93,49580.16,1919.56,50476.37,3225.79,5644010.00,2510.00,563.97,?,10.00
225,922.16,49747.66,1936.51,50646.05,3233.22,30659.99,129.99,30.65,10.00,9.99
226,928.58,50223.95,1962.38,51152.95,3271.49,355710.20,2710.20,36.47,9.99,10.20
227,?,?,?,?,?,?,?,?,10.20,?
228,928.83,49976.48,1966.79,50906.11,3253.28,259810.19,1010.19,26.30,?,10.19
229,?,?,?,?,?,?,?,?,10.19,?
230,?,?,?,?,?,?,?,?,?,?
231,919.57,49772.46,1945.70,50713.14,3237.31,1861110.25,7110.25,192.83,?,10.25
232,914.58,49162.16,1917.73,50077.30,3210.57,50099.60,379.60,49.03,10.25,9.60
233,920.30,49128.05,1916.46,50032.45,3221.87,1484510.39,2110.39,150.69,9.60,10.39
234,931.73,49846.48,1919.07,50780.47,3260.69,3239110.55,12010.55,340.96,10.39,10.55
235,930.27,49895.10,1931.18,50836.47,3260.35,1957910.40,4010.40,206.22,10.55,10.40
236,?,?,?,?,?,?,?,?,10.40,?
237,?,?,?,?,?,?,?,?,?,?
238,927.73,49818.48,1930.40,50756.86,3255.45,1595110.60,2710.60,167.81,?,10.60
239,921.40,48833.58,1906.94,49731.02,3197.48,1007810.60,2810.60,108.24,10.60,10.60
240,919.00,48537.65,1893.65,49421.50,3183.87,317210.59,1410.59,33.15,10.60,10.59
241,924.88,48676.45,1898.85,49569.11,3204.20,2318411.43,5711.43,256.14,10.59,11.43
242,925.91,48871.98,1888.37,49771.98,3196.27,3277410.11,9710.11,339.55,11.43,10.11
243,?,?,?,?,?,?,?,?,10.11,?
244,?,?,?,?,?,?,?,?,?,?
245,929.89,49187.22,1867.21,50099.55,3230.20,44429.26,379.26,42.87,?,9.26
246,926.93,48968.87,1863.87,49861.54,3226.75,16209.35,179.35,15.05,9.26,9.35
247,918.91,47919.09,1824.69,48781.63,3174.71,64769.14,279.14,59.22,9.35,9.14
248,890.19,45830.66,1761.23,46598.42,3061.25,111818.01,568.01,91.77,9.14,8.01
249,902.70,46717.04,1820.13,47514.09,3142.61,110508.29,308.29,91.70,8.01,8.29
250,?,?,?,?,?,?,?,?,8.29,?
251,?,?,?,?,?,?,?,?,?,?
252,916.76,47808.90,1848.42,48651.54,3199.68,52117.96,247.96,41.89,?,7.96
253,931.39,48961.51,1921.50,49839.90,3256.85,37498.47,198.47,31.15,7.96,8.47
254,934.25,49437.02,1935.28,50312.63,3285.29,41549.00,249.00,36.29,8.47,9.00
255,943.52,49771.55,1981.13,50644.38,3303.55,201809.36,249.36,182.89,9.00,9.36
256,948.06,49348.61,1986.17,50196.31,3285.49,53759.69,219.69,50.81,9.36,9.69
257,?,?,?,?,?,?,?,?,9.69,?
258,?,?,?,?,?,?,?,?,?,?
259,956.00,48917.85,1997.16,49741.35,3260.05,1137210.22,5810.22,114.21,?,10.22
260,960.97,49434.46,1994.79,50258.11,3286.61,940610.80,4910.80,100.71,10.22,10.80
261,957.28,49413.33,1985.11,50227.43,3277.41,1526910.82,7110.82,165.98,10.80,10.82
262,963.32,50300.53,2000.89,51171.25,3316.59,1913811.20,2811.20,208.38,10.82,11.20
263,962.49,50308.19,2005.00,51202.75,3316.08,240311.09,1611.09,26.22,11.20,11.09
264,?,?,?,?,?,?,?,?,11.09,?
265,?,?,?,?,?,?,?,?,?,?
266,959.46,49955.87,1988.08,50869.00,3291.57,484210.71,3010.71,51.03,?,10.71
267,957.44,49979.47,1972.58,50887.67,3275.67,68110.85,1310.85,7.34,10.71,10.85
268,961.02,50301.69,1979.81,51221.45,3299.72,176010.85,1010.85,18.94,10.85,10.85
269,969.92,50936.34,1986.14,51846.54,3336.44,5663511.00,2011.00,617.10,10.85,11.00
270,977.10,50819.81,1999.08,51704.53,3352.18,663810.86,1510.86,71.61,11.00,10.86
271,?,?,?,?,?,?,?,?,10.86,?
272,?,?,?,?,?,?,?,?,?,?
273,983.39,50301.85,2010.06,51191.50,3349.29,521310.50,610.50,56.31,?,10.50
274,984.17,50782.48,2007.69,51691.24,3351.68,565410.20,2410.20,57.89,10.50,10.20
275,987.01,50803.40,2016.99,51709.58,3364.40,582810.05,2210.05,58.68,10.20,10.05
276,988.62,50982.03,2073.65,51911.61,3383.62,327810.50,1610.50,34.29,10.05,10.50
277,992.25,50601.24,2097.98,51511.63,3381.52,79610.30,610.30,8.24,10.50,10.30
278,?,?,?,?,?,?,?,?,10.30,?
279,?,?,?,?,?,?,?,?,?,?
280,995.75,50338.71,2120.60,51239.47,3383.60,262010.30,710.30,26.99,?,10.30
281,993.38,50137.88,2131.10,51021.26,3368.14,441510.16,910.16,44.41,10.30,10.16
282,996.97,50335.02,2126.57,51215.99,3379.96,38410.12,710.12,3.88,10.16,10.12
283,1011.15,51806.83,2150.38,52744.48,3454.41,300810.38,1510.38,30.97,10.12,10.38
284,1024.81,52230.47,2175.63,53193.87,3477.04,915210.42,4810.42,99.37,10.38,10.42
285,?,?,?,?,?,?,?,?,10.42,?
286,?,?,?,?,?,?,?,?,?,?
287,1029.64,52520.91,2196.86,53498.97,3508.85,135510.65,1410.65,14.30,?,10.65
288,1039.64,52590.73,2249.42,53588.87,3544.07,154710.95,1410.95,16.87,10.65,10.95
289,1036.86,52861.41,2267.93,53918.41,3548.14,33310.94,410.94,3.64,10.95,10.94
290,1049.92,52573.59,2280.53,53571.90,3572.96,878011.35,2811.35,97.34,10.94,11.35
291,1051.86,52587.24,2320.78,53572.92,3535.97,1079011.91,4011.91,124.65,11.35,11.91
292,?,?,?,?,?,?,?,?,11.91,?
293,?,?,?,?,?,?,?,?,?,?
294,1066.25,53853.55,2342.90,54903.39,3606.06,692112.25,2512.25,84.20,?,12.25
295,1078.51,53781.81,2351.77,54818.06,3615.60,829511.90,2311.90,101.37,12.25,11.90
296,1074.66,53389.74,2357.93,54433.41,3596.10,544112.49,3012.49,67.43,11.90,12.49
297,1083.34,53994.46,2411.97,55063.75,3637.76,6238612.62,5712.62,809.85,12.49,12.62
298,1095.80,53887.13,2452.72,55023.42,3651.19,1162312.12,4612.12,141.94,12.62,12.12
299,?,?,?,?,?,?,?,?,12.12,?
300,?,?,?,?,?,?,?,?,?,?
301,1105.65,54180.04,2458.33,55362.19,3660.45,107811.64,1211.64,12.76,?,11.64
302,1114.63,54536.95,2476.37,55688.45,3688.57,343811.76,2011.76,41.11,11.64,11.76
303,1107.62,54095.32,2472.94,55240.01,3660.80,556112.00,3312.00,66.21,11.76,12.00
304,1109.36,53607.86,2475.98,54734.18,3628.73,76912.08,712.08,9.06,12.00,12.08
305,?,?,?,?,?,?,?,?,12.08,?
306,?,?,?,?,?,?,?,?,?,?
307,?,?,?,?,?,?,?,?,?,?
308,1108.16,53989.37,2482.39,55121.60,3668.56,802,10,9.63,?,12.03
309,1101.37,53504.47,2450.55,54600.05,3645.18,2441,14,28.73,12.03,11.86
310,1106.35,53924.01,2477.66,55035.36,3650.27,1344,5,15.84,11.86,11.75
340,991.5027484429278,45857.110734846676,2077.6816212987255,47106.0108522239,3215.763816454578,?,?,?,?,?,? 
370,1011.5865587108091,46189.882480874876,2130.4556810728736,47398.32393415799,3267.20146029432,?,?,?,?,?,? 
400,1031.6703689786905,46522.654226903076,2183.229740847022,47690.63701609208,3318.639104134063,?,?,?,?,?,? 
490,1091.9217997823343,47520.969464987684,2341.551920169468,48567.57626189435,3472.9520356532903,?,?,?,?,?,? 
670,1212.4246613896223,49517.5999411569,2658.1962788143587,50321.45475349891,3781.5778986917467,?,?,?,?,?,? 
